osmid,highway,maxspeed,oneway,reversed,length,name,geometry,access
81133889,residential,60,False,False,100.526,,"LINESTRING (86.1053906 54.280444, 86.1059729 54.2796063)",
81133889,residential,60,False,True,81.242,,"LINESTRING (86.1053906 54.280444, 86.1049516 54.2811282)",
147301777,residential,,False,False,226.555,Подольская улица,"LINESTRING (86.1053906 54.280444, 86.1086041 54.2812387)",
147301778,residential,40,False,True,415.002,Рябиновая улица,"LINESTRING (86.1053906 54.280444, 86.1052321 54.280468, 86.1050495 54.280445, 86.0994495 54.2791205)",
81133889,residential,60,False,False,200.104,,"LINESTRING (86.1034098 54.2834392, 86.1034448 54.2833871, 86.104535 54.2817638)",
81238882,secondary,40,False,False,301.99500000000006,улица Шевцовой,"LINESTRING (86.1034098 54.2834392, 86.1024873 54.2832091, 86.1022928 54.283173, 86.102056 54.2831444, 86.1018303 54.28313, 86.1015832 54.2831151, 86.1013626 54.2831017, 86.1012705 54.2830967, 86.099218 54.2829858, 86.0988667 54.2829712)",
81238882,secondary,40,False,True,213.658,улица Шевцовой,"LINESTRING (86.1034098 54.2834392, 86.1034794 54.2834572, 86.1038735 54.283558, 86.1047942 54.2837991, 86.1050307 54.2838588, 86.1051396 54.2838878, 86.1059359 54.2840894, 86.1062167 54.2841592, 86.1064242 54.2842107)",
81238882,secondary,40,False,True,301.995,улица Шевцовой,"LINESTRING (86.0988667 54.2829712, 86.099218 54.2829858, 86.1012705 54.2830967, 86.1013626 54.2831017, 86.1015832 54.2831151, 86.1018303 54.28313, 86.102056 54.2831444, 86.1022928 54.283173, 86.1024873 54.2832091, 86.1034098 54.2834392)",
147321526,residential,40,False,False,201.914,,"LINESTRING (86.0988667 54.2829712, 86.0988494 54.2830927, 86.0988058 54.283399, 86.0987899 54.2835104, 86.0987806 54.2835753, 86.0986902 54.2842105, 86.0986752 54.2843155, 86.0986199 54.2847813)",
741915195,residential,60,False,False,429.87199999999996,,"LINESTRING (86.0988667 54.2829712, 86.098883 54.2828751, 86.0989811 54.2822969, 86.0991969 54.2810244, 86.0993035 54.2802207, 86.0994495 54.2791205)",yes
81133889,residential,60,False,False,99.265,,"LINESTRING (86.1059729 54.2796063, 86.1065813 54.2787873)",
81133889,residential,60,False,True,100.526,,"LINESTRING (86.1059729 54.2796063, 86.1053906 54.280444)",
147301776,residential,,False,False,227.357,Харьковская улица,"LINESTRING (86.1059729 54.2796063, 86.1091929 54.2804104)",
147301778,residential,40,False,False,415.002,Рябиновая улица,"LINESTRING (86.0994495 54.2791205, 86.1050495 54.280445, 86.1052321 54.280468, 86.1053906 54.280444)",
741915195,residential,60,False,True,429.872,,"LINESTRING (86.0994495 54.2791205, 86.0993035 54.2802207, 86.0991969 54.2810244, 86.0989811 54.2822969, 86.098883 54.2828751, 86.0988667 54.2829712)",yes
