osmid,lanes,ref,name,highway,oneway,reversed,length,maxspeed,geometry
209587933,2,29К-018,Московская улица,secondary,False,False,38.731,,"LINESTRING (36.3117692 54.8123654, 36.3120775 54.812665)"
31144555,2,,улица Матросова,secondary,False,False,123.56,RU:urban,"LINESTRING (36.3117692 54.8123654, 36.3116467 54.8124045, 36.3116223 54.8124092, 36.3102191 54.8128983, 36.3101185 54.8129387)"
209587933,2,29К-018,Московская улица,secondary,False,True,340.897,,"LINESTRING (36.3117692 54.8123654, 36.311532 54.8120612, 36.3113972 54.8118896, 36.3112617 54.8117016, 36.3107765 54.810962, 36.3103328 54.8102731, 36.3098556 54.8095061)"
376494352,2,29К-018,улица Ленина,secondary,False,False,167.14600000000002,,"LINESTRING (36.304166 54.8050669, 36.3045726 54.8053462, 36.3058058 54.8062357)"
376494352,2,29К-018,улица Ленина,secondary,False,True,50.476,,"LINESTRING (36.304166 54.8050669, 36.3040405 54.805001, 36.3038918 54.8049256, 36.303727 54.8048502, 36.3035537 54.8047825)"
376494352,2,29К-018,улица Ленина,secondary,False,False,43.376,,"LINESTRING (36.309286 54.8088678, 36.3096281 54.8092044)"
"[150746595, 376494342]",,,"['улица Горького', 'Октябрьский переулок']",residential,False,True,345.864,,"LINESTRING (36.309286 54.8088678, 36.309153 54.8089047, 36.3082254 54.8092278, 36.3071234 54.8095547, 36.3065069 54.8097289, 36.3063379 54.8097855, 36.3057862 54.8099704, 36.3057002 54.8100089, 36.3056691 54.8100298, 36.3056627 54.8100543, 36.3056645 54.8100898, 36.3056943 54.8101415, 36.3061656 54.8106824)"
376494352,2,29К-018,улица Ленина,secondary,False,True,368.07,,"LINESTRING (36.309286 54.8088678, 36.3090749 54.8086836, 36.3089281 54.8085671, 36.3079557 54.8078101, 36.3074952 54.8074689, 36.3069536 54.8070676, 36.3058058 54.8062357)"
376494352,2,29К-018,улица Ленина,secondary,False,True,43.376,,"LINESTRING (36.3096281 54.8092044, 36.309286 54.8088678)"
31248301,,,Советская улица,tertiary,False,False,240.60800000000003,,"LINESTRING (36.3096281 54.8092044, 36.3096871 54.8091856, 36.3098482 54.8091342, 36.3100245 54.8090844, 36.3112207 54.8087933, 36.3122196 54.8085519, 36.3122409 54.8085465, 36.3124809 54.8084861, 36.31298 54.8083605, 36.3130674 54.8083385)"
