osmid,highway,oneway,reversed,length,geometry,maxspeed,junction
250491479,primary,False,True,46.239,"LINESTRING (24.8765383 12.0475418, 24.8765116 12.0474321, 24.8764774 12.0473409, 24.8764291 12.0472347, 24.8763876 12.0471547)",,
250491487,residential,False,False,79.13,"LINESTRING (24.8765383 12.0475418, 24.8765893 12.0471674, 24.8766395 12.0468371)",,
632229825,primary,False,True,70.598,"LINESTRING (24.8765383 12.0475418, 24.8765425 12.0476144, 24.8765411 12.0477009, 24.8765203 12.0479501, 24.8765029 12.0481751)",,
630686299,tertiary,False,False,125.898,"LINESTRING (24.8760456 12.0506893, 24.8771885 12.05087)",,
632229825,primary,False,False,138.875,"LINESTRING (24.8760456 12.0506893, 24.8761126 12.05033, 24.8761864 12.0499483, 24.8762843 12.0494624)",,
632229825,primary,False,True,111.807,"LINESTRING (24.8760456 12.0506893, 24.8759872 12.0510067, 24.8759155 12.0514497, 24.8758793 12.0516815)",,
633371249,residential,False,False,108.735,"LINESTRING (24.8760456 12.0506893, 24.8755521 12.0506133, 24.8751953 12.0505713, 24.8750572 12.0505437)",,
632229825,primary,False,True,35.861,"LINESTRING (24.8755782 12.0534809, 24.8755239 12.053799)",,
632229825,primary,False,False,114.55199999999999,"LINESTRING (24.8755782 12.0534809, 24.8756419 12.0531327, 24.8757619 12.0524665)",,
628281401,secondary,False,False,292.986,"LINESTRING (24.8788148 12.0544947, 24.8791444 12.0545154, 24.8795664 12.0545421, 24.8797528 12.0545538, 24.8802983 12.0545882, 24.8804828 12.0545999, 24.8807429 12.0546163, 24.8809484 12.0546292, 24.8815035 12.0546642)",,
628281401,secondary,False,True,163.715,"LINESTRING (24.8788148 12.0544947, 24.8787302 12.0544893, 24.8778918 12.0544364, 24.8773124 12.0543999)",,
628281401,secondary,False,False,163.715,"LINESTRING (24.8773124 12.0543999, 24.8778918 12.0544364, 24.8787302 12.0544893, 24.8788148 12.0544947)",,
628281401,secondary,False,True,80.441,"LINESTRING (24.8773124 12.0543999, 24.8769478 12.0543769, 24.8765742 12.0543533)",,
630686299,tertiary,False,False,29.04,"LINESTRING (24.8771885 12.05087, 24.8774545 12.0508931)",,
630686299,tertiary,False,True,125.898,"LINESTRING (24.8771885 12.05087, 24.8760456 12.0506893)",,
"[250491485, 633371254]",residential,False,"[False, True]",319.211,"LINESTRING (24.8771885 12.05087, 24.8771017 12.0515196, 24.8769642 12.0525477, 24.8766993 12.0525217, 24.8757619 12.0524665)",,
630686299,tertiary,False,True,29.04,"LINESTRING (24.8774545 12.0508931, 24.8771885 12.05087)",,
250491498,residential,False,False,159.742,"LINESTRING (24.8774545 12.0508931, 24.8776804 12.0495719, 24.8776935 12.0494757)",,
630686299,tertiary,False,False,191.28900000000002,"LINESTRING (24.8774545 12.0508931, 24.8782468 12.0509724, 24.8784381 12.0509989, 24.8785307 12.0510067, 24.8788066 12.05103, 24.879127 12.0510662, 24.8792033 12.0510765)",,
250491479,primary,False,False,49.939,"LINESTRING (24.8761435 12.0467743, 24.8762689 12.0469671, 24.8763876 12.0471547)",,
