osmid,highway,oneway,reversed,length,lanes,name,maxspeed,width,geometry
217544058,residential,False,True,29.947,,,,,"LINESTRING (32.7359077 13.1877407, 32.7356491 13.1876451)"
624771797,unclassified,False,False,60.332,,,,,"LINESTRING (32.7359077 13.1877407, 32.7364155 13.1879642)"
217544058,residential,False,False,29.947,,,,,"LINESTRING (32.7356491 13.1876451, 32.7359077 13.1877407)"
624771797,unclassified,False,True,67.279,,,,,"LINESTRING (32.7385185 13.1889259, 32.7379578 13.188665)"
333969188,residential,False,False,49.356,,,,,"LINESTRING (32.7368894 13.1881656, 32.7370933 13.1877686)"
624771797,unclassified,False,False,59.549,,,,,"LINESTRING (32.7368894 13.1881656, 32.7373848 13.1883983)"
624771797,unclassified,False,True,55.98,,,,,"LINESTRING (32.7368894 13.1881656, 32.7364155 13.1879642)"
333968003,residential,False,False,56.87,,,,,"LINESTRING (32.7440932 13.1816059, 32.744302 13.1811366)"
333968003,residential,False,True,117.255,,,,,"LINESTRING (32.7440932 13.1816059, 32.7436397 13.1825635)"
334140656,residential,False,False,57.622,,,,,"LINESTRING (32.7440932 13.1816059, 32.7436153 13.1813778)"
333968003,residential,False,False,61.608,,,,,"LINESTRING (32.7433857 13.1830593, 32.7436397 13.1825635)"
333968003,residential,False,True,56.159,,,,,"LINESTRING (32.7433857 13.1830593, 32.7431498 13.1835091)"
334140657,residential,False,False,99.698,,,,,"LINESTRING (32.7433857 13.1830593, 32.7425584 13.1826655)"
334140657,residential,False,True,73.82,,,,,"LINESTRING (32.7433857 13.1830593, 32.7439983 13.1833508)"
333966566,residential,False,False,96.246,,,,,"LINESTRING (32.7384639 13.1807071, 32.7380535 13.1814749)"
334140657,residential,False,True,56.361,,,,,"LINESTRING (32.7384639 13.1807071, 32.7389279 13.1809369)"
333968003,residential,False,False,27.169,,,,,"LINESTRING (32.7426774 13.1844351, 32.7427853 13.1842145)"
333968003,residential,False,True,69.06,,,,,"LINESTRING (32.7426774 13.1844351, 32.7424035 13.184996)"
334140658,residential,False,False,57.785,,,,,"LINESTRING (32.7426774 13.1844351, 32.7421997 13.1842033)"
333966566,residential,False,False,41.878,,,,,"LINESTRING (32.7377343 13.1821408, 32.7375787 13.1824856)"
333966566,residential,False,True,81.712,,,,,"LINESTRING (32.7377343 13.1821408, 32.7380535 13.1814749)"
334140658,residential,False,True,52.735,,,,,"LINESTRING (32.7377343 13.1821408, 32.7381725 13.1823479)"
333968003,residential,False,False,97.396,,,,,"LINESTRING (32.7419846 13.1858694, 32.7423686 13.1850773)"
333968003,residential,False,True,59.255,,,,,"LINESTRING (32.7419846 13.1858694, 32.7417325 13.1863424)"
334140659,residential,False,False,60.41,,,,,"LINESTRING (32.7419846 13.1858694, 32.7414787 13.1856402)"
334140659,residential,False,True,116.199,,,,,"LINESTRING (32.7419846 13.1858694, 32.7429444 13.1863371)"
333966566,residential,False,False,57.287,,,,,"LINESTRING (32.7370718 13.1835458, 32.7368277 13.1840029)"
333966566,residential,False,True,57.97,,,,,"LINESTRING (32.7370718 13.1835458, 32.7372918 13.1830705)"
334140659,residential,False,False,59.872,,,,,"LINESTRING (32.7370718 13.1835458, 32.7365804 13.1832988)"
334140659,residential,False,True,148.899,,,,,"LINESTRING (32.7370718 13.1835458, 32.7383015 13.1841455)"
333966566,residential,False,False,60.77,,,,,"LINESTRING (32.7363771 13.1849352, 32.736125 13.1854235)"
333966566,residential,False,True,114.572,,,,,"LINESTRING (32.7363771 13.1849352, 32.7368277 13.1840029)"
334140660,residential,False,False,53.728,,,,,"LINESTRING (32.7363771 13.1849352, 32.7368243 13.1851447)"
334140660,residential,False,True,69.482,,,,,"LINESTRING (32.7363771 13.1849352, 32.7358031 13.1846557)"
334140660,residential,False,True,68.595,,,,,"LINESTRING (32.7428065 13.1880104, 32.7422214 13.1877737)"
642577043,trunk,False,False,57.211,2,شارع الخرطوم - كوستي,100,12,"LINESTRING (32.7428065 13.1880104, 32.7430359 13.1875469)"
334140660,residential,False,False,77.67999999999999,,,,,"LINESTRING (32.7428065 13.1880104, 32.7428586 13.1880383, 32.7434353 13.1883469)"
333966566,residential,False,False,51.554,,,,,"LINESTRING (32.7355778 13.1865099, 32.7353606 13.1869225)"
333966566,residential,False,True,47.669,,,,,"LINESTRING (32.7355778 13.1865099, 32.7357683 13.1861234)"
334140661,residential,False,False,56.963,,,,,"LINESTRING (32.7355778 13.1865099, 32.7360483 13.1867392)"
333969188,residential,False,False,52.86,,,,,"LINESTRING (32.738083 13.1857578, 32.7383003 13.1853321)"
333969188,residential,False,True,59.36,,,,,"LINESTRING (32.738083 13.1857578, 32.7378497 13.1862409)"
334140660,residential,False,False,152.847,,,,,"LINESTRING (32.738083 13.1857578, 32.7393498 13.1863646)"
334140660,residential,False,True,55.884,,,,,"LINESTRING (32.738083 13.1857578, 32.7376196 13.1855364)"
334140856,residential,False,True,59.068,,,,,"LINESTRING (32.7411757 13.1886289, 32.7416643 13.1888653)"
334140859,residential,False,True,77.964,,,,,"LINESTRING (32.7411757 13.1886289, 32.7415039 13.1880048)"
334140857,residential,False,False,57.266,,,,,"LINESTRING (32.7419807 13.1882278, 32.7415039 13.1880048)"
334140858,residential,False,False,56.821,,,,,"LINESTRING (32.7419807 13.1882278, 32.7422214 13.1877737)"
334140858,residential,False,True,78.73,,,,,"LINESTRING (32.7419807 13.1882278, 32.7418194 13.188556, 32.7416643 13.1888653)"
333968003,residential,False,True,132.051,,,,,"LINESTRING (32.7410275 13.1877744, 32.7404935 13.1888421)"
334140857,residential,False,False,59.51,,,,,"LINESTRING (32.7410275 13.1877744, 32.7405342 13.1875383)"
334140857,residential,False,True,57.589,,,,,"LINESTRING (32.7410275 13.1877744, 32.7415039 13.1880048)"
333968003,residential,False,False,57.885999999999996,,,,,"LINESTRING (32.7410275 13.1877744, 32.7411502 13.1875407, 32.7412634 13.1873073)"
334140857,residential,False,True,56.447,,,,,"LINESTRING (32.7400679 13.1873112, 32.7405342 13.1875383)"
334140861,residential,False,False,58.886,,,,,"LINESTRING (32.7400679 13.1873112, 32.7403088 13.1868364)"
334140861,residential,False,True,82.483,,,,,"LINESTRING (32.7400679 13.1873112, 32.739732 13.187977)"
334140856,residential,False,False,59.068,,,,,"LINESTRING (32.7416643 13.1888653, 32.7411757 13.1886289)"
334140858,residential,False,False,78.73,,,,,"LINESTRING (32.7416643 13.1888653, 32.7418194 13.188556, 32.7419807 13.1882278)"
334140660,residential,False,False,68.595,,,,,"LINESTRING (32.7422214 13.1877737, 32.7428065 13.1880104)"
334140660,residential,False,True,59.93,,,,,"LINESTRING (32.7422214 13.1877737, 32.7417318 13.1875222)"
334140858,residential,False,True,56.821,,,,,"LINESTRING (32.7422214 13.1877737, 32.7419807 13.1882278)"
334140857,residential,False,False,57.589,,,,,"LINESTRING (32.7415039 13.1880048, 32.7410275 13.1877744)"
334140857,residential,False,True,57.266,,,,,"LINESTRING (32.7415039 13.1880048, 32.7419807 13.1882278)"
334140859,residential,False,False,77.964,,,,,"LINESTRING (32.7415039 13.1880048, 32.7411757 13.1886289)"
333968450,residential,False,False,81.74,,,,,"LINESTRING (32.7401756 13.1881852, 32.7405342 13.1875383)"
333968450,residential,False,True,52.415,,,,,"LINESTRING (32.7401756 13.1881852, 32.7399647 13.1886095)"
334140860,residential,False,False,53.314,,,,,"LINESTRING (32.7401756 13.1881852, 32.739732 13.187977)"
334140860,residential,False,True,96.654,,,,,"LINESTRING (32.7379867 13.1871509, 32.7387931 13.1875239)"
334140862,residential,False,False,82.114,,,,,"LINESTRING (32.7379867 13.1871509, 32.7383322 13.1864935)"
334140862,residential,False,True,51.188,,,,,"LINESTRING (32.7379867 13.1871509, 32.7377825 13.1875661)"
333968450,residential,False,True,81.74,,,,,"LINESTRING (32.7405342 13.1875383, 32.7401756 13.1881852)"
334140857,residential,False,False,56.447,,,,,"LINESTRING (32.7405342 13.1875383, 32.7400679 13.1873112)"
334140857,residential,False,True,59.51,,,,,"LINESTRING (32.7405342 13.1875383, 32.7410275 13.1877744)"
334140860,residential,False,False,57.539,,,,,"LINESTRING (32.739732 13.187977, 32.7392555 13.1877478)"
334140860,residential,False,True,53.314,,,,,"LINESTRING (32.739732 13.187977, 32.7401756 13.1881852)"
334140861,residential,False,False,82.483,,,,,"LINESTRING (32.739732 13.187977, 32.7400679 13.1873112)"
334140660,residential,False,False,115.856,,,,,"LINESTRING (32.7403088 13.1868364, 32.7412634 13.1873073)"
334140861,residential,False,False,58.062,,,,,"LINESTRING (32.7403088 13.1868364, 32.7405279 13.1863598)"
