osmid,name,highway,oneway,reversed,length,geometry,lanes,width,access
188935609,Αιγαίου,residential,False,True,39.575,"LINESTRING (23.0297739 40.6397696, 23.029769 40.6397343, 23.0297696 40.6397113, 23.0297732 40.6396952, 23.0297791 40.6396795, 23.0298008 40.6396555, 23.0300067 40.6394791)",,,
587888750,25ης Μαρτίου,secondary,False,False,27.252,"LINESTRING (23.0297739 40.6397696, 23.0296995 40.6398003, 23.0296271 40.6398414, 23.0295664 40.6398785, 23.0295126 40.6399124)",2,,
188932824,Αγίας Παρασκευής,residential,False,False,38.44100000000001,"LINESTRING (23.0261593 40.6404271, 23.0261711 40.6403915, 23.0261723 40.640377, 23.0261687 40.6403562, 23.0261274 40.6402486, 23.0260965 40.6401753, 23.0260808 40.6401488, 23.0260562 40.640118, 23.0260414 40.6401022)",,,
587869571,Δημοκρατίας,secondary,True,False,32.328,"LINESTRING (23.0261593 40.6404271, 23.0262845 40.6404515, 23.0263581 40.6404649, 23.0264213 40.6404748, 23.0264714 40.6404823, 23.0265331 40.6404903)",1,,
587869571,Δημοκρατίας,secondary,True,False,68.71100000000001,"LINESTRING (23.0246822 40.6406918, 23.0248485 40.6405412, 23.0249258 40.6404776, 23.0249996 40.6404226, 23.0250237 40.6404053, 23.0250469 40.6403906, 23.0250728 40.6403762, 23.0250984 40.640363, 23.025123 40.6403512, 23.0251443 40.6403428, 23.0251695 40.640334, 23.0251981 40.6403255, 23.0252198 40.6403198, 23.0252415 40.6403145, 23.0252941 40.6403047)",1,,
188929612,Καραϊσκάκη,residential,False,False,58.650999999999996,"LINESTRING (23.0241514 40.6408791, 23.0241802 40.6406692, 23.0242186 40.6406021, 23.0243132 40.6405303, 23.0244702 40.6404535)",,,
587869571,Δημοκρατίας,secondary,True,False,46.05,"LINESTRING (23.0241514 40.6408791, 23.0242734 40.6408544, 23.024348 40.6408366, 23.0244247 40.6408159, 23.0245093 40.6407869, 23.0245761 40.6407578, 23.0246109 40.6407401, 23.0246472 40.6407161)",1,,
587869571,Δημοκρατίας,secondary,True,False,23.496,"LINESTRING (23.0238811 40.6409299, 23.0241514 40.6408791)",1,,
188929279,Θεόδωρου Κολοκοτρώνη,residential,False,True,62.06999999999999,"LINESTRING (23.0238811 40.6409299, 23.0238402 40.640797, 23.0238198 40.6407495, 23.0238041 40.6407195, 23.0237785 40.6406791, 23.0237554 40.6406497, 23.0236913 40.6405735, 23.0236552 40.640537, 23.0236144 40.6405015, 23.0235841 40.6404804, 23.0235343 40.640454)",,,
375731371,Αγίου Γεωργίου,tertiary,False,False,47.442,"LINESTRING (23.023187 40.6411992, 23.0232117 40.641239, 23.0232251 40.6412577, 23.0232471 40.6412783, 23.0233518 40.6413612, 23.0233835 40.6413894, 23.023425 40.6414311, 23.0235185 40.641516, 23.0235332 40.6415327)",,,
