osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,name
128852887,False,2,residential,50,True,36.37,"LINESTRING (20.3051976 39.5978449, 20.3053037 39.5975282)",,
130365949,False,2,tertiary,50,False,46.416,"LINESTRING (20.3051976 39.5978449, 20.3052717 39.5978792, 20.3054551 39.5979639, 20.3055863 39.598027, 20.3056674 39.5980509)",,
128594630,False,2,secondary,50,False,27.995,"LINESTRING (20.3143942 39.6005485, 20.3146983 39.6006406)",ΕΟ18,Εθνικής Αντίστασης
128594630,False,2,secondary,50,True,67.342,"LINESTRING (20.3143942 39.6005485, 20.3142176 39.6004951, 20.3136706 39.6003122)",ΕΟ18,Εθνικής Αντίστασης
128597838,False,2,residential,50,True,81.484,"LINESTRING (20.3143942 39.6005485, 20.3143765 39.6006375, 20.3143255 39.6007883, 20.314288 39.6008699, 20.314233 39.6009309, 20.3141485 39.6010146, 20.3140324 39.6010999, 20.3139714 39.6011448, 20.313944 39.6011681)",,
128594597,False,2,residential,,False,47.053,"LINESTRING (20.307457 39.5977817, 20.307687 39.5979725, 20.3078238 39.5980965)",,
128597805,False,2,tertiary,50,False,63.352000000000004,"LINESTRING (20.307457 39.5977817, 20.3074402 39.5978154, 20.30729 39.5980324, 20.3071003 39.5982802)",,
128597805,False,2,tertiary,50,True,11.932,"LINESTRING (20.307457 39.5977817, 20.3074751 39.5977451, 20.3074966 39.597679)",,
128594581,False,2,residential,50,False,81.35,"LINESTRING (20.3085373 39.6014114, 20.3087089 39.6012585, 20.3087626 39.6012089, 20.3088269 39.6011717, 20.3090094 39.6010684, 20.3091032 39.6010229, 20.3091515 39.6010064, 20.3092078 39.600996, 20.3092803 39.6010105)",,
128594581,False,2,residential,50,True,97.253,"LINESTRING (20.3085373 39.6014114, 20.3083415 39.6015912, 20.3082112 39.6017153, 20.308061 39.6018455, 20.3078974 39.6019695, 20.3077836 39.6020645)",,
128594591,False,2,residential,50,True,48.769000000000005,"LINESTRING (20.3085373 39.6014114, 20.3083415 39.6012606, 20.308143 39.6010952)",,
128597805,False,2,tertiary,50,False,11.932,"LINESTRING (20.3074966 39.597679, 20.3074751 39.5977451, 20.307457 39.5977817)",,
128597805,False,2,tertiary,50,True,66.05600000000001,"LINESTRING (20.3074966 39.597679, 20.3075019 39.5975963, 20.3074912 39.5974909, 20.3074834 39.5973401, 20.3074805 39.5972057, 20.3074697 39.5970858)",,
128597823,False,2,residential,50,False,48.937,"LINESTRING (20.3074966 39.597679, 20.3075395 39.5977472, 20.3075878 39.5977947, 20.3076575 39.5978361, 20.3077675 39.5978836, 20.3078962 39.597927, 20.3079338 39.5979373)",,
128594612,False,2,tertiary,50,True,31.477,"LINESTRING (20.309181 39.6004112, 20.3091435 39.6001296)",,
128594568,False,2,residential,50,False,119.45599999999999,"LINESTRING (20.309181 39.6004112, 20.3090818 39.6004112, 20.3090549 39.6004181, 20.3090234 39.6004373, 20.3088028 39.6006013, 20.3085829 39.6007728, 20.308143 39.6010952)",,
128594580,False,2,residential,50,True,31.701,"LINESTRING (20.309181 39.6004112, 20.3093955 39.600404, 20.3095508 39.6004028)",,
128594612,False,2,tertiary,50,False,67.277,"LINESTRING (20.309181 39.6004112, 20.3092052 39.6006261, 20.3092374 39.6008617, 20.3092803 39.6010105)",,
128597823,False,2,residential,50,False,32.523,"LINESTRING (20.3088538 39.5983032, 20.3091113 39.5985181)",,
128594609,False,2,residential,,False,54.221000000000004,"LINESTRING (20.3088538 39.5983032, 20.3086472 39.5984375, 20.3085426 39.5984995, 20.308438 39.598547, 20.3083415 39.5985863)",,
128597823,False,2,residential,50,True,90.994,"LINESTRING (20.3088538 39.5983032, 20.3087036 39.598175, 20.3086553 39.5981378, 20.3085909 39.5981047, 20.3085239 39.5980861, 20.3080464 39.5979683, 20.3079338 39.5979373)",,
128594589,False,2,residential,50,True,81.778,"LINESTRING (20.3077327 39.6005795, 20.3073812 39.6007263, 20.3068957 39.600933)",,
128594591,False,2,residential,50,False,67.418,"LINESTRING (20.3077327 39.6005795, 20.3078399 39.6007439, 20.3079901 39.6009361, 20.308143 39.6010952)",,
128594591,False,2,residential,50,True,27.521,"LINESTRING (20.3077327 39.6005795, 20.3077031 39.6005517, 20.3075848 39.6003608)",,
128594614,False,2,primary,50,False,297.439,"LINESTRING (20.3103398 39.6032972, 20.3104819 39.6033437, 20.3107689 39.6034491, 20.3111632 39.6035979, 20.3113014 39.6036464, 20.3114248 39.6036836, 20.3115428 39.6037146, 20.3116689 39.6037332, 20.3117869 39.6037456, 20.3119505 39.6037559, 20.3122107 39.6037538, 20.312723 39.6037518, 20.313069 39.6037435, 20.3133131 39.6037311, 20.3135289 39.6037074, 20.3136858 39.6036903)",ΕΟ18,Περιφερειακή Οδός
128594614,False,2,primary,50,True,69.78999999999999,"LINESTRING (20.3103398 39.6032972, 20.3101976 39.6032569, 20.3099857 39.6032094, 20.3096665 39.6031433, 20.3095579 39.6031226)",ΕΟ18,Περιφερειακή Οδός
130100548,False,2,residential,50,True,118.21399999999997,"LINESTRING (20.3103398 39.6032972, 20.3101835 39.6035179, 20.3101298 39.6035882, 20.3100641 39.603675, 20.3100078 39.6037287, 20.3099515 39.603768, 20.3099026 39.603787, 20.3098506 39.6037968, 20.3097648 39.6037932, 20.3096789 39.6037802, 20.3095646 39.6037526, 20.3094359 39.6037255, 20.3093715 39.6037172, 20.3093201 39.6037174)",,
128594630,False,2,secondary,50,True,27.995,"LINESTRING (20.3146983 39.6006406, 20.3143942 39.6005485)",ΕΟ18,Εθνικής Αντίστασης
"[993738269, 128594630]",False,2,secondary,50,False,26.843999999999998,"LINESTRING (20.3146983 39.6006406, 20.3149579 39.6007149, 20.314992 39.6007247)",ΕΟ18,Εθνικής Αντίστασης
128597909,False,2,residential,50,True,101.12500000000001,"LINESTRING (20.3146983 39.6006406, 20.3146715 39.6006963, 20.3146634 39.6007211, 20.3146661 39.6007563, 20.3146902 39.6008493, 20.3148136 39.6012027, 20.3148458 39.6012998, 20.3148753 39.6013577, 20.3149156 39.60143, 20.3149704 39.6015064)",,
128594612,False,2,tertiary,50,True,7.54,"LINESTRING (20.3094519 39.602734, 20.3094114 39.6026738)",,
"[128594608, 128594612]",False,2,tertiary,50,False,44.227,"LINESTRING (20.3094519 39.602734, 20.3094868 39.6028188, 20.3095083 39.6028932, 20.3095579 39.6031226)",,
"[130100531, 965512836]",False,2,residential,50,False,202.733,"LINESTRING (20.3094519 39.602734, 20.3096411 39.6026617, 20.309743 39.6025966, 20.309802 39.6025522, 20.3097691 39.6025198, 20.3097074 39.6024309, 20.3096537 39.6023214, 20.3095612 39.6020672, 20.3095168 39.6019792, 20.3094928 39.6019287, 20.3094821 39.6018399, 20.3094848 39.6017696, 20.3095035 39.6016849, 20.3095223 39.6016002, 20.309533 39.6014142, 20.3095465 39.6013088, 20.3095599 39.6012199, 20.3095914 39.6011118)",,
128594560,False,2,tertiary,50,False,6.461,"LINESTRING (20.309101 39.5997752, 20.3091761 39.5997699)",,
128594590,False,2,tertiary,50,True,60.088,"LINESTRING (20.309101 39.5997752, 20.3088109 39.5997085, 20.3087116 39.599663, 20.308607 39.5995907, 20.3084977 39.5995202)",,
128594584,False,2,secondary,50,True,28.66,"LINESTRING (20.3095403 39.6001059, 20.3092068 39.6001259)",ΕΟ18,Νεράιδας - Φιλιατών
128594595,False,2,residential,50,True,33.026,"LINESTRING (20.3095403 39.6001059, 20.3095508 39.6004028)",,
128594584,False,2,secondary,50,False,67.234,"LINESTRING (20.3095403 39.6001059, 20.3096523 39.6001035, 20.3098542 39.6001033, 20.3100051 39.600095, 20.31016 39.6000743, 20.3102681 39.6000615, 20.3103209 39.6000587)",ΕΟ18,Νεράιδας - Φιλιατών
128594619,False,2,residential,50,True,63.21,"LINESTRING (20.3067834 39.5981959, 20.3069548 39.5979456, 20.3070353 39.5978257, 20.3070862 39.5977327, 20.3071076 39.597686)",,
