osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,junction
222739847,True,1,Αθηνών,secondary,False,24.881,"LINESTRING (23.9290971 37.8417226, 23.9289618 37.841526)",,
32635684,False,,Κων. Φιλίππου,residential,False,71.46600000000001,"LINESTRING (23.9290971 37.8417226, 23.9287489 37.8419175, 23.9284583 37.8421194)",,
222739847,True,1,Αθηνών,secondary,False,69.65,"LINESTRING (23.9294776 37.8422722, 23.9290971 37.8417226)",,
387678727,False,1,Αθηνών,secondary,False,7.053,"LINESTRING (23.9294776 37.8422722, 23.9295158 37.842328)",,
32048798,False,2,Γκάρον,tertiary,False,9.18,"LINESTRING (23.9249608 37.8351582, 23.924878 37.8352086)",,
32635406,False,,Γεωργίου Φ. Κόλλια,residential,False,85.15,"LINESTRING (23.9249608 37.8351582, 23.9253863 37.8358463)",,
32048798,False,2,Γκάρον,tertiary,True,78.103,"LINESTRING (23.9241738 37.8356376, 23.924878 37.8352086)",,
32635486,False,,Μακρυγιάννη,residential,False,70.38,"LINESTRING (23.9241738 37.8356376, 23.9245968 37.8361752)",,
32048798,False,2,Γκάρον,tertiary,False,160.569,"LINESTRING (23.9241738 37.8356376, 23.9238362 37.8359009, 23.9235787 37.8361313, 23.9233298 37.8364092, 23.9231839 37.8366397, 23.9231168 37.8367948)",,
122149981,False,2,Καλυβίων,secondary,True,12.96,"LINESTRING (23.9228167 37.838108, 23.9226892 37.8380493)",,
387546814,False,2,28ης Οκτωβρίου,secondary,False,58.02,"LINESTRING (23.9228167 37.838108, 23.9234136 37.8383317)",30,
32048798,False,2,Γκάρον,tertiary,True,61.203,"LINESTRING (23.9228167 37.838108, 23.9228494 37.837887, 23.9228879 37.8375605)",,
"[638516273, 660248221]",False,"['2', '3']",Χρ. Ευαγγ. Ραπτη,tertiary,False,129.777,"LINESTRING (23.9228167 37.838108, 23.9228663 37.8383615, 23.9230809 37.8392562)",50,
112563508,False,,,residential,False,55.776,"LINESTRING (23.9230809 37.8392562, 23.9236776 37.8394281)",,
638516273,False,2,Χρ. Ευαγγ. Ραπτη,tertiary,False,101.011,"LINESTRING (23.9230809 37.8392562, 23.9232807 37.8401508)",50,
"[638516273, 660248221]",False,"['2', '3']",Χρ. Ευαγγ. Ραπτη,tertiary,True,129.777,"LINESTRING (23.9230809 37.8392562, 23.9228663 37.8383615, 23.9228167 37.838108)",50,
112563507,False,,Κων. Γ. Κόππια,residential,True,55.1,"LINESTRING (23.9235963 37.8415092, 23.9241872 37.8413425)",,
638516273,False,2,Χρ. Ευαγγ. Ραπτη,tertiary,False,162.784,"LINESTRING (23.9235963 37.8415092, 23.9239536 37.8429457)",50,
638516273,False,2,Χρ. Ευαγγ. Ραπτη,tertiary,True,153.569,"LINESTRING (23.9235963 37.8415092, 23.9232807 37.8401508)",50,
