osmid,highway,oneway,reversed,length,lanes,name,maxspeed,geometry,ref,width
441418198,secondary,False,True,51.378,,,,"LINESTRING (23.1553486 38.9515706, 23.1557003 38.951943)",,
264780064,secondary,False,False,66.214,2,25ης Μαρτίου,50,"LINESTRING (23.1553486 38.9515706, 23.1558419 38.951355, 23.156013 38.9512747)",,
219147931,secondary,False,False,10.429,2,28ης Οκτωβρίου,,"LINESTRING (23.1516299 38.9531395, 23.1515568 38.9532141)",,
192047209,secondary,True,False,56.172,,25ης Μαρτίου,50,"LINESTRING (23.1516299 38.9531395, 23.1516954 38.9530623, 23.1518573 38.9529137, 23.1519619 38.9528381, 23.1520779 38.9527808)",,
219147943,primary,True,False,94.02,2,Αβάντων,,"LINESTRING (23.1478983 38.9566327, 23.1469324 38.9562444)",,
"[219147929, 860924141, 860924142, 860924143]",secondary,False,False,76.42399999999999,,28ης Οκτωβρίου,,"LINESTRING (23.1478983 38.9566327, 23.1476451 38.9568488, 23.1474384 38.957029, 23.1473536 38.957102, 23.1473061 38.9571429)",,
219088116,tertiary,False,False,28.623,2,,50,"LINESTRING (23.1467061 38.9576599, 23.1465083 38.9574535)",ΕΟ77,
860924142,secondary,False,True,77.436,,28ης Οκτωβρίου,,"LINESTRING (23.1467061 38.9576599, 23.1473061 38.9571429)",,
233740101,primary,False,True,191.72099999999998,,,,"LINESTRING (23.1467061 38.9576599, 23.147036 38.9575974, 23.1480244 38.9573575, 23.1483315 38.9572803, 23.148477 38.9572462, 23.1485904 38.9572186, 23.1486647 38.9572034, 23.1487055 38.9572023, 23.1487396 38.9572098, 23.1487685 38.9572213, 23.1487882 38.9572339, 23.1488089 38.9572584)",ΕΟ77,
441418200,secondary,False,False,57.47,2,Αθανάσιου Κορφιάτη,,"LINESTRING (23.1553191 38.9573914, 23.1550489 38.9569192)",,
860924149,primary,False,True,60.531,2,Αθανάσιου Κορφιάτη,,"LINESTRING (23.1553191 38.9573914, 23.1555989 38.9578904)",ΕΟ77,
860958571,primary,False,True,68.837,,Ιωάννη Σκαρίμπα,,"LINESTRING (23.1553191 38.9573914, 23.1546333 38.9577058)",ΕΟ77,
860958584,tertiary,False,True,133.369,1,,,"LINESTRING (23.1553191 38.9573914, 23.1555453 38.9572334, 23.155835 38.9570207, 23.1564049 38.9565409)",,
964219297,residential,False,True,12.904,2,,,"LINESTRING (23.1499992 38.9521558, 23.1498983 38.9520703)",,
264780069,residential,True,False,43.427,,Δήμαρχος Ιωάννου Αντωνίου,,"LINESTRING (23.1499992 38.9521558, 23.1500553 38.9521064, 23.1501106 38.9520829, 23.150183 38.9520685, 23.1503197 38.9520695, 23.1504627 38.9520694)",,
860931490,residential,False,True,86.527,,,,"LINESTRING (23.1505458 38.954376, 23.1512336 38.9549412)",,
263020940,secondary,True,False,63.425,2,28ης Οκτωβρίου,,"LINESTRING (23.1505458 38.954376, 23.1501722 38.9547112, 23.1500655 38.9548071)",,
1166244741,residential,False,False,7.961,1,Δήμαρχος Ιωάννου Αντωνίου,,"LINESTRING (23.1555746 38.9499102, 23.1555794 38.9498387)",,
264780068,residential,True,False,22.253,,Δήμαρχος Ιωάννου Αντωνίου,,"LINESTRING (23.1555746 38.9499102, 23.1555762 38.9499777, 23.1555694 38.9500497, 23.1555567 38.9501093)",,
860939761,residential,False,True,86.084,1,,,"LINESTRING (23.1555746 38.9499102, 23.1554862 38.9499111, 23.1553925 38.9499253, 23.1546199 38.9501186)",,
860939748,residential,False,False,38.344,2,,,"LINESTRING (23.1520692 38.9518833, 23.1521577 38.9522212)",,
860939748,residential,False,True,45.542,2,,,"LINESTRING (23.1520692 38.9518833, 23.1518412 38.9515141)",,
264780068,residential,True,False,81.12,,Δήμαρχος Ιωάννου Αντωνίου,,"LINESTRING (23.1520692 38.9518833, 23.1519672 38.9518938, 23.1518371 38.9519052, 23.1516373 38.9519157, 23.1514241 38.9519313, 23.1511388 38.9519712)",,
860931473,residential,False,False,58.827,2,,,"LINESTRING (23.1508636 38.9520154, 23.1507187 38.9514985)",,
264780069,residential,True,False,24.299999999999997,,Δήμαρχος Ιωάννου Αντωνίου,,"LINESTRING (23.1508636 38.9520154, 23.150991 38.9519946, 23.1511388 38.9519712)",,
219147942,residential,False,True,54.969,,,,"LINESTRING (23.1526324 38.9516726, 23.1527489 38.9518772, 23.1528966 38.9521222)",,
264780068,residential,True,False,54.121,,Δήμαρχος Ιωάννου Αντωνίου,,"LINESTRING (23.1526324 38.9516726, 23.1523709 38.9517769, 23.1521952 38.9518479, 23.1520692 38.9518833)",,
192047209,secondary,True,False,44.795,,25ης Μαρτίου,50,"LINESTRING (23.1539172 38.9519198, 23.1544134 38.9518041)",,
219147945,residential,False,True,91.363,,,,"LINESTRING (23.1539172 38.9519198, 23.1538019 38.9519282, 23.1537013 38.9519407, 23.1535792 38.9519574, 23.1532896 38.9520231, 23.1531326 38.9520596, 23.1528966 38.9521222)",,
219088998,residential,True,False,36.893,,,,"LINESTRING (23.1511388 38.9519712, 23.1511667 38.9520648, 23.1511767 38.9521371, 23.1511672 38.9522139, 23.1511549 38.9522992)",,
264780065,residential,True,False,63.119,,,,"LINESTRING (23.151117 38.9530697, 23.1506301 38.9526468)",,
860931470,secondary,True,False,12.626,,8ης Μαιού,40,"LINESTRING (23.151117 38.9530697, 23.1512122 38.9529836)",,
860949355,residential,False,False,59.374,2,,,"LINESTRING (23.1460996 38.9559388, 23.1464969 38.9555033)",,
"[441418206, 860924135]",primary,False,True,37.798,2,Αβάντων,,"LINESTRING (23.1460996 38.9559388, 23.1462605 38.9559979, 23.1464949 38.9560839)",ΕΟ77,
"[860924136, 860924137]",primary,False,False,27.181,2,Αβάντων,,"LINESTRING (23.1460996 38.9559388, 23.1460047 38.955904, 23.1458153 38.9558345)",ΕΟ77,
