osmid,lanes,name,highway,oneway,reversed,length,geometry,junction,access
37678684,2,Κώ - Κέφαλου,secondary,False,False,503.822,"LINESTRING (26.9603346 36.744015, 26.9603613 36.7439631, 26.9603713 36.7438955, 26.9603635 36.743772, 26.9603519 36.7436566, 26.9603465 36.7436239, 26.9602872 36.7432636, 26.9602679 36.7431847, 26.9602673 36.7431242, 26.9602794 36.7430868, 26.9603119 36.7430583, 26.9603612 36.743045, 26.9604017 36.7430498, 26.9604335 36.7430649, 26.9604613 36.7430969, 26.9604763 36.7431325, 26.9605181 36.7432179, 26.960559 36.743286, 26.9606068 36.7433157, 26.9606557 36.7433291, 26.9607139 36.7433292, 26.9607921 36.7433008, 26.9610884 36.7431454, 26.9612058 36.7430817, 26.9612998 36.7430528, 26.9613894 36.7430393, 26.9615145 36.7430412, 26.9616368 36.743067, 26.9617528 36.7431179, 26.9621581 36.7432928, 26.9623568 36.7433769, 26.9625331 36.7434617, 26.9627109 36.7435578, 26.9628627 36.7436493, 26.9632032 36.7438556, 26.9635738 36.7440995, 26.9639379 36.7443377)",,
37678684,2,Κώ - Κέφαλου,secondary,False,True,15.587,"LINESTRING (26.9603346 36.744015, 26.9602641 36.7440877, 26.9602203 36.7441206)",,
53861201,,,tertiary,False,False,170.138,"LINESTRING (26.9603346 36.744015, 26.9604413 36.7439847, 26.9604907 36.7439662, 26.9605444 36.7439349, 26.9606023 36.7438788, 26.9606799 36.7438003, 26.960774 36.7437065, 26.9608516 36.7436562, 26.9609238 36.7436373, 26.9609844 36.7436357, 26.9610299 36.7436426, 26.9610856 36.743662, 26.9611245 36.7436898, 26.961189 36.7437611, 26.9613344 36.7439287, 26.9614714 36.7440876, 26.9615278 36.7441454, 26.9615717 36.7441826, 26.9616324 36.744226, 26.9616891 36.7442606)",,
474237189,,,secondary,True,False,20.964,"LINESTRING (26.9601655 36.744274, 26.9601162 36.7443906, 26.960087 36.7444517)",,
974842352,,,residential,False,True,17.929000000000002,"LINESTRING (26.9601655 36.744274, 26.9602566 36.7443287, 26.960314 36.7443815)",,
474237180,,,secondary,True,False,16.78,"LINESTRING (26.9603078 36.7467784, 26.9603174 36.7467545, 26.9603442 36.7467297, 26.9603724 36.7467187, 26.9604016 36.746716, 26.9604322 36.7467216, 26.9604528 36.7467313)",roundabout,
474237189,,,secondary,True,False,18.394,"LINESTRING (26.9597752 36.7449131, 26.9596845 36.7450617)",,
974847386,,,residential,False,False,73.392,"LINESTRING (26.9597752 36.7449131, 26.9599017 36.7449799, 26.9600065 36.7450463, 26.9600944 36.7450856, 26.9601586 36.7451004, 26.9602126 36.7451045, 26.9602493 36.7450945, 26.9602819 36.7450856, 26.9603546 36.745049, 26.9604695 36.7449623)",,
474237184,,,secondary,False,False,56.925,"LINESTRING (26.9591369 36.7485158, 26.9588889 36.7489876)",,
474237184,,,secondary,False,True,15.022,"LINESTRING (26.9591369 36.7485158, 26.959236 36.7484065)",,
805918867,,,secondary_link,True,False,36.234,"LINESTRING (26.9591369 36.7485158, 26.9591091 36.7481907)",,
474237192,,,residential,False,True,133.343,"LINESTRING (26.9591369 36.7485158, 26.9587849 36.7483379, 26.9587433 36.7483185, 26.9586937 36.7483099, 26.9586495 36.7483131, 26.9584014 36.7483368, 26.9583423 36.7483368, 26.9582471 36.7483271, 26.9581814 36.7483153, 26.9581237 36.7483024, 26.9580741 36.7482777, 26.9580446 36.7482583, 26.9580272 36.7482369, 26.9580205 36.7482014, 26.9580299 36.7481595, 26.9580527 36.7480509, 26.9580426 36.7480189)",,
37678684,2,Κώ - Κέφαλου,secondary,False,True,503.822,"LINESTRING (26.9639379 36.7443377, 26.9635738 36.7440995, 26.9632032 36.7438556, 26.9628627 36.7436493, 26.9627109 36.7435578, 26.9625331 36.7434617, 26.9623568 36.7433769, 26.9621581 36.7432928, 26.9617528 36.7431179, 26.9616368 36.743067, 26.9615145 36.7430412, 26.9613894 36.7430393, 26.9612998 36.7430528, 26.9612058 36.7430817, 26.9610884 36.7431454, 26.9607921 36.7433008, 26.9607139 36.7433292, 26.9606557 36.7433291, 26.9606068 36.7433157, 26.960559 36.743286, 26.9605181 36.7432179, 26.9604763 36.7431325, 26.9604613 36.7430969, 26.9604335 36.7430649, 26.9604017 36.7430498, 26.9603612 36.743045, 26.9603119 36.7430583, 26.9602794 36.7430868, 26.9602673 36.7431242, 26.9602679 36.7431847, 26.9602872 36.7432636, 26.9603465 36.7436239, 26.9603519 36.7436566, 26.9603635 36.743772, 26.9603713 36.7438955, 26.9603613 36.7439631, 26.9603346 36.744015)",,
240601944,,,residential,False,True,42.751,"LINESTRING (26.9588889 36.7489876, 26.9584724 36.7487967)",,
474237184,,,secondary,False,True,56.925,"LINESTRING (26.9588889 36.7489876, 26.9591369 36.7485158)",,
474237184,,,secondary,False,False,59.05,"LINESTRING (26.9588889 36.7489876, 26.9587267 36.7493107, 26.9586775 36.7493964, 26.958638 36.749479)",,
43053350,,,unclassified,False,False,43.221999999999994,"LINESTRING (26.9551442 36.7477842, 26.9552302 36.747704, 26.9553124 36.7475824, 26.9553956 36.747454)",,
243203283,,,residential,False,False,83.022,"LINESTRING (26.9551442 36.7477842, 26.9551116 36.7479651, 26.9550633 36.7481541, 26.9550137 36.7483337, 26.9550312 36.7484303, 26.9550794 36.7485109)",,
240601939,,,residential,False,False,25.649,"LINESTRING (26.9586672 36.7461392, 26.9589211 36.7462479)",,
240601944,,,residential,False,False,72.513,"LINESTRING (26.9586672 36.7461392, 26.9585839 36.7462452, 26.9584274 36.7464727, 26.9583388 36.7466264, 26.9582971 36.7467183)",,
240601944,,,residential,False,True,66.02499999999999,"LINESTRING (26.9586672 36.7461392, 26.9588171 36.7459441, 26.9588798 36.7458421, 26.9589052 36.7457935, 26.9589278 36.7457302, 26.9589448 36.7456509, 26.9589414 36.745599)",,
439891952,,,residential,False,False,9.171,"LINESTRING (26.9582971 36.7467183, 26.9581942 36.7467163)",,
240601944,,,residential,False,False,46.446,"LINESTRING (26.9582971 36.7467183, 26.9582681 36.7468004, 26.9582608 36.7468669, 26.9582703 36.7469484, 26.9582864 36.7469975, 26.9583227 36.7470647, 26.958362 36.7471155)",,
240601944,,,residential,False,True,72.513,"LINESTRING (26.9582971 36.7467183, 26.9583388 36.7466264, 26.9584274 36.7464727, 26.9585839 36.7462452, 26.9586672 36.7461392)",,
240601944,,,residential,False,False,132.173,"LINESTRING (26.9572172 36.7481635, 26.9572997 36.7482109, 26.9576166 36.7483662, 26.9579102 36.7485157, 26.9584724 36.7487967)",,
240601944,,,residential,False,True,41.418000000000006,"LINESTRING (26.9572172 36.7481635, 26.9573193 36.7480447, 26.9575144 36.7478784)",,
243203264,,,residential,False,True,73.059,"LINESTRING (26.9572172 36.7481635, 26.9571379 36.748198, 26.957079 36.7482164, 26.9569976 36.7482229, 26.9569408 36.7482156, 26.9568572 36.7482055, 26.9565291 36.7481684, 26.9564182 36.7481608)",,
474237189,,,secondary,True,False,17.742,"LINESTRING (26.9602203 36.7441206, 26.9601655 36.744274)",,
37678684,2,Κώ - Κέφαλου,secondary,False,False,15.587,"LINESTRING (26.9602203 36.7441206, 26.9602641 36.7440877, 26.9603346 36.744015)",,
188876528,,Κέφαλος - Άγιος Ιωάννης,secondary,False,True,27.983000000000004,"LINESTRING (26.9602203 36.7441206, 26.9601157 36.7441432, 26.9600409 36.7441413, 26.9599218 36.7440978)",,
188876528,,Κέφαλος - Άγιος Ιωάννης,secondary,False,True,3.729,"LINESTRING (26.9599218 36.7440978, 26.9598882 36.7440778)",,
188876528,,Κέφαλος - Άγιος Ιωάννης,secondary,False,False,27.983000000000004,"LINESTRING (26.9599218 36.7440978, 26.9600409 36.7441413, 26.9601157 36.7441432, 26.9602203 36.7441206)",,
240601933,,,residential,False,True,63.51400000000001,"LINESTRING (26.9599218 36.7440978, 26.9599082 36.7441791, 26.9599089 36.744257, 26.9599112 36.744319, 26.9598871 36.7443555, 26.9598425 36.7443763, 26.9598067 36.7443778, 26.9597379 36.7443938, 26.9596804 36.7444085, 26.9596327 36.7444296, 26.9595892 36.7444583, 26.9595544 36.7444914)",,
43053350,,,unclassified,False,False,37.641,"LINESTRING (26.9565533 36.7461291, 26.9567038 36.7460101, 26.9568076 36.7459411, 26.9568698 36.7459059)",,
43053350,,,unclassified,False,True,185.99599999999998,"LINESTRING (26.9565533 36.7461291, 26.9564492 36.7462049, 26.956365 36.7462615, 26.9562307 36.746321, 26.9560918 36.746378, 26.9560184 36.7464224, 26.9559764 36.7464654, 26.9559416 36.7465211, 26.9559005 36.7466377, 26.9558673 36.7467048, 26.9558282 36.7467569, 26.9557091 36.7469264, 26.9555906 36.74711, 26.9554436 36.7473798, 26.9553956 36.747454)",,
133001652,,,unclassified,False,False,10.75,"LINESTRING (26.9565533 36.7461291, 26.9564982 36.7461007, 26.9564462 36.746086)",,yes
474237190,,,residential,False,True,5.153,"LINESTRING (26.9592994 36.744787, 26.9592563 36.7447561)",,
240601950,,,residential,False,False,40.034,"LINESTRING (26.9592994 36.744787, 26.9593669 36.744716, 26.9594511 36.744607, 26.9595191 36.7445225, 26.9595544 36.7444914)",,
474237190,,,residential,False,False,45.939,"LINESTRING (26.9592994 36.744787, 26.9594242 36.744876, 26.9595188 36.7449434, 26.9596845 36.7450617)",,
474237189,,,secondary,True,False,149.645,"LINESTRING (26.9596845 36.7450617, 26.9596319 36.7451049, 26.9595985 36.7451324, 26.9595422 36.7451871, 26.9594599 36.7452842, 26.9594258 36.7453354, 26.9594038 36.7453684, 26.9593572 36.7454578, 26.9593275 36.7455323, 26.9593108 36.7455623, 26.9592386 36.7456918, 26.95916 36.745837, 26.9590779 36.7459783, 26.9590248 36.7460672, 26.958979 36.7461357, 26.9589359 36.7461923, 26.9589211 36.7462479)",,
