osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed
24436884,True,Αρτεμησίας,residential,False,50.479,"LINESTRING (25.1578397 35.3385394, 25.1578136 35.3386128, 25.1576939 35.3389775)",,,
1051492051,False,Ικάρου,primary,False,65.33800000000001,"LINESTRING (25.1578397 35.3385394, 25.1579428 35.3385342, 25.1580863 35.3385291, 25.1584701 35.3385201, 25.1585595 35.3385186)",2,ΕΟ90,
1051492051,False,Ικάρου,primary,True,60.099000000000004,"LINESTRING (25.1578397 35.3385394, 25.1575778 35.3385513, 25.1574624 35.3385586, 25.1573805 35.3385653, 25.1572797 35.3385781, 25.1571813 35.3385935)",2,ΕΟ90,
426037339,False,Ικάρου,primary,False,64.754,"LINESTRING (25.1585595 35.3385186, 25.1586855 35.3385129, 25.1589125 35.3385006, 25.1591362 35.3384894, 25.1592718 35.3384802)",2,ΕΟ90,50
1051492051,False,Ικάρου,primary,True,65.33800000000001,"LINESTRING (25.1585595 35.3385186, 25.1584701 35.3385201, 25.1580863 35.3385291, 25.1579428 35.3385342, 25.1578397 35.3385394)",2,ΕΟ90,
1051492052,True,Ηροδότου,residential,False,75.14,"LINESTRING (25.1585595 35.3385186, 25.1585876 35.3384267, 25.1586948 35.3380501, 25.1587191 35.3379596, 25.1587429 35.3378597)",,,
"[423084732, 102863767]",True,,primary_link,False,53.26200000000001,"LINESTRING (25.1528086 35.342677, 25.1528525 35.3426863, 25.1528817 35.3426921, 25.1529074 35.3426966, 25.1529621 35.3427049, 25.1530043 35.3427093, 25.1530516 35.3427106, 25.1530856 35.34271, 25.153117 35.3427072, 25.1531403 35.3427015, 25.1531566 35.3426958, 25.1531701 35.3426911, 25.1531812 35.3426868, 25.1531887 35.3426834, 25.1531994 35.3426777, 25.1532119 35.3426709, 25.153222 35.3426644, 25.1532324 35.3426568, 25.1532419 35.3426496, 25.153254 35.3426392, 25.1532679 35.3426253, 25.1532837 35.3426078, 25.1532984 35.3425893, 25.1533164 35.3425639)",2,,
1061482274,True,Νεάρχου,primary,False,47.784,"LINESTRING (25.1528086 35.342677, 25.1529021 35.3427227, 25.1529746 35.3427554, 25.1530498 35.3427892, 25.1531059 35.3428127, 25.1532716 35.3428817)",2,,
1052230996,False,Ηράκλειτου,residential,True,39.097,"LINESTRING (25.1548978 35.3424938, 25.1553176 35.3425736)",,,
1052230992,True,Σεφέρη Γεωρ.,residential,False,60.32,"LINESTRING (25.1548978 35.3424938, 25.1549373 35.3423669, 25.1550614 35.341968)",,,
25220955,True,Δωδεκανήσου,residential,False,99.327,"LINESTRING (25.1553176 35.3425736, 25.1550605 35.3434419)",,,
1052230996,False,Ηράκλειτου,residential,False,39.097,"LINESTRING (25.1553176 35.3425736, 25.1548978 35.3424938)",,,
1052230996,False,Ηράκλειτου,residential,True,52.185,"LINESTRING (25.1553176 35.3425736, 25.1558775 35.3426816)",,,
24724198,False,Μαυσώλου,residential,False,58.852,"LINESTRING (25.1558775 35.3426816, 25.1560337 35.3421679)",,,
24724198,False,Μαυσώλου,residential,True,99.336,"LINESTRING (25.1558775 35.3426816, 25.155613 35.3435485)",,,
1052230996,False,Ηράκλειτου,residential,False,52.185,"LINESTRING (25.1558775 35.3426816, 25.1553176 35.3425736)",,,
1052230996,False,Ηράκλειτου,residential,True,60.763,"LINESTRING (25.1558775 35.3426816, 25.1565293 35.3428078)",,,
8082640,False,Ηράκλειτου,residential,True,69.582,"LINESTRING (25.1565293 35.3428078, 25.157276 35.3429513)",,,
1052230995,True,Αρτεμησίας,residential,False,99.283,"LINESTRING (25.1565293 35.3428078, 25.1562613 35.3436735)",,,
1052230996,False,Ηράκλειτου,residential,False,60.763,"LINESTRING (25.1565293 35.3428078, 25.1558775 35.3426816)",,,
8082640,False,Ηράκλειτου,residential,False,69.582,"LINESTRING (25.157276 35.3429513, 25.1565293 35.3428078)",,,
8082640,False,Ηράκλειτου,residential,True,65.654,"LINESTRING (25.157276 35.3429513, 25.15798 35.3430886)",,,
24437007,True,Ηροδότου,residential,False,57.244,"LINESTRING (25.157276 35.3429513, 25.1574222 35.3424505)",,,
8082640,False,Ηράκλειτου,residential,False,65.654,"LINESTRING (25.15798 35.3430886, 25.157276 35.3429513)",,,
8082640,False,Ηράκλειτου,residential,True,52.682,"LINESTRING (25.15798 35.3430886, 25.1585455 35.3431967)",,,
25148363,True,Δημοκρατίας,residential,False,58.115,"LINESTRING (25.15798 35.3430886, 25.1581195 35.3425785)",,,
8082640,False,Ηράκλειτου,residential,False,71.957,"LINESTRING (25.1593167 35.3433485, 25.1585455 35.3431967)",,,
24574451,False,Σταδίου,residential,False,29.416,"LINESTRING (25.1593167 35.3433485, 25.1593926 35.3430913)",,,50
24574451,False,Σταδίου,residential,True,31.954,"LINESTRING (25.1593167 35.3433485, 25.1592369 35.3436284)",,,50
26702684,True,Κανάρη Κων.,residential,False,86.771,"LINESTRING (25.1527092 35.3393467, 25.1527233 35.3394608, 25.1528016 35.3401234)",,,
392174623,False,Ικάρου,primary,False,25.628,"LINESTRING (25.1527092 35.3393467, 25.1527768 35.3393291, 25.152842 35.3393195, 25.1528937 35.3393128, 25.1529316 35.3393098, 25.1529865 35.3393094)",2,ΕΟ90,
392174623,False,Ικάρου,primary,True,16.494,"LINESTRING (25.1527092 35.3393467, 25.1526379 35.3393714, 25.1526013 35.3393877, 25.1525526 35.3394199)",2,ΕΟ90,
392174623,False,Ικάρου,primary,True,25.628,"LINESTRING (25.1529865 35.3393094, 25.1529316 35.3393098, 25.1528937 35.3393128, 25.152842 35.3393195, 25.1527768 35.3393291, 25.1527092 35.3393467)",2,ΕΟ90,
1049660470,True,Ικάρου,primary,False,35.893,"LINESTRING (25.1529865 35.3393094, 25.1531084 35.3392869, 25.1532455 35.3392903, 25.1533436 35.3393038, 25.1533772 35.3393084)",1,ΕΟ90,
1051515942,True,Ικάρου,primary,False,8.057,"LINESTRING (25.1535043 35.3393241, 25.1535926 35.339332)",1,ΕΟ90,
423084748,True,Στέλιου Καζαντζίδη,primary,False,9.294,"LINESTRING (25.1535926 35.339332, 25.1535859 35.3394154)",2,,
392174624,True,Ικάρου,primary,False,42.20100000000001,"LINESTRING (25.1535926 35.339332, 25.153658 35.3393368, 25.153699 35.339341, 25.153829 35.3393553, 25.153906 35.3393632, 25.1539568 35.3393717, 25.1539991 35.3393808, 25.1540472 35.3394006)",1,ΕΟ90,
426037339,False,Ικάρου,primary,False,55.36,"LINESTRING (25.1599729 35.3383787, 25.1605624 35.3382498)",2,ΕΟ90,50
46523180,True,Καρίας,residential,False,60.991,"LINESTRING (25.1599729 35.3383787, 25.1599668 35.3384173, 25.1598246 35.3389135)",,,
426037339,False,Ικάρου,primary,True,64.689,"LINESTRING (25.1599729 35.3383787, 25.1596882 35.3384327, 25.1595574 35.3384539, 25.1594393 35.3384679, 25.1592718 35.3384802)",2,ΕΟ90,50
426037339,False,Ικάρου,primary,True,15.09,"LINESTRING (25.1607227 35.3382135, 25.1605624 35.3382498)",2,ΕΟ90,50
