osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access,width,bridge,junction
155111793,2,Τάκη Τσιόγκα,tertiary,50,False,True,35.987,"LINESTRING (22.4107384 39.6406413, 22.4103197 39.6406133)",,,,,
31669092,,Περσεφόνης,residential,50,False,True,78.84,"LINESTRING (22.4107384 39.6406413, 22.4107984 39.6405004, 22.4110254 39.6399676)",,,,,
155111793,2,Τάκη Τσιόγκα,tertiary,50,False,False,80.75299999999999,"LINESTRING (22.4107384 39.6406413, 22.4108943 39.6406571, 22.4110557 39.640678, 22.4111623 39.6407011, 22.4113157 39.6407413, 22.4114957 39.64079, 22.4116447 39.6408319)",,,,,
381226229,2,Γεωργιάδου,primary,,False,False,41.595,"LINESTRING (22.4174257 39.6426166, 22.4175218 39.6426161, 22.417702 39.6426166, 22.4178036 39.6426174, 22.4179113 39.642622)",,,,,
381226229,2,Γεωργιάδου,primary,,False,True,79.43200000000002,"LINESTRING (22.4174257 39.6426166, 22.4173455 39.6426161, 22.4173029 39.6426159, 22.4170915 39.6426202, 22.4169139 39.64262, 22.416804 39.6426186, 22.4167336 39.642616, 22.4166545 39.6426137, 22.4165816 39.6426075, 22.4165001 39.6425958)",,,,,
31669174,,Τζαβέλα,tertiary,50,True,False,72.09,"LINESTRING (22.4103197 39.6406133, 22.4103269 39.639965)",,,,,
155111793,2,Τάκη Τσιόγκα,tertiary,50,False,False,35.987,"LINESTRING (22.4103197 39.6406133, 22.4107384 39.6406413)",,,,,
977768651,,,primary_link,,False,True,7.401,"LINESTRING (22.4129382 39.6420154, 22.4129915 39.641963)",,,,,
31658499,2,Γεωργιάδου,primary,50,True,False,89.602,"LINESTRING (22.4129382 39.6420154, 22.4129151 39.6419964, 22.4128932 39.6419724, 22.4128764 39.6419515, 22.4128636 39.641931, 22.4128316 39.6418799, 22.4127662 39.6417691, 22.4126114 39.6414832, 22.4125791 39.6414246, 22.4125607 39.641396, 22.4125398 39.6413649, 22.4125134 39.6413302, 22.4124828 39.6412929)",,,,,
31658499,2,Γεωργιάδου,primary,50,True,False,129.636,"LINESTRING (22.4165001 39.6425958, 22.4163612 39.6426023, 22.4162743 39.642597, 22.416151 39.6425776, 22.4159926 39.6425497, 22.4151165 39.6424255, 22.4150105 39.6424076)",,,,,
381226229,2,Γεωργιάδου,primary,,False,False,79.432,"LINESTRING (22.4165001 39.6425958, 22.4165816 39.6426075, 22.4166545 39.6426137, 22.4167336 39.642616, 22.416804 39.6426186, 22.4169139 39.64262, 22.4170915 39.6426202, 22.4173029 39.6426159, 22.4173455 39.6426161, 22.4174257 39.6426166)",,,,,
335216377,,,residential,,True,False,25.754,"LINESTRING (22.4130032 39.638811, 22.4129394 39.6387832, 22.412902 39.6387633, 22.4128546 39.6387263, 22.4128247 39.6386978, 22.4127971 39.6386888, 22.4127602 39.6386902)",,,,,
626524094,2,Κενταύρων,secondary,50,True,False,34.126,"LINESTRING (22.4130032 39.638811, 22.4129992 39.6387969, 22.4129948 39.6387843, 22.4129893 39.6387676, 22.4129842 39.6387487, 22.4129758 39.638725, 22.4129623 39.6386981, 22.4129552 39.6386738, 22.4129525 39.6386517, 22.4129572 39.6386102, 22.4129742 39.6385703, 22.4129888 39.6385497, 22.4129937 39.6385439, 22.4130169 39.6385219)",,,,,
31669995,2,Ολύμπου,secondary,50,True,False,73.00900000000001,"LINESTRING (22.4188389 39.639651, 22.4188161 39.6396344, 22.4188014 39.639615, 22.4187971 39.6396093, 22.4187851 39.6395817, 22.4187804 39.6395503, 22.4187846 39.6395189, 22.4188396 39.6391319, 22.4188436 39.6391101, 22.4188489 39.6390958, 22.4188769 39.6390137)",,,,,
135263053,,Ολύμπου,tertiary,,True,False,66.15199999999999,"LINESTRING (22.4188389 39.639651, 22.4188138 39.6396611, 22.418789 39.639671, 22.4187679 39.6396853, 22.4187529 39.6397018, 22.4187431 39.6397206, 22.4187391 39.6397405, 22.4186674 39.6401381, 22.4186627 39.640206)",,,,,
"[996605009, 474192017, 660414701]",1,Ελευθέριου Βενιζέλου,living_street,20,True,False,207.233,"LINESTRING (22.4188389 39.639651, 22.4187468 39.6396594, 22.4187213 39.6396617, 22.4186695 39.6396665, 22.4184316 39.6396882, 22.4182434 39.6397054, 22.417996 39.6397281, 22.4176193 39.6397625, 22.4175855 39.6397656, 22.4175482 39.639769, 22.4174957 39.6397738, 22.4171734 39.6398033, 22.4168733 39.6398308, 22.4164372 39.63988)",,,,,
31669083,,Ταγματάρχου Βελισσαρίου,tertiary,50,True,False,108.995,"LINESTRING (22.4117153 39.6347853, 22.4117083 39.6357655)",,,,,
131001893,1,Καραϊσκάκη,residential,50,True,False,31.676,"LINESTRING (22.4117153 39.6347853, 22.4113454 39.6347854)",,,,,
"[586591528, 660414700]","['1', '2']","['Κύπρου', 'Μανωλάκη']",secondary,50,True,False,38.206,"LINESTRING (22.4152297 39.6387381, 22.4152123 39.6387376, 22.4150994 39.6387341, 22.4150389 39.6387329, 22.4150165 39.638734, 22.4150006 39.6387355, 22.4149907 39.6387378, 22.4149803 39.6387419, 22.4149539 39.6387568, 22.4148828 39.6387997, 22.4148299 39.638837)",ΕΟ3,yes,,,
474192009,,Ηφαίστου,residential,50,True,False,102.348,"LINESTRING (22.4128671 39.6395637, 22.411672 39.6395486)",,,,,
626524094,2,Κενταύρων,secondary,50,True,False,84.626,"LINESTRING (22.4128671 39.6395637, 22.4128902 39.6394779, 22.4129101 39.6393857, 22.4129187 39.639346, 22.4129351 39.6392624, 22.412967 39.6390893, 22.412987 39.6389803, 22.4129951 39.6389237, 22.4130002 39.6388932, 22.4130058 39.6388546, 22.4130061 39.6388305, 22.4130032 39.638811)",,,,,
31669174,,Τζαβέλα,tertiary,50,True,False,114.592,"LINESTRING (22.4103249 39.6394138, 22.4103383 39.6383833)",,,,,
76616224,1,Αριστείδου,residential,50,True,False,10.495000000000001,"LINESTRING (22.4105765 39.637748, 22.4106268 39.6378011, 22.4106445 39.6378263)",,,,,
76616224,1,Αριστείδου,residential,50,True,False,124.739,"LINESTRING (22.4110204 39.6384235, 22.4111879 39.6386778, 22.4116058 39.6393202, 22.4116754 39.6394255)",,,,,
729552321,,Κύπρου,tertiary,50,True,False,58.486999999999995,"LINESTRING (22.4110204 39.6384235, 22.4113262 39.6384416, 22.4117014 39.6384639)",,,,,
155111793,2,Τάκη Τσιόγκα,tertiary,50,False,True,80.753,"LINESTRING (22.4116447 39.6408319, 22.4114957 39.64079, 22.4113157 39.6407413, 22.4111623 39.6407011, 22.4110557 39.640678, 22.4108943 39.6406571, 22.4107384 39.6406413)",,,,,
155111797,2,Τάκη Τσιόγκα,tertiary,50,True,False,73.33,"LINESTRING (22.4116447 39.6408319, 22.4117357 39.6408348, 22.4117652 39.6408382, 22.4120987 39.6409186, 22.4121448 39.6409323, 22.4122304 39.6409598, 22.4122762 39.6409789, 22.4123199 39.6409975, 22.4123569 39.6410172, 22.4123867 39.6410338, 22.4124331 39.6410632)",,,,,
565098002,,Κύπρου,tertiary,50,True,False,62.65,"LINESTRING (22.4117014 39.6384639, 22.4124309 39.6385069)",,,,,
728795763,,Ταγματάρχου Βελισσαρίου,tertiary,50,True,False,86.773,"LINESTRING (22.4117014 39.6384639, 22.4116803 39.6392441)",,,,,
335207859,,Θέτιδος,tertiary,50,True,False,58.579,"LINESTRING (22.4103383 39.6383833, 22.4110204 39.6384235)",,,,,
31669174,,Τζαβέλα,tertiary,50,True,False,52.334,"LINESTRING (22.4103383 39.6383833, 22.4103392 39.638322, 22.4103471 39.6379127)",,,,,
31669061,,Ήρας,residential,50,True,False,80.038,"LINESTRING (22.4112596 39.6394178, 22.4103249 39.6394138)",,,,,
31669092,,Περσεφόνης,residential,50,False,False,64.34,"LINESTRING (22.4112596 39.6394178, 22.4110254 39.6399676)",,,,,
794548704,,Ταγματάρχου Βελισσαρίου,tertiary,50,True,False,96.13,"LINESTRING (22.4116631 39.6399675, 22.4116447 39.6408319)",,,,,
31669097,,Εργατικής Πρωτομαγιάς,residential,50,True,False,96.794,"LINESTRING (22.4116631 39.6399675, 22.4124903 39.6399689, 22.4127935 39.6399695)",,,,,
31669092,,Περσεφόνης,residential,50,False,True,64.34,"LINESTRING (22.4110254 39.6399676, 22.4112596 39.6394178)",,,,,
31669097,,Εργατικής Πρωτομαγιάς,residential,50,True,False,54.605,"LINESTRING (22.4110254 39.6399676, 22.4116631 39.6399675)",,,,,
31669092,,Περσεφόνης,residential,50,False,False,78.84,"LINESTRING (22.4110254 39.6399676, 22.4107984 39.6405004, 22.4107384 39.6406413)",,,,,
31669097,,Εργατικής Πρωτομαγιάς,residential,50,True,False,59.812,"LINESTRING (22.4103269 39.639965, 22.4110254 39.6399676)",,,,,
31669174,,Τζαβέλα,tertiary,50,True,False,61.291,"LINESTRING (22.4103269 39.639965, 22.4103249 39.6394138)",,,,,
31669174,,Τζαβέλα,tertiary,50,True,False,57.945,"LINESTRING (22.4103693 39.6362868, 22.4103737 39.6357657)",,,,,
31669172,1,Σκουφά,residential,50,True,False,43.271,"LINESTRING (22.4103693 39.6362868, 22.4104997 39.6363041, 22.4108672 39.6363532)",,,,,
31669083,,Ταγματάρχου Βελισσαρίου,tertiary,50,True,False,20.282,"LINESTRING (22.4117032 39.6364757, 22.4117018 39.6366581)",,,,,
31669174,,Τζαβέλα,tertiary,50,True,False,144.974,"LINESTRING (22.4103501 39.6375905, 22.4103693 39.6362868)",,,,,
133846374,,Θουκυδίδου,residential,,True,False,13.007,"LINESTRING (22.4103501 39.6375905, 22.410469 39.6376633)",,,,,
133846374,,Θουκυδίδου,residential,,True,False,13.17,"LINESTRING (22.410469 39.6376633, 22.4105765 39.637748)",,,,,
31669179,,Παλαμίδου,residential,50,False,True,154.34,"LINESTRING (22.410469 39.6376633, 22.4111855 39.636491, 22.4111982 39.636468, 22.4112104 39.6364013)",,,,,
31669174,,Τζαβέλα,tertiary,50,True,False,12.689,"LINESTRING (22.4103478 39.6377046, 22.4103501 39.6375905)",,,,,
728795764,1,Ηπείρου,secondary,50,True,False,55.947,"LINESTRING (22.4117203 39.6341022, 22.4123736 39.6340985)",ΕΟ6,,5,,
31669083,,Ταγματάρχου Βελισσαρίου,tertiary,50,True,False,75.959,"LINESTRING (22.4117203 39.6341022, 22.4117196 39.6341929, 22.4117153 39.6347853)",,,,,
931131199,1,Ηπείρου,secondary,50,True,False,88.55100000000002,"LINESTRING (22.4131747 39.6341, 22.4133897 39.6340954, 22.413842 39.6340969, 22.4139941 39.6341005, 22.4140912 39.634105, 22.4141462 39.6341092, 22.4142077 39.6341149)",ΕΟ6,,5,,
931131199,1,Ηπείρου,secondary,50,True,False,36.863,"LINESTRING (22.4142077 39.6341149, 22.4143328 39.6341326, 22.4144348 39.6341453, 22.4146312 39.6341742)",ΕΟ6,,5,,
642203534,1,Ηπείρου,secondary,50,True,False,113.229,"LINESTRING (22.4103982 39.6341159, 22.4113907 39.6341056, 22.4117028 39.6341024, 22.4117203 39.6341022)",ΕΟ6,,5,,
31669174,,Τζαβέλα,tertiary,50,True,False,74.494,"LINESTRING (22.4103883 39.6347858, 22.4103982 39.6341159)",,,,,
31669174,,Τζαβέλα,tertiary,50,True,False,52.635,"LINESTRING (22.4103726 39.635259, 22.4103883 39.6347858)",,,,,
31669083,,Ταγματάρχου Βελισσαρίου,tertiary,50,True,False,45.035,"LINESTRING (22.4117083 39.6357655, 22.4117054 39.6361705)",,,,,
114133741,,Κουμουνδούρου,tertiary,50,True,False,61.793,"LINESTRING (22.4117083 39.6357655, 22.4109867 39.6357656)",,,,,
31658630,,Ανθίμου Γαζή,secondary,50,True,False,71.455,"LINESTRING (22.4131822 39.6357654, 22.4131775 39.6351228)",,,,,
