osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,bridge,junction
823143173,False,2,Πετρίδη,secondary,True,9.221,"LINESTRING (22.0729865 40.6345666, 22.0728791 40.6345819)",,,
140217510,False,2,Νάουσα - Μαρίνα,tertiary,False,88.68700000000001,"LINESTRING (22.0729865 40.6345666, 22.0731023 40.6346565, 22.073169 40.6346808, 22.0735129 40.6347597, 22.0737541 40.6348243, 22.0738372 40.6348589, 22.0738935 40.634923)",,,
241549854,False,,,residential,False,96.06,"LINESTRING (22.0729865 40.6345666, 22.0727912 40.6342859, 22.0727858 40.6341973, 22.0728662 40.6341281, 22.0729427 40.6341159, 22.073058 40.6341169, 22.0733347 40.634178)",50,,
1016295951,False,2,Διακλάδωση Νάουσας,secondary,False,42.39,"LINESTRING (22.0729865 40.6345666, 22.0730788 40.6345256, 22.0731288 40.6344917, 22.073171 40.6344426, 22.0732788 40.6342705)",,,
333835201,False,2,Χριστόδουλου Λαναρά,tertiary,False,47.727,"LINESTRING (22.0654453 40.6290825, 22.0658859 40.6293516)",50,,
333835201,False,2,Χριστόδουλου Λαναρά,tertiary,True,85.94,"LINESTRING (22.0654453 40.6290825, 22.0646539 40.6285961)",50,,
679585668,False,2,Μυσιρλή Αν.,tertiary,True,58.288,"LINESTRING (22.0654453 40.6290825, 22.0652224 40.629438, 22.0651253 40.6295457)",50,,
679799998,False,,Γκαρνέτα Επ.,residential,False,120.815,"LINESTRING (22.0654453 40.6290825, 22.0659226 40.628276, 22.0659911 40.6280804)",50,,
220425877,False,,Κόκκινου,tertiary,False,53.343,"LINESTRING (22.0735467 40.6269113, 22.0733032 40.627354)",50,,
241535153,False,,Σιμανίκα Ιωάννη,residential,False,27.319,"LINESTRING (22.0735467 40.6269113, 22.0738534 40.6269899)",50,,
241535153,False,,Σιμανίκα Ιωάννη,residential,True,79.905,"LINESTRING (22.0735467 40.6269113, 22.0726368 40.6267126)",50,,
220425863,False,2,Αριστοτέλους,tertiary,False,79.174,"LINESTRING (22.0733032 40.627354, 22.0724218 40.6271101)",,,
220425877,False,,Κόκκινου,tertiary,True,53.343,"LINESTRING (22.0733032 40.627354, 22.0735467 40.6269113)",50,,
241542766,False,,,unclassified,False,31.113,"LINESTRING (22.0733032 40.627354, 22.0736494 40.6274502)",,,
333835204,False,,Νοσοκομείου,secondary,False,98.683,"LINESTRING (22.0733032 40.627354, 22.0728991 40.6281868)",,,
333835204,False,,Νοσοκομείου,secondary,True,98.683,"LINESTRING (22.0728991 40.6281868, 22.0733032 40.627354)",,,
241542752,False,,Αναδόλη,residential,False,109.28899999999999,"LINESTRING (22.0728991 40.6281868, 22.0727516 40.628148, 22.0716787 40.627858)",50,,
"[241544464, 241544459, 333835204]",False,,"['Νοσοκομείου', 'Μεγάλου Αλεξάνδρου']",secondary,False,109.092,"LINESTRING (22.0728991 40.6281868, 22.0726128 40.6288104, 22.0725292 40.6290005, 22.0724797 40.6291148)",,yes,
333835201,False,2,Χριστόδουλου Λαναρά,tertiary,False,56.616,"LINESTRING (22.0664067 40.629643, 22.0669563 40.629935)",50,,
333835201,False,2,Χριστόδουλου Λαναρά,tertiary,True,54.603,"LINESTRING (22.0664067 40.629643, 22.0658859 40.6293516)",50,,
679796908,True,,Δημητριάδη Κ.,residential,False,116.089,"LINESTRING (22.0664067 40.629643, 22.0672375 40.6288109)",50,,
241544459,False,,Μεγάλου Αλεξάνδρου,secondary,False,88.607,"LINESTRING (22.0724509 40.6303308, 22.0721791 40.6311005)",,,
220425879,True,1,Βασ. Φιλίππου,tertiary,False,86.059,"LINESTRING (22.0724509 40.6303308, 22.0720364 40.6302507, 22.0718941 40.6302394, 22.071451 40.6302944)",50,,
241544459,False,,Μεγάλου Αλεξάνδρου,secondary,True,112.35900000000001,"LINESTRING (22.0724509 40.6303308, 22.0726644 40.6295695, 22.0726742 40.6295139, 22.0726741 40.6294807, 22.0726658 40.6294475, 22.0726381 40.6293959, 22.0726105 40.6293469)",,,
333835201,False,2,Χριστόδουλου Λαναρά,tertiary,True,51.194,"LINESTRING (22.068089 40.6305819, 22.0676157 40.6302939)",50,,
220425870,True,1,Θεοφίλου,tertiary,False,18.122,"LINESTRING (22.068089 40.6305819, 22.0681288 40.6305466, 22.068167 40.63054, 22.0682804 40.6305512)",50,,
333835199,False,,Παναγούλη,residential,False,116.047,"LINESTRING (22.068089 40.6305819, 22.0679578 40.6307237, 22.0679073 40.63081, 22.0678751 40.6308894, 22.0678268 40.6311153, 22.0677812 40.631439, 22.0677759 40.6315774)",50,,
241544459,False,,Μεγάλου Αλεξάνδρου,secondary,True,88.607,"LINESTRING (22.0721791 40.6311005, 22.0724509 40.6303308)",,,
