osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry
23211472,True,Μενελάου,residential,False,80.556,,,"LINESTRING (23.7059259 37.9587002, 23.7053083 37.9592366)"
388091731,True,Ελευθερίου Βενιζέλου,primary,False,112.89200000000001,3,50,"LINESTRING (23.7059259 37.9587002, 23.7051137 37.9581436, 23.7050802 37.9581206, 23.704954 37.9580342)"
23211462,False,Σιβιτανίδου,secondary,False,41.137,2,,"LINESTRING (23.6980964 37.9595051, 23.69812 37.9594846, 23.6982287 37.9593884, 23.698416 37.9592343)"
98472379,True,Σιβιτανίδου,tertiary,False,33.472,2,,"LINESTRING (23.6980964 37.9595051, 23.6980772 37.9595196, 23.6979254 37.9596349, 23.6978197 37.9597125)"
194285976,False,Σαλαμίνος,residential,False,65.575,,,"LINESTRING (23.6980964 37.9595051, 23.6981151 37.9595236, 23.6981643 37.9595725, 23.6982199 37.9596141, 23.6982864 37.9596637, 23.6983559 37.9597083, 23.6984269 37.9597488, 23.6985249 37.9598018, 23.6986717 37.9598762)"
388091715,True,Σιβιτανίδου,secondary,False,12.242,2,,"LINESTRING (23.7019461 37.9559743, 23.7020365 37.9558904)"
"[388091728, 388091727]",True,Ελευθερίου Βενιζέλου,primary,False,120.25399999999999,3,50,"LINESTRING (23.7019461 37.9559743, 23.7018769 37.9559263, 23.7015198 37.9556784, 23.7013098 37.9555327, 23.7009166 37.9552597)"
388091722,True,Ελευθερίου Βενιζέλου,primary,False,9.196,3,50,"LINESTRING (23.7020365 37.9558904, 23.7021155 37.9559448)"
158106702,True,Δαβάκη,secondary,False,48.367999999999995,1,,"LINESTRING (23.7020365 37.9558904, 23.7021238 37.9558072, 23.7022852 37.9556562, 23.7024195 37.9555816)"
"[654049485, 388091733]",True,Ελευθερίου Βενιζέλου,primary,False,117.48100000000001,"['4', '3']",50,"LINESTRING (23.7060273 37.9585567, 23.7066005 37.9589753, 23.7069132 37.959215, 23.7069526 37.9592414, 23.7070066 37.9592776)"
98454821,True,Γεωργίου Ιατρίδου,residential,False,73.122,,,"LINESTRING (23.6992422 37.9521428, 23.6987056 37.9526462)"
715173877,True,Ξενοφώντος,residential,False,116.736,,,"LINESTRING (23.6992422 37.9521428, 23.7001775 37.952791, 23.7002413 37.9528367)"
24848659,True,Σκοπευτηρίου,residential,False,73.428,,,"LINESTRING (23.7008335 37.9532428, 23.7013823 37.952744)"
28442942,True,Γρυπάρη,residential,False,79.731,,,"LINESTRING (23.7008335 37.9532428, 23.7011822 37.9534821, 23.7015196 37.9537134)"
24848653,False,Αναγνωσταρά,residential,False,72.96,,,"LINESTRING (23.7015196 37.9537134, 23.7020617 37.9532156)"
