osmid,lanes,ref,name,highway,oneway,reversed,length,bridge,maxspeed,geometry
"[205689964, 205701107, 669936523, 669936526]",2,ΕΟ69,Θάσος - Λιμενάρια,secondary,False,True,131.35399999999998,yes,50,"LINESTRING (24.5690326 40.6269355, 24.5692506 40.6269618, 24.5698685 40.6270202, 24.570055 40.6270441, 24.5702996 40.6270765, 24.5705713 40.6271116)"
669932711,,,,residential,False,False,38.668,,,"LINESTRING (24.5690326 40.6269355, 24.5689859 40.626785, 24.5689558 40.6266899, 24.5689108 40.6266009)"
669937297,,,,residential,False,True,47.444,,,"LINESTRING (24.5690326 40.6269355, 24.56902 40.6271275, 24.5690304 40.6273618)"
205692894,,,,residential,False,False,64.383,,,"LINESTRING (24.5773924 40.6298954, 24.5781026 40.6296839)"
205692894,,,,residential,False,True,78.126,,,"LINESTRING (24.5773924 40.6298954, 24.5765036 40.630092)"
670186444,,,,residential,False,False,57.483,,,"LINESTRING (24.5773924 40.6298954, 24.577642 40.6303764)"
670186444,,,,residential,False,True,52.179,,,"LINESTRING (24.5773924 40.6298954, 24.5772715 40.6294352)"
670186657,,,,residential,False,False,25.041,,,"LINESTRING (24.578609 40.6274375, 24.5785873 40.6276621)"
672943158,2,,Θάσος - Λιμενάρια,secondary,False,False,59.284,,50,"LINESTRING (24.578609 40.6274375, 24.5779125 40.6273681)"
672943157,2,,Θάσος - Λιμενάρια,secondary,False,True,18.727,,50,"LINESTRING (24.578609 40.6274375, 24.5787714 40.627445, 24.578801 40.6274455, 24.5788305 40.6274438)"
205689964,2,ΕΟ69,Θάσος - Λιμενάρια,secondary,False,False,20.529,,50,"LINESTRING (24.572477 40.6273487, 24.5722374 40.6273168)"
669937298,,,,residential,False,True,35.652,,,"LINESTRING (24.572477 40.6273487, 24.5721467 40.6275486)"
669954775,,,,residential,False,False,56.311,,,"LINESTRING (24.572477 40.6273487, 24.5730771 40.6271273)"
"[205689964, 205689966, 380125663]",2,ΕΟ69,Θάσος - Λιμενάρια,secondary,False,True,191.695,yes,50,"LINESTRING (24.572477 40.6273487, 24.5728927 40.6273923, 24.5732195 40.6274103, 24.5735917 40.627423, 24.5738365 40.6274169, 24.5747429 40.6274007)"
205692894,,,,residential,False,True,61.119,,,"LINESTRING (24.5787748 40.6294793, 24.5781026 40.6296839)"
670187561,,,,residential,False,False,51.854,,,"LINESTRING (24.5787748 40.6294793, 24.5789996 40.6299133)"
670187561,,,,residential,False,True,77.721,,,"LINESTRING (24.5787748 40.6294793, 24.5784848 40.6288159)"
205692894,,,,residential,False,False,88.689,,,"LINESTRING (24.5787748 40.6294793, 24.5791339 40.62935, 24.5791679 40.629344, 24.5792028 40.6293437, 24.5797862 40.6293571)"
205692894,,,,residential,False,False,78.126,,,"LINESTRING (24.5765036 40.630092, 24.5773924 40.6298954)"
725330629,,,,residential,False,False,115.68700000000001,,,"LINESTRING (24.5765036 40.630092, 24.5765883 40.6303119, 24.5768143 40.631027, 24.5768366 40.631101)"
