osmid,lanes,highway,oneway,reversed,length,name,geometry,bridge,ref,junction
"[89269709, 115492629]",,unclassified,False,"[False, True]",298.257,,"LINESTRING (26.6994441 37.7959578, 26.6992443 37.7959721, 26.6990679 37.7959959, 26.6989459 37.7960044, 26.6988323 37.7960047, 26.6987585 37.7960092, 26.6986797 37.7960208, 26.6985033 37.7960585, 26.6983126 37.7960767, 26.6982304 37.7960815, 26.6981399 37.7960778, 26.6980749 37.7960622, 26.6979327 37.7960134, 26.6978214 37.7959758, 26.6974955 37.7958195, 26.6974626 37.795806, 26.6974331 37.7958102, 26.6974097 37.795825, 26.6973188 37.7959845, 26.6972943 37.7960145, 26.6972601 37.7960245, 26.6972223 37.796024, 26.6969731 37.7959482, 26.6967874 37.7958979, 26.6966647 37.795856, 26.6963804 37.7957458)",,,
115492629,,unclassified,False,True,19.752000000000002,,"LINESTRING (26.6994441 37.7959578, 26.6995635 37.7959533, 26.6996027 37.7959498, 26.6996681 37.795944)",,,
115494705,,residential,False,True,323.42100000000005,,"LINESTRING (26.6994441 37.7959578, 26.699422 37.7960086, 26.6993938 37.7960638, 26.6992772 37.7963038, 26.6992155 37.7965057, 26.6991819 37.7966519, 26.6991625 37.7967483, 26.6991618 37.7968442, 26.6991679 37.7969778, 26.6991591 37.7970424, 26.6991182 37.7971076, 26.6990612 37.7971638, 26.6988299 37.7973413, 26.6985952 37.7975506, 26.698553 37.7975786, 26.6985161 37.7975876, 26.6984591 37.7975755, 26.6981835 37.7974647, 26.6981459 37.797466, 26.6981134 37.7974772, 26.6980923 37.7974978, 26.6980071 37.7976396, 26.697932 37.7978261, 26.6978516 37.7981281)",,,
115492629,,unclassified,False,False,62.745999999999995,,"LINESTRING (26.7003755 37.7959816, 26.7003246 37.7959888, 26.7002287 37.7959898, 26.7001207 37.7959832, 26.6998223 37.7959392, 26.6997576 37.7959374, 26.6996681 37.795944)",,,
115492629,,unclassified,False,True,11.942,,"LINESTRING (26.7003755 37.7959816, 26.7004111 37.7959652, 26.7004909 37.7959249)",,,
115494709,,residential,False,True,121.33,,"LINESTRING (26.7003755 37.7959816, 26.7003742 37.7960452, 26.7003802 37.796095, 26.7004479 37.7963001, 26.7005365 37.7965703, 26.7005807 37.79676, 26.700578 37.7968797, 26.7005613 37.7969762, 26.7005331 37.7970493)",,,
89269709,,unclassified,False,False,65.884,,"LINESTRING (26.6945773 37.7955021, 26.694691 37.7955161, 26.6953182 37.7955932)",,,
89269709,,unclassified,False,True,79.00599999999999,,"LINESTRING (26.6945773 37.7955021, 26.6943907 37.7954955, 26.693892 37.7954777, 26.6937806 37.7954671, 26.6936821 37.7954496)",,,
115492627,,residential,False,True,97.54199999999999,,"LINESTRING (26.6945773 37.7955021, 26.6945592 37.7956049, 26.6945297 37.7957596, 26.6944693 37.7959122, 26.6943996 37.7960616, 26.694303 37.796245, 26.6942681 37.7963403)",,,
25300232,2,primary,False,False,193.48000000000002,Κωνσταντίνου Κανάρη,"LINESTRING (26.6978516 37.7981281, 26.6974305 37.7980327, 26.6970386 37.7979288, 26.6957817 37.7975382)",,ΕΟ62,
115494705,,residential,False,False,323.4210000000001,,"LINESTRING (26.6978516 37.7981281, 26.697932 37.7978261, 26.6980071 37.7976396, 26.6980923 37.7974978, 26.6981134 37.7974772, 26.6981459 37.797466, 26.6981835 37.7974647, 26.6984591 37.7975755, 26.6985161 37.7975876, 26.698553 37.7975786, 26.6985952 37.7975506, 26.6988299 37.7973413, 26.6990612 37.7971638, 26.6991182 37.7971076, 26.6991591 37.7970424, 26.6991679 37.7969778, 26.6991618 37.7968442, 26.6991625 37.7967483, 26.6991819 37.7966519, 26.6992155 37.7965057, 26.6992772 37.7963038, 26.6993938 37.7960638, 26.699422 37.7960086, 26.6994441 37.7959578)",,,
132791030,2,secondary,False,True,29.259,Πυθαγόρα,"LINESTRING (26.7010655 37.7956754, 26.701032 37.7954136)",,,
115494709,,residential,False,False,121.33000000000001,,"LINESTRING (26.7005331 37.7970493, 26.7005613 37.7969762, 26.700578 37.7968797, 26.7005807 37.79676, 26.7005365 37.7965703, 26.7004479 37.7963001, 26.7003802 37.796095, 26.7003742 37.7960452, 26.7003755 37.7959816)",,,
115494709,,residential,False,True,67.658,,"LINESTRING (26.7005331 37.7970493, 26.7004774 37.797115, 26.7003192 37.7972411, 26.7002501 37.7973089, 26.7001905 37.7973932, 26.7001268 37.7975537)",,,
89269709,,unclassified,False,True,19.224,,"LINESTRING (26.6955348 37.7956176, 26.6953182 37.7955932)",,,
89269709,,unclassified,False,False,76.012,,"LINESTRING (26.6955348 37.7956176, 26.695974 37.7956558, 26.6962489 37.7957045, 26.6963804 37.7957458)",,,
115553966,,residential,False,False,195.98100000000002,,"LINESTRING (26.6955348 37.7956176, 26.6955771 37.7954369, 26.6956099 37.7952748, 26.6956414 37.7952218, 26.6956964 37.7951767, 26.6957675 37.7951344, 26.6958889 37.7950851, 26.6960531 37.795039, 26.6961336 37.7950104, 26.6964816 37.7948408, 26.6965748 37.7947793, 26.6967726 37.7945965, 26.6969178 37.7944516, 26.6969326 37.7944309, 26.6969353 37.7944196, 26.6969356 37.7943915)",,,
115499368,,residential,True,False,41.873,,"LINESTRING (26.6967197 37.7931171, 26.69666 37.7931605, 26.6966271 37.7932056, 26.6965943 37.7932803, 26.6965554 37.7934006, 26.6965309 37.7934544)",,,
437013989,,residential,False,False,194.01899999999998,,"LINESTRING (26.6967197 37.7931171, 26.6968068 37.7930636, 26.6969249 37.7929724, 26.6970389 37.7928908, 26.697116 37.7928172, 26.6971696 37.7927568, 26.697179 37.7927186, 26.6971783 37.7926977, 26.6971686 37.7926632, 26.6971679 37.7926413, 26.6971736 37.7926259, 26.697224 37.7925215, 26.697293 37.7923805, 26.6973507 37.7922083, 26.6973889 37.7921257, 26.6974445 37.7919969, 26.6974546 37.7919429, 26.6974459 37.7918957, 26.6973989 37.7918369, 26.6973084 37.7917722, 26.6971415 37.7916652)",,,
437013996,,residential,False,True,39.349000000000004,,"LINESTRING (26.6967197 37.7931171, 26.6965715 37.7930217, 26.6963643 37.792902)",,,
115602557,,living_street,False,False,133.651,,"LINESTRING (26.6966996 37.7911787, 26.6964474 37.7910426, 26.6963234 37.7909726, 26.6961839 37.7909133, 26.6960853 37.7908777, 26.6960109 37.7908576, 26.6959613 37.7908698, 26.6958587 37.7909689, 26.6958292 37.7909827, 26.6957856 37.7909874, 26.6956589 37.790971, 26.6955683 37.7909774, 26.6954751 37.7909959, 26.6953772 37.7910356)",,,
437013989,,residential,False,False,66.89099999999999,,"LINESTRING (26.6966996 37.7911787, 26.6968116 37.7910442, 26.6970201 37.790812, 26.6971173 37.7906764)",,,
437013989,,residential,False,True,72.26299999999999,,"LINESTRING (26.6966996 37.7911787, 26.6966721 37.7912535, 26.6966654 37.7912932, 26.6966838 37.7913255, 26.6967257 37.7913578, 26.6968585 37.7914495, 26.6969671 37.7915274, 26.6970851 37.7916244, 26.6971415 37.7916652)",,,
115499369,,secondary,True,False,51.342000000000006,Καρμανιόλων,"LINESTRING (26.6965309 37.7934544, 26.696487 37.7934573, 26.696375 37.7934795, 26.6962597 37.7934991, 26.6960411 37.7935121, 26.6959536 37.7935158)",,,
115499370,,unclassified,False,False,165.629,,"LINESTRING (26.6985114 37.794907, 26.6985218 37.7949413, 26.6985865 37.7951534, 26.6986073 37.7952149, 26.6986388 37.7952509, 26.6986898 37.795278, 26.6987461 37.7953103, 26.6987883 37.7953458, 26.6989553 37.7954857, 26.6990089 37.7955153, 26.69908 37.7955408, 26.6993315 37.7956075, 26.6994394 37.7956324, 26.6995186 37.7956727, 26.6995668 37.7957278, 26.699593 37.7957856, 26.6996212 37.7958587, 26.699646 37.7959016, 26.6996681 37.795944)",,,
115499371,,unclassified,False,False,157.235,,"LINESTRING (26.6985114 37.794907, 26.6985127 37.7948678, 26.6985168 37.7947242, 26.6985328 37.7945536, 26.6985825 37.7943978, 26.6986321 37.7942208, 26.6987333 37.7935071)",,,
115499371,,unclassified,False,True,147.52400000000003,,"LINESTRING (26.6985114 37.794907, 26.6984222 37.7948991, 26.6981674 37.7948647, 26.6980581 37.7948413, 26.6976612 37.7946904, 26.6971227 37.7944529, 26.6969886 37.7943835)",,,
89269688,,secondary,False,False,27.483,,"LINESTRING (26.6999115 37.7928744, 26.7000993 37.7927674, 26.700171 37.7927372)",,,
89269688,,secondary,False,True,125.576,,"LINESTRING (26.6999115 37.7928744, 26.6990815 37.7933536, 26.6989506 37.7934292, 26.6988292 37.793479, 26.6987333 37.7935071)",,,
437013993,,residential,False,True,359.10800000000006,,"LINESTRING (26.6999115 37.7928744, 26.6996486 37.7925676, 26.6993938 37.7922359, 26.6990599 37.7918459, 26.6988319 37.7915958, 26.6986522 37.7913965, 26.6984443 37.791157, 26.698329 37.7910531, 26.6982405 37.7910012, 26.6980436 37.7908905, 26.6979708 37.7908495, 26.6978759 37.7907979, 26.697285 37.7904559)",,,
115541894,,residential,False,False,126.763,,"LINESTRING (26.697285 37.7904559, 26.6973238 37.7903664, 26.6974184 37.7902127, 26.6975069 37.7901269, 26.6976719 37.7900389, 26.6978851 37.7899504, 26.6979481 37.7899197, 26.6979796 37.789899, 26.6980226 37.789855, 26.6980762 37.7897204, 26.6981218 37.7896505, 26.6981634 37.7896129)",,,
437013989,,residential,False,True,28.609,,"LINESTRING (26.697285 37.7904559, 26.6972098 37.7905519, 26.6971562 37.7906239, 26.6971173 37.7906764)",,,
437013993,,residential,False,False,359.108,,"LINESTRING (26.697285 37.7904559, 26.6978759 37.7907979, 26.6979708 37.7908495, 26.6980436 37.7908905, 26.6982405 37.7910012, 26.698329 37.7910531, 26.6984443 37.791157, 26.6986522 37.7913965, 26.6988319 37.7915958, 26.6990599 37.7918459, 26.6993938 37.7922359, 26.6996486 37.7925676, 26.6999115 37.7928744)",,,
89269688,,secondary,False,True,4.741,,"LINESTRING (26.6969886 37.7943835, 26.6969356 37.7943915)",,,
89269688,,secondary,False,False,70.922,,"LINESTRING (26.6969886 37.7943835, 26.697063 37.7943337, 26.6975404 37.7939188)",,,
115499371,,unclassified,False,False,147.524,,"LINESTRING (26.6969886 37.7943835, 26.6971227 37.7944529, 26.6976612 37.7946904, 26.6980581 37.7948413, 26.6981674 37.7948647, 26.6984222 37.7948991, 26.6985114 37.794907)",,,
437013989,,residential,False,False,72.263,,"LINESTRING (26.6971415 37.7916652, 26.6970851 37.7916244, 26.6969671 37.7915274, 26.6968585 37.7914495, 26.6967257 37.7913578, 26.6966838 37.7913255, 26.6966654 37.7912932, 26.6966721 37.7912535, 26.6966996 37.7911787)",,,
437013989,,residential,False,True,194.01899999999998,,"LINESTRING (26.6971415 37.7916652, 26.6973084 37.7917722, 26.6973989 37.7918369, 26.6974459 37.7918957, 26.6974546 37.7919429, 26.6974445 37.7919969, 26.6973889 37.7921257, 26.6973507 37.7922083, 26.697293 37.7923805, 26.697224 37.7925215, 26.6971736 37.7926259, 26.6971679 37.7926413, 26.6971686 37.7926632, 26.6971783 37.7926977, 26.697179 37.7927186, 26.6971696 37.7927568, 26.697116 37.7928172, 26.6970389 37.7928908, 26.6969249 37.7929724, 26.6968068 37.7930636, 26.6967197 37.7931171)",,,
974338518,,residential,False,False,108.09700000000001,,"LINESTRING (26.6971415 37.7916652, 26.6968712 37.7920584, 26.6968437 37.7920716, 26.6968109 37.7920695, 26.6962503 37.7919031)",,,
115499372,,residential,False,True,77.22800000000001,,"LINESTRING (26.6963643 37.792902, 26.6962583 37.7930562, 26.6961899 37.7931653, 26.6960578 37.7933497, 26.6959536 37.7935158)",,,
437013996,,residential,False,False,39.349000000000004,,"LINESTRING (26.6963643 37.792902, 26.6965715 37.7930217, 26.6967197 37.7931171)",,,
437013996,,residential,False,True,10.035,,"LINESTRING (26.6963643 37.792902, 26.6963281 37.7928654, 26.6962825 37.7928405)",,,
89269688,,secondary,False,False,120.88400000000001,,"LINESTRING (26.6975404 37.7939188, 26.6977201 37.7937694, 26.6979052 37.7936253, 26.6980031 37.7935765, 26.6981278 37.7935437, 26.6982993 37.7935316, 26.6986401 37.7935198, 26.6987333 37.7935071)",,,
89269688,,secondary,False,True,70.922,,"LINESTRING (26.6975404 37.7939188, 26.697063 37.7943337, 26.6969886 37.7943835)",,,
115499369,,secondary,True,False,103.23,Καρμανιόλων,"LINESTRING (26.6975404 37.7939188, 26.6971743 37.7937106, 26.6970871 37.7936624, 26.6969745 37.7936078, 26.6968323 37.793549, 26.6966292 37.7934785, 26.6965309 37.7934544)",,,
974546037,,residential,False,False,82.723,,"LINESTRING (26.6918585 37.7941069, 26.6916926 37.7948392)",,,
115500029,,residential,False,True,53.248,Αγίων Αποστόλων,"LINESTRING (26.6918585 37.7941069, 26.6922572 37.794153, 26.6923564 37.7941705, 26.692457 37.7941806)",,,
115541894,,residential,False,True,115.41099999999999,,"LINESTRING (26.6993798 37.7892605, 26.6993295 37.7892779, 26.6992912 37.7892901, 26.6992249 37.7892997, 26.6989177 37.7893272, 26.6987977 37.7893516, 26.6987085 37.7893786, 26.6985543 37.7894353, 26.6983417 37.7895323, 26.6982425 37.7895731, 26.6981634 37.7896129)",,,
130771419,2,primary,False,True,93.80600000000001,Πυθαγόρα,"LINESTRING (26.7011212 37.7970207, 26.7011105 37.7965979, 26.701085 37.7962066, 26.7010806 37.7961779)",,ΕΟ62,
115553970,,residential,False,True,57.56999999999999,,"LINESTRING (26.6943312 37.7933593, 26.6942353 37.7934684, 26.6941884 37.7935081, 26.6940549 37.7936255, 26.694013 37.7936708, 26.6939161 37.7937588)",,,
115553971,,living_street,False,False,128.937,,"LINESTRING (26.6943312 37.7933593, 26.6942748 37.7932883, 26.6941394 37.7930922, 26.6940348 37.792894, 26.6939302 37.7926789, 26.6938323 37.7924298, 26.693778 37.7923344, 26.6937706 37.7922931)",,,
115553974,,residential,False,False,110.31599999999999,,"LINESTRING (26.6943312 37.7933593, 26.6944559 37.7932851, 26.694529 37.7932517, 26.6946068 37.7932337, 26.6947194 37.7932337, 26.6948502 37.7932612, 26.6949695 37.7932988, 26.6950654 37.7933224, 26.6950919 37.7933322, 26.6951047 37.7933452, 26.695106 37.7933683, 26.6950815 37.7936661)",,,
115553974,,residential,False,True,48.987,,"LINESTRING (26.6943312 37.7933593, 26.6944063 37.7934451, 26.6944639 37.7935447, 26.6944914 37.7936194, 26.6945156 37.7936894, 26.6945323 37.7937646)",,,
"[115553968, 115553973]",,residential,False,"[False, True]",155.09699999999998,,"LINESTRING (26.6946651 37.792797, 26.6946926 37.7928265, 26.6947037 37.7928532, 26.694708 37.7928808, 26.6947114 37.7929608, 26.6947201 37.7929881, 26.6947422 37.7930076, 26.6949246 37.7930948, 26.6949762 37.7931049, 26.6950202 37.7931009, 26.6952351 37.793035, 26.6952817 37.7930289, 26.6953196 37.7930297, 26.6953487 37.7930456, 26.6954208 37.7930964, 26.69551 37.7931621, 26.6958091 37.7934043, 26.6958553 37.7934509, 26.6958801 37.7934827, 26.6958922 37.7935188)",,,
115553971,,living_street,False,False,46.028,,"LINESTRING (26.6937706 37.7922931, 26.6937947 37.7922613, 26.693847 37.7922327, 26.6940254 37.7921845, 26.694179 37.7921432, 26.6942386 37.7921283)",,,
115553971,,living_street,False,True,128.937,,"LINESTRING (26.6937706 37.7922931, 26.693778 37.7923344, 26.6938323 37.7924298, 26.6939302 37.7926789, 26.6940348 37.792894, 26.6941394 37.7930922, 26.6942748 37.7932883, 26.6943312 37.7933593)",,,
974338514,,residential,False,False,90.65499999999999,,"LINESTRING (26.6937706 37.7922931, 26.6937008 37.7922936, 26.6936485 37.7922883, 26.6935138 37.7922613, 26.6933944 37.7922184, 26.6933126 37.7921585, 26.6931175 37.7919837, 26.6930491 37.7919434, 26.6929807 37.7919232, 26.6929069 37.7919169)",,,
115553970,,residential,False,False,57.57000000000001,,"LINESTRING (26.6939161 37.7937588, 26.694013 37.7936708, 26.6940549 37.7936255, 26.6941884 37.7935081, 26.6942353 37.7934684, 26.6943312 37.7933593)",,,
132346498,,secondary,False,True,12.765,Καρλόβασι - Λέκκα,"LINESTRING (26.6939161 37.7937588, 26.6939335 37.7938136, 26.6939396 37.7938717)",,,
115553971,,living_street,False,False,43.739,,"LINESTRING (26.6942386 37.7921283, 26.6943311 37.7925148)",,,
115553971,,living_street,False,True,46.028,,"LINESTRING (26.6942386 37.7921283, 26.694179 37.7921432, 26.6940254 37.7921845, 26.693847 37.7922327, 26.6937947 37.7922613, 26.6937706 37.7922931)",,,
"[372163026, 372164333]",,living_street,False,"[False, True]",44.65,,"LINESTRING (26.6942386 37.7921283, 26.6943379 37.7921087, 26.6944241 37.7920987, 26.6944254 37.7920741, 26.6944278 37.7920489, 26.6944461 37.7919772, 26.6944785 37.791851)",,,
115553971,,living_street,False,True,43.739,,"LINESTRING (26.6943311 37.7925148, 26.6942386 37.7921283)",,,
1186145889,,secondary,True,False,5.405,Καρμανιόλων,"LINESTRING (26.6959536 37.7935158, 26.6958922 37.7935188)",,,
115499372,,residential,False,False,77.22800000000001,,"LINESTRING (26.6959536 37.7935158, 26.6960578 37.7933497, 26.6961899 37.7931653, 26.6962583 37.7930562, 26.6963643 37.792902)",,,
115553974,,residential,False,True,110.316,,"LINESTRING (26.6950815 37.7936661, 26.695106 37.7933683, 26.6951047 37.7933452, 26.6950919 37.7933322, 26.6950654 37.7933224, 26.6949695 37.7932988, 26.6948502 37.7932612, 26.6947194 37.7932337, 26.6946068 37.7932337, 26.694529 37.7932517, 26.6944559 37.7932851, 26.6943312 37.7933593)",,,
1186145889,,secondary,True,False,49.494,Καρμανιόλων,"LINESTRING (26.6950815 37.7936661, 26.6947469 37.793722, 26.6945323 37.7937646)",,,
130771413,1,secondary,True,False,23.651,,"LINESTRING (26.7010286 37.795886, 26.7010474 37.795757, 26.7010655 37.7956754)",,,
115492629,,unclassified,False,False,11.942,,"LINESTRING (26.7004909 37.7959249, 26.7004111 37.7959652, 26.7003755 37.7959816)",,,
115492629,,unclassified,False,True,46.654999999999994,,"LINESTRING (26.7004909 37.7959249, 26.7005743 37.795914, 26.7006762 37.7959077, 26.7007893 37.7959008, 26.7009116 37.7958971, 26.7009495 37.7958974, 26.7010189 37.7959072)",,,
