osmid,oneway,name,highway,reversed,length,geometry,lanes,width,junction
200440424,False,Ψαρρού Δ.,residential,False,63.236,"LINESTRING (22.3802783 38.5242407, 22.3797592 38.5246388)",,,
200440422,False,Πρίγκη Ευάγγελου,residential,False,255.33699999999996,"LINESTRING (22.3802783 38.5242407, 22.3801767 38.5241546, 22.38016 38.5241364, 22.3801367 38.5241078, 22.3801131 38.5240648, 22.3800959 38.5240288, 22.3800687 38.5239904, 22.3800462 38.5239595, 22.3799718 38.5238703, 22.3799289 38.5238336, 22.3798538 38.5237775, 22.3797787 38.5237229, 22.3797063 38.5236683, 22.3796567 38.5236206, 22.3796023 38.5235477, 22.3795286 38.5234207, 22.3794977 38.5233814, 22.3794441 38.523351, 22.3794025 38.5233499, 22.3793589 38.5233709, 22.3792268 38.5234931, 22.3788654 38.5232434, 22.3786481 38.5230884, 22.3785764 38.5230391, 22.3785107 38.5229937, 22.3784426 38.5229601, 22.3783672 38.5229281, 22.3782861 38.5229134)",,,
"[200440424, 131512473]",False,"['Ψαρρού Δ.', 'Χατζηγεωργίου Γ.']",residential,True,298.554,"LINESTRING (22.3802783 38.5242407, 22.3805518 38.5240314, 22.3811586 38.523577, 22.3817548 38.5231878, 22.3818085 38.5231553, 22.3818487 38.5231516, 22.3818956 38.5231752, 22.3825689 38.5237848, 22.3827331 38.5239206)",,,
200440424,False,Ψαρρού Δ.,residential,True,63.236,"LINESTRING (22.3797592 38.5246388, 22.3802783 38.5242407)",,,
200440424,False,Ψαρρού Δ.,residential,False,75.17999999999999,"LINESTRING (22.3797592 38.5246388, 22.3793852 38.5249429, 22.3791624 38.5251278)",,,
"[200440426, 131518286]",False,Τσιπούρα Α. Ι.,residential,True,261.757,"LINESTRING (22.3797592 38.5246388, 22.3791014 38.5241296, 22.3787789 38.523876, 22.3780671 38.5233271, 22.3780463 38.5233087, 22.3780327 38.5232955, 22.3780242 38.523281, 22.3780205 38.5232654, 22.3780229 38.5232466, 22.3780289 38.5232292, 22.37804 38.5232108, 22.3780641 38.5231773, 22.3781084 38.5231364, 22.3781566 38.5230955, 22.378221 38.5230362, 22.3782567 38.5229928, 22.378274 38.5229512, 22.3782861 38.5229134)",,,
131518186,False,Καραϊσκάκη,tertiary,False,87.67000000000002,"LINESTRING (22.3791624 38.5251278, 22.3790663 38.5250617, 22.3789278 38.5249599, 22.3786247 38.524728, 22.3785722 38.5246964, 22.3785107 38.5246661, 22.3784384 38.5246363, 22.3784007 38.5246168)",,,
131518186,False,Καραϊσκάκη,tertiary,True,113.53299999999999,"LINESTRING (22.3791624 38.5251278, 22.3792214 38.5251646, 22.3792796 38.5251964, 22.3793559 38.5252357, 22.3794527 38.5252801, 22.3795502 38.525324, 22.3799236 38.5254913, 22.3802762 38.5256585)",,,
200440409,False,Κωνσταντίνου Κανάρη,residential,False,37.75,"LINESTRING (22.3791624 38.5251278, 22.3790116 38.5252623, 22.3788728 38.5253806)",,,
200440424,False,Ψαρρού Δ.,residential,True,75.17999999999999,"LINESTRING (22.3791624 38.5251278, 22.3793852 38.5249429, 22.3797592 38.5246388)",,,
131518256,False,Εθνικής Αντιστάσεως,tertiary,False,23.579,"LINESTRING (22.3779005 38.5256964, 22.3778119 38.5258968)",2,,
131518256,False,Εθνικής Αντιστάσεως,tertiary,True,54.412,"LINESTRING (22.3779005 38.5256964, 22.3781003 38.5252327)",2,,
131518313,False,Κανάρη Κωνσταντίνου,residential,False,28.235,"LINESTRING (22.3779005 38.5256964, 22.3775786 38.5256639)",,,
200440409,False,Κωνσταντίνου Κανάρη,residential,True,69.704,"LINESTRING (22.3779005 38.5256964, 22.3782814 38.5257452, 22.3783518 38.5257458, 22.3784034 38.5257305, 22.3786126 38.5255737)",,,
131518256,False,Εθνικής Αντιστάσεως,tertiary,False,54.412,"LINESTRING (22.3781003 38.5252327, 22.3779005 38.5256964)",2,,
131518256,False,Εθνικής Αντιστάσεως,tertiary,True,73.301,"LINESTRING (22.3781003 38.5252327, 22.3784007 38.5246168)",2,,
131518265,False,Κοντορήγα Ρ.,residential,True,37.703,"LINESTRING (22.3781003 38.5252327, 22.3776738 38.5251724)",,,
131518265,False,Κοντορήγα Ρ.,residential,False,69.242,"LINESTRING (22.3781003 38.5252327, 22.3784141 38.5252799, 22.3788728 38.5253806)",,,
131518265,False,Κοντορήγα Ρ.,residential,True,69.242,"LINESTRING (22.3788728 38.5253806, 22.3784141 38.5252799, 22.3781003 38.5252327)",,,
200440409,False,Κωνσταντίνου Κανάρη,residential,False,31.235,"LINESTRING (22.3788728 38.5253806, 22.3787408 38.5254878, 22.3786126 38.5255737)",,,
200440409,False,Κωνσταντίνου Κανάρη,residential,True,37.75,"LINESTRING (22.3788728 38.5253806, 22.3790116 38.5252623, 22.3791624 38.5251278)",,,
131518256,False,Εθνικής Αντιστάσεως,tertiary,False,73.301,"LINESTRING (22.3784007 38.5246168, 22.3781003 38.5252327)",2,,
131518256,False,Εθνικής Αντιστάσεως,tertiary,True,8.811,"LINESTRING (22.3784007 38.5246168, 22.3783565 38.5245455)",2,,
131518186,False,Καραϊσκάκη,tertiary,True,87.67,"LINESTRING (22.3784007 38.5246168, 22.3784384 38.5246363, 22.3785107 38.5246661, 22.3785722 38.5246964, 22.3786247 38.524728, 22.3789278 38.5249599, 22.3790663 38.5250617, 22.3791624 38.5251278)",,,
131518256,False,Εθνικής Αντιστάσεως,tertiary,False,8.811,"LINESTRING (22.3783565 38.5245455, 22.3784007 38.5246168)",2,,
131518256,False,Εθνικής Αντιστάσεως,tertiary,True,88.96600000000001,"LINESTRING (22.3783565 38.5245455, 22.3782515 38.5243123, 22.3781405 38.524101, 22.378015 38.5239245, 22.3779316 38.5238209)",2,,
131518270,False,Ypolochagou,residential,False,53.299,"LINESTRING (22.3783565 38.5245455, 22.3782123 38.524515, 22.3779876 38.5244426, 22.3777867 38.5243719)",,,
200440408,False,Κολοβάτας,residential,False,56.891,"LINESTRING (22.3740519 38.5230825, 22.3734689 38.5233143)",,,
200440408,False,Κολοβάτας,residential,True,36.548,"LINESTRING (22.3740519 38.5230825, 22.3744396 38.5229559)",,,
200440408,False,Κολοβάτας,residential,True,56.891,"LINESTRING (22.3734689 38.5233143, 22.3740519 38.5230825)",,,
132926960,False,Φρουρίου,residential,True,279.94599999999997,"LINESTRING (22.3734689 38.5233143, 22.3734869 38.5234059, 22.3735003 38.5235192, 22.3735128 38.5236516, 22.3735108 38.5238153, 22.373504 38.5239019, 22.373495 38.5239684, 22.3734805 38.5240242, 22.3734592 38.5240962, 22.3734283 38.524171, 22.3734003 38.5242291, 22.3733681 38.5242829, 22.3733246 38.5243388, 22.3732757 38.5243913, 22.3732133 38.5244437, 22.3731074 38.5245308, 22.3729853 38.5246284, 22.3728485 38.5247438, 22.3727815 38.5248372, 22.3727587 38.524919, 22.3727842 38.5249736, 22.3728365 38.525004, 22.373165 38.5251246, 22.3732884 38.5252075, 22.3734628 38.5253576)",2,,
200440393,False,ΕΛΑΣ-ΕΑΜ,residential,True,24.191,"LINESTRING (22.3734689 38.5233143, 22.3733675 38.5233635, 22.3733357 38.5233796, 22.3732999 38.523407, 22.3732536 38.5234489)",2,,
200440415,False,Μίχου Δημ.,residential,False,44.073,"LINESTRING (22.3728445 38.5232151, 22.3732536 38.5234489)",,,
200440415,False,Μίχου Δημ.,residential,True,44.073,"LINESTRING (22.3732536 38.5234489, 22.3728445 38.5232151)",,,
200440393,False,ΕΛΑΣ-ΕΑΜ,residential,False,24.191000000000003,"LINESTRING (22.3732536 38.5234489, 22.3732999 38.523407, 22.3733357 38.5233796, 22.3733675 38.5233635, 22.3734689 38.5233143)",2,,
991349459,False,Σαλώνων,secondary,False,30.841,"LINESTRING (22.3802762 38.5256585, 22.3805371 38.5254707)",2,,
991349459,False,Σαλώνων,secondary,True,20.233,"LINESTRING (22.3802762 38.5256585, 22.3801061 38.5257826)",2,,
131518186,False,Καραϊσκάκη,tertiary,False,113.53300000000002,"LINESTRING (22.3802762 38.5256585, 22.3799236 38.5254913, 22.3795502 38.525324, 22.3794527 38.5252801, 22.3793559 38.5252357, 22.3792796 38.5251964, 22.3792214 38.5251646, 22.3791624 38.5251278)",,,
131518190,False,Λιανολόπουλου Δ.,residential,False,35.546,"LINESTRING (22.3804175 38.5271787, 22.3807248 38.526968)",,,
131518220,False,Δελμούζου Γ.,residential,False,76.312,"LINESTRING (22.3804175 38.5271787, 22.3810031 38.5276897)",,,
547237918,False,Δελμούζου Γ.,residential,True,78.526,"LINESTRING (22.3804175 38.5271787, 22.3798129 38.5266543)",2,,
1263654870,True,Λιανολόπουλου Δ.,residential,False,77.244,"LINESTRING (22.3804175 38.5271787, 22.3797493 38.5276362)",,,
131518190,False,Λιανολόπουλου Δ.,residential,True,35.546,"LINESTRING (22.3807248 38.526968, 22.3804175 38.5271787)",,,
131518195,False,Δεστερλή Ν.,residential,False,77.767,"LINESTRING (22.3807248 38.526968, 22.3813839 38.5274405)",,,
131518190,False,Λιανολόπουλου Δ.,residential,False,69.401,"LINESTRING (22.3807248 38.526968, 22.3811762 38.5266602, 22.3812575 38.526607, 22.3813266 38.5265583)",,,
131518195,False,Δεστερλή Ν.,residential,True,81.49000000000001,"LINESTRING (22.3807248 38.526968, 22.38047 38.5267414, 22.3801021 38.5264205)",,,
131518224,False,Αγίου Χαραλάμπους,residential,False,24.24,"LINESTRING (22.3813266 38.5265583, 22.3815228 38.5267131)",2,,
131518190,False,Λιανολόπουλου Δ.,residential,False,44.509,"LINESTRING (22.3813266 38.5265583, 22.3814917 38.526439, 22.381608 38.5263508, 22.3816902 38.5262772)",,,
131518190,False,Λιανολόπουλου Δ.,residential,True,69.40100000000001,"LINESTRING (22.3813266 38.5265583, 22.3812575 38.526607, 22.3811762 38.5266602, 22.3807248 38.526968)",,,
131518193,False,Κοντογιώργου,residential,False,52.617,"LINESTRING (22.3805371 38.5254707, 22.3809482 38.5258178)",,,
991349459,False,Σαλώνων,secondary,True,30.841,"LINESTRING (22.3805371 38.5254707, 22.3802762 38.5256585)",2,,
"[991349453, 991349454, 991349455]",False,Σαλώνων,secondary,False,77.68700000000001,"LINESTRING (22.3805371 38.5254707, 22.3806025 38.525425, 22.3808131 38.5252781, 22.3812035 38.5250056)",2,,
547205524,False,Νικ. Κορδόνη,residential,False,8.566,"LINESTRING (22.3808718 38.5258664, 22.3809482 38.5258178)",2,,
547205524,False,Νικ. Κορδόνη,residential,True,38.383,"LINESTRING (22.3808718 38.5258664, 22.3805384 38.5260925)",2,,
131518230,False,Κοντογιώργου,residential,False,84.863,"LINESTRING (22.3808718 38.5258664, 22.3809254 38.5259068, 22.3809755 38.5259427, 22.3810216 38.5259688, 22.3810697 38.5259941, 22.3816902 38.5262772)",,,
547205524,False,Νικ. Κορδόνη,residential,False,52.638,"LINESTRING (22.3801021 38.5264205, 22.3805384 38.5260925)",2,,
547205524,False,Νικ. Κορδόνη,residential,True,36.177,"LINESTRING (22.3801021 38.5264205, 22.3798129 38.5266543)",2,,
131518195,False,Δεστερλή Ν.,residential,False,81.49000000000001,"LINESTRING (22.3801021 38.5264205, 22.38047 38.5267414, 22.3807248 38.526968)",,,
131518195,False,Δεστερλή Ν.,residential,False,61.993,"LINESTRING (22.3813839 38.5274405, 22.3819227 38.5278054)",,,
131518195,False,Δεστερλή Ν.,residential,True,77.767,"LINESTRING (22.3813839 38.5274405, 22.3807248 38.526968)",,,
200440392,False,ΕΑΜ-ΕΛΑΣ,residential,True,43.187,"LINESTRING (22.3813839 38.5274405, 22.3810031 38.5276897)",,,
131518195,False,Δεστερλή Ν.,residential,False,71.573,"LINESTRING (22.3819227 38.5278054, 22.3825386 38.5282322)",,,
131518195,False,Δεστερλή Ν.,residential,True,61.993,"LINESTRING (22.3819227 38.5278054, 22.3813839 38.5274405)",,,
131518237,False,Ήρας,residential,False,51.155,"LINESTRING (22.3819227 38.5278054, 22.3815061 38.5281301)",,,
131518237,False,Ήρας,residential,True,60.829,"LINESTRING (22.3819227 38.5278054, 22.382423 38.5274232)",,,
131518195,False,Δεστερλή Ν.,residential,True,71.573,"LINESTRING (22.3825386 38.5282322, 22.3819227 38.5278054)",,,
131518226,False,Δελφών,residential,False,57.713,"LINESTRING (22.3825386 38.5282322, 22.3829771 38.5278427)",,,
131518226,False,Δελφών,residential,True,58.271,"LINESTRING (22.3825386 38.5282322, 22.3821009 38.5286289)",,,
131518201,False,10ης Απριλίου 1821,residential,False,65.07,"LINESTRING (22.3816438 38.5253639, 22.382155 38.5257911)",,,
131518201,False,10ης Απριλίου 1821,residential,True,55.267,"LINESTRING (22.3816438 38.5253639, 22.3812035 38.5250056)",,,
547205524,False,Νικ. Κορδόνη,residential,True,78.797,"LINESTRING (22.3816438 38.5253639, 22.3809482 38.5258178)",2,,
131518201,False,10ης Απριλίου 1821,residential,False,56.133,"LINESTRING (22.382155 38.5257911, 22.3825926 38.5261621)",,,
131518201,False,10ης Απριλίου 1821,residential,True,65.07,"LINESTRING (22.382155 38.5257911, 22.3816438 38.5253639)",,,
131518212,False,Γκελεστάθη,residential,False,92.66,"LINESTRING (22.382155 38.5257911, 22.3829296 38.5252191)",,,
131518201,False,10ης Απριλίου 1821,residential,True,56.133,"LINESTRING (22.3825926 38.5261621, 22.382155 38.5257911)",,,
131518209,False,Κραββαρτόγιαννου,residential,False,91.494,"LINESTRING (22.3825926 38.5261621, 22.3833955 38.5256306)",,,
131518201,False,10ης Απριλίου 1821,residential,False,64.44500000000001,"LINESTRING (22.3825926 38.5261621, 22.3830445 38.5265205, 22.383113 38.5265746)",,,
131518207,False,Kardazi G.,residential,False,88.814,"LINESTRING (22.383113 38.5265746, 22.3838634 38.526033)",,,
131518207,False,Kardazi G.,residential,True,34.611,"LINESTRING (22.383113 38.5265746, 22.3828304 38.5267937)",,,
131518201,False,10ης Απριλίου 1821,residential,True,64.44500000000001,"LINESTRING (22.383113 38.5265746, 22.3830445 38.5265205, 22.3825926 38.5261621)",,,
991349448,False,Σαλώνων,secondary,False,69.043,"LINESTRING (22.382019 38.5244129, 22.3826147 38.5240026)",2,,
131518205,False,Τσίγκα,residential,False,119.63,"LINESTRING (22.382019 38.5244129, 22.3823985 38.5247511, 22.3829296 38.5252191)",,,
"[991349448, 991349449, 991349455]",False,Σαλώνων,secondary,True,96.832,"LINESTRING (22.382019 38.5244129, 22.3817905 38.5245786, 22.3815545 38.5247493, 22.3812035 38.5250056)",2,,
131518205,False,Τσίγκα,residential,False,61.125,"LINESTRING (22.3829296 38.5252191, 22.3833955 38.5256306)",,,
131518212,False,Γκελεστάθη,residential,False,100.269,"LINESTRING (22.3829296 38.5252191, 22.3837866 38.5246161)",,,
131518212,False,Γκελεστάθη,residential,True,92.66,"LINESTRING (22.3829296 38.5252191, 22.382155 38.5257911)",,,
131518205,False,Τσίγκα,residential,True,119.63,"LINESTRING (22.3829296 38.5252191, 22.3823985 38.5247511, 22.382019 38.5244129)",,,
131518205,False,Τσίγκα,residential,False,60.488,"LINESTRING (22.3833955 38.5256306, 22.3838634 38.526033)",,,
131518205,False,Τσίγκα,residential,True,61.125,"LINESTRING (22.3833955 38.5256306, 22.3829296 38.5252191)",,,
131518209,False,Κραββαρτόγιαννου,residential,True,91.494,"LINESTRING (22.3833955 38.5256306, 22.3825926 38.5261621)",,,
131518205,False,Τσίγκα,residential,True,60.488,"LINESTRING (22.3838634 38.526033, 22.3833955 38.5256306)",,,
131518207,False,Kardazi G.,residential,True,88.814,"LINESTRING (22.3838634 38.526033, 22.383113 38.5265746)",,,
131518207,False,Kardazi G.,residential,False,34.611,"LINESTRING (22.3828304 38.5267937, 22.383113 38.5265746)",,,
131518230,False,Κοντογιώργου,residential,False,26.862000000000002,"LINESTRING (22.3828304 38.5267937, 22.3829083 38.526844, 22.3829579 38.5268818, 22.3830067 38.5269195, 22.3830595 38.5269554)",,,
131518230,False,Κοντογιώργου,residential,True,114.623,"LINESTRING (22.3828304 38.5267937, 22.3827273 38.5267426, 22.382637 38.5267011, 22.3816902 38.5262772)",,,
131518212,False,Γκελεστάθη,residential,True,100.269,"LINESTRING (22.3837866 38.5246161, 22.3829296 38.5252191)",,,
379714132,False,Καραμανλή Κ.,tertiary,False,86.66499999999999,"LINESTRING (22.3837866 38.5246161, 22.3833206 38.5242158, 22.3831183 38.5240381)",2,,
131518214,False,Κανατά Β.,residential,True,51.007,"LINESTRING (22.3801061 38.5257826, 22.3805384 38.5260925)",,,
991349459,False,Σαλώνων,secondary,False,20.233,"LINESTRING (22.3801061 38.5257826, 22.3802762 38.5256585)",2,,
"[547237921, 991349459, 991349460]",False,Σαλώνων,secondary,True,81.99499999999999,"LINESTRING (22.3801061 38.5257826, 22.3798521 38.5259674, 22.3796236 38.5261311, 22.3794085 38.5262784)",2,,
200440401,False,Καλαντζάκου Ι.,residential,False,78.066,"LINESTRING (22.3803236 38.5281483, 22.3810031 38.5276897)",,,
379714125,False,Γιδόγιαννου Γ.,secondary,False,75.751,"LINESTRING (22.3803236 38.5281483, 22.3797493 38.5276362)",2,,
379714125,False,Γιδόγιαννου Γ.,secondary,True,71.477,"LINESTRING (22.3803236 38.5281483, 22.3808617 38.5286341)",2,,
131518220,False,Δελμούζου Γ.,residential,False,65.67,"LINESTRING (22.3810031 38.5276897, 22.3815061 38.5281301)",,,
131518220,False,Δελμούζου Γ.,residential,True,76.312,"LINESTRING (22.3810031 38.5276897, 22.3804175 38.5271787)",,,
200440392,False,ΕΑΜ-ΕΛΑΣ,residential,False,43.187,"LINESTRING (22.3810031 38.5276897, 22.3813839 38.5274405)",,,
200440401,False,Καλαντζάκου Ι.,residential,True,78.066,"LINESTRING (22.3810031 38.5276897, 22.3803236 38.5281483)",,,
131518220,False,Δελμούζου Γ.,residential,False,29.482,"LINESTRING (22.3815061 38.5281301, 22.3817393 38.5283225)",,,
131518220,False,Δελμούζου Γ.,residential,True,65.67,"LINESTRING (22.3815061 38.5281301, 22.3810031 38.5276897)",,,
131518237,False,Ήρας,residential,False,79.265,"LINESTRING (22.3815061 38.5281301, 22.3808617 38.5286341)",,,
131518237,False,Ήρας,residential,True,51.155,"LINESTRING (22.3815061 38.5281301, 22.3819227 38.5278054)",,,
131518220,False,Δελμούζου Γ.,residential,False,46.37,"LINESTRING (22.3817393 38.5283225, 22.3821009 38.5286289)",,,
131518220,False,Δελμούζου Γ.,residential,True,29.482,"LINESTRING (22.3817393 38.5283225, 22.3815061 38.5281301)",,,
200440402,False,Καλογήρου Ε.,residential,True,80.689,"LINESTRING (22.3817393 38.5283225, 22.3810706 38.5288254)",,,
131518220,False,Δελμούζου Γ.,residential,True,46.37,"LINESTRING (22.3821009 38.5286289, 22.3817393 38.5283225)",,,
131518226,False,Δελφών,residential,False,58.271,"LINESTRING (22.3821009 38.5286289, 22.3825386 38.5282322)",,,
131518220,False,Δελμούζου Γ.,residential,False,64.733,"LINESTRING (22.3821009 38.5286289, 22.3823008 38.5287918, 22.382367 38.528845, 22.3824221 38.5288889, 22.3824617 38.528916, 22.3825193 38.5289534, 22.3825764 38.5289877, 22.3826458 38.5290226)",,,
131518226,False,Δελφών,residential,True,83.398,"LINESTRING (22.3821009 38.5286289, 22.3817691 38.5289425, 22.3814812 38.5292011)",,,
131518224,False,Αγίου Χαραλάμπους,residential,False,111.206,"LINESTRING (22.3815228 38.5267131, 22.382423 38.5274232)",2,,
131518224,False,Αγίου Χαραλάμπους,residential,True,24.24,"LINESTRING (22.3815228 38.5267131, 22.3813266 38.5265583)",2,,
131518234,False,Xyrou Eff. L.,residential,False,137.12800000000001,"LINESTRING (22.3815228 38.5267131, 22.3817629 38.5267058, 22.3819278 38.5267309, 22.3825005 38.5268568, 22.3828122 38.5269171, 22.3829334 38.5269373, 22.3830595 38.5269554)",,,
131518224,False,Αγίου Χαραλάμπους,residential,False,67.076,"LINESTRING (22.382423 38.5274232, 22.3829771 38.5278427)",2,,
131518224,False,Αγίου Χαραλάμπους,residential,True,111.206,"LINESTRING (22.382423 38.5274232, 22.3815228 38.5267131)",2,,
131518237,False,Ήρας,residential,False,60.829,"LINESTRING (22.382423 38.5274232, 22.3819227 38.5278054)",,,
131518237,False,Ήρας,residential,True,75.979,"LINESTRING (22.382423 38.5274232, 22.3829549 38.5270269, 22.3830595 38.5269554)",,,
131518224,False,Αγίου Χαραλάμπους,residential,False,27.248,"LINESTRING (22.3829771 38.5278427, 22.3832061 38.5280099)",2,,
131518224,False,Αγίου Χαραλάμπους,residential,True,67.076,"LINESTRING (22.3829771 38.5278427, 22.382423 38.5274232)",2,,
131518226,False,Δελφών,residential,True,57.713,"LINESTRING (22.3829771 38.5278427, 22.3825386 38.5282322)",,,
131518190,False,Λιανολόπουλου Δ.,residential,True,44.509,"LINESTRING (22.3816902 38.5262772, 22.381608 38.5263508, 22.3814917 38.526439, 22.3813266 38.5265583)",,,
131518230,False,Κοντογιώργου,residential,False,114.623,"LINESTRING (22.3816902 38.5262772, 22.382637 38.5267011, 22.3827273 38.5267426, 22.3828304 38.5267937)",,,
131518230,False,Κοντογιώργου,residential,True,84.86299999999999,"LINESTRING (22.3816902 38.5262772, 22.3810697 38.5259941, 22.3810216 38.5259688, 22.3809755 38.5259427, 22.3809254 38.5259068, 22.3808718 38.5258664)",,,
131518230,False,Κοντογιώργου,residential,False,57.96799999999999,"LINESTRING (22.3830595 38.5269554, 22.383091 38.5269692, 22.3831354 38.5269875, 22.3831838 38.5270039, 22.3832265 38.5270162, 22.3832993 38.5270312, 22.3833988 38.5270476, 22.383544 38.5270667, 22.3836382 38.5270761, 22.3837003 38.5270827)",,,
131518230,False,Κοντογιώργου,residential,True,26.862000000000002,"LINESTRING (22.3830595 38.5269554, 22.3830067 38.5269195, 22.3829579 38.5268818, 22.3829083 38.526844, 22.3828304 38.5267937)",,,
131518234,False,Xyrou Eff. L.,residential,True,137.128,"LINESTRING (22.3830595 38.5269554, 22.3829334 38.5269373, 22.3828122 38.5269171, 22.3825005 38.5268568, 22.3819278 38.5267309, 22.3817629 38.5267058, 22.3815228 38.5267131)",,,
131518237,False,Ήρας,residential,False,75.979,"LINESTRING (22.3830595 38.5269554, 22.3829549 38.5270269, 22.382423 38.5274232)",,,
131518237,False,Ήρας,residential,True,79.265,"LINESTRING (22.3808617 38.5286341, 22.3815061 38.5281301)",,,
379714125,False,Γιδόγιαννου Γ.,secondary,False,71.477,"LINESTRING (22.3808617 38.5286341, 22.3803236 38.5281483)",2,,
379714125,False,Γιδόγιαννου Γ.,secondary,True,8.478,"LINESTRING (22.3808617 38.5286341, 22.3809254 38.5286918)",2,,
131518220,False,Δελμούζου Γ.,residential,True,64.733,"LINESTRING (22.3826458 38.5290226, 22.3825764 38.5289877, 22.3825193 38.5289534, 22.3824617 38.528916, 22.3824221 38.5288889, 22.382367 38.528845, 22.3823008 38.5287918, 22.3821009 38.5286289)",,,
379714132,False,Καραμανλή Κ.,tertiary,False,45.06099999999999,"LINESTRING (22.3826458 38.5290226, 22.3826983 38.5289493, 22.3827309 38.5289019, 22.3827887 38.5288129, 22.3828319 38.5287404, 22.3828757 38.5286598)",2,,
379714132,False,Καραμανλή Κ.,tertiary,True,45.451,"LINESTRING (22.3826458 38.5290226, 22.3825725 38.5291107, 22.3824633 38.5292355, 22.3823729 38.5293397, 22.3823549 38.5293621)",2,,
1263654869,True,,residential,False,84.776,"LINESTRING (22.3794897 38.5287495, 22.3802179 38.5292562)",,,
131518248,True,,residential,False,78.717,"LINESTRING (22.3787829 38.5284138, 22.3786287 38.528354, 22.3784477 38.52829, 22.3782854 38.5282417, 22.3780547 38.528204, 22.3779325 38.5281839)",,,
1263654869,True,,residential,False,72.324,"LINESTRING (22.3787829 38.5284138, 22.3790739 38.528526, 22.3791986 38.528578, 22.3792684 38.5286089, 22.3793249 38.5286387, 22.3793847 38.5286769, 22.3794897 38.5287495)",,,
26487909,False,Σταλλού,tertiary,False,25.849,"LINESTRING (22.3779325 38.5281839, 22.3778844 38.5284133)",,,
26487909,False,Σταλλού,tertiary,True,50.077,"LINESTRING (22.3779325 38.5281839, 22.3780258 38.5277395)",,,
131518323,False,Ν. Γιαγτζή,residential,True,66.592,"LINESTRING (22.3779325 38.5281839, 22.3771816 38.5280674)",2,,
131518336,False,Γιδόγιαννου Γ.,residential,False,50.632,"LINESTRING (22.3783739 38.5263973, 22.3787642 38.5267351)",,,
131518336,False,Γιδόγιαννου Γ.,residential,True,74.077,"LINESTRING (22.3783739 38.5263973, 22.3778119 38.5258968)",,,
200440411,False,Λύτρα Π.,residential,True,76.187,"LINESTRING (22.3783739 38.5263973, 22.3790217 38.5259362)",,,
131518256,False,Εθνικής Αντιστάσεως,tertiary,True,23.579,"LINESTRING (22.3778119 38.5258968, 22.3779005 38.5256964)",2,,
131518336,False,Γιδόγιαννου Γ.,residential,False,74.077,"LINESTRING (22.3778119 38.5258968, 22.3783739 38.5263973)",,,
131518256,False,Εθνικής Αντιστάσεως,tertiary,False,59.679,"LINESTRING (22.3778119 38.5258968, 22.3776765 38.5262787, 22.3776651 38.5264188)",2,,
