osmid,highway,oneway,reversed,length,geometry,lanes,name
224534683,residential,False,True,103.25,"LINESTRING (21.3237509 40.2614032, 21.3237773 40.2614825, 21.3238175 40.2617343, 21.3239072 40.2623234)",,
488543498,secondary,False,False,20.671,"LINESTRING (21.3237509 40.2614032, 21.3237227 40.2613612, 21.3236556 40.2612323)",2,Παλαιά Εθνική Οδός
488543498,secondary,False,True,30.103,"LINESTRING (21.3237509 40.2614032, 21.3238112 40.261396, 21.3240111 40.2613776, 21.3241026 40.2613679)",2,Παλαιά Εθνική Οδός
224131969,tertiary,False,True,93.50900000000001,"LINESTRING (21.3228714 40.2585252, 21.3229924 40.2585736, 21.3230691 40.2586114, 21.3231003 40.2586336, 21.3234087 40.258911, 21.3235536 40.2590369, 21.3236064 40.2590829, 21.3236421 40.2591148)",2,
"[997678112, 997678113, 997678114]",secondary,False,True,64.475,"LINESTRING (21.3228714 40.2585252, 21.3229254 40.2586033, 21.3230086 40.2587764, 21.3230321 40.2588252, 21.3230805 40.2589167, 21.3231573 40.2590618)",2,Παλαιά Εθνική Οδός
488543498,secondary,False,False,18.368,"LINESTRING (21.3267825 40.263569, 21.3267102 40.2634133)",2,Παλαιά Εθνική Οδός
488543498,secondary,False,True,78.295,"LINESTRING (21.3267825 40.263569, 21.3271526 40.264214)",2,Παλαιά Εθνική Οδός
224534673,residential,False,True,51.558,"LINESTRING (21.3267825 40.263569, 21.3263136 40.2636459, 21.3261865 40.2636576)",,
224610360,residential,False,True,63.399,"LINESTRING (21.3276201 40.2659013, 21.3283673 40.2658993)",,
488543498,secondary,False,False,160.75300000000001,"LINESTRING (21.3276201 40.2659013, 21.3276321 40.2656819, 21.3276267 40.2654874, 21.3276079 40.2652849, 21.327565 40.2651047, 21.3274443 40.2647977, 21.3273169 40.2644877)",2,Παλαιά Εθνική Οδός
488543498,secondary,False,True,86.161,"LINESTRING (21.3276201 40.2659013, 21.3275677 40.2663798, 21.3275217 40.2666724)",2,Παλαιά Εθνική Οδός
224023966,tertiary,False,False,5.457,"LINESTRING (21.3273169 40.2644877, 21.3273783 40.2645023)",,
488543498,secondary,False,False,21.666,"LINESTRING (21.3273169 40.2644877, 21.327211 40.2643104)",2,Παλαιά Εθνική Οδός
488543498,secondary,False,True,160.753,"LINESTRING (21.3273169 40.2644877, 21.3274443 40.2647977, 21.327565 40.2651047, 21.3276079 40.2652849, 21.3276267 40.2654874, 21.3276321 40.2656819, 21.3276201 40.2659013)",2,Παλαιά Εθνική Οδός
224534677,residential,False,True,136.731,"LINESTRING (21.3255516 40.2616668, 21.3254874 40.2617148, 21.3253773 40.2617916, 21.3252928 40.2618264, 21.3252284 40.2618366, 21.3251104 40.2618223, 21.3247858 40.2617834, 21.3246544 40.2617691, 21.3245336 40.261769, 21.3244639 40.2617875, 21.324362 40.2618468, 21.3241958 40.2620438)",,
488543498,secondary,False,False,132.734,"LINESTRING (21.3255516 40.2616668, 21.3253977 40.2615843, 21.3251349 40.2614595, 21.3248667 40.2613653, 21.3247272 40.2613367, 21.3245716 40.2613326, 21.3241026 40.2613679)",2,Παλαιά Εθνική Οδός
488543498,secondary,False,True,58.887,"LINESTRING (21.3255516 40.2616668, 21.3257947 40.2618525, 21.3259556 40.2619916, 21.3260173 40.2620582)",2,Παλαιά Εθνική Οδός
488543498,secondary,False,False,28.038,"LINESTRING (21.3236556 40.2612323, 21.3235296 40.2609992)",2,Παλαιά Εθνική Οδός
224483253,residential,False,False,116.08000000000001,"LINESTRING (21.3236556 40.2612323, 21.3236016 40.2612184, 21.3235757 40.2612051, 21.3235563 40.2611826, 21.3234839 40.2610659, 21.3234302 40.2610188, 21.3233109 40.2609421, 21.3228451 40.2606953, 21.3227154 40.2606514, 21.3225936 40.2606201)",,
488543498,secondary,False,True,20.671,"LINESTRING (21.3236556 40.2612323, 21.3237227 40.2613612, 21.3237509 40.2614032)",2,Παλαιά Εθνική Οδός
224610545,residential,False,True,8.502,"LINESTRING (21.3244226 40.2601739, 21.3243924 40.2602468)",,
224131969,tertiary,False,False,74.116,"LINESTRING (21.3244226 40.2601739, 21.3243583 40.2601555, 21.3242925 40.2601299, 21.3242429 40.2600828, 21.3240305 40.2596126)",2,
224131969,tertiary,False,True,294.403,"LINESTRING (21.3244226 40.2601739, 21.3245849 40.2601544, 21.3249159 40.2599582, 21.3249913 40.2599197, 21.3250998 40.2599002, 21.3252259 40.2598935, 21.3255531 40.259914, 21.326154 40.2599508, 21.3268245 40.260004, 21.3271249 40.2600286, 21.3273556 40.2600572, 21.3275648 40.2601145, 21.3277355 40.260185)",2,
"[1082514189, 224534678]",residential,False,"[False, True]",128.496,"LINESTRING (21.3260173 40.2620582, 21.3252848 40.2625982, 21.3250326 40.2623729, 21.3249466 40.2623236)",,
488543498,secondary,False,False,58.887,"LINESTRING (21.3260173 40.2620582, 21.3259556 40.2619916, 21.3257947 40.2618525, 21.3255516 40.2616668)",2,Παλαιά Εθνική Οδός
488543498,secondary,False,True,92.144,"LINESTRING (21.3260173 40.2620582, 21.3261434 40.2621922, 21.3262668 40.2624051, 21.3263741 40.262663, 21.3264389 40.2628155)",2,Παλαιά Εθνική Οδός
968415936,tertiary,False,False,56.75,"LINESTRING (21.3260173 40.2620582, 21.3263283 40.2617582, 21.3264385 40.2616619)",,
224131969,tertiary,False,False,294.403,"LINESTRING (21.3277355 40.260185, 21.3275648 40.2601145, 21.3273556 40.2600572, 21.3271249 40.2600286, 21.3268245 40.260004, 21.326154 40.2599508, 21.3255531 40.259914, 21.3252259 40.2598935, 21.3250998 40.2599002, 21.3249913 40.2599197, 21.3249159 40.2599582, 21.3245849 40.2601544, 21.3244226 40.2601739)",2,
968415936,tertiary,False,False,101.999,"LINESTRING (21.3277355 40.260185, 21.3278142 40.2601084, 21.3280047 40.2599304, 21.328234 40.259707, 21.3283386 40.2595986, 21.3283963 40.2595332, 21.3284557 40.2594521)",,
968415936,tertiary,False,True,147.757,"LINESTRING (21.3277355 40.260185, 21.3274736 40.2605076, 21.327243 40.2607716, 21.3271544 40.2608924, 21.326964 40.2611707, 21.3268391 40.261323)",,
224477707,residential,False,False,41.141000000000005,"LINESTRING (21.3222343 40.2595733, 21.3221658 40.2595588, 21.3217527 40.2595411)",,
224477720,residential,False,False,52.385000000000005,"LINESTRING (21.3222343 40.2595733, 21.322304 40.2593337, 21.322379 40.2591154)",,
224477720,residential,False,True,68.845,"LINESTRING (21.3222343 40.2595733, 21.3222621 40.2596103, 21.3222906 40.2597246, 21.3223522 40.2600787, 21.3223657 40.2601811)",,
224477723,residential,False,True,45.650999999999996,"LINESTRING (21.3206509 40.2601072, 21.3208367 40.2601391, 21.3209266 40.2601473, 21.3211836 40.2601488)",,
224483600,residential,False,True,91.41500000000002,"LINESTRING (21.3206509 40.2601072, 21.3208442 40.2604876, 21.3209233 40.2605981, 21.3210427 40.260729, 21.3211191 40.2607823, 21.3211751 40.2608077)",,
224477720,residential,False,False,168.49999999999997,"LINESTRING (21.3237541 40.2624694, 21.3236907 40.2623384, 21.323629 40.2622074, 21.323511 40.2619781, 21.3234305 40.2618267, 21.3233125 40.261665, 21.3231676 40.2615054, 21.3229826 40.2613109, 21.322894 40.261227, 21.3228253 40.2611425)",,
224477720,residential,False,True,72.898,"LINESTRING (21.3237541 40.2624694, 21.3240442 40.2626625, 21.3244172 40.2628859)",,
224534677,residential,False,False,20.941000000000003,"LINESTRING (21.3237541 40.2624694, 21.3238524 40.2623934, 21.3239072 40.2623234)",,
