osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry,ref
207373620,False,Τρ. Αργυρόπουλου,residential,True,41.432,,,"LINESTRING (22.7659735 39.1835495, 22.765493 39.1835387)",
992684579,False,Βασιλέως Παύλου,secondary,True,25.457,2,60,"LINESTRING (22.7659735 39.1835495, 22.7658057 39.1837379)",
992684579,False,Βασιλέως Παύλου,secondary,False,83.947,2,60,"LINESTRING (22.7659735 39.1835495, 22.7660292 39.1834856, 22.7661771 39.1833158, 22.7662549 39.1831606, 22.7663209 39.1829207, 22.7663316 39.1828601)",
207375581,False,Παύλου Μελά,residential,False,34.886,,,"LINESTRING (22.7658057 39.1837379, 22.765493 39.1835387)",
992684579,False,Βασιλέως Παύλου,secondary,False,25.457,2,60,"LINESTRING (22.7658057 39.1837379, 22.7659735 39.1835495)",
992683005,False,Διακλάδωση Αλμυρού,secondary,True,87.019,2,50,"LINESTRING (22.7658057 39.1837379, 22.7661988 39.1839878, 22.7664541 39.1841479, 22.7665394 39.1842139, 22.7665632 39.18425)",
992684579,False,Βασιλέως Παύλου,secondary,True,67.557,2,60,"LINESTRING (22.7658057 39.1837379, 22.7657445 39.1837967, 22.7653133 39.1842106)",
992683005,False,Διακλάδωση Αλμυρού,secondary,False,87.019,2,50,"LINESTRING (22.7665632 39.18425, 22.7665394 39.1842139, 22.7664541 39.1841479, 22.7661988 39.1839878, 22.7658057 39.1837379)",
992683005,False,Διακλάδωση Αλμυρού,secondary,True,24.523,2,50,"LINESTRING (22.7665632 39.18425, 22.7665804 39.1842877, 22.7665865 39.1843758, 22.766595 39.1844679)",
556370935,False,Βασιλέως Παύλου,secondary,False,97.28200000000001,2,,"LINESTRING (22.7664362 39.1823167, 22.766543 39.181909, 22.7666607 39.1814593)",ΕΟ1
"[992684568, 992684569, 992684576]",False,Αχιλλέως,secondary,True,97.37100000000001,2,,"LINESTRING (22.7664362 39.1823167, 22.766088 39.1823203, 22.7658647 39.1823225, 22.7653066 39.1823282)",ΕΟ1
992684579,False,Βασιλέως Παύλου,secondary,True,52.521,2,60,"LINESTRING (22.7664362 39.1823167, 22.7664199 39.1823925, 22.766345 39.1827837)",
152843560,False,Αμαλίας,residential,False,10.489,,,"LINESTRING (22.7642032 39.1848526, 22.7640891 39.1848198)",
152843560,False,Αμαλίας,residential,True,106.622,,,"LINESTRING (22.7642032 39.1848526, 22.7653435 39.1852244)",
992684579,False,Βασιλέως Παύλου,secondary,True,10.317,2,60,"LINESTRING (22.7642032 39.1848526, 22.7640955 39.1848931)",
992684579,False,Βασιλέως Παύλου,secondary,False,105.45400000000001,2,60,"LINESTRING (22.7642032 39.1848526, 22.7644886 39.1847265, 22.7648779 39.1845364, 22.7650466 39.1844338, 22.7652011 39.1843119)",
298012348,False,Βασιλέως Γεωργίου Α,tertiary,True,117.685,2,,"LINESTRING (22.7666607 39.1814593, 22.7652954 39.1814702)",
556370935,False,Βασιλέως Παύλου,secondary,True,97.28200000000001,2,,"LINESTRING (22.7666607 39.1814593, 22.766543 39.181909, 22.7664362 39.1823167)",ΕΟ1
293894731,True,Μιχόπουλου,tertiary,False,43.723,,,"LINESTRING (22.7591179 39.1814791, 22.7592253 39.1810948)",
298012364,True,Βασιλέως Γεωργίου Α,tertiary,False,59.046,,,"LINESTRING (22.7591179 39.1814791, 22.7598024 39.1815003)",
298012364,True,Βασιλέως Γεωργίου Α,tertiary,False,49.028,,,"LINESTRING (22.7598024 39.1815003, 22.7603712 39.1815036)",
207377131,True,Αργυρόπουλου,residential,False,102.83500000000001,,,"LINESTRING (22.7598024 39.1815003, 22.759746 39.181675, 22.7594677 39.1823878)",
298012360,True,Δεκάτης Εβδόμης Αυγούστου,residential,False,41.399,,30,"LINESTRING (22.7652905 39.1801868, 22.7652867 39.1805591)",
455490379,False,Κομητά Στεφάνου,residential,False,20.927,,,"LINESTRING (22.7661528 39.1797772, 22.7660416 39.1797266, 22.7659454 39.1796794)",
207377125,False,Αγίας Βαρβάρας,residential,False,72.594,,,"LINESTRING (22.7560756 39.1774454, 22.7563071 39.1768177)",
455490379,False,Κομητά Στεφάνου,residential,False,33.054,,,"LINESTRING (22.7560756 39.1774454, 22.7557129 39.1773489)",
455490379,False,Κομητά Στεφάνου,residential,True,13.295,,,"LINESTRING (22.7560756 39.1774454, 22.7562247 39.177476)",
207377125,False,Αγίας Βαρβάρας,residential,True,125.68,,,"LINESTRING (22.7560756 39.1774454, 22.7560435 39.1775244, 22.7560201 39.1776059, 22.7559791 39.1780608, 22.7559282 39.1785672)",
207377132,False,Μητακού,residential,False,62.501000000000005,,30,"LINESTRING (22.7627469 39.1783644, 22.7627631 39.1783363, 22.7630027 39.1779463, 22.7630406 39.1779041, 22.7630853 39.177871)",
207377132,False,Μητακού,residential,True,57.754000000000005,,30,"LINESTRING (22.7627469 39.1783644, 22.7626859 39.1784914, 22.7625407 39.1788584)",
455490379,False,Κομητά Στεφάνου,residential,False,122.801,,,"LINESTRING (22.7627469 39.1783644, 22.762529 39.1783145, 22.7622093 39.1782764, 22.7618799 39.1782438, 22.76155 39.1782313, 22.7613399 39.1782117)",
455490379,False,Κομητά Στεφάνου,residential,True,112.16,,,"LINESTRING (22.7627469 39.1783644, 22.7629228 39.1784178, 22.7632661 39.1785384, 22.7636136 39.1786719, 22.7639227 39.1787951)",
379781111,False,Βασιλέως Κωνσταντίνου,tertiary,False,52.934,,40,"LINESTRING (22.7599704 39.1806025, 22.7593563 39.1806067)",
207377131,True,Αργυρόπουλου,residential,False,47.302,,,"LINESTRING (22.7599704 39.1806025, 22.7599664 39.1807293, 22.7599664 39.1808364, 22.7599382 39.1810266)",
298012350,True,Όθρυος,tertiary,False,53.872,,,"LINESTRING (22.7599704 39.1806025, 22.7599302 39.1803062, 22.7598816 39.1801235)",ΕΟ1
207377139,True,Όθρυος,residential,False,145.553,,30,"LINESTRING (22.7598816 39.1801235, 22.7599241 39.179551, 22.7599929 39.1788174)",
