osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,access,junction,bridge
75874205,ΕΟ8,Αποστόλου Παύλου,primary,False,True,91.22,"LINESTRING (22.9280444 37.9389715, 22.9286945 37.9396119)",,,,,
75874205,ΕΟ8,Αποστόλου Παύλου,primary,False,False,58.756,"LINESTRING (22.9280444 37.9389715, 22.9278584 37.9388793, 22.92761 37.9387917, 22.9275788 37.9387835, 22.927441 37.9387471)",,,,,
299858692,,Αράτου,residential,True,False,31.567,"LINESTRING (22.9280444 37.9389715, 22.9279467 37.9390354, 22.9277673 37.9391527)",,,,,
75874205,ΕΟ8,Αποστόλου Παύλου,primary,False,False,91.22,"LINESTRING (22.9286945 37.9396119, 22.9280444 37.9389715)",,,,,
978525402,,Αδειμάντου,residential,True,False,115.231,"LINESTRING (22.9286945 37.9396119, 22.9297047 37.9389492)",,,,,
75874205,ΕΟ8,Αποστόλου Παύλου,primary,False,True,94.085,"LINESTRING (22.9286945 37.9396119, 22.9293381 37.9402118, 22.929357 37.9402303, 22.929386 37.9402588)",,,,,
65066704,,Σ. Πυλαρινού,residential,True,False,118.756,"LINESTRING (22.9308133 37.94159, 22.9297845 37.9422845)",,,,,
291910800,ΕΟ8,Αποστόλου Παύλου,primary,False,False,93.404,"LINESTRING (22.9308133 37.94159, 22.9301212 37.9409515)",,,,,
291910800,ΕΟ8,Αποστόλου Παύλου,primary,False,True,91.027,"LINESTRING (22.9308133 37.94159, 22.9314487 37.9421923, 22.9314772 37.9422193)",,,,,
75874214,ΕΟ8,Δαμασκηνού,primary,False,False,115.6,"LINESTRING (22.9314772 37.9422193, 22.9324826 37.9415469)",2,50,yes,,
258939750,,Αποστόλου Παύλου,residential,False,True,97.11,"LINESTRING (22.9314772 37.9422193, 22.9321931 37.9428856)",2,,,,
"[392684496, 258939246]",,"['Κροκιδά', 'Δαμασκηνού']",residential,True,False,208.65300000000002,"LINESTRING (22.9314772 37.9422193, 22.9304379 37.9429059, 22.9297845 37.9422845)",,,yes,,
291910800,ΕΟ8,Αποστόλου Παύλου,primary,False,False,91.027,"LINESTRING (22.9314772 37.9422193, 22.9314487 37.9421923, 22.9308133 37.94159)",,,,,
367075160,,Νοταρά,tertiary,True,False,76.343,"LINESTRING (22.9300212 37.9365552, 22.9306827 37.9361089)",,,,,
367085003,ΕΟ7,Εθνικής Αντιστάσεως,tertiary,True,False,91.849,"LINESTRING (22.9300212 37.9365552, 22.9304416 37.936957, 22.9306878 37.9371923)",,,,,
65066701,,Κ. Παλαμά,residential,True,False,115.744,"LINESTRING (22.9276653 37.9370383, 22.9271945 37.9373583, 22.9270389 37.937464, 22.9266655 37.9377178)",,,,,
661039174,,Περιάνδρου,residential,True,False,93.55499999999999,"LINESTRING (22.9276653 37.9370383, 22.9283203 37.9376555, 22.92835 37.9376835)",,,,,
86628612,,Κολοκοτρώνη,residential,True,False,93.88799999999999,"LINESTRING (22.92931 37.937035, 22.9286507 37.9364265, 22.9286145 37.9363931)",,,,,
367075160,,Νοταρά,tertiary,True,False,75.02700000000002,"LINESTRING (22.92931 37.937035, 22.9299126 37.9366286, 22.9299491 37.9366039, 22.9299601 37.9365964)",,,,,
661039170,,Ερμού,residential,True,False,92.058,"LINESTRING (22.9306827 37.9361089, 22.9313612 37.9367406)",,,,,
661039172,,Νοταρά,tertiary,True,False,109.064,"LINESTRING (22.9306827 37.9361089, 22.9316278 37.9354714)",,,,,
299865826,,Ερμού,tertiary,True,False,10.283,"LINESTRING (22.9327172 37.9379971, 22.9327422 37.9380266, 22.9327889 37.9380701)",,,,,
65066700,,Αράτου,tertiary,True,False,112.171,"LINESTRING (22.9299964 37.9376561, 22.929022 37.9383096)",,,,,
86628612,,Κολοκοτρώνη,residential,True,False,91.615,"LINESTRING (22.9299964 37.9376561, 22.92931 37.937035)",,,,,
291910806,ΕΟ7,Εθνικής Αντιστάσεως,tertiary,True,False,96.655,"LINESTRING (22.9292649 37.9359509, 22.9285514 37.9352884)",,,,,
65066701,,Κ. Παλαμά,residential,True,False,75.307,"LINESTRING (22.9292649 37.9359509, 22.9292519 37.93596, 22.9286145 37.9363931)",,,,,
290401296,,Σίνα,residential,True,False,6.895,"LINESTRING (22.9285514 37.9352884, 22.9286073 37.9352448)",,,,,
291910806,ΕΟ7,Εθνικής Αντιστάσεως,tertiary,True,False,94.238,"LINESTRING (22.9285514 37.9352884, 22.9279035 37.9346868, 22.9278557 37.9346425)",,,,,
484435493,ΕΟ7,,secondary,True,False,14.937,"LINESTRING (22.9278326 37.9344889, 22.9278653 37.9344965, 22.9278929 37.9345123, 22.9279122 37.9345344, 22.9279211 37.9345603, 22.9279186 37.9345871)",,,,roundabout,
75874214,ΕΟ8,Δαμασκηνού,primary,False,True,115.6,"LINESTRING (22.9324826 37.9415469, 22.9314772 37.9422193)",2,50,yes,,
86628596,,Περιάνδρου,residential,False,False,59.956,"LINESTRING (22.9324826 37.9415469, 22.9329315 37.9419536)",,,,,
