osmid,oneway,name,highway,maxspeed,reversed,length,lanes,ref,geometry,junction
229889882,True,Τρωάδος,residential,50,False,104.43,,,"LINESTRING (23.5452787 41.0892283, 23.5452253 41.0901666)",
1025928579,False,Ελευθερίου Βενιζέλου,secondary,,False,64.277,2,ΕΟ12,"LINESTRING (23.5452787 41.0892283, 23.5445849 41.0889819)",
1025928579,False,Ελευθερίου Βενιζέλου,secondary,,True,42.76,2,ΕΟ12,"LINESTRING (23.5452787 41.0892283, 23.5455024 41.0893044, 23.5457468 41.0893812)",
878343247,False,Ελευθερίου Βενιζέλου,secondary,,True,12.549,2,ΕΟ12,"LINESTRING (23.5457468 41.0893812, 23.5457773 41.0893908, 23.5458864 41.089422)",
1025928579,False,Ελευθερίου Βενιζέλου,secondary,,False,42.76,2,ΕΟ12,"LINESTRING (23.5457468 41.0893812, 23.5455024 41.0893044, 23.5452787 41.0892283)",
177023754,True,Μεγάλου Αλεξάνδρου,secondary,,False,3.342,2,,"LINESTRING (23.5523281 41.0900426, 23.5523678 41.0900398)",
181620801,True,Ν. Νικολάου,living_street,,False,95.68,,,"LINESTRING (23.5523281 41.0900426, 23.5523199 41.0900365, 23.5523102 41.0900277, 23.5522979 41.0900142, 23.5522859 41.0899986, 23.552252 41.0899499, 23.5518124 41.089276)",
699150788,True,Γεωργίου Παπανδρέου,secondary,50,False,47.439,,,"LINESTRING (23.5511536 41.0895027, 23.5513947 41.0898887)",
181620794,True,Εφόρων,living_street,50,False,73.184,,,"LINESTRING (23.5526068 41.0890027, 23.5518124 41.089276)",
181620799,True,Δυτικής Θράκης,residential,50,False,65.877,,,"LINESTRING (23.5526068 41.0890027, 23.5528438 41.0894305, 23.5528909 41.0894647, 23.5529495 41.089488, 23.5529882 41.0894932)",
374190783,True,Ιουστινιανού,residential,50,False,72.647,1,,"LINESTRING (23.5508402 41.0875369, 23.5500267 41.0877625)",
181620798,True,Δημογερόντων,living_street,,False,61.162,,,"LINESTRING (23.5508413 41.0890137, 23.5515049 41.0887848)",
699150788,True,Γεωργίου Παπανδρέου,secondary,50,False,60.346,,,"LINESTRING (23.5508413 41.0890137, 23.5511536 41.0895027)",
181620799,True,Δυτικής Θράκης,residential,50,False,60.242,,,"LINESTRING (23.5523253 41.0885042, 23.5526068 41.0890027)",
181620799,True,Δυτικής Θράκης,residential,50,False,63.727,,,"LINESTRING (23.5516479 41.0872533, 23.5519343 41.0877842)",
374190783,True,Ιουστινιανού,residential,50,False,74.677,1,,"LINESTRING (23.5516479 41.0872533, 23.5508402 41.0875369)",
177023754,True,Μεγάλου Αλεξάνδρου,secondary,,False,36.902,2,,"LINESTRING (23.5515138 41.0900991, 23.5519526 41.0900715)",
181662073,True,Λεωνίδα Παπαπαύλου,secondary,,False,68.014,1,,"LINESTRING (23.5515138 41.0900991, 23.5515175 41.0901114, 23.5515237 41.090129, 23.5515281 41.0901479, 23.5515311 41.0901661, 23.5515318 41.0901866, 23.5515315 41.0902049, 23.5515292 41.09022, 23.5515252 41.0902366, 23.5515179 41.0902638, 23.5513578 41.0906918)",
699150788,True,Γεωργίου Παπανδρέου,secondary,50,False,75.17,,,"LINESTRING (23.5500267 41.0877625, 23.5504207 41.0883698)",
"[516569014, 374190783]",True,"['Ιουστινιανού', 'Κωνσταντίνου Καραμανλή']",residential,50,False,163.37900000000002,1,,"LINESTRING (23.5500267 41.0877625, 23.5485973 41.0881821, 23.5485355 41.0882012, 23.5485214 41.0881783, 23.5484518 41.0880646, 23.5483834 41.0879648)",
181620793,True,Κωστόπουλου Περιστέρη,residential,50,False,68.864,1,,"LINESTRING (23.5504207 41.0883698, 23.5511312 41.0880587)",
699150788,True,Γεωργίου Παπανδρέου,secondary,50,False,79.805,,,"LINESTRING (23.5504207 41.0883698, 23.5508413 41.0890137)",
181620801,True,Ν. Νικολάου,living_street,,False,62.939,,,"LINESTRING (23.5511312 41.0880587, 23.5508402 41.0875369)",
182090032,True,Κωνσταντινουπόλεως,tertiary,,False,51.247,,,"LINESTRING (23.5523809 41.0918691, 23.5523553 41.0915216, 23.5523593 41.0914088)",
516631540,True,Εθνικής Αντίστασης,secondary,,False,39.381,2,ΕΟ12,"LINESTRING (23.5523809 41.0918691, 23.5521979 41.091823, 23.5520763 41.0917969, 23.5519312 41.0917667)",
791714052,True,Βασιλέως Βασιλείου,secondary,,False,43.542,1,ΕΟ12,"LINESTRING (23.5465488 41.0897882, 23.5464071 41.0896733, 23.5463536 41.0896362, 23.5463231 41.0896185, 23.5462873 41.0895979, 23.5462526 41.0895806, 23.5462027 41.0895627, 23.5461477 41.0895481)",
833863157,True,,secondary_link,,False,31.031999999999996,1,,"LINESTRING (23.5465488 41.0897882, 23.5465096 41.0897311, 23.5464897 41.0896987, 23.5464797 41.0896683, 23.5464763 41.0896497, 23.5464763 41.089633, 23.5464779 41.089616, 23.5464825 41.0896006, 23.5464923 41.0895877, 23.5465045 41.0895758, 23.5465172 41.0895698, 23.546534 41.0895648, 23.5465651 41.0895572)",
516631551,True,Βασιλέως Βασιλείου,secondary,,False,42.94,2,ΕΟ12,"LINESTRING (23.5499027 41.0914504, 23.5498727 41.0914421, 23.5498387 41.0914298, 23.5494459 41.0912759)",
181622229,True,Θεσσαλονίκης,residential,50,False,70.705,1,,"LINESTRING (23.5466678 41.0872657, 23.5467347 41.087243, 23.5468627 41.0871936, 23.5472331 41.0870552, 23.5473125 41.0870245, 23.5474219 41.0869808)",
1059348113,False,Κωνσταντίνου Καραμανλή,secondary,,True,58.45,,,"LINESTRING (23.5474219 41.0869808, 23.5468825 41.0866476)",
181734551,True,Θεσσαλονίκης,residential,50,False,47.973,,,"LINESTRING (23.5474219 41.0869808, 23.5474698 41.0869569, 23.5475421 41.0869194, 23.5476297 41.0868631, 23.5478635 41.0867073)",
181622229,True,Θεσσαλονίκης,residential,50,False,32.75,1,,"LINESTRING (23.5446501 41.087488, 23.5450383 41.0874543)",
181630347,True,Αλεξανδρίδη Κοσμά,secondary,50,False,4.148,1,,"LINESTRING (23.5446501 41.087488, 23.5446809 41.0874588)",
