osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed,junction
112693824,False,2,tertiary,False,56.159,"LINESTRING (22.591577 40.3197968, 22.5917179 40.3197489, 22.5918173 40.3197202, 22.591925 40.3196953, 22.5922058 40.3196422)",,,
194003738,False,2,tertiary,False,93.568,"LINESTRING (22.5905891 40.3175499, 22.5906684 40.3176159, 22.5912557 40.31822)",Π. Τασιάκου,,
194003738,False,2,tertiary,True,112.37400000000001,"LINESTRING (22.5905891 40.3175499, 22.5905196 40.3175062, 22.5895213 40.3169514)",Π. Τασιάκου,,
201951313,False,,residential,False,106.80600000000001,"LINESTRING (22.5905891 40.3175499, 22.5906853 40.317483, 22.5913595 40.316865, 22.5914219 40.3168329)",Παύλου Μελά,,
201951313,False,,residential,True,176.175,"LINESTRING (22.5905891 40.3175499, 22.5903335 40.317612, 22.5887963 40.3178926, 22.5885745 40.3179362)",Παύλου Μελά,,
112693824,False,2,tertiary,True,56.159,"LINESTRING (22.5922058 40.3196422, 22.591925 40.3196953, 22.5918173 40.3197202, 22.5917179 40.3197489, 22.591577 40.3197968)",,,
194003738,False,2,tertiary,True,72.203,"LINESTRING (22.5922058 40.3196422, 22.5920044 40.3190711, 22.5919834 40.3190154)",Π. Τασιάκου,,
201951349,False,,residential,False,200.903,"LINESTRING (22.5901397 40.3145127, 22.5902442 40.3127077)",,,
331411579,False,2,tertiary,False,116.35900000000001,"LINESTRING (22.5901397 40.3145127, 22.5911441 40.3143583, 22.5914821 40.3142959)",Βασιλέως Κωνσταντίνου,40,
331411579,False,2,tertiary,True,101.614,"LINESTRING (22.5901397 40.3145127, 22.5891023 40.3146968, 22.5889756 40.3147285)",Βασιλέως Κωνσταντίνου,40,
201951375,False,,residential,False,141.151,"LINESTRING (22.5931344 40.3139909, 22.5932648 40.3152564)",Καραολή,,
201951375,False,,residential,True,124.743,"LINESTRING (22.5931344 40.3139909, 22.5929951 40.3128741)",Καραολή,,
331411579,False,2,tertiary,True,122.216,"LINESTRING (22.5931344 40.3139909, 22.5930313 40.3140029, 22.5926822 40.3140499, 22.5925187 40.3140789, 22.5917303 40.3142357)",Βασιλέως Κωνσταντίνου,40,
194003739,False,,residential,True,122.52,"LINESTRING (22.5929578 40.3123768, 22.591531 40.3125511)",Ιωάνου Μεταξά,,
201951375,False,,residential,False,55.388,"LINESTRING (22.5929578 40.3123768, 22.5929951 40.3128741)",Καραολή,,
201951375,False,,residential,True,94.279,"LINESTRING (22.5929578 40.3123768, 22.5935001 40.311945, 22.5937147 40.311756)",Καραολή,,
194003742,False,,residential,False,85.094,"LINESTRING (22.5830968 40.3146287, 22.5833925 40.31536)",Στ. Χατζηπασχάλη,,
194003742,False,,residential,True,87.169,"LINESTRING (22.5830968 40.3146287, 22.5828187 40.313874)",Στ. Χατζηπασχάλη,,
201951361,False,,residential,True,108.102,"LINESTRING (22.5830968 40.3146287, 22.5843176 40.3143483)",Χρ. Παπαποστόλου,,
194003738,False,2,tertiary,True,93.728,"LINESTRING (22.5872655 40.3156784, 22.5863345 40.3152239)",Π. Τασιάκου,,
194003734,False,,residential,False,105.57499999999999,"LINESTRING (22.5872655 40.3156784, 22.5874196 40.3155078, 22.5874349 40.3154816, 22.5874344 40.3154562, 22.5874219 40.3154307, 22.5870424 40.3148364)",,,
