osmid,highway,oneway,reversed,length,geometry,name,bridge,lanes,maxspeed
333971190,secondary,False,False,29.107,"LINESTRING (22.4738216 39.8601945, 22.4737923 39.8604553)",,,,
333971190,secondary,False,True,51.462,"LINESTRING (22.4738216 39.8601945, 22.4739074 39.8597364)",,,,
954909085,residential,False,True,74.452,"LINESTRING (22.4738216 39.8601945, 22.4734274 39.8601472, 22.4729625 39.8600791)",,,,
333971190,secondary,False,False,35.717,"LINESTRING (22.4741421 39.8582108, 22.4740965 39.8585301)",,,,
333971190,secondary,False,True,32.511,"LINESTRING (22.4741421 39.8582108, 22.4741972 39.8579215)",,,,
467409129,residential,False,False,113.87,"LINESTRING (22.4741421 39.8582108, 22.4728222 39.8580621)",,,,
151504300,residential,False,False,47.957,"LINESTRING (22.4735265 39.8621004, 22.4734466 39.8625273)",,,,
333971190,secondary,False,True,66.811,"LINESTRING (22.4735265 39.8621004, 22.4736215 39.861504)",,,,
151504307,secondary,False,True,91.118,"LINESTRING (22.4735265 39.8621004, 22.4739101 39.8621423, 22.4740388 39.8621456, 22.4741655 39.8621235, 22.474559 39.8620078)",,,,
783764465,secondary,False,False,53.688,"LINESTRING (22.4735265 39.8621004, 22.4733858 39.8620887, 22.4730839 39.8620719, 22.4729837 39.8620959, 22.4729258 39.8621381)",,,,
"[783764472, 783764465]",secondary,False,False,123.501,"LINESTRING (22.4729258 39.8621381, 22.4728535 39.8625106, 22.4728787 39.8626445, 22.472911 39.8628402, 22.472899 39.8632416)",,,,
783764465,secondary,False,True,53.688,"LINESTRING (22.4729258 39.8621381, 22.4729837 39.8620959, 22.4730839 39.8620719, 22.4733858 39.8620887, 22.4735265 39.8621004)",,,,
954898763,residential,False,False,36.022000000000006,"LINESTRING (22.4729258 39.8621381, 22.4728976 39.862028, 22.4729191 39.8618169)",,,,
151504279,residential,False,True,125.46199999999999,"LINESTRING (22.4719447 39.8627435, 22.4719003 39.8626361, 22.4718898 39.8624764, 22.4719546 39.8620908, 22.4720678 39.8616967, 22.4720855 39.8616348)",,,,
451898889,secondary,False,False,123.16300000000001,"LINESTRING (22.4719447 39.8627435, 22.4720018 39.8629364, 22.4720453 39.8630318, 22.4721192 39.8630993, 22.4726836 39.8634779, 22.472737 39.8634964, 22.4727951 39.8635078, 22.4728653 39.863514)",Ροδιά - Γόννοι,,,
"[740009384, 135959087, 740009383]",secondary,False,True,79.743,"LINESTRING (22.4719447 39.8627435, 22.4718724 39.8627531, 22.4716455 39.8627853, 22.4714868 39.8628154, 22.4710254 39.8628692)",Αμπελώνα - Γόννων,yes,2,90
"[740009384, 740009383, 135959087]",secondary,False,False,79.74300000000001,"LINESTRING (22.4710254 39.8628692, 22.4714868 39.8628154, 22.4716455 39.8627853, 22.4718724 39.8627531, 22.4719447 39.8627435)",Αμπελώνα - Γόννων,yes,2,90
954898766,residential,False,False,84.3,"LINESTRING (22.4710254 39.8628692, 22.4711046 39.8627177, 22.4711595 39.8626291, 22.4711971 39.8625355, 22.4712105 39.8624274, 22.4712253 39.862344, 22.4712212 39.8622802, 22.4712092 39.8622411, 22.4711756 39.8622153, 22.4710965 39.8621906)",,,,
451898868,tertiary,False,False,10.85,"LINESTRING (22.4728653 39.863514, 22.4728914 39.8636095)",Γόννοι - Καλλιπεύκη,,,
783764472,secondary,False,True,30.426,"LINESTRING (22.4728653 39.863514, 22.472899 39.8632416)",,,,
