osmid,lanes,ref,highway,oneway,reversed,length,geometry,name,bridge,width
26248443,2,ΕΠ1,secondary,False,False,70.644,"LINESTRING (24.4467263 36.7255347, 24.4467183 36.7255802, 24.446718 36.7256141, 24.446719 36.7256541, 24.4467599 36.7260305, 24.4467776 36.7261674)",,,
172431738,2,ΕΠ3,secondary,False,False,76.73800000000001,"LINESTRING (24.4467263 36.7255347, 24.4468124 36.7255613, 24.4468847 36.725576, 24.4469484 36.7255834, 24.4470774 36.7255872, 24.447499 36.7255972, 24.4475779 36.7255984)",,,
1082725512,2,,tertiary,False,True,12.409,"LINESTRING (24.4467263 36.7255347, 24.4467386 36.725486, 24.4467646 36.7254277)",Ακτή Παύλου Δαμουλάκη,,
172363204,2,,tertiary,False,True,9.37,"LINESTRING (24.4441851 36.7279932, 24.44429 36.7279988)",Περιφερειακή Αδάμαντα,,
172363204,2,,tertiary,False,False,257.714,"LINESTRING (24.4441851 36.7279932, 24.443417 36.7279381, 24.4433072 36.7279321, 24.4432586 36.7279276, 24.4432168 36.7279156, 24.4431862 36.7278969, 24.4431199 36.7278394, 24.4420421 36.726703)",Περιφερειακή Αδάμαντα,,
172363204,2,,tertiary,False,False,81.869,"LINESTRING (24.4420421 36.726703, 24.4419019 36.726558, 24.4418668 36.7265167, 24.4418409 36.7264732, 24.4418177 36.7264244, 24.4418068 36.7263887, 24.4418029 36.7263663, 24.4417042 36.7260325)",Περιφερειακή Αδάμαντα,,
172363204,2,,tertiary,False,True,257.714,"LINESTRING (24.4420421 36.726703, 24.4431199 36.7278394, 24.4431862 36.7278969, 24.4432168 36.7279156, 24.4432586 36.7279276, 24.4433072 36.7279321, 24.443417 36.7279381, 24.4441851 36.7279932)",Περιφερειακή Αδάμαντα,,
172431070,,,residential,False,False,41.870999999999995,"LINESTRING (24.4420421 36.726703, 24.4421314 36.7266375, 24.4421699 36.7266143, 24.4422171 36.7265923, 24.4424427 36.7265137)",,,
172363204,2,,tertiary,False,True,81.869,"LINESTRING (24.4417042 36.7260325, 24.4418029 36.7263663, 24.4418068 36.7263887, 24.4418177 36.7264244, 24.4418409 36.7264732, 24.4418668 36.7265167, 24.4419019 36.726558, 24.4420421 36.726703)",Περιφερειακή Αδάμαντα,,
172363206,,,residential,False,False,110.95100000000001,"LINESTRING (24.4417042 36.7260325, 24.4416891 36.7259459, 24.4416677 36.7258548, 24.4416366 36.7256826, 24.4416201 36.7255793, 24.441612 36.7254999, 24.4416103 36.7254612, 24.4416121 36.7254326, 24.4416201 36.7253997, 24.4416791 36.7252343, 24.4417289 36.7250949, 24.4417443 36.7250548)",,,
354597144,,,tertiary,False,False,135.25199999999998,"LINESTRING (24.4417042 36.7260325, 24.4422583 36.7259293, 24.4422894 36.7259224, 24.4423065 36.7259186, 24.4423557 36.7259061, 24.4423701 36.7259025, 24.4424199 36.7258875, 24.4429181 36.7257456, 24.4430683 36.7256975, 24.4430908 36.7256864, 24.4431103 36.7256714, 24.4431284 36.7256475)",Περιφερειακή Αδάμαντα,,
354597144,,,tertiary,False,False,87.111,"LINESTRING (24.4431284 36.7256475, 24.4431351 36.7256219, 24.4431347 36.7255908, 24.4431238 36.7255475, 24.4429509 36.7250273, 24.442933 36.724969, 24.4429221 36.724925, 24.4429242 36.7248863)",Περιφερειακή Αδάμαντα,,
354597144,,,tertiary,False,True,135.25199999999998,"LINESTRING (24.4431284 36.7256475, 24.4431103 36.7256714, 24.4430908 36.7256864, 24.4430683 36.7256975, 24.4429181 36.7257456, 24.4424199 36.7258875, 24.4423701 36.7259025, 24.4423557 36.7259061, 24.4423065 36.7259186, 24.4422894 36.7259224, 24.4422583 36.7259293, 24.4417042 36.7260325)",Περιφερειακή Αδάμαντα,,
