osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed,ref
841431788,True,2,primary,False,28.736000000000004,"LINESTRING (20.2634 39.5002729, 20.2633615 39.5002306, 20.2633401 39.5001816, 20.2633374 39.50013, 20.2633539 39.5000799, 20.263388 39.5000354)",,,
521155413,True,2,secondary,False,69.825,"LINESTRING (20.2646688 39.5030404, 20.2646113 39.5033222, 20.2645829 39.503499, 20.2645678 39.5035712, 20.2645496 39.5036615)",Κύπρου,50,
128728385,True,2,residential,False,14.143,"LINESTRING (20.2618034 39.5082521, 20.2619511 39.5083086)",,50,
"[128768218, 128768212]",True,2,primary,False,173.033,"LINESTRING (20.2618034 39.5082521, 20.2618383 39.508196, 20.2619095 39.5080815, 20.2619886 39.5079421, 20.2620502 39.5078337, 20.2621535 39.5076544, 20.2622136 39.5074968, 20.2622691 39.5073374, 20.2623306 39.5071386, 20.2623858 39.5069582, 20.2623915 39.5069243, 20.2624228 39.5067794)",Εθνικής Αντιστάσεως,50,ΕΟ6
128728351,True,1,tertiary,False,54.32000000000001,"LINESTRING (20.2634974 39.5071751, 20.2634026 39.5072739, 20.2633185 39.5073556, 20.2630936 39.5075509)",Δαγκλή,50,
521155413,True,2,secondary,False,63.49,"LINESTRING (20.2634974 39.5071751, 20.2634852 39.50723, 20.2634405 39.5074429, 20.2633876 39.5076498, 20.263383 39.5076677, 20.2633665 39.507737)",Κύπρου,50,
"[841431793, 128768340]",True,2,primary,False,78.231,"LINESTRING (20.2637665 39.5002486, 20.2637168 39.5004358, 20.2636862 39.5005444, 20.2636686 39.500635, 20.2636581 39.5007167, 20.2636318 39.5009434)",Εθνικής Αντιστάσεως,50,ΕΟ6
912244540,True,2,primary,False,36.147000000000006,"LINESTRING (20.2637665 39.5002486, 20.2637194 39.5002889, 20.2636591 39.5003165, 20.2635908 39.5003292, 20.2635208 39.5003257, 20.2634552 39.5003064, 20.2634 39.5002729)",,,
128601143,True,2,secondary,False,45.936,"LINESTRING (20.2631673 39.5008139, 20.2632561 39.5008055, 20.2633516 39.5008065, 20.263447 39.5008147, 20.2635004 39.500831, 20.2635444 39.5008593, 20.2636318 39.5009434)",,50,
"[128768308, 841431790, 128768206]",True,2,primary,False,63.44700000000001,"LINESTRING (20.2631673 39.5008139, 20.2632076 39.5006968, 20.2632408 39.5006193, 20.2632857 39.5005256, 20.2633216 39.5004509, 20.2633642 39.5003603, 20.2633872 39.5003142, 20.2634 39.5002729)",Εθνικής Αντιστάσεως,50,ΕΟ6
128601137,True,2,secondary,False,77.3,"LINESTRING (20.2636318 39.5009434, 20.2637065 39.5009532, 20.2638228 39.5009978, 20.2638474 39.5010059, 20.2639334 39.5010625, 20.2642742 39.501401)",8ης Δεκεμβρίου,50,
"[128768347, 563665647]",True,2,primary,False,157.76699999999997,"LINESTRING (20.2636318 39.5009434, 20.2636238 39.500988, 20.2635674 39.5013031, 20.263499 39.5016855, 20.2634586 39.5019114, 20.2633964 39.5022592, 20.2633803 39.5023489)",Εθνικής Αντιστάσεως,50,ΕΟ6
128666643,False,2,residential,False,68.946,"LINESTRING (20.2652969 39.5043185, 20.2654837 39.5042612, 20.265527 39.504252, 20.2655568 39.5042468, 20.2656448 39.5042311, 20.2657521 39.5042249, 20.2658218 39.5042332, 20.265932 39.5042645, 20.2659774 39.5042912, 20.2659988 39.5043181, 20.2660042 39.5043512)",Βουθρωτού,50,
"[521282787, 524415189]",True,1,tertiary,False,42.329,"LINESTRING (20.2652969 39.5043185, 20.2652818 39.5040337, 20.2652773 39.5039784, 20.2652793 39.5039382)",Πατριάρχου Αθηναγόρα,50,
531759902,False,2,residential,False,10.779,"LINESTRING (20.267713 39.5050414, 20.2678275 39.5050015)",Σοφοκλέους,50,
560681200,False,2,residential,True,6.922,"LINESTRING (20.267713 39.5050414, 20.2676455 39.5050755)",Σοφοκλέους,50,
128666579,False,2,residential,False,59.467,"LINESTRING (20.2681661 39.5033019, 20.2686192 39.5028972)",Λευκίμμης,50,
128666579,False,2,residential,True,27.457,"LINESTRING (20.2681661 39.5033019, 20.2679839 39.5035049)",Λευκίμμης,50,
128666660,False,2,residential,True,31.553,"LINESTRING (20.2681661 39.5033019, 20.2684924 39.5034328)",Κερκύρας,50,
128666606,False,2,residential,False,81.444,"LINESTRING (20.2688364 39.5036399, 20.2693599 39.5030289)",Τσαμαντά,50,
128666660,False,2,residential,False,37.435,"LINESTRING (20.2688364 39.5036399, 20.2684924 39.5034328)",Κερκύρας,50,
128666660,False,2,residential,True,31.867,"LINESTRING (20.2688364 39.5036399, 20.26914 39.503805)",Κερκύρας,50,
128666650,False,2,residential,False,83.032,"LINESTRING (20.2671144 39.5037779, 20.2672597 39.5038174, 20.2674124 39.5038731, 20.2679816 39.5041069)",Δελβίνου,50,
128666579,False,2,residential,False,23.972,"LINESTRING (20.267822 39.5036806, 20.2678667 39.5036321, 20.2679839 39.5035049)",Λευκίμμης,50,
522071146,False,2,tertiary,False,34.126,"LINESTRING (20.267822 39.5036806, 20.2678442 39.5037075, 20.2679153 39.503779, 20.2679947 39.5038802, 20.2679996 39.5038864, 20.268017 39.5039442)",Σουλίου,50,
522071146,False,2,tertiary,True,59.653999999999996,"LINESTRING (20.267822 39.5036806, 20.2677879 39.5036393, 20.2677289 39.5035834, 20.2676353 39.5035174, 20.2675226 39.5034491, 20.267449 39.5034117, 20.2674207 39.5033973, 20.2673107 39.5033229)",Σουλίου,50,
128666599,True,1,residential,False,24.366999999999997,"LINESTRING (20.2642955 39.5037592, 20.2643603 39.5037367, 20.2644279 39.5037113, 20.2644406 39.5037065, 20.2645496 39.5036615)",Ευαγγελίστριας,50,
