osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width
563096848,True,2,1,Carretera Interamericana,trunk,60,False,103.566,"LINESTRING (-82.3199095 8.3988774, -82.3208433 8.3987586)",
813029209,False,2,21,Vía Chiriquí - Gualaca,primary,60,True,26.2,"LINESTRING (-82.3199095 8.3988774, -82.3197499 8.3990523)",
813029208,True,1,,,trunk_link,,False,13.838000000000001,"LINESTRING (-82.3199095 8.3988774, -82.3198794 8.3988325, -82.3198191 8.3987948)",
90055125,False,2,,Avenida 2a Oeste,residential,40,True,8.852,"LINESTRING (-82.3238754 8.3983525, -82.3238973 8.3984291)",
"[1073434353, 1073434354]",True,"['2', '4']",1,Carretera Interamericana,trunk,60,False,105.75200000000001,"LINESTRING (-82.3238754 8.3983525, -82.3240957 8.3983197, -82.324827 8.3982174)","['5', '10']"
90055219,False,,,Calle 3a Norte,residential,,False,27.369,"LINESTRING (-82.3177993 8.4013492, -82.3180481 8.4013506)",
90503251,False,2,21,Vía Chiriquí - Gualaca,primary,60,False,205.945,"LINESTRING (-82.3177993 8.4013492, -82.317861 8.4012351, -82.3179817 8.4010627, -82.3189727 8.3999103)",
90055356,False,,,Avenida 3a Este,residential,,True,110.605,"LINESTRING (-82.3196435 8.3991698, -82.319994 8.4001021)",
813029210,False,2,21,Vía Chiriquí - Gualaca,primary,60,True,25.297,"LINESTRING (-82.3196435 8.3991698, -82.31949 8.3993392)",
813029211,False,2,21,Vía Chiriquí - Gualaca,primary,60,False,17.541,"LINESTRING (-82.3196435 8.3991698, -82.3197499 8.3990523)",
90055350,False,2,,Calle 1a Norte,residential,40,False,83.247,"LINESTRING (-82.323739 8.397779, -82.3229887 8.3978767)",
563096852,False,,,Avenida 2a Oeste,residential,,False,55.26,"LINESTRING (-82.323739 8.397779, -82.3236272 8.3972945)",
563096852,False,,,Avenida 2a Oeste,residential,,True,53.948,"LINESTRING (-82.323739 8.397779, -82.3238459 8.3982525)",
563096848,True,2,1,Carretera Interamericana,trunk,60,False,47.763,"LINESTRING (-82.3218782 8.3986156, -82.3223083 8.3985567)",
90055139,False,,,Calle 2a Norte,residential,,True,157.74699999999999,"LINESTRING (-82.3218782 8.3986156, -82.3218734 8.3986619, -82.3218603 8.3987036, -82.3218394 8.3987531, -82.3217755 8.3988163, -82.3216955 8.3988828, -82.3208392 8.399556)",
90055146,False,,,Calle 2a Sur,residential,,False,87.359,"LINESTRING (-82.3227604 8.3958359, -82.3234981 8.395545)",
90055146,False,,,Calle 2a Sur,residential,,True,78.228,"LINESTRING (-82.3227604 8.3958359, -82.3220566 8.3959367)",
605056905,False,,,Avenida 1a Oeste,residential,,False,105.476,"LINESTRING (-82.3227604 8.3958359, -82.3228237 8.3967824)",
90055139,False,,,Calle 2a Norte,residential,,False,157.014,"LINESTRING (-82.3180481 8.4013506, -82.3192489 8.4005872)",
90055219,False,,,Calle 3a Norte,residential,,False,62.644,"LINESTRING (-82.3180481 8.4013506, -82.3186172 8.4013711)",
90055219,False,,,Calle 3a Norte,residential,,True,27.369,"LINESTRING (-82.3180481 8.4013506, -82.3177993 8.4013492)",
90055375,False,,,Calle 2a Sur,residential,,False,113.872,"LINESTRING (-82.3190003 8.3959058, -82.3180246 8.3955637)",
90055375,False,,,Calle 2a Sur,residential,,True,87.423,"LINESTRING (-82.3190003 8.3959058, -82.3197949 8.3959199)",
813029213,False,2,,Avenida 3a Este,residential,40,False,74.271,"LINESTRING (-82.3190003 8.3959058, -82.3190613 8.3952406)",
813029213,False,2,,Avenida 3a Este,residential,40,True,134.217,"LINESTRING (-82.3190003 8.3959058, -82.3188571 8.3971045)",
90055114,False,,,Avenida 2a Este,residential,,False,88.668,"LINESTRING (-82.3208433 8.3987586, -82.3208392 8.399556)",
563096848,True,2,1,Carretera Interamericana,trunk,60,False,114.948,"LINESTRING (-82.3208433 8.3987586, -82.3215003 8.3986697, -82.3218782 8.3986156)",
90055156,False,2,21,Vía Chiriquí,secondary,40,False,86.946,"LINESTRING (-82.3194984 8.3951577, -82.3192509 8.3944151)",
90055156,False,2,21,Vía Chiriquí,secondary,40,True,90.812,"LINESTRING (-82.3194984 8.3951577, -82.3197949 8.3959199)",
90055252,False,,,Calle 3a Sur,residential,,True,48.958,"LINESTRING (-82.3194984 8.3951577, -82.3190613 8.3952406)",
90055252,False,,,Calle 3a Sur,residential,,False,111.537,"LINESTRING (-82.3194984 8.3951577, -82.319514 8.3951547, -82.3204725 8.3948795)",
90055178,False,,,Calle 3a Sur,residential,,True,158.143,"LINESTRING (-82.3237001 8.3939922, -82.3251374 8.3939624)",
563096852,False,,,Avenida 2a Oeste,residential,,True,174.088,"LINESTRING (-82.3237001 8.3939922, -82.3234981 8.395545)",
563096852,False,,,Avenida 2a Oeste,residential,,False,58.505,"LINESTRING (-82.3237001 8.3939922, -82.3237212 8.3938455, -82.3237247 8.3937229, -82.3236915 8.3934697)",
90055268,False,2,,Calle Central,residential,40,False,47.303,"LINESTRING (-82.3185743 8.3987259, -82.3182286 8.3989789)",
813029213,False,2,,Avenida 3a Este,residential,40,False,113.785,"LINESTRING (-82.3185743 8.3987259, -82.3187553 8.3977184)",
90055268,False,2,,Calle Central,residential,40,True,230.13600000000002,"LINESTRING (-82.3185743 8.3987259, -82.3195815 8.398087, -82.3204201 8.3977759)",
813029213,False,2,,Avenida 3a Este,residential,40,True,32.82599999999999,"LINESTRING (-82.3185743 8.3987259, -82.3185599 8.3988056, -82.3185616 8.3988834, -82.3185812 8.3989338, -82.3186144 8.3990094)",
90055178,False,,,Calle 3a Sur,residential,,False,158.143,"LINESTRING (-82.3251374 8.3939624, -82.3237001 8.3939922)",
90055265,False,,,Avenida 3a Oeste,residential,,False,97.995,"LINESTRING (-82.3251374 8.3939624, -82.3253659 8.3948142)",
90055265,False,,,Avenida 3a Oeste,residential,,True,58.225,"LINESTRING (-82.3251374 8.3939624, -82.3250462 8.3934466)",
90055146,False,,,Calle 2a Sur,residential,,False,161.706,"LINESTRING (-82.3234981 8.395545, -82.3248651 8.3950102)",
90055146,False,,,Calle 2a Sur,residential,,True,87.359,"LINESTRING (-82.3234981 8.395545, -82.3227604 8.3958359)",
563096852,False,,,Avenida 2a Oeste,residential,,False,174.088,"LINESTRING (-82.3234981 8.395545, -82.3237001 8.3939922)",
563096852,False,,,Avenida 2a Oeste,residential,,True,26.728,"LINESTRING (-82.3234981 8.395545, -82.3234787 8.3957846)",
90055350,False,2,,Calle 1a Norte,residential,40,True,36.962,"LINESTRING (-82.3205156 8.3981096, -82.3208503 8.3980803)",
90055156,False,2,21,Vía Chiriquí,secondary,40,False,38.78,"LINESTRING (-82.3205156 8.3981096, -82.3205137 8.3980606, -82.3204597 8.3978744, -82.3204201 8.3977759)",
