osmid,oneway,lanes,ref,name,highway,maxspeed,width,reversed,length,access,geometry
383651280,True,2,1,Carretera Panamericana,trunk,80,7,False,8.118,,"LINESTRING (-79.9601913 8.4745492, -79.9602255 8.4744845)"
1263927260,False,,,,residential,,,True,9.544,no,"LINESTRING (-79.9601913 8.4745492, -79.9601548 8.4745294, -79.960115 8.4745083)"
383651280,True,2,1,Carretera Panamericana,trunk,80,7,False,238.542,,"LINESTRING (-79.959192 8.4764532, -79.9601913 8.4745492)"
241387966,False,,,,residential,,,False,53.537,,"LINESTRING (-79.955737 8.4716569, -79.9558088 8.4721331)"
241387966,False,,,,residential,,,True,46.621,,"LINESTRING (-79.955737 8.4716569, -79.9553167 8.4717114)"
604073629,False,,,,residential,,,True,100.22,,"LINESTRING (-79.955737 8.4716569, -79.9558593 8.4715744, -79.955965 8.471488, -79.9560646 8.4713251, -79.9562536 8.4709391)"
82576460,False,,,,residential,,,True,35.392,,"LINESTRING (-79.9559259 8.4730616, -79.9556639 8.4728768)"
241387966,False,,,,residential,,,False,74.226,,"LINESTRING (-79.9559259 8.4730616, -79.9560855 8.4737102)"
241387953,False,,,,residential,,,False,71.40799999999999,,"LINESTRING (-79.9559259 8.4730616, -79.9560327 8.4732779, -79.9561147 8.4733093, -79.9564315 8.4732823)"
241387966,False,,,,residential,,,True,67.962,,"LINESTRING (-79.9559259 8.4730616, -79.9558718 8.4727335, -79.9558524 8.4724554)"
192370269,True,2,1,Carretera Panamericana,trunk,80,7,False,77.89099999999999,,"LINESTRING (-79.960437 8.4738844, -79.9602775 8.4741944, -79.960115 8.4745083)"
604073616,False,,,,residential,,,False,246.63799999999998,,"LINESTRING (-79.960437 8.4738844, -79.9600712 8.4736984, -79.9596441 8.4734361, -79.9592847 8.4731615, -79.9592216 8.4731045, -79.9591479 8.4730514, -79.9585272 8.4727362)"
192370269,True,2,1,Carretera Panamericana,trunk,80,7,False,224.38,,"LINESTRING (-79.960115 8.4745083, -79.9591685 8.4762959)"
241387953,False,,,,residential,,,True,175.11499999999998,,"LINESTRING (-79.960115 8.4745083, -79.9599276 8.4744147, -79.9597366 8.4743726, -79.959578 8.4743407, -79.9593789 8.4742735, -79.9591535 8.4741767, -79.9589601 8.4740728, -79.9588314 8.4739839, -79.9586867 8.4738597)"
1263927260,False,,,,residential,,,False,9.544,no,"LINESTRING (-79.960115 8.4745083, -79.9601548 8.4745294, -79.9601913 8.4745492)"
241387966,False,,,,residential,,,False,46.621,,"LINESTRING (-79.9553167 8.4717114, -79.955737 8.4716569)"
604073620,False,,,,residential,,,False,59.196,,"LINESTRING (-79.9553167 8.4717114, -79.9554757 8.47222)"
241387966,False,,,,residential,,,True,134.126,,"LINESTRING (-79.9553167 8.4717114, -79.9550813 8.4717497, -79.954982 8.4717331, -79.9544488 8.4713864, -79.9542762 8.4712184)"
82576460,False,,,,residential,,,False,9.37,,"LINESTRING (-79.9555372 8.4728191, -79.9556184 8.4728446)"
82576460,False,,,,residential,,,True,274.446,,"LINESTRING (-79.9555372 8.4728191, -79.9548283 8.4731733, -79.9543533 8.4733951, -79.9534437 8.4741322)"
241387966,False,,,,residential,,,False,186.589,,"LINESTRING (-79.9555372 8.4728191, -79.9554034 8.4727566, -79.9552176 8.472715, -79.9538943 8.4728312, -79.9538648 8.4728332)"
241387953,False,,,,residential,,,False,63.38,,"LINESTRING (-79.957665 8.4733727, -79.9577556 8.4733918, -79.9582185 8.4735304)"
241387953,False,,,,residential,,,True,24.749000000000002,,"LINESTRING (-79.957665 8.4733727, -79.9575293 8.4733139, -79.9574535 8.4733012)"
353712750,False,,,,residential,,,False,123.383,,"LINESTRING (-79.957665 8.4733727, -79.9570169 8.473417, -79.9565556 8.4735168)"
353712750,False,,,,residential,,,False,55.996,,"LINESTRING (-79.9565556 8.4735168, -79.9560855 8.4737102)"
604073617,False,,,,residential,,,False,29.431,,"LINESTRING (-79.9565556 8.4735168, -79.9564315 8.4732823)"
353712750,False,,,,residential,,,True,123.383,,"LINESTRING (-79.9565556 8.4735168, -79.9570169 8.473417, -79.957665 8.4733727)"
241387966,False,,,,residential,,,False,24.618,,"LINESTRING (-79.9560855 8.4737102, -79.9558896 8.4738173)"
241387966,False,,,,residential,,,True,74.226,,"LINESTRING (-79.9560855 8.4737102, -79.9559259 8.4730616)"
353712750,False,,,,residential,,,True,55.996,,"LINESTRING (-79.9560855 8.4737102, -79.9565556 8.4735168)"
241387953,False,,,,residential,,,False,175.11499999999998,,"LINESTRING (-79.9586867 8.4738597, -79.9588314 8.4739839, -79.9589601 8.4740728, -79.9591535 8.4741767, -79.9593789 8.4742735, -79.959578 8.4743407, -79.9597366 8.4743726, -79.9599276 8.4744147, -79.960115 8.4745083)"
241387953,False,,,,residential,,,True,63.653999999999996,,"LINESTRING (-79.9586867 8.4738597, -79.958537 8.4737182, -79.958425 8.4736377, -79.9582185 8.4735304)"
353712751,False,,,,residential,,,False,64.771,,"LINESTRING (-79.9586867 8.4738597, -79.9582693 8.4738378, -79.9580987 8.4738271)"
241387966,False,,,,residential,,,True,28.122,,"LINESTRING (-79.9559498 8.4740631, -79.9558896 8.4738173)"
353712751,False,,,,residential,,,True,101.52300000000001,,"LINESTRING (-79.9559498 8.4740631, -79.9566204 8.4738627, -79.9568376 8.4738147)"
604073649,False,,,,residential,,,False,61.213,,"LINESTRING (-79.9585272 8.4727362, -79.9585572 8.4721865)"
604073616,False,,,,residential,,,False,97.461,,"LINESTRING (-79.9585272 8.4727362, -79.9584274 8.4732709, -79.9583502 8.4733876, -79.9582185 8.4735304)"
604073616,False,,,,residential,,,True,246.63799999999998,,"LINESTRING (-79.9585272 8.4727362, -79.9591479 8.4730514, -79.9592216 8.4731045, -79.9592847 8.4731615, -79.9596441 8.4734361, -79.9600712 8.4736984, -79.960437 8.4738844)"
241387953,False,,,,residential,,,False,63.653999999999996,,"LINESTRING (-79.9582185 8.4735304, -79.958425 8.4736377, -79.958537 8.4737182, -79.9586867 8.4738597)"
241387953,False,,,,residential,,,True,63.38,,"LINESTRING (-79.9582185 8.4735304, -79.9577556 8.4733918, -79.957665 8.4733727)"
604073616,False,,,,residential,,,True,97.461,,"LINESTRING (-79.9582185 8.4735304, -79.9583502 8.4733876, -79.9584274 8.4732709, -79.9585272 8.4727362)"
604073617,False,,,,residential,,,True,29.431,,"LINESTRING (-79.9564315 8.4732823, -79.9565556 8.4735168)"
241387953,False,,,,residential,,,False,113.00099999999999,,"LINESTRING (-79.9564315 8.4732823, -79.956838 8.4732477, -79.9571784 8.4732554, -79.9574535 8.4733012)"
241387953,False,,,,residential,,,True,71.40799999999999,,"LINESTRING (-79.9564315 8.4732823, -79.9561147 8.4733093, -79.9560327 8.4732779, -79.9559259 8.4730616)"
