osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name
23436031,tertiary,40,roundabout,True,False,8.058,"LINESTRING (25.4139971 64.9346816, 25.41407 64.9346626, 25.4141522 64.9346527)",,
23436035,tertiary,40,,True,False,33.664,"LINESTRING (25.4143783 64.9343812, 25.4143917 64.9345731, 25.4144005 64.9346838)",18679,Kylänpuolentie
699055738,tertiary,40,,False,False,104.918,"LINESTRING (25.4143783 64.9343812, 25.414403 64.9340746, 25.4143603 64.9337445, 25.4142533 64.9334417)",18679,Kylänpuolentie
34572344,tertiary,,,False,True,7.4,"LINESTRING (25.4128159 64.9363177, 25.4129596 64.9363446)",,Vihiluodontie
34572343,tertiary,,,True,False,37.967999999999996,"LINESTRING (25.4128159 64.9363177, 25.4129108 64.9362374, 25.4130385 64.9360723, 25.4130427 64.9359944)",,Vihiluodontie
37001181,tertiary,,,False,False,182.52,"LINESTRING (25.4128159 64.9363177, 25.4126036 64.9362852, 25.4125312 64.9362727, 25.4124006 64.9362502, 25.4118966 64.9361632, 25.4108031 64.9359744, 25.4107102 64.9359584, 25.4105897 64.9359431, 25.4104425 64.9359473, 25.4103343 64.9359688, 25.4093158 64.9362468)",,Pappilantie
23436030,residential,30,,False,False,147.765,"LINESTRING (25.4185008 64.9357304, 25.4172453 64.9354184, 25.415782 64.9350677)",,Jääsköntie
37001149,residential,,,False,False,244.127,"LINESTRING (25.4185008 64.9357304, 25.418577 64.9356726, 25.4188238 64.9354531, 25.4189204 64.9353672, 25.4191737 64.9351418, 25.4205453 64.9339217, 25.4206831 64.9337925, 25.4207439 64.9337518)",,Vattukuja
84678749,residential,,,False,False,267.019,"LINESTRING (25.4185008 64.9357304, 25.4187793 64.9357182, 25.4192688 64.9356828, 25.4195783 64.9356766, 25.4199509 64.9356686, 25.4201421 64.9356684, 25.4202997 64.9356683, 25.4204828 64.9356681, 25.42114 64.93571, 25.4213707 64.9357558, 25.421585 64.9357794, 25.4218965 64.9357474, 25.4223352 64.9357265, 25.4227542 64.9355907, 25.4237444 64.9352698)",,Uhrikirkonkuja
37001156,residential,,,False,False,37.002,"LINESTRING (25.4142533 64.9334417, 25.4140341 64.9334463, 25.4138229 64.9334582, 25.4135498 64.9334737, 25.4134731 64.933478)",,Tolvasenkuja
699055738,tertiary,40,,False,False,253.478,"LINESTRING (25.4142533 64.9334417, 25.4141797 64.933329, 25.4140265 64.9331077, 25.4137017 64.9328092, 25.4133993 64.9325591, 25.4129682 64.9323091, 25.4125236 64.931992, 25.4121542 64.9316567, 25.4119211 64.9314013)",18679,Kylänpuolentie
699055738,tertiary,40,,False,True,104.918,"LINESTRING (25.4142533 64.9334417, 25.4143603 64.9337445, 25.414403 64.9340746, 25.4143783 64.9343812)",18679,Kylänpuolentie
37001156,residential,,,False,False,64.455,"LINESTRING (25.4134731 64.933478, 25.4133152 64.9335189, 25.4130003 64.9335404, 25.4128394 64.9335074, 25.4129848 64.9334651, 25.4132953 64.9334444, 25.4134731 64.933478)",,Tolvasenkuja
