osmid,oneway,lanes,highway,maxspeed,junction,reversed,length,geometry,ref,name,bridge
13750013,True,1,primary,50,roundabout,False,24.925,"LINESTRING (30.251313 62.9139791, 30.2513561 62.9139388, 30.251424 62.9139064, 30.2515104 62.9138848, 30.2516071 62.9138763, 30.2517049 62.9138815)",,,
13750013,True,1,primary,50,roundabout,False,26.249,"LINESTRING (30.2517049 62.9138815, 30.2518025 62.9139025, 30.2518793 62.913937, 30.2519266 62.9139812, 30.2519389 62.91403, 30.2519226 62.9140688)",,,
23264899,False,2,secondary,50,,False,93.38399999999999,"LINESTRING (30.2517049 62.9138815, 30.2517424 62.9137945, 30.2521162 62.9131665, 30.2521567 62.9131021, 30.2521771 62.9130699)",513,Pamilontie,
13230777,False,2,tertiary,50,,False,348.46500000000003,"LINESTRING (30.2519226 62.9140688, 30.2521148 62.9140866, 30.253804 62.9143911, 30.2565001 62.9147922, 30.258008 62.9150394, 30.2584122 62.9151072)",5160,Päätie,
13750013,True,1,primary,50,roundabout,False,24.945999999999998,"LINESTRING (30.2519226 62.9140688, 30.2518882 62.9141053, 30.251797 62.9141433, 30.251712 62.9141616, 30.2516191 62.9141679, 30.2515262 62.9141616)",,,
13750013,True,1,primary,50,roundabout,False,25.445,"LINESTRING (30.2515262 62.9141616, 30.2514358 62.9141417, 30.2513634 62.9141099, 30.2513162 62.9140695, 30.2512988 62.9140244, 30.251313 62.9139791)",,,
1069883950,False,2,primary,50,,False,109.43200000000002,"LINESTRING (30.2515262 62.9141616, 30.2513019 62.9145068, 30.2509412 62.9150229, 30.2508893 62.915102)",73,Ukkolantie,
13230777,False,2,tertiary,50,,True,42.094,"LINESTRING (30.259175 62.9152578, 30.2584122 62.9151072)",5160,Päätie,
13230777,False,2,tertiary,50,,False,42.094,"LINESTRING (30.2584122 62.9151072, 30.259175 62.9152578)",5160,Päätie,
13230777,False,2,tertiary,50,,True,348.465,"LINESTRING (30.2584122 62.9151072, 30.258008 62.9150394, 30.2565001 62.9147922, 30.253804 62.9143911, 30.2521148 62.9140866, 30.2519226 62.9140688)",5160,Päätie,
55129559,False,2,residential,30,,False,77.002,"LINESTRING (30.2584122 62.9151072, 30.2584824 62.9150278, 30.2585151 62.9149694, 30.2584836 62.9148803, 30.2584278 62.9148146, 30.2583087 62.9147079, 30.2581276 62.9146061, 30.2579222 62.9145084)",,Harjunraitti,
55129575,False,2,residential,30,,False,35.578,"LINESTRING (30.2521771 62.9130699, 30.2515718 62.9129074)",,Harjunraitti,
23264899,False,2,secondary,50,,True,93.38399999999999,"LINESTRING (30.2521771 62.9130699, 30.2521567 62.9131021, 30.2521162 62.9131665, 30.2517424 62.9137945, 30.2517049 62.9138815)",513,Pamilontie,
55129559,False,2,residential,30,,True,181.277,"LINESTRING (30.2521771 62.9130699, 30.2523228 62.9131036, 30.252995 62.9132669, 30.255356 62.9138199)",,Harjunraitti,
55129559,False,2,residential,30,,False,151.279,"LINESTRING (30.2579222 62.9145084, 30.2574696 62.9143443, 30.2572129 62.9142629, 30.2568955 62.9141814, 30.255356 62.9138199)",,Harjunraitti,
55129559,False,2,residential,30,,True,77.002,"LINESTRING (30.2579222 62.9145084, 30.2581276 62.9146061, 30.2583087 62.9147079, 30.2584278 62.9148146, 30.2584836 62.9148803, 30.2585151 62.9149694, 30.2584824 62.9150278, 30.2584122 62.9151072)",,Harjunraitti,
55129575,False,2,residential,30,,False,10.881,"LINESTRING (30.2498986 62.9124648, 30.2497045 62.9124228)",,Harjunraitti,
55129575,False,2,residential,30,,True,97.976,"LINESTRING (30.2498986 62.9124648, 30.2501231 62.9125241, 30.2515718 62.9129074)",,Harjunraitti,
259222840,False,2,residential,30,,False,52.042,"LINESTRING (30.255356 62.9138199, 30.2560558 62.9134771)",,Ollintie,
55129559,False,2,residential,30,,False,181.277,"LINESTRING (30.255356 62.9138199, 30.252995 62.9132669, 30.2523228 62.9131036, 30.2521771 62.9130699)",,Harjunraitti,
55129559,False,2,residential,30,,True,151.279,"LINESTRING (30.255356 62.9138199, 30.2568955 62.9141814, 30.2572129 62.9142629, 30.2574696 62.9143443, 30.2579222 62.9145084)",,Harjunraitti,
343064136,False,2,residential,30,,True,105.62299999999999,"LINESTRING (30.2540879 62.9170192, 30.2541943 62.9170867, 30.2552353 62.9177342, 30.2553187 62.9177862)",,Kaarnatie,
"[259222860, 343075318]",False,2,residential,30,,False,173.568,"LINESTRING (30.2540879 62.9170192, 30.2550287 62.9166897, 30.2551407 62.9166645, 30.2552669 62.916701, 30.2564488 62.9174169)",,"['Neulastie', 'Kantotie']",
"[259222852, 343075318]",False,2,residential,30,,"[False, True]",173.983,"LINESTRING (30.2540879 62.9170192, 30.2529905 62.9174137, 30.2541996 62.9181609)",,"['Kantotie', 'Pihkatie']",
259222820,False,2,residential,30,,False,70.42399999999999,"LINESTRING (30.2564488 62.9174169, 30.2554559 62.9177432, 30.2553187 62.9177862)",,Sahatie,
"[343064137, 343064140, 343064141]",False,2,residential,30,,False,330.858,"LINESTRING (30.2564488 62.9174169, 30.2565139 62.9174595, 30.2579727 62.9183711, 30.2578598 62.918415, 30.2574968 62.9185323, 30.2569455 62.9187104, 30.2567957 62.918718, 30.2554285 62.9178553, 30.2553187 62.9177862)",,"['Metsurintie', 'Lustotie']",
"[259222860, 343075318]",False,2,residential,30,,True,173.568,"LINESTRING (30.2564488 62.9174169, 30.2552669 62.916701, 30.2551407 62.9166645, 30.2550287 62.9166897, 30.2540879 62.9170192)",,"['Neulastie', 'Kantotie']",
1131096761,False,,unclassified,,,False,119.68400000000001,"LINESTRING (30.2443154 62.9176102, 30.2433091 62.9177133, 30.2422192 62.9178607, 30.2420336 62.917889)",,Uimaharjun tehtaantie,
"[1131096761, 259222844, 259222833]",False,,unclassified,,,True,238.49200000000002,"LINESTRING (30.2443154 62.9176102, 30.2448281 62.9175769, 30.2453606 62.917559, 30.2461174 62.9175472, 30.2465983 62.9175407, 30.2469185 62.9175407, 30.247267 62.9175561, 30.2475688 62.9175757, 30.2481411 62.9176312, 30.2485722 62.9176791, 30.2487325 62.9177051, 30.2489586 62.9177499)",,Uimaharjun tehtaantie,yes
259222820,False,2,residential,30,,True,66.209,"LINESTRING (30.2489586 62.9177499, 30.2491926 62.9178395, 30.2500091 62.918104)",,Sahatie,
"[259222833, 1131096761, 259222844]",False,,unclassified,,,False,238.492,"LINESTRING (30.2489586 62.9177499, 30.2487325 62.9177051, 30.2485722 62.9176791, 30.2481411 62.9176312, 30.2475688 62.9175757, 30.247267 62.9175561, 30.2469185 62.9175407, 30.2465983 62.9175407, 30.2461174 62.9175472, 30.2453606 62.917559, 30.2448281 62.9175769, 30.2443154 62.9176102)",,Uimaharjun tehtaantie,yes
1069883950,False,2,primary,50,,True,310.363,"LINESTRING (30.2489586 62.9177499, 30.2491447 62.9175481, 30.2494137 62.9172211, 30.2499371 62.91647, 30.2507679 62.9152627, 30.2508893 62.915102)",73,Ukkolantie,
259222820,False,2,residential,30,,False,70.324,"LINESTRING (30.2553187 62.9177862, 30.2551665 62.9178371, 30.2541996 62.9181609)",,Sahatie,
259222820,False,2,residential,30,,True,70.42399999999999,"LINESTRING (30.2553187 62.9177862, 30.2554559 62.9177432, 30.2564488 62.9174169)",,Sahatie,
"[343064137, 343064140, 343064141]",False,2,residential,30,,True,330.858,"LINESTRING (30.2553187 62.9177862, 30.2554285 62.9178553, 30.2567957 62.918718, 30.2569455 62.9187104, 30.2574968 62.9185323, 30.2578598 62.918415, 30.2579727 62.9183711, 30.2565139 62.9174595, 30.2564488 62.9174169)",,"['Metsurintie', 'Lustotie']",
343064136,False,2,residential,30,,False,105.62299999999999,"LINESTRING (30.2553187 62.9177862, 30.2552353 62.9177342, 30.2541943 62.9170867, 30.2540879 62.9170192)",,Kaarnatie,
259222820,False,2,residential,30,,False,66.209,"LINESTRING (30.2500091 62.918104, 30.2491926 62.9178395, 30.2489586 62.9177499)",,Sahatie,
