osmid,name,highway,oneway,reversed,length,geometry,maxspeed,tunnel,ref
40379980,Sahatie,residential,False,False,113.72599999999998,"LINESTRING (25.1819021 61.5629619, 25.1820741 61.5629594, 25.1822528 61.5629536, 25.1828543 61.5629225, 25.1829805 61.5629151, 25.1834552 61.5628971, 25.1836696 61.5628744, 25.1840033 61.5627999)",,,
77112785,Toritie,tertiary,False,False,199.894,"LINESTRING (25.1819021 61.5629619, 25.1819589 61.5630726, 25.181978 61.5631934, 25.1819945 61.563367, 25.1819948 61.5634589, 25.1819958 61.5637802, 25.1819949 61.5640502, 25.1819939 61.5641167, 25.1819923 61.5642285, 25.1819929 61.5646374, 25.1819944 61.5647558)",40,,
77112785,Toritie,tertiary,False,True,113.533,"LINESTRING (25.1819021 61.5629619, 25.1817922 61.5628659, 25.1816203 61.5627622, 25.1813885 61.5626661, 25.1810747 61.5625747, 25.1805261 61.5624375, 25.1802193 61.5623653)",40,,
77112785,Toritie,tertiary,False,False,47.093999999999994,"LINESTRING (25.1819944 61.5647558, 25.1819921 61.5648447, 25.1819848 61.5651793)",40,,
77112785,Toritie,tertiary,False,True,199.89399999999998,"LINESTRING (25.1819944 61.5647558, 25.1819929 61.5646374, 25.1819923 61.5642285, 25.1819939 61.5641167, 25.1819949 61.5640502, 25.1819958 61.5637802, 25.1819948 61.5634589, 25.1819945 61.563367, 25.181978 61.5631934, 25.1819589 61.5630726, 25.1819021 61.5629619)",40,,
"[204159113, 204159108, 204159109]",Jussilankuja,residential,False,False,185.16500000000002,"LINESTRING (25.1819944 61.5647558, 25.1818396 61.5647584, 25.1813456 61.5647559, 25.180962 61.5647604, 25.180755 61.5647628, 25.1803958 61.5647615, 25.1802949 61.5647611, 25.1799922 61.5647763, 25.1798734 61.5647934, 25.1797756 61.5648588, 25.1795436 61.5650489, 25.1792801 61.5651429, 25.1789591 61.5652638)",,yes,
"[783804529, 77112785]",Toritie,tertiary,False,False,343.435,"LINESTRING (25.1820468 61.5661569, 25.1821016 61.5663098, 25.1821312 61.5664243, 25.1823054 61.5667092, 25.1824196 61.5668632, 25.1828286 61.5672912, 25.1829332 61.5674112, 25.1830473 61.5676195, 25.1831282 61.5679161, 25.1831432 61.5681907, 25.1830324 61.568526, 25.1828993 61.5687229, 25.1827661 61.5688339, 25.1823428 61.569049)",40,,
77112785,Toritie,tertiary,False,True,108.768,"LINESTRING (25.1820468 61.5661569, 25.1820238 61.5657188, 25.1820106 61.5655819, 25.1819842 61.5653074, 25.1819848 61.5651793)",40,,
198762823,Syrjänniementie,residential,False,False,235.81599999999997,"LINESTRING (25.1820468 61.5661569, 25.1821621 61.5661786, 25.1828303 61.5662567, 25.183023 61.5662999, 25.1834461 61.5664231, 25.1838379 61.5665281, 25.1841175 61.5665814, 25.1845409 61.566627, 25.1849084 61.5666308, 25.1851001 61.5665738, 25.1854197 61.566376, 25.1857073 61.5662581, 25.185955 61.566239)",,,
198762823,Syrjänniementie,residential,False,True,72.86,"LINESTRING (25.1820468 61.5661569, 25.1818423 61.5661308, 25.1811819 61.5661453, 25.1807116 61.5662307)",,,
481371988,,unclassified,False,True,107.154,"LINESTRING (25.1823428 61.569049, 25.1824081 61.5691034, 25.1829668 61.5693091, 25.1836956 61.5695523, 25.1839051 61.569652)",,,
