osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width
76028675,2813,Koivistontie,tertiary,40,False,False,36.534,"LINESTRING (23.3665379 60.9321217, 23.3662263 60.9324133)",
76028675,2813,Koivistontie,tertiary,40,False,True,304.47400000000005,"LINESTRING (23.3665379 60.9321217, 23.3669033 60.9313323, 23.3671026 60.9307397, 23.3673118 60.9299362, 23.3673717 60.9294183)",
260729783,,Puistokuja,unclassified,,False,False,169.629,"LINESTRING (23.3665379 60.9321217, 23.3669496 60.9322692, 23.3673293 60.9325075, 23.3679288 60.9328335, 23.3680954 60.9329016, 23.3688927 60.9330944)",
"[76028652, 76028687]",,Kauppilantie,residential,30,False,False,99.064,"LINESTRING (23.3645989 60.9363382, 23.3643551 60.9364141, 23.3639886 60.9365268, 23.3633105 60.9369541)",4
76028675,2813,Koivistontie,tertiary,40,False,True,195.62,"LINESTRING (23.3645989 60.9363382, 23.3644799 60.9361011, 23.3643976 60.9359098, 23.3643498 60.9357132, 23.3643691 60.934682, 23.3643762 60.9345915)",
260729675,,Ylikauppilantie,residential,,False,False,206.01999999999998,"LINESTRING (23.3645989 60.9363382, 23.3666044 60.9359753, 23.3678531 60.9357472, 23.3679478 60.9357387, 23.3680454 60.9357406, 23.3681751 60.935773)",
76028687,,Kauppilantie,residential,30,False,True,39.3,"LINESTRING (23.3617959 60.9377485, 23.3623098 60.9374983)",4
110020472,,Vaarantie,residential,,False,False,88.881,"LINESTRING (23.3652128 60.9305361, 23.3668523 60.9306023)",
110020468,,Marjakuja,residential,,False,False,160.651,"LINESTRING (23.3652128 60.9305361, 23.3647496 60.9314513, 23.3646155 60.9317875, 23.364576 60.9319462)",
110020472,,Vaarantie,residential,,False,True,101.644,"LINESTRING (23.3652128 60.9305361, 23.364197 60.9304322, 23.3633583 60.9303894)",
110020491,,Kirkkopellontie,residential,,False,True,116.503,"LINESTRING (23.364576 60.9319462, 23.3626701 60.931456)",
110020468,,Marjakuja,residential,,False,True,160.651,"LINESTRING (23.364576 60.9319462, 23.3646155 60.9317875, 23.3647496 60.9314513, 23.3652128 60.9305361)",
110020491,,Kirkkopellontie,residential,,False,False,103.206,"LINESTRING (23.364576 60.9319462, 23.3661057 60.9323729, 23.3662263 60.9324133)",
76028675,2813,Koivistontie,tertiary,40,False,True,36.534,"LINESTRING (23.3662263 60.9324133, 23.3665379 60.9321217)",
76028675,2813,Koivistontie,tertiary,40,False,False,198.07299999999998,"LINESTRING (23.3662263 60.9324133, 23.364663 60.9337546, 23.3645171 60.9339838)",
110020491,,Kirkkopellontie,residential,,False,True,103.206,"LINESTRING (23.3662263 60.9324133, 23.3661057 60.9323729, 23.364576 60.9319462)",
110020496,,Kirkkotie,residential,,False,False,134.377,"LINESTRING (23.3633583 60.9303894, 23.3639664 60.9292176)",
110020472,,Vaarantie,residential,,False,False,101.644,"LINESTRING (23.3633583 60.9303894, 23.364197 60.9304322, 23.3652128 60.9305361)",
110020496,,Kirkkotie,residential,,False,True,124.67699999999999,"LINESTRING (23.3633583 60.9303894, 23.3630866 60.9306798, 23.3628452 60.9311046, 23.3626701 60.931456)",
110020487,,Kaartotie,residential,,False,False,358.86400000000003,"LINESTRING (23.3623517 60.9320194, 23.3608979 60.9318188, 23.3595622 60.9316415, 23.3591813 60.9316937, 23.358838 60.9318083, 23.3586234 60.9319387, 23.3583499 60.9324547, 23.3581406 60.9327883, 23.3580602 60.9329785, 23.3580334 60.933161)",
110020496,,Kirkkotie,residential,,False,False,64.968,"LINESTRING (23.3623517 60.9320194, 23.3625824 60.9316025, 23.3626701 60.931456)",
110020496,,Kirkkotie,residential,,False,True,216.032,"LINESTRING (23.3623517 60.9320194, 23.3618528 60.9328196, 23.3613214 60.9338133, 23.3612405 60.933883)",
76028675,2813,Koivistontie,tertiary,40,False,False,68.001,"LINESTRING (23.3645171 60.9339838, 23.3643762 60.9345915)",
76028675,2813,Koivistontie,tertiary,40,False,True,198.07299999999998,"LINESTRING (23.3645171 60.9339838, 23.364663 60.9337546, 23.3662263 60.9324133)",
110020490,,Koivuviidantie,residential,,False,True,174.98,"LINESTRING (23.3645171 60.9339838, 23.3643018 60.9339845, 23.3631056 60.9339937, 23.3622716 60.9340245, 23.3615629 60.9340306, 23.3614248 60.9340126, 23.3613024 60.9339803)",
110020496,,Kirkkotie,residential,,False,True,134.377,"LINESTRING (23.3639664 60.9292176, 23.3633583 60.9303894)",
538306532,,Palosuonitie,residential,,False,False,36.294,"LINESTRING (23.3639664 60.9292176, 23.3636901 60.9291342, 23.3634809 60.929)",
538306532,,Palosuonitie,residential,,False,True,185.389,"LINESTRING (23.3639664 60.9292176, 23.3650017 60.9292827, 23.3672271 60.9294181, 23.3673717 60.9294183)",
110020472,,Vaarantie,residential,,False,True,88.881,"LINESTRING (23.3668523 60.9306023, 23.3652128 60.9305361)",
538306531,,Koivuahontie,residential,,False,False,325.02599999999995,"LINESTRING (23.3634809 60.929, 23.3630115 60.9288892, 23.3627915 60.9288631, 23.3626467 60.9288735, 23.3624428 60.9289178, 23.3609194 60.9295147, 23.3609045 60.9295393, 23.3600915 60.9308858)",
538306532,,Palosuonitie,residential,,False,True,36.294,"LINESTRING (23.3634809 60.929, 23.3636901 60.9291342, 23.3639664 60.9292176)",
76028675,2813,Koivistontie,tertiary,40,False,False,304.474,"LINESTRING (23.3673717 60.9294183, 23.3673118 60.9299362, 23.3671026 60.9307397, 23.3669033 60.9313323, 23.3665379 60.9321217)",
538306532,,Palosuonitie,residential,,False,False,185.389,"LINESTRING (23.3673717 60.9294183, 23.3672271 60.9294181, 23.3650017 60.9292827, 23.3639664 60.9292176)",
