osmid,name,highway,maxspeed,access,oneway,reversed,length,geometry,lanes,bridge,width,tunnel,junction
4516988,Hämeenkatu,residential,20,no,False,False,118.769,"LINESTRING (23.7526123 61.4971383, 23.7527872 61.4971506, 23.7528978 61.4971596, 23.7545962 61.4972813, 23.7548252 61.4972986)",,,,,
44919575,Hämeenpuisto,primary,40,,True,False,69.215,"LINESTRING (23.7526123 61.4971383, 23.7526065 61.4971572, 23.7525982 61.4971841, 23.7525782 61.4972486, 23.7524407 61.4976839, 23.752419 61.4977539)",2,,,,
43994303,Hämeenpuisto,primary,40,,True,False,155.522,"LINESTRING (23.7520776 61.4960647, 23.7520933 61.4960151, 23.7524798 61.4947974, 23.75252 61.4946821)",2,,,,
88807089,Hallituskatu,residential,30,,True,False,46.245999999999995,"LINESTRING (23.7520776 61.4960647, 23.7525139 61.4960989, 23.7529376 61.4961321)",,,,,
4516988,Hämeenkatu,residential,20,no,False,True,118.769,"LINESTRING (23.7548252 61.4972986, 23.7545962 61.4972813, 23.7528978 61.4971596, 23.7527872 61.4971506, 23.7526123 61.4971383)",,,,,
"[860167353, 44919572]",Hämeenkatu,residential,20,no,False,False,130.522,"LINESTRING (23.7548252 61.4972986, 23.755064 61.4973158, 23.7565456 61.4974225, 23.7568243 61.4974427, 23.7571846 61.4974689, 23.7572575 61.4974736)",,,,,
957630748,Näsilinnankatu,residential,30,,True,False,55.012,"LINESTRING (23.7548252 61.4972986, 23.754832 61.4972789, 23.754852 61.4972206, 23.7548583 61.4972024, 23.7549932 61.4968104)",,,,,
"[203182019, 948392615, 856518440, 208595113, 22964328, 214483691, 197862926, 197865263, 44919572, 409595252, 44109208, 609521821]",Hämeenkatu,residential,20,no,False,"[False, True]",456.101,"LINESTRING (23.7572575 61.4974736, 23.7583351 61.4975527, 23.758666 61.4975772, 23.7591642 61.4976127, 23.7596855 61.4976508, 23.7599134 61.497667, 23.7599899 61.4976726, 23.7603893 61.4977011, 23.7605712 61.4977145, 23.7608227 61.4977331, 23.7613548 61.4977718, 23.7616374 61.4977924, 23.7619371 61.4978142, 23.7621346 61.4978285, 23.7622615 61.4978377, 23.7630579 61.4978966, 23.7631422 61.4979028, 23.7643739 61.4979902, 23.7643906 61.4979915, 23.7646175 61.4980075, 23.7647093 61.4980143, 23.7648207 61.4980225, 23.7649256 61.4980302, 23.7651109 61.4980439, 23.7657195 61.4980886, 23.7657551 61.4980915)",,yes,,,
"[860167353, 44919572]",Hämeenkatu,residential,20,no,False,True,130.522,"LINESTRING (23.7572575 61.4974736, 23.7571846 61.4974689, 23.7568243 61.4974427, 23.7565456 61.4974225, 23.755064 61.4973158, 23.7548252 61.4972986)",,,,,
409321522,Rongankatu,residential,30,yes,True,False,32.633,"LINESTRING (23.7663937 61.5002047, 23.7661905 61.5001972, 23.7661426 61.5001986, 23.7658835 61.5002331, 23.7657927 61.5002452)",,,,,
