osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,access,width,junction
118998810,Tommilankuja,residential,30,False,False,98.845,"LINESTRING (23.6406876 61.4640214, 23.6405832 61.4640346, 23.6403859 61.4640553, 23.6398602 61.4641061, 23.6388679 61.4642069)",,,,,
158251803,Lentoasemantie,secondary,40,False,False,160.40800000000002,"LINESTRING (23.6406876 61.4640214, 23.6409277 61.4644534, 23.6412488 61.465238, 23.6413339 61.4654299)",2,13789,,,
158251803,Lentoasemantie,secondary,40,False,True,82.10400000000001,"LINESTRING (23.6406876 61.4640214, 23.6405047 61.4636892, 23.6403642 61.463434, 23.6402891 61.463308)",2,13789,,,
158251803,Lentoasemantie,secondary,40,False,False,122.564,"LINESTRING (23.6397377 61.4622377, 23.6400939 61.462929, 23.6402891 61.463308)",2,13789,,,
1267730744,Ollikantie,residential,40,False,True,102.314,"LINESTRING (23.6397377 61.4622377, 23.6404885 61.4621201, 23.6409638 61.4620197, 23.6415062 61.46188)",2,,,,
164918689,Perkiönpolku,residential,,False,True,91.04000000000002,"LINESTRING (23.6392653 61.4625328, 23.638783 61.4626082, 23.638229 61.4627289, 23.6380392 61.4627736, 23.6380008 61.4627826, 23.6377832 61.4628338, 23.6376944 61.4628563)",,,,,
34054477,Savikuja,residential,30,False,False,42.936,"LINESTRING (23.6545366 61.4675091, 23.654565 61.4675875, 23.6545766 61.4676508, 23.6545685 61.4677139, 23.6545587 61.4677613, 23.6545214 61.4678264, 23.654485 61.4678887)",,,,,
34054465,Lentäjänkatu,residential,30,False,True,76.382,"LINESTRING (23.654485 61.4678887, 23.6543319 61.4678597, 23.6541412 61.4678174, 23.6538314 61.46772, 23.6537804 61.4677004, 23.6536675 61.4676569, 23.6535243 61.4675929, 23.6533918 61.4675219, 23.6533363 61.4674902)",2,,,,
34054477,Savikuja,residential,30,False,True,42.936,"LINESTRING (23.654485 61.4678887, 23.6545214 61.4678264, 23.6545587 61.4677613, 23.6545685 61.4677139, 23.6545766 61.4676508, 23.654565 61.4675875, 23.6545366 61.4675091)",,,,,
34054465,Lentäjänkatu,residential,30,False,False,76.382,"LINESTRING (23.6533363 61.4674902, 23.6533918 61.4675219, 23.6535243 61.4675929, 23.6536675 61.4676569, 23.6537804 61.4677004, 23.6538314 61.46772, 23.6541412 61.4678174, 23.6543319 61.4678597, 23.654485 61.4678887)",2,,,,
"[181089006, 34054479]",Saveenraitti,residential,30,False,False,230.64599999999996,"LINESTRING (23.6533363 61.4674902, 23.6532105 61.4675585, 23.6527233 61.467836, 23.652468 61.4679756, 23.6519099 61.4682752, 23.6518505 61.4683204, 23.6517929 61.4684062, 23.651766 61.4684767, 23.6517231 61.4688085, 23.651726 61.4688569, 23.6517285 61.4688803, 23.6517365 61.4689174, 23.6517582 61.4689556, 23.6518411 61.4690175, 23.6519368 61.469147, 23.6520022 61.4692039, 23.6520542 61.4692615)",,,,,
148326348,Lentäjänkatu,residential,30,False,False,38.092999999999996,"LINESTRING (23.6533363 61.4674902, 23.6532747 61.4674494, 23.6532189 61.4674043, 23.6531765 61.4673485, 23.6531113 61.4672561, 23.6530535 61.4671778)",2,,,,
181089006,Saveenraitti,residential,30,False,False,137.91400000000002,"LINESTRING (23.6520542 61.4692615, 23.6522025 61.4692987, 23.6523951 61.4693445, 23.6524939 61.469363, 23.6526979 61.469446, 23.6527941 61.4694913, 23.6528491 61.4695371, 23.652833 61.469583, 23.6527918 61.469599, 23.6524043 61.4696838, 23.6523172 61.4696724, 23.6522278 61.4696334, 23.652161 61.4695675, 23.6521213 61.4695061, 23.6521096 61.4694515, 23.6521024 61.4694242, 23.6520902 61.4693239, 23.6520542 61.4692615)",,,,,
