osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,junction,bridge
26160421,2,Myllymäentie,tertiary,False,False,60.637,"LINESTRING (22.1068942 60.5708631, 22.1070328 60.5707832, 22.1075696 60.5704306)",,,
385572137,,Kurittulantie,tertiary,False,False,259.409,"LINESTRING (22.1068942 60.5708631, 22.1068007 60.5708147, 22.1066634 60.5707672, 22.1065226 60.5707225, 22.1063169 60.5706746, 22.1061756 60.5706503, 22.1059927 60.5706295, 22.1057883 60.5706177, 22.1055184 60.5706232, 22.1053204 60.5706358, 22.104724 60.570684, 22.103876 60.5707323, 22.1032301 60.5707676, 22.1030161 60.5707711, 22.1028303 60.5707654, 22.1026773 60.570757, 22.1025231 60.570745, 22.1023099 60.5707235)",,,
26160421,2,Myllymäentie,tertiary,False,True,60.637,"LINESTRING (22.1075696 60.5704306, 22.1070328 60.5707832, 22.1068942 60.5708631)",,,
26160430,,Laurintie,residential,False,False,40.551,"LINESTRING (22.1075696 60.5704306, 22.1071766 60.5702992, 22.1071238 60.5702673, 22.1070947 60.5702262, 22.1071095 60.5701803)",,,
26160430,,Laurintie,residential,False,False,112.384,"LINESTRING (22.1071095 60.5701803, 22.1059961 60.5700721, 22.105089 60.5699911)",,,
26160430,,Laurintie,residential,False,True,40.551,"LINESTRING (22.1071095 60.5701803, 22.1070947 60.5702262, 22.1071238 60.5702673, 22.1071766 60.5702992, 22.1075696 60.5704306)",,,
"[26160429, 26160431]",,"['Koulutie', 'Koulukuja']",residential,False,False,262.697,"LINESTRING (22.1071095 60.5701803, 22.1072639 60.5699271, 22.1073018 60.5698278, 22.1072974 60.5697077, 22.1072522 60.5694525, 22.1071175 60.56941, 22.1065135 60.5692197, 22.1057359 60.5689959, 22.1052848 60.5688668, 22.1049189 60.568741, 22.104747 60.5686776, 22.1046644 60.5686236, 22.1045488 60.5685441)",,,
"[26160429, 26160431]",,"['Koulutie', 'Koulukuja']",residential,False,True,262.697,"LINESTRING (22.1045488 60.5685441, 22.1046644 60.5686236, 22.104747 60.5686776, 22.1049189 60.568741, 22.1052848 60.5688668, 22.1057359 60.5689959, 22.1065135 60.5692197, 22.1071175 60.56941, 22.1072522 60.5694525, 22.1072974 60.5697077, 22.1073018 60.5698278, 22.1072639 60.5699271, 22.1071095 60.5701803)",,,
26160430,,Laurintie,residential,False,True,112.384,"LINESTRING (22.105089 60.5699911, 22.1059961 60.5700721, 22.1071095 60.5701803)",,,
59736835,,Hallintotie,tertiary,False,False,38.396,"LINESTRING (22.0951574 60.564959, 22.094737 60.5649076, 22.0944723 60.5648829)",,,
59736841,,Tapulitie,tertiary,False,True,16.917,"LINESTRING (22.0951574 60.564959, 22.0953814 60.5649414, 22.0954631 60.564935)",,,
1097684660,,Tapulitie,residential,False,True,349.191,"LINESTRING (22.0951574 60.564959, 22.0949757 60.565318, 22.0947557 60.5656317, 22.0942997 60.566296, 22.0941737 60.5666052, 22.0937687 60.5674875, 22.0937204 60.5677116, 22.0935106 60.5679852)",,,
59736841,,Tapulitie,tertiary,False,False,141.513,"LINESTRING (22.0978357 60.564473, 22.0975218 60.5644852, 22.0973078 60.5644986, 22.0971294 60.5645209, 22.096974 60.5645494, 22.096813 60.5645896, 22.0966824 60.5646269, 22.0963528 60.5647284, 22.0961876 60.564784, 22.09601 60.5648315, 22.0957729 60.564875, 22.0954631 60.564935)",,,
392500650,,Maskuntie,tertiary,False,False,206.94,"LINESTRING (22.0978357 60.564473, 22.0978349 60.5645879, 22.0978613 60.5647138, 22.0979109 60.5648266, 22.0979613 60.5649192, 22.0980786 60.5650751, 22.0981917 60.5651961, 22.0984825 60.5654965, 22.098566 60.5656122, 22.0986007 60.5656999, 22.0986279 60.5658177, 22.0986379 60.565952, 22.0985966 60.5662626)",,,
392500650,,Maskuntie,tertiary,False,True,129.364,"LINESTRING (22.0978357 60.564473, 22.0978704 60.564374, 22.0979233 60.5642773, 22.0979786 60.5642047, 22.0980943 60.5640983, 22.098248 60.5639968, 22.0984317 60.5639035, 22.0985528 60.5638416, 22.0990321 60.5636374, 22.0992021 60.5635648)",,,
59736841,,Tapulitie,tertiary,False,False,16.917,"LINESTRING (22.0954631 60.564935, 22.0953814 60.5649414, 22.0951574 60.564959)",,,
59736841,,Tapulitie,tertiary,False,True,141.513,"LINESTRING (22.0954631 60.564935, 22.0957729 60.564875, 22.09601 60.5648315, 22.0961876 60.564784, 22.0963528 60.5647284, 22.0966824 60.5646269, 22.096813 60.5645896, 22.096974 60.5645494, 22.0971294 60.5645209, 22.0973078 60.5644986, 22.0975218 60.5644852, 22.0978357 60.564473)",,,
335883540,,Riihipolku,residential,False,True,172.12,"LINESTRING (22.0954631 60.564935, 22.0958125 60.5651124, 22.0960255 60.5652747, 22.0964159 60.565493, 22.0966627 60.5656304, 22.0971107 60.5658505, 22.0976317 60.5660469)",,,
62216327,,Sähkötie,residential,False,False,81.689,"LINESTRING (22.0935106 60.5679852, 22.0941183 60.5680926, 22.0949114 60.5682418)",,,
1097684660,,Tapulitie,residential,False,False,349.191,"LINESTRING (22.0935106 60.5679852, 22.0937204 60.5677116, 22.0937687 60.5674875, 22.0941737 60.5666052, 22.0942997 60.566296, 22.0947557 60.5656317, 22.0949757 60.565318, 22.0951574 60.564959)",,,
62216327,,Sähkötie,residential,False,False,45.653,"LINESTRING (22.0949114 60.5682418, 22.0952402 60.5683623, 22.0955564 60.5685021)",,,
62216327,,Sähkötie,residential,False,True,81.689,"LINESTRING (22.0949114 60.5682418, 22.0941183 60.5680926, 22.0935106 60.5679852)",,,
62216329,,Jarmonkuja,residential,False,False,84.199,"LINESTRING (22.0949114 60.5682418, 22.09456 60.5686407, 22.0943327 60.5689433)",,,
62216329,,Jarmonkuja,residential,False,True,84.199,"LINESTRING (22.0943327 60.5689433, 22.09456 60.5686407, 22.0949114 60.5682418)",,,
62216327,,Sähkötie,residential,False,False,38.992000000000004,"LINESTRING (22.0955564 60.5685021, 22.0957776 60.5686555, 22.0959763 60.5687856)",,,
62216327,,Sähkötie,residential,False,True,45.653,"LINESTRING (22.0955564 60.5685021, 22.0952402 60.5683623, 22.0949114 60.5682418)",,,
335883541,,Untolantie,residential,False,True,214.55899999999997,"LINESTRING (22.0955564 60.5685021, 22.0957106 60.5683824, 22.0964045 60.5676744, 22.0970685 60.5670723, 22.0973615 60.5667896)",,,
62216327,,Sähkötie,residential,False,False,34.81,"LINESTRING (22.0959763 60.5687856, 22.0962461 60.5690692)",,,
62216331,,Sointutie,residential,False,False,46.827,"LINESTRING (22.0959763 60.5687856, 22.0952983 60.5690432)",,,
62216327,,Sähkötie,residential,False,True,38.992000000000004,"LINESTRING (22.0959763 60.5687856, 22.0957776 60.5686555, 22.0955564 60.5685021)",,,
