osmid,lanes,ref,name,highway,oneway,reversed,length,maxspeed,geometry,bridge,junction
954210637,2,170,Valtatie,secondary,False,False,52.6,,"LINESTRING (26.7301365 60.4927149, 26.7309677 60.4929519)",,
987202303,2,170,Valtatie,secondary,False,True,47.614,,"LINESTRING (26.7301365 60.4927149, 26.7293729 60.4925102)",,
"[250488392, 250488391]",,170,Valtatie,secondary,True,False,231.13100000000003,60,"LINESTRING (26.7425731 60.4956223, 26.7417097 60.4955014, 26.7406723 60.4953435, 26.7404386 60.4953053, 26.7401332 60.4952548, 26.739556 60.495146, 26.7391016 60.4950464, 26.7387456 60.4949579, 26.7386817 60.494946, 26.738596 60.4949412)",,
25557410,,,,secondary_link,False,False,149.839,,"LINESTRING (26.7333677 60.4927252, 26.7330502 60.4925845, 26.7328835 60.492515, 26.7326671 60.4924323, 26.7324507 60.492354, 26.7323675 60.4923261, 26.7322843 60.4923016, 26.7321887 60.4922799, 26.7320861 60.4922651, 26.7319819 60.4922594, 26.7318808 60.4922581, 26.7317657 60.4922599, 26.7316437 60.4922737, 26.731541 60.492293, 26.7314384 60.4923174, 26.7313428 60.4923497, 26.7312473 60.4923889, 26.7310916 60.4924708)",,
954210645,,,Siltakyläntie,tertiary,False,False,275.32099999999997,40,"LINESTRING (26.7333677 60.4927252, 26.734302 60.4922783, 26.7350357 60.4919142, 26.7352468 60.4918095, 26.7352672 60.4917997, 26.7357368 60.4915816, 26.735898 60.4915134, 26.7361703 60.4914173, 26.7363629 60.4913594, 26.7365036 60.4913214, 26.7369566 60.4912185, 26.7372205 60.4911769)",,
25557410,,,,secondary_link,False,True,149.83900000000003,,"LINESTRING (26.7310916 60.4924708, 26.7312473 60.4923889, 26.7313428 60.4923497, 26.7314384 60.4923174, 26.731541 60.492293, 26.7316437 60.4922737, 26.7317657 60.4922599, 26.7318808 60.4922581, 26.7319819 60.4922594, 26.7320861 60.4922651, 26.7321887 60.4922799, 26.7322843 60.4923016, 26.7323675 60.4923261, 26.7324507 60.492354, 26.7326671 60.4924323, 26.7328835 60.492515, 26.7330502 60.4925845, 26.7333677 60.4927252)",,
171677492,,,,secondary_link,True,False,58.300999999999995,,"LINESTRING (26.7310916 60.4924708, 26.7309677 60.492598, 26.7308686 60.4927044, 26.7308527 60.4927306, 26.7308402 60.4927561, 26.730835 60.4927837, 26.7308332 60.4928107, 26.730858 60.4928613, 26.7308939 60.4928986, 26.7309677 60.4929519)",,
954210637,2,170,Valtatie,secondary,False,True,52.6,,"LINESTRING (26.7309677 60.4929519, 26.7301365 60.4927149)",,
"[92316592, 954210636, 172307862, 172307863]",2,170,Valtatie,secondary,False,False,391.16200000000003,60,"LINESTRING (26.7309677 60.4929519, 26.7318299 60.4931931, 26.7324066 60.4933655, 26.7337539 60.4937737, 26.735573 60.4942581, 26.7372267 60.4946401)",yes,
42772848,,,Teollisuuskuja,unclassified,False,False,525.3069999999999,,"LINESTRING (26.7382777 60.4967497, 26.7387707 60.4967144, 26.7393766 60.4966708, 26.7396501 60.4966518, 26.7398539 60.4966412, 26.739966 60.4966353, 26.740208 60.4966319, 26.7404534 60.4966481, 26.741077 60.4967125, 26.7425898 60.496908, 26.7436358 60.4970681, 26.743888 60.4971194, 26.7439723 60.4971519, 26.7440354 60.4971879, 26.7441077 60.4972723, 26.7444324 60.4978848, 26.7446884 60.498358, 26.7448204 60.4986591, 26.7449094 60.4989186)",,
250488389,,,Malmisuontie,tertiary,False,False,119.605,,"LINESTRING (26.7382777 60.4967497, 26.7385638 60.4977239, 26.738595 60.4978139)",,
250488389,,,Malmisuontie,tertiary,False,True,162.96199999999996,,"LINESTRING (26.7382777 60.4967497, 26.7382409 60.4966186, 26.7381533 60.4963189, 26.7381031 60.496122, 26.7380751 60.4959734, 26.7380592 60.495832, 26.7380461 60.4956856, 26.7380477 60.4955316, 26.7380634 60.4954229, 26.7380883 60.4953597, 26.7381342 60.4952964)",,
92316580,,,Leivontie,residential,False,True,109.063,,"LINESTRING (26.7372004 60.4957906, 26.7371089 60.4958168, 26.7370173 60.4958298, 26.736896 60.4958351, 26.7367747 60.4958354, 26.7357233 60.495809, 26.7352298 60.4957931)",,
92316579,,,Kiuruntie,residential,False,True,154.085,,"LINESTRING (26.7375579 60.4967653, 26.7367962 60.4967283, 26.7353263 60.4966121, 26.7347792 60.496554)",,
92316584,,,Hanhentie,residential,False,True,64.751,,"LINESTRING (26.737912 60.4987255, 26.7388204 60.4985757, 26.7390347 60.4985427)",,
92316575,,,Pääskyntie,residential,False,False,245.41900000000004,,"LINESTRING (26.738595 60.4978139, 26.7383294 60.497827, 26.7381975 60.4978168, 26.7376595 60.4977629, 26.7364207 60.497653, 26.7346612 60.4975103, 26.7341784 60.497468)",,
250488389,,,Malmisuontie,tertiary,False,False,84.606,,"LINESTRING (26.738595 60.4978139, 26.7386995 60.4980296, 26.738813 60.498221, 26.7389214 60.4983783, 26.7390347 60.4985427)",,
250488389,,,Malmisuontie,tertiary,False,True,119.605,,"LINESTRING (26.738595 60.4978139, 26.7385638 60.4977239, 26.7382777 60.4967497)",,
180629422,,,Kangasmäentie,residential,False,False,10.949,,"LINESTRING (26.7341784 60.497468, 26.7342507 60.4973762)",,
92316575,,,Pääskyntie,residential,False,True,245.419,,"LINESTRING (26.7341784 60.497468, 26.7346612 60.4975103, 26.7364207 60.497653, 26.7376595 60.4977629, 26.7381975 60.4978168, 26.7383294 60.497827, 26.738595 60.4978139)",,
180629422,,,Kangasmäentie,residential,False,True,108.99499999999998,,"LINESTRING (26.7341784 60.497468, 26.7340655 60.4975896, 26.7339145 60.4977269, 26.7337623 60.4978519, 26.7335958 60.4979779, 26.7333674 60.4981368, 26.7331248 60.4982967)",,
180629422,,,Kangasmäentie,residential,False,False,16.957,,"LINESTRING (26.7347792 60.496554, 26.7348659 60.4964076)",,
92316579,,,Kiuruntie,residential,False,False,154.08499999999998,,"LINESTRING (26.7347792 60.496554, 26.7353263 60.4966121, 26.7367962 60.4967283, 26.7375579 60.4967653)",,
180629422,,,Kangasmäentie,residential,False,True,95.926,,"LINESTRING (26.7347792 60.496554, 26.7346933 60.4966966, 26.7344763 60.4970541, 26.7343787 60.4972056, 26.7342507 60.4973762)",,
180629422,,,Kangasmäentie,residential,False,True,16.841,,"LINESTRING (26.7352298 60.4957931, 26.7351437 60.4959385)",,
92316580,,,Leivontie,residential,False,False,109.063,,"LINESTRING (26.7352298 60.4957931, 26.7357233 60.495809, 26.7367747 60.4958354, 26.736896 60.4958351, 26.7370173 60.4958298, 26.7371089 60.4958168, 26.7372004 60.4957906)",,
180629422,,,Kangasmäentie,residential,False,False,101.66199999999999,,"LINESTRING (26.7352298 60.4957931, 26.7353263 60.4956187, 26.7355838 60.4951379, 26.7357125 60.4949103)",,
180629422,,,Kangasmäentie,residential,False,False,30.899,,"LINESTRING (26.7357125 60.4949103, 26.7358263 60.494706, 26.7358601 60.4946421)",,
180629422,,,Kangasmäentie,residential,False,True,101.662,,"LINESTRING (26.7357125 60.4949103, 26.7355838 60.4951379, 26.7353263 60.4956187, 26.7352298 60.4957931)",,
180629434,,,Peipontie,residential,False,False,362.27799999999996,,"LINESTRING (26.7357125 60.4949103, 26.7324667 60.4948812, 26.7324263 60.4948842, 26.732386 60.4948919, 26.7323456 60.4949041, 26.7323192 60.4949208, 26.732297 60.494939, 26.7322824 60.4949572, 26.732271 60.4949781, 26.7322656 60.4949975, 26.7322225 60.4954574, 26.7322095 60.4954897, 26.7321844 60.4955219, 26.7321442 60.4955445, 26.732092 60.4955642, 26.7320315 60.4955742, 26.7319559 60.4955782, 26.7318574 60.49558, 26.7302663 60.4955724)",,
92316582,,,Suvijärventie,unclassified,False,True,145.18900000000002,,"LINESTRING (26.7358601 60.4946421, 26.7366419 60.4949097, 26.7372494 60.4951176, 26.7374452 60.4951731, 26.7376286 60.495211, 26.7378346 60.4952478, 26.7381342 60.4952964)",,
180629422,,,Kangasmäentie,residential,False,True,30.899,,"LINESTRING (26.7358601 60.4946421, 26.7358263 60.494706, 26.7357125 60.4949103)",,
