osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,tunnel,bridge,junction
32815596,True,2,Tikkurilantie,secondary,50,False,11.369,"LINESTRING (25.0355577 60.28945, 25.0353516 60.2894545)",,,
202255582,True,2,Kielotie,tertiary,40,False,38.415,"LINESTRING (25.0355577 60.28945, 25.0356703 60.2895775, 25.0357186 60.2897824)",,,
30621371,True,,Väritehtaankatu,unclassified,50,False,8.234,"LINESTRING (25.048991 60.2919005, 25.049123 60.2918658)",,,
"[127655114, 42715986, 1202087943]",True,2,Tikkurilantie,secondary,50,False,230.32800000000003,"LINESTRING (25.048991 60.2919005, 25.048826 60.2918507, 25.0481375 60.2916689, 25.0479121 60.2915792, 25.0477432 60.2914994, 25.0476439 60.2914575, 25.0474951 60.2913705, 25.0474025 60.291306, 25.0472134 60.2911578, 25.0469649 60.2910109, 25.0468366 60.2909351, 25.0462551 60.2906159, 25.0461926 60.290591, 25.0459774 60.2905058)",,,
145472619,False,,Kuninkaalantie,unclassified,,True,8.61,"LINESTRING (25.0459774 60.2905058, 25.0460851 60.2904497)",,,
"[322534930, 25683091, 55228727]",False,,Vernissakatu,unclassified,30,False,102.16900000000001,"LINESTRING (25.0459774 60.2905058, 25.0458546 60.2905645, 25.0458121 60.2905863, 25.0457792 60.2906055, 25.0455446 60.2907462, 25.0455262 60.2907569, 25.0453336 60.29084, 25.0449629 60.2910588, 25.0447407 60.2911882)",yes,,
145472622,True,1,Tikkurilantie,secondary,,False,58.443,"LINESTRING (25.0459774 60.2905058, 25.0457414 60.290421, 25.0453363 60.2902933, 25.0451175 60.2901998)",,,
44840272,False,2,Tikkurilantie,secondary,50,False,213.622,"LINESTRING (25.0451175 60.2901998, 25.0447562 60.2900949, 25.044558 60.2900478, 25.0443474 60.2900089, 25.0441415 60.2899824, 25.0439675 60.289968, 25.0437588 60.2899578, 25.0436058 60.2899585, 25.0434528 60.2899591, 25.0426683 60.2900062, 25.0420751 60.2900369, 25.041358 60.2900765)",,,
44840274,True,2,Tikkurilantie,secondary,,False,60.297000000000004,"LINESTRING (25.0451175 60.2901998, 25.0453886 60.2902508, 25.0457546 60.29035, 25.0458246 60.290369, 25.0460851 60.2904497)",,,
"[64132065, 202030850, 202257746, 32596439]",False,4,Kielotie,tertiary,40,True,91.467,"LINESTRING (25.0361767 60.290573, 25.0360612 60.2903853, 25.0358287 60.2899762, 25.0357499 60.2898374, 25.0357186 60.2897824)",,,
