osmid,name,highway,maxspeed,oneway,reversed,length,width,geometry,lanes,ref
255448103,Viertotie,residential,40,False,False,35.894,5,"LINESTRING (24.4477063 60.7192609, 24.4477978 60.71927, 24.4483532 60.7193249)",,
255448103,Viertotie,residential,40,False,True,105.58,5,"LINESTRING (24.4477063 60.7192609, 24.4474436 60.7192492, 24.4471379 60.7192615, 24.4467096 60.7193057, 24.4458234 60.7194486)",,
255448103,Viertotie,residential,40,False,False,84.076,5,"LINESTRING (24.4483532 60.7193249, 24.449876 60.7194553)",,
162072691,Kalliotie,residential,40,False,False,159.849,4,"LINESTRING (24.4483532 60.7193249, 24.4483364 60.7193929, 24.4483212 60.7194543, 24.4487837 60.7207418)",,
255448103,Viertotie,residential,40,False,True,35.894,5,"LINESTRING (24.4483532 60.7193249, 24.4477978 60.71927, 24.4477063 60.7192609)",,
27922253,Yhdystie,tertiary,40,False,True,183.067,,"LINESTRING (24.4428224 60.7201874, 24.4428675 60.7202624, 24.4431698 60.7208243, 24.4433425 60.7211797, 24.4436234 60.7217862)",2,
"[162072686, 255448103]",Viertotie,residential,40,False,False,184.68900000000002,5,"LINESTRING (24.4428224 60.7201874, 24.4430982 60.7201457, 24.4433328 60.7201089, 24.4436897 60.7200493, 24.4439764 60.7199844, 24.4445603 60.7197663, 24.4447855 60.7196886, 24.4450441 60.7195944, 24.445399 60.7195183, 24.4458234 60.7194486)",,
255448105,Yhdystie,tertiary,40,False,False,151.794,,"LINESTRING (24.4428224 60.7201874, 24.4424658 60.7195577, 24.44236 60.7193832, 24.4420519 60.7188754)",,
255448103,Viertotie,residential,40,False,True,84.076,5,"LINESTRING (24.449876 60.7194553, 24.4483532 60.7193249)",,
162072684,Varistie,residential,40,False,False,139.352,5,"LINESTRING (24.449876 60.7194553, 24.4498928 60.7195054, 24.450292 60.7206919)",,
162072684,Varistie,residential,40,False,True,139.352,5,"LINESTRING (24.450292 60.7206919, 24.4498928 60.7195054, 24.449876 60.7194553)",,
162072730,Kyyniönlahdentie,residential,,False,False,20.904,5,"LINESTRING (24.4404239 60.7132199, 24.4405534 60.7130429)",,
162072699,Opintie,residential,40,False,True,513.79,5,"LINESTRING (24.4404239 60.7132199, 24.4405368 60.7132667, 24.4417977 60.713789, 24.44316 60.7143533, 24.4439103 60.7144505, 24.4444648 60.7144206, 24.4452497 60.7142202, 24.4455983 60.7142221, 24.4466103 60.7144264, 24.4472482 60.7146076, 24.4477696 60.7148736, 24.4479827 60.715003, 24.4479842 60.7150932, 24.4479801 60.7151825)",,
162072730,Kyyniönlahdentie,residential,,False,True,170.095,5,"LINESTRING (24.4404239 60.7132199, 24.4397563 60.7136804, 24.4393728 60.7138513, 24.4386711 60.714164, 24.4382978 60.7143304)",,
162072674,Mäkitie,residential,40,False,False,140.112,,"LINESTRING (24.4458234 60.7194486, 24.4458573 60.7194875, 24.4463455 60.7201705, 24.4465043 60.7206586)",,
255448103,Viertotie,residential,40,False,False,105.58,5,"LINESTRING (24.4458234 60.7194486, 24.4467096 60.7193057, 24.4471379 60.7192615, 24.4474436 60.7192492, 24.4477063 60.7192609)",,
"[162072686, 255448103]",Viertotie,residential,40,False,True,184.68900000000002,5,"LINESTRING (24.4458234 60.7194486, 24.445399 60.7195183, 24.4450441 60.7195944, 24.4447855 60.7196886, 24.4445603 60.7197663, 24.4439764 60.7199844, 24.4436897 60.7200493, 24.4433328 60.7201089, 24.4430982 60.7201457, 24.4428224 60.7201874)",,
162072674,Mäkitie,residential,40,False,True,140.112,,"LINESTRING (24.4465043 60.7206586, 24.4463455 60.7201705, 24.4458573 60.7194875, 24.4458234 60.7194486)",,
"[51844068, 27922358]",Pilpalantie,tertiary,"['40', '50']",False,True,79.781,,"LINESTRING (24.4382978 60.7143304, 24.4383878 60.7144289, 24.4386347 60.714699, 24.4389215 60.7149796)",,
162072730,Kyyniönlahdentie,residential,,False,False,170.095,5,"LINESTRING (24.4382978 60.7143304, 24.4386711 60.714164, 24.4393728 60.7138513, 24.4397563 60.7136804, 24.4404239 60.7132199)",,
162096761,Kotorinne,residential,,False,True,88.28499999999998,4,"LINESTRING (24.4463635 60.7152061, 24.4464712 60.7152099, 24.4472315 60.7151653, 24.44793 60.7151813, 24.4479801 60.7151825)",,
162072699,Opintie,residential,40,False,False,109.412,5,"LINESTRING (24.4475193 60.7161403, 24.4479801 60.7151825)",,
162072699,Opintie,residential,40,False,True,101.467,5,"LINESTRING (24.4475193 60.7161403, 24.4472212 60.7168213, 24.4471547 60.7169637, 24.4471242 60.7170321)",,
162096770,Kotokuja,residential,,False,False,95.906,3,"LINESTRING (24.4475193 60.7161403, 24.4474053 60.7161528, 24.4472792 60.7161778, 24.4467207 60.7161469, 24.4465504 60.7161214, 24.4462902 60.71604, 24.4461722 60.7159869, 24.4460179 60.7159413, 24.4458997 60.7159291)",,
27922358,Pilpalantie,tertiary,40,False,False,220.934,,"LINESTRING (24.4408405 60.7167303, 24.4406077 60.7165198, 24.4395464 60.7155909, 24.4391646 60.7152174, 24.4389215 60.7149796)",,
27922358,Pilpalantie,tertiary,40,False,True,130.67000000000002,,"LINESTRING (24.4408405 60.7167303, 24.4411771 60.7170183, 24.4417434 60.7176528, 24.4417865 60.7178024)",,
162096760,Kirkkorinne,residential,40,False,False,168.962,4,"LINESTRING (24.4408405 60.7167303, 24.4407003 60.7167549, 24.4399492 60.7167777, 24.4394951 60.7168152, 24.4390015 60.7168389, 24.4388409 60.7168251, 24.4382652 60.7167488, 24.4377996 60.7166756)",,
162072708,Jokiniementie,tertiary,40,False,False,142.278,,"LINESTRING (24.4441146 60.7172253, 24.4434121 60.7173566, 24.4421193 60.7177038, 24.4417865 60.7178024)",,
162072708,Jokiniementie,tertiary,40,False,True,165.834,,"LINESTRING (24.4441146 60.7172253, 24.4442722 60.7172102, 24.4444662 60.7171857, 24.4451231 60.7171149, 24.4458446 60.7170613, 24.4461414 60.7170449, 24.4466455 60.717017, 24.4468063 60.7170222, 24.4471242 60.7170321)",,
162096767,Urheilutie,residential,,False,False,147.256,3,"LINESTRING (24.4441146 60.7172253, 24.4441433 60.7172911, 24.4441675 60.7173813, 24.4441749 60.7175407, 24.4442991 60.717684, 24.4445213 60.717835, 24.4456074 60.7182349)",,
162096762,Päätetie,residential,,False,False,70.07300000000001,2,"LINESTRING (24.4456074 60.7182349, 24.4455437 60.7183523, 24.4453666 60.7185334, 24.4453036 60.7186285, 24.4453559 60.7187059, 24.4455839 60.7187656)",,
162096767,Urheilutie,residential,,False,False,53.276999999999994,3,"LINESTRING (24.4456074 60.7182349, 24.4457743 60.718291, 24.4458917 60.7183454, 24.4459936 60.7184491, 24.4460352 60.7185409, 24.4460121 60.7186321)",,
162096767,Urheilutie,residential,,False,True,147.25599999999997,3,"LINESTRING (24.4456074 60.7182349, 24.4445213 60.717835, 24.4442991 60.717684, 24.4441749 60.7175407, 24.4441675 60.7173813, 24.4441433 60.7172911, 24.4441146 60.7172253)",,
162096762,Päätetie,residential,,False,True,70.073,2,"LINESTRING (24.4455839 60.7187656, 24.4453559 60.7187059, 24.4453036 60.7186285, 24.4453666 60.7185334, 24.4455437 60.7183523, 24.4456074 60.7182349)",,
162072730,Kyyniönlahdentie,residential,,False,True,20.904,5,"LINESTRING (24.4405534 60.7130429, 24.4404239 60.7132199)",,
162096760,Kirkkorinne,residential,40,False,True,10.557,4,"LINESTRING (24.4356634 60.7164642, 24.4358477 60.716494)",,
162096745,Haapakuja,residential,40,False,True,107.452,4,"LINESTRING (24.435831 60.7174674, 24.4358249 60.7172832, 24.4362041 60.7165234)",,
162096770,Kotokuja,residential,,False,True,95.90599999999999,3,"LINESTRING (24.4458997 60.7159291, 24.4460179 60.7159413, 24.4461722 60.7159869, 24.4462902 60.71604, 24.4465504 60.7161214, 24.4467207 60.7161469, 24.4472792 60.7161778, 24.4474053 60.7161528, 24.4475193 60.7161403)",,
"[51844068, 27922358]",Pilpalantie,tertiary,"['40', '50']",False,False,79.78099999999999,,"LINESTRING (24.4389215 60.7149796, 24.4386347 60.714699, 24.4383878 60.7144289, 24.4382978 60.7143304)",,
27922358,Pilpalantie,tertiary,40,False,True,220.934,,"LINESTRING (24.4389215 60.7149796, 24.4391646 60.7152174, 24.4395464 60.7155909, 24.4406077 60.7165198, 24.4408405 60.7167303)",,
162096747,Uotilantie,residential,40,False,False,204.593,,"LINESTRING (24.4389215 60.7149796, 24.4388591 60.7150027, 24.438498 60.7151377, 24.4379255 60.7162141, 24.4377985 60.7165547, 24.4377996 60.7166756)",,
162096760,Kirkkorinne,residential,40,False,False,10.557,4,"LINESTRING (24.4358477 60.716494, 24.4356634 60.7164642)",,
162096760,Kirkkorinne,residential,40,False,True,19.658,4,"LINESTRING (24.4358477 60.716494, 24.4362041 60.7165234)",,
162096769,Leppäkuja,residential,40,False,False,57.938,4,"LINESTRING (24.4358477 60.716494, 24.436041 60.7159816)",,
162096748,Holvitie,residential,40,False,True,181.648,,"LINESTRING (24.4392392 60.7187571, 24.4394084 60.718538, 24.4397319 60.7183651, 24.4402047 60.7181859, 24.4406378 60.7180194, 24.4408484 60.7179831, 24.4415063 60.7178692, 24.4417865 60.7178024)",,
162096769,Leppäkuja,residential,40,False,True,57.938,4,"LINESTRING (24.436041 60.7159816, 24.4358477 60.716494)",,
162096760,Kirkkorinne,residential,40,False,False,19.658,4,"LINESTRING (24.4362041 60.7165234, 24.4358477 60.716494)",,
162096760,Kirkkorinne,residential,40,False,True,88.412,4,"LINESTRING (24.4362041 60.7165234, 24.4377996 60.7166756)",,
162096745,Haapakuja,residential,40,False,False,107.452,4,"LINESTRING (24.4362041 60.7165234, 24.4358249 60.7172832, 24.435831 60.7174674)",,
162072699,Opintie,residential,40,False,True,109.412,5,"LINESTRING (24.4479801 60.7151825, 24.4475193 60.7161403)",,
162072699,Opintie,residential,40,False,False,513.7900000000001,5,"LINESTRING (24.4479801 60.7151825, 24.4479842 60.7150932, 24.4479827 60.715003, 24.4477696 60.7148736, 24.4472482 60.7146076, 24.4466103 60.7144264, 24.4455983 60.7142221, 24.4452497 60.7142202, 24.4444648 60.7144206, 24.4439103 60.7144505, 24.44316 60.7143533, 24.4417977 60.713789, 24.4405368 60.7132667, 24.4404239 60.7132199)",,
162096761,Kotorinne,residential,,False,False,88.28500000000001,4,"LINESTRING (24.4479801 60.7151825, 24.44793 60.7151813, 24.4472315 60.7151653, 24.4464712 60.7152099, 24.4463635 60.7152061)",,
162096760,Kirkkorinne,residential,40,False,False,88.412,4,"LINESTRING (24.4377996 60.7166756, 24.4362041 60.7165234)",,
162096747,Uotilantie,residential,40,False,True,204.593,,"LINESTRING (24.4377996 60.7166756, 24.4377985 60.7165547, 24.4379255 60.7162141, 24.438498 60.7151377, 24.4388591 60.7150027, 24.4389215 60.7149796)",,
162096760,Kirkkorinne,residential,40,False,True,168.96200000000002,4,"LINESTRING (24.4377996 60.7166756, 24.4382652 60.7167488, 24.4388409 60.7168251, 24.4390015 60.7168389, 24.4394951 60.7168152, 24.4399492 60.7167777, 24.4407003 60.7167549, 24.4408405 60.7167303)",,
162096767,Urheilutie,residential,,False,True,53.277,3,"LINESTRING (24.4460121 60.7186321, 24.4460352 60.7185409, 24.4459936 60.7184491, 24.4458917 60.7183454, 24.4457743 60.718291, 24.4456074 60.7182349)",,
349583222,Peltotie,residential,,False,False,111.72,,"LINESTRING (24.4332744 60.7183542, 24.4337897 60.7193268)",,
349583222,Peltotie,residential,,False,True,111.72,,"LINESTRING (24.4337897 60.7193268, 24.4332744 60.7183542)",,
349583222,Peltotie,residential,,False,False,115.13,,"LINESTRING (24.4337897 60.7193268, 24.4339011 60.7194269, 24.4342943 60.7196948, 24.4345243 60.7199266, 24.4347876 60.720165, 24.4348557 60.7202185)",,
349583223,Pitotie,residential,,False,False,81.256,,"LINESTRING (24.4337897 60.7193268, 24.4330784 60.7194661, 24.4324338 60.7196315)",,
349583223,Pitotie,residential,,False,True,81.256,,"LINESTRING (24.4324338 60.7196315, 24.4330784 60.7194661, 24.4337897 60.7193268)",,
72323277,Rinnetie,residential,,False,False,247.423,,"LINESTRING (24.440569 60.7218232, 24.440369 60.7218139, 24.4401571 60.7217824, 24.4400123 60.7217194, 24.4398996 60.7215843, 24.4399747 60.7214466, 24.4398395 60.7211482, 24.4395912 60.7209363, 24.4392358 60.7207159, 24.4386886 60.7203263, 24.4384597 60.7200136)",,
51844066,Kauppatie,residential,40,False,False,12.683,,"LINESTRING (24.438446 60.7195219, 24.4383926 60.7195393, 24.438235 60.7195692)",,
51844066,Kauppatie,residential,40,False,True,208.881,,"LINESTRING (24.438446 60.7195219, 24.4391466 60.7193933, 24.4393267 60.7193602, 24.4393966 60.7193474, 24.440352 60.719172, 24.4405305 60.7191392, 24.441035 60.7190542, 24.4417635 60.7189225, 24.4420519 60.7188754)",,
490454728,Tupatie,residential,,False,True,77.515,,"LINESTRING (24.438446 60.7195219, 24.4384026 60.7194654, 24.4382031 60.7191745, 24.4379576 60.7188672)",,
490454728,Tupatie,residential,,False,False,77.515,,"LINESTRING (24.4379576 60.7188672, 24.4382031 60.7191745, 24.4384026 60.7194654, 24.438446 60.7195219)",,
