osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,width,junction,lanes
23954291,14365,Pirkantie,tertiary,False,False,93.994,"LINESTRING (23.7774744 62.2443737, 23.7773611 62.2441402, 23.7771341 62.2438653, 23.7768086 62.2435933)",,,,
479366465,,,unclassified,False,False,66.34,"LINESTRING (23.7774744 62.2443737, 23.777486 62.244248, 23.7776955 62.2441189, 23.7779359 62.2440443, 23.7781146 62.2439969, 23.7782662 62.2439622)",,,,
23954291,14365,Pirkantie,tertiary,False,False,83.93299999999999,"LINESTRING (23.7768086 62.2435933, 23.7767002 62.2435452, 23.7764941 62.2434405, 23.7760169 62.2432441, 23.7756232 62.2430794)",,,,
23954291,14365,Pirkantie,tertiary,False,True,93.994,"LINESTRING (23.7768086 62.2435933, 23.7771341 62.2438653, 23.7773611 62.2441402, 23.7774744 62.2443737)",,,,
42034374,,Kitusentie,residential,False,False,86.101,"LINESTRING (23.7768086 62.2435933, 23.7774943 62.2437964, 23.7782662 62.2439622)",,,,
25922197,,Virtaintie,tertiary,False,False,362.655,"LINESTRING (23.7701394 62.2409673, 23.7699074 62.2411473, 23.7698492 62.2411925, 23.7697677 62.241254, 23.7694179 62.241518, 23.7691019 62.2417889, 23.7685746 62.2423458, 23.7679167 62.2430651, 23.7674935 62.2435674, 23.7673555 62.2437262, 23.7672776 62.2439296)",40,,,
25922197,,Virtaintie,tertiary,False,True,113.479,"LINESTRING (23.7701394 62.2409673, 23.7704106 62.2407588, 23.7707153 62.2404988, 23.771114 62.2401601, 23.7712112 62.2400774)",40,,,
42715912,,Keskustie,tertiary,False,False,113.011,"LINESTRING (23.7701394 62.2409673, 23.7703752 62.2410337, 23.7711742 62.2412585, 23.7713391 62.241327, 23.7717393 62.2414931, 23.7719006 62.2415601)",,8,,
25922197,,Virtaintie,tertiary,False,False,133.68,"LINESTRING (23.7734166 62.2384461, 23.7732662 62.2385059, 23.7732476 62.2385141, 23.7730614 62.2385963, 23.7728621 62.2387221, 23.7725153 62.2389991, 23.7720952 62.2393532, 23.7719944 62.2394382)",40,,,
42716182,,Virtaintie,tertiary,True,False,14.934000000000001,"LINESTRING (23.7734166 62.2384461, 23.77338 62.2384165, 23.7733682 62.2383901, 23.7733766 62.2383556, 23.7734156 62.2383217)",,,roundabout,
