osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction
974896892,Koillisväylä,tertiary,False,False,41.074,"LINESTRING (26.9888282 65.3607344, 26.9884161 65.3610614)",,,
974896892,Koillisväylä,tertiary,False,True,94.001,"LINESTRING (26.9888282 65.3607344, 26.9889545 65.360647, 26.9890693 65.360558, 26.9893312 65.3604131, 26.9896333 65.360282, 26.9898781 65.3601604, 26.9900337 65.3600591)",,,
128077454,Kurentie,tertiary,False,True,212.346,"LINESTRING (27.005668 65.3591252, 27.0047104 65.3588994, 27.0035598 65.3585573, 27.0018748 65.3580582)",2,40,
178556959,Pappilantie,residential,False,False,122.065,"LINESTRING (27.005668 65.3591252, 27.0061478 65.3588847, 27.0065258 65.3586031, 27.0069073 65.3581691)",2,40,
178556959,Pappilantie,residential,False,True,287.43500000000006,"LINESTRING (27.005668 65.3591252, 27.0055 65.3591922, 27.0041758 65.3597205, 27.0036031 65.3599413, 27.0025653 65.3603414, 27.0023263 65.3604446, 27.002259 65.3605081, 27.0022058 65.3606004, 27.0020369 65.3609968, 27.0019655 65.3610912)",2,40,
178556959,Pappilantie,residential,False,True,92.833,"LINESTRING (27.0076578 65.3573951, 27.0069073 65.3581691)",2,40,
"[125847872, 125847870, 125847871]","['Huhtotie', 'Mustanlammentie', 'Saunatie']",residential,False,False,289.709,"LINESTRING (27.0076578 65.3573951, 27.0058638 65.3570976, 27.005727 65.3571032, 27.0055634 65.3571601, 27.0051288 65.3574286, 27.0048633 65.35763, 27.0048563 65.3577826, 27.0049892 65.3578489, 27.0069073 65.3581691)",2,40,
178556959,Pappilantie,residential,False,False,91.716,"LINESTRING (27.0076578 65.3573951, 27.0083629 65.356709, 27.0084361 65.3566368)",2,40,
974896892,Koillisväylä,tertiary,False,False,94.001,"LINESTRING (26.9900337 65.3600591, 26.9898781 65.3601604, 26.9896333 65.360282, 26.9893312 65.3604131, 26.9890693 65.360558, 26.9889545 65.360647, 26.9888282 65.3607344)",,,
1177612045,Koillisväylä,tertiary,True,False,29.041,"LINESTRING (26.9900337 65.3600591, 26.9901215 65.3599054, 26.9901229 65.3598501, 26.9900977 65.3598034)",1,,
974661902,,tertiary,True,False,18.984,"LINESTRING (26.9905252 65.3596147, 26.9905652 65.359654, 26.9905735 65.3596965, 26.9905494 65.359738, 26.9904951 65.3597742)",1,,circular
1177612046,Varsitie,tertiary,True,False,29.200000000000003,"LINESTRING (26.9905252 65.3596147, 26.9906765 65.3596415, 26.990814 65.3596604, 26.9909552 65.3596741, 26.9911293 65.359684)",1,,
26159010,Varsitie,tertiary,False,False,36.621,"LINESTRING (26.997376 65.3599705, 26.9977679 65.3600674, 26.9980506 65.3601418)",2,40,
26159010,Varsitie,tertiary,False,True,84.709,"LINESTRING (26.997376 65.3599705, 26.9968871 65.3598431, 26.9962896 65.3596931, 26.9960703 65.3596432, 26.9959422 65.3596208, 26.9957899 65.3595949)",2,40,
26159011,Oikopolku,unclassified,False,False,125.23399999999998,"LINESTRING (26.997376 65.3599705, 26.9972227 65.3600679, 26.9971141 65.3601429, 26.9968183 65.3603421, 26.9966205 65.3604725, 26.9959543 65.3609281)",,,
117366478,Rimmintie,tertiary,False,False,26.683,"LINESTRING (26.9884916 65.3598156, 26.9887274 65.3598026, 26.9890594 65.3597768)",,,
330990284,Jukolantie,residential,False,True,26.549,"LINESTRING (26.9884916 65.3598156, 26.9884551 65.3597366, 26.9883934 65.3595804)",,,
117366478,Rimmintie,tertiary,False,True,26.683,"LINESTRING (26.9890594 65.3597768, 26.9887274 65.3598026, 26.9884916 65.3598156)",,,
1177612040,Rimmintie,tertiary,True,False,44.951,"LINESTRING (26.9890594 65.3597768, 26.9896917 65.3596808, 26.9898562 65.3596559, 26.989961 65.3596301)",1,,
128077454,Kurentie,tertiary,False,True,21.994,"LINESTRING (26.9985683 65.357034, 26.9981923 65.3569134)",2,40,
128077454,Kurentie,tertiary,False,False,61.651,"LINESTRING (26.9985683 65.357034, 26.9994832 65.3573145, 26.9996426 65.3573607)",2,40,
130799193,Toritie,residential,False,True,312.61199999999997,"LINESTRING (26.9985683 65.357034, 26.9984499 65.3571186, 26.9983741 65.3571888, 26.998336 65.357224, 26.9967315 65.3587081, 26.996355 65.3590474, 26.9959553 65.3594354, 26.9958999 65.3594903, 26.9957899 65.3595949)",2,40,
178556959,Pappilantie,residential,False,False,92.833,"LINESTRING (27.0069073 65.3581691, 27.0076578 65.3573951)",2,40,
"[125847872, 125847870, 125847871]","['Mustanlammentie', 'Saunatie', 'Huhtotie']",residential,False,True,289.709,"LINESTRING (27.0069073 65.3581691, 27.0049892 65.3578489, 27.0048563 65.3577826, 27.0048633 65.35763, 27.0051288 65.3574286, 27.0055634 65.3571601, 27.005727 65.3571032, 27.0058638 65.3570976, 27.0076578 65.3573951)",2,40,
178556959,Pappilantie,residential,False,True,122.065,"LINESTRING (27.0069073 65.3581691, 27.0065258 65.3586031, 27.0061478 65.3588847, 27.005668 65.3591252)",2,40,
128059988,Juhontie,residential,False,True,54.831,"LINESTRING (27.0086314 65.3613264, 27.0085276 65.3618176)",2,40,
26159010,Varsitie,tertiary,False,True,310.232,"LINESTRING (27.0086314 65.3613264, 27.0083102 65.3613167, 27.0038246 65.3611812, 27.0025547 65.3611302, 27.0023486 65.3611165, 27.0021415 65.3611069, 27.0019655 65.3610912)",2,40,
128077454,Kurentie,tertiary,False,False,65.283,"LINESTRING (26.9959303 65.3563671, 26.9961655 65.3564483, 26.9963856 65.356495, 26.9969941 65.3565919, 26.9971803 65.356627)",2,40,
