osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,bridge,area,junction
12580675,Joensuuntie,tertiary,False,False,95.999,"LINESTRING (23.5138011 60.6296002, 23.5138617 60.6295244, 23.5142713 60.6289788, 23.514427 60.6287934)",,,,,
12580675,Joensuuntie,tertiary,False,True,64.534,"LINESTRING (23.5138011 60.6296002, 23.5137438 60.6296738, 23.5133972 60.6301457)",,,,,
12584234,Kiiruuntie,residential,False,True,126.064,"LINESTRING (23.5138011 60.6296002, 23.51363 60.6295668, 23.5134822 60.6295639, 23.5130077 60.6295672, 23.5117893 60.6295795, 23.5115031 60.629583)",,,,,
12581701,Hämeen härkätie,tertiary,False,False,9.649,"LINESTRING (23.5187352 60.6310875, 23.5189019 60.6311166)",2,2802,,,
12581592,Hämeentie,tertiary,False,True,178.66899999999998,"LINESTRING (23.5187352 60.6310875, 23.5185482 60.6310548, 23.5182165 60.6309969, 23.5172055 60.6307969, 23.5160548 60.6305766, 23.515824 60.6305299, 23.51568 60.6305083)",,,,,
"[813373048, 813370684, 88027326]",Jokioistentie,primary,True,False,175.288,"LINESTRING (23.5187352 60.6310875, 23.5188827 60.63092, 23.5195184 60.6302715, 23.5197706 60.6300252, 23.5199355 60.629865, 23.5201782 60.6296808)",1,52,yes,,
12580675,Joensuuntie,tertiary,False,False,31.887,"LINESTRING (23.514427 60.6287934, 23.5145237 60.6286721, 23.5146627 60.6285312)",,,,,
12580675,Joensuuntie,tertiary,False,True,95.999,"LINESTRING (23.514427 60.6287934, 23.5142713 60.6289788, 23.5138617 60.6295244, 23.5138011 60.6296002)",,,,,
75101399,Heikintie,residential,False,False,85.627,"LINESTRING (23.514427 60.6287934, 23.5146225 60.6288386, 23.514846 60.6288902, 23.5155319 60.6290712, 23.5158208 60.6291474)",,,,,
12580675,Joensuuntie,tertiary,False,False,64.534,"LINESTRING (23.5133972 60.6301457, 23.5137438 60.6296738, 23.5138011 60.6296002)",,,,,
12580675,Joensuuntie,tertiary,False,True,97.95,"LINESTRING (23.5133972 60.6301457, 23.5133443 60.6302244, 23.5131896 60.6304354, 23.5130566 60.6306372, 23.512916 60.6308902, 23.512871 60.6309872)",,,,,
12581592,Hämeentie,tertiary,False,False,130.91,"LINESTRING (23.5133972 60.6301457, 23.5136024 60.630187, 23.5137201 60.6302087, 23.5143391 60.6303068, 23.51568 60.6305083)",,,,,
12580675,Joensuuntie,tertiary,False,False,242.654,"LINESTRING (23.5120876 60.6337203, 23.5120534 60.6336159, 23.5120929 60.6333583, 23.5122691 60.6328193, 23.5123834 60.6325029, 23.5124792 60.6321835, 23.5126794 60.6315631)",,,,,
26167066,,tertiary,True,False,25.868,"LINESTRING (23.5120876 60.6337203, 23.5121659 60.6337256, 23.5122375 60.633742, 23.5122961 60.6337681, 23.5123362 60.6338015, 23.5123545 60.6338392, 23.5123491 60.6338779)",,2810,,no,roundabout
12580675,Joensuuntie,tertiary,False,True,64.884,"LINESTRING (23.512871 60.6309872, 23.5126794 60.6315631)",,,,,
12580675,Joensuuntie,tertiary,False,False,97.94999999999999,"LINESTRING (23.512871 60.6309872, 23.512916 60.6308902, 23.5130566 60.6306372, 23.5131896 60.6304354, 23.5133443 60.6302244, 23.5133972 60.6301457)",,,,,
75101406,Jukolantie,residential,False,True,129.67,"LINESTRING (23.512871 60.6309872, 23.5129825 60.6310063, 23.5151162 60.6313712)",,,,,
26167066,,tertiary,True,False,19.698,"LINESTRING (23.5123491 60.6338779, 23.5123149 60.6339189, 23.5122545 60.6339518, 23.512175 60.6339728, 23.5120857 60.6339795)",,2810,,no,roundabout
26167081,,tertiary,False,False,27.826,"LINESTRING (23.5123491 60.6338779, 23.5125911 60.6338777, 23.5128594 60.6338774)",,2810,,,
26167066,,tertiary,True,False,19.231,"LINESTRING (23.5120857 60.6339795, 23.5119991 60.6339715, 23.5119227 60.6339499, 23.511865 60.6339172, 23.5118325 60.633877)",,2810,,no,roundabout
26167066,,tertiary,True,False,25.404999999999998,"LINESTRING (23.5118325 60.633877, 23.5118275 60.633839, 23.5118453 60.633802, 23.5118843 60.633769, 23.5119412 60.6337431, 23.5120109 60.6337263, 23.5120876 60.6337203)",,2810,,no,roundabout
"[1158952653, 49406260, 49406261]",Turuntie,tertiary,False,True,136.017,"LINESTRING (23.5118325 60.633877, 23.511605 60.6338559, 23.5113414 60.6338316, 23.5107078 60.633786, 23.5095175 60.6336611, 23.5093835 60.6336471)",2,2810,yes,,
1158952649,Vanha Härkätie,residential,False,True,9.404,"LINESTRING (23.5163558 60.6338302, 23.5165127 60.6338653)",,,,,
26167081,,tertiary,False,True,191.01300000000003,"LINESTRING (23.5163558 60.6338302, 23.5159269 60.6338099, 23.5152993 60.6338059, 23.5148632 60.6338214, 23.5141878 60.6338391, 23.5137738 60.6338548, 23.5135773 60.6338612, 23.5128594 60.6338774)",,2810,,,
"[813373050, 813370686]",Jokioistentie,primary,True,False,331.52799999999996,"LINESTRING (23.5163558 60.6338302, 23.516513 60.6336159, 23.5168777 60.63317, 23.5173444 60.6326142, 23.5178111 60.6320828, 23.5182282 60.6316395, 23.5186494 60.6311764, 23.5187352 60.6310875)","['1', '2']",52,,,
30265772,Oraksentie,residential,False,False,126.374,"LINESTRING (23.5219244 60.627143, 23.5217056 60.6271408, 23.5213956 60.6271559, 23.5206419 60.6272255, 23.5204096 60.627224, 23.5202389 60.6271984, 23.5197012 60.6270582)",,,,,
88027328,Jokioistentie,primary,False,False,99.751,"LINESTRING (23.5219244 60.627143, 23.5218519 60.6269754, 23.5217701 60.6268333, 23.5216601 60.6267123, 23.5214777 60.6265439, 23.5211988 60.6263288)",2,52,,,
88027328,Jokioistentie,primary,False,True,303.214,"LINESTRING (23.5219244 60.627143, 23.5219605 60.627278, 23.5219726 60.6274174, 23.5219686 60.6275496, 23.5219324 60.6277082, 23.5218894 60.6278371, 23.5217983 60.6279884, 23.5216977 60.6281351, 23.5214885 60.6283712, 23.5201782 60.6296808)",2,52,,,
34006826,Myllypellontie,residential,False,False,226.27100000000002,"LINESTRING (23.5127741 60.6259594, 23.5127105 60.6269627, 23.5126726 60.6275619, 23.5126511 60.6279934)",,,,,
34006830,Sepäntie,residential,False,True,171.99,"LINESTRING (23.5127741 60.6259594, 23.5136382 60.6261095, 23.513909 60.6261548, 23.5157616 60.6264542)",,,,,
"[34006961, 88027333]","['Puistotie', 'Koulutie']",residential,False,False,308.439,"LINESTRING (23.5098492 60.6261902, 23.5097697 60.6280302, 23.5101122 60.6280402, 23.5113748 60.6280257, 23.5116718 60.628029)",,,,,
34005989,Akustintie,residential,False,False,128.713,"LINESTRING (23.5178636 60.6258339, 23.5177575 60.6258063, 23.5174276 60.6257252, 23.5168166 60.6256503, 23.5162689 60.625591, 23.5155956 60.625544)",,,,,
73975182,Urheilutie,residential,False,False,218.746,"LINESTRING (23.5178636 60.6258339, 23.5179628 60.625859, 23.5188614 60.6261031, 23.5201575 60.6264551, 23.5202461 60.6265167, 23.5202124 60.6265928, 23.5201579 60.6266388, 23.5199867 60.6267983, 23.5198444 60.6269278, 23.5197012 60.6270582)",,,,,
238238636,Joensuuntie,tertiary,False,True,104.863,"LINESTRING (23.5178636 60.6258339, 23.5177318 60.6259254, 23.5171506 60.6263881, 23.5169851 60.6265198, 23.516901 60.6265868, 23.5168441 60.6266332)",,,,,
1158952649,Vanha Härkätie,residential,False,False,140.40900000000002,"LINESTRING (23.5189881 60.6342084, 23.5186953 60.6341687, 23.5184436 60.6341346, 23.5166912 60.6339056, 23.5165127 60.6338653)",,,,,
"[1158952649, 40422139]",Vanha Härkätie,residential,False,True,120.778,"LINESTRING (23.5189881 60.6342084, 23.5193395 60.6341373, 23.520451 60.63383, 23.5209542 60.6337108)",,,,,
88027328,Jokioistentie,primary,False,True,99.751,"LINESTRING (23.5211988 60.6263288, 23.5214777 60.6265439, 23.5216601 60.6267123, 23.5217701 60.6268333, 23.5218519 60.6269754, 23.5219244 60.627143)",2,52,,,
30265772,Oraksentie,residential,False,True,126.374,"LINESTRING (23.5197012 60.6270582, 23.5202389 60.6271984, 23.5204096 60.627224, 23.5206419 60.6272255, 23.5213956 60.6271559, 23.5217056 60.6271408, 23.5219244 60.627143)",,,,,
73975182,Urheilutie,residential,False,False,114.523,"LINESTRING (23.5197012 60.6270582, 23.5195917 60.6271481, 23.5191855 60.6274819, 23.5186668 60.6279542)",,,,,
73975182,Urheilutie,residential,False,True,218.746,"LINESTRING (23.5197012 60.6270582, 23.5198444 60.6269278, 23.5199867 60.6267983, 23.5201579 60.6266388, 23.5202124 60.6265928, 23.5202461 60.6265167, 23.5201575 60.6264551, 23.5188614 60.6261031, 23.5179628 60.625859, 23.5178636 60.6258339)",,,,,
73975182,Urheilutie,residential,False,True,156.525,"LINESTRING (23.5168978 60.6294316, 23.518353 60.6282183)",,,,,
75101399,Heikintie,residential,False,False,88.673,"LINESTRING (23.5168978 60.6294316, 23.5183275 60.6298114)",,,,,
75101399,Heikintie,residential,False,True,66.698,"LINESTRING (23.5168978 60.6294316, 23.5158208 60.6291474)",,,,,
73975182,Urheilutie,residential,False,False,136.911,"LINESTRING (23.5168978 60.6294316, 23.5157516 60.6304464, 23.51568 60.6305083)",,,,,
73975182,Urheilutie,residential,False,False,33.99,"LINESTRING (23.5186668 60.6279542, 23.518353 60.6282183)",,,,,
73975182,Urheilutie,residential,False,True,114.523,"LINESTRING (23.5186668 60.6279542, 23.5191855 60.6274819, 23.5195917 60.6271481, 23.5197012 60.6270582)",,,,,
73975183,Kassatie,residential,False,True,75.35400000000001,"LINESTRING (23.5186668 60.6279542, 23.5182725 60.6278384, 23.5178208 60.6276332, 23.517596 60.6275311)",,,,,
75101402,Oikotie,residential,False,False,88.964,"LINESTRING (23.5198487 60.6285376, 23.518353 60.6282183)",,,,,
75101402,Oikotie,residential,False,True,35.594,"LINESTRING (23.5198487 60.6285376, 23.5204371 60.6286761)",,,,,
75101443,Peltotie,residential,False,True,75.946,"LINESTRING (23.5198487 60.6285376, 23.5205502 60.6279476)",,,,,
75101443,Peltotie,residential,False,False,164.631,"LINESTRING (23.5198487 60.6285376, 23.5185287 60.6295561, 23.5183275 60.6298114)",,,,,
73975182,Urheilutie,residential,False,False,156.525,"LINESTRING (23.518353 60.6282183, 23.5168978 60.6294316)",,,,,
73975182,Urheilutie,residential,False,True,33.99,"LINESTRING (23.518353 60.6282183, 23.5186668 60.6279542)",,,,,
75101402,Oikotie,residential,False,True,88.964,"LINESTRING (23.518353 60.6282183, 23.5198487 60.6285376)",,,,,
75101406,Jukolantie,residential,False,False,83.006,"LINESTRING (23.5165513 60.63162, 23.5151162 60.6313712)",,,,,
75101412,Urheilutie,residential,False,False,122.785,"LINESTRING (23.5148661 60.6324649, 23.5148688 60.632065, 23.5151162 60.6313712)",,,,,
75101412,Urheilutie,residential,False,True,88.533,"LINESTRING (23.5148661 60.6324649, 23.5149305 60.6328437, 23.5149761 60.6330371, 23.5147478 60.6331434, 23.5146207 60.633168)",,,,,
464652722,Kotiaukio,residential,False,False,115.429,"LINESTRING (23.5148661 60.6324649, 23.5155541 60.6324504, 23.5156346 60.6324781, 23.5160074 60.6327069, 23.5160423 60.6327885, 23.5159511 60.6329319, 23.5158652 60.6330503)",,,,,
75101399,Heikintie,residential,False,False,36.343,"LINESTRING (23.5183275 60.6298114, 23.5188953 60.6299825)",,,,,
75101399,Heikintie,residential,False,True,88.673,"LINESTRING (23.5183275 60.6298114, 23.5168978 60.6294316)",,,,,
75101443,Peltotie,residential,False,False,85.889,"LINESTRING (23.5183275 60.6298114, 23.5176274 60.6305033)",,,,,
75101443,Peltotie,residential,False,True,164.631,"LINESTRING (23.5183275 60.6298114, 23.5185287 60.6295561, 23.5198487 60.6285376)",,,,,
75101443,Peltotie,residential,False,False,75.946,"LINESTRING (23.5205502 60.6279476, 23.5198487 60.6285376)",,,,,
75101399,Heikintie,residential,False,True,36.343,"LINESTRING (23.5188953 60.6299825, 23.5183275 60.6298114)",,,,,
88027332,Heikintie,residential,False,False,52.214,"LINESTRING (23.5201185 60.6302936, 23.5209563 60.6305209)",,,,,
73975183,Kassatie,residential,False,False,75.354,"LINESTRING (23.517596 60.6275311, 23.5178208 60.6276332, 23.5182725 60.6278384, 23.5186668 60.6279542)",,,,,
