osmid,ref,name,highway,oneway,reversed,length,bridge,lanes,geometry,maxspeed,junction
"[1102632424, 49745752, 4231268]",2170,Raumantie,tertiary,False,False,214.42700000000002,yes,3,"LINESTRING (21.7246794 61.2004262, 21.7248549 61.2006087, 21.7257215 61.201531, 21.7260586 61.2018757, 21.7263504 61.2021785)",,
35212306,,Riikontie,residential,False,True,169.37399999999997,,,"LINESTRING (21.7287223 61.2018137, 21.7287576 61.2018907, 21.7288005 61.2019942, 21.7288806 61.2021871, 21.7289274 61.2022964, 21.7289419 61.2023542, 21.7289318 61.202412, 21.7287276 61.2026725, 21.7283891 61.2030972, 21.7283365 61.203171, 21.7282672 61.2032683)",,
49745751,2170,Kirkkotie,tertiary,False,False,118.95,,,"LINESTRING (21.7287223 61.2018137, 21.7285384 61.2018339, 21.7276906 61.2019436, 21.7274111 61.2019909, 21.72722 61.2020422, 21.7271518 61.2020698, 21.7268612 61.2021871, 21.7267303 61.2022401)",40,
49745751,2170,Kirkkotie,tertiary,False,True,94.99500000000002,,,"LINESTRING (21.7287223 61.2018137, 21.72908 61.2017744, 21.7293345 61.2017515, 21.7296426 61.2017144, 21.7300328 61.2016873, 21.7301247 61.2016902, 21.7304677 61.2017012)",40,
35212306,,Riikontie,residential,False,False,120.435,,,"LINESTRING (21.7291324 61.2063059, 21.729035 61.2060377, 21.7289615 61.2058031, 21.7288182 61.2052337)",,
"[37881088, 35212309, 37881087]",,Tohkantie,tertiary,False,False,222.292,yes,,"LINESTRING (21.7304677 61.2017012, 21.7304608 61.2016342, 21.7303464 61.2013445, 21.7302358 61.2010863, 21.7300451 61.2007167, 21.7299781 61.2006337, 21.7297429 61.2004208, 21.7295469 61.200266, 21.729194 61.2000212, 21.7290868 61.1999352, 21.7290174 61.1998595)",40,
41594019,,,residential,False,True,76.491,,,"LINESTRING (21.7304677 61.2017012, 21.7304503 61.2018032, 21.730394 61.20193, 21.7303409 61.2023183, 21.7303317 61.2023849)",,
49745751,2170,Kirkkotie,tertiary,False,False,94.99499999999999,,,"LINESTRING (21.7304677 61.2017012, 21.7301247 61.2016902, 21.7300328 61.2016873, 21.7296426 61.2017144, 21.7293345 61.2017515, 21.72908 61.2017744, 21.7287223 61.2018137)",40,
49745751,2170,Kirkkotie,tertiary,False,True,157.605,,,"LINESTRING (21.7304677 61.2017012, 21.7307791 61.2017363, 21.7315731 61.2018555, 21.7324854 61.2020092, 21.7326282 61.2020339, 21.7326607 61.2020395, 21.7330013 61.2020982, 21.7332546 61.2021514)",40,
37881088,,Tohkantie,tertiary,False,True,13.134,,,"LINESTRING (21.7289297 61.1997492, 21.7290174 61.1998595)",40,
37881088,,Tohkantie,tertiary,False,False,71.648,,,"LINESTRING (21.7289297 61.1997492, 21.7288759 61.1995737, 21.7288731 61.1994834, 21.7288809 61.1994153, 21.7289038 61.1992549, 21.728942 61.1991084)",40,
41399673,,Rantaperentie,residential,False,False,263.49399999999997,,,"LINESTRING (21.7289297 61.1997492, 21.7290959 61.1997106, 21.7308179 61.1992612, 21.7317167 61.1990294, 21.7319603 61.1989696, 21.7332697 61.1986343)",40,
40584805,,Kalliotie,residential,False,False,8.239,,,"LINESTRING (21.7369687 61.2042672, 21.7369951 61.2043402)",,
"[40584804, 40584799]",,"['Kompinkuja', 'Arvelantie']",residential,False,"[False, True]",336.723,,,"LINESTRING (21.7369687 61.2042672, 21.7366462 61.2043115, 21.7358773 61.2044713, 21.7353233 61.2045957, 21.7350254 61.2046176, 21.7343286 61.2046252, 21.7342389 61.2045586, 21.7340576 61.2039718, 21.7339989 61.2034852, 21.7339921 61.2034288, 21.7339825 61.2033831, 21.7339324 61.2029583)",,
40584805,,Kalliotie,residential,False,True,190.62599999999998,,,"LINESTRING (21.7369687 61.2042672, 21.736885 61.2038888, 21.7368512 61.2036407, 21.7367896 61.2032181, 21.7367088 61.2026637, 21.7366967 61.2025581)",,
40584799,,Arvelantie,residential,False,False,76.79599999999999,,,"LINESTRING (21.7339677 61.2022714, 21.7339149 61.2023574, 21.7339324 61.2029583)",,
49745751,2170,Kirkkotie,tertiary,False,False,40.474000000000004,,,"LINESTRING (21.7339677 61.2022714, 21.7338402 61.2022517, 21.7336117 61.2022165, 21.7332546 61.2021514)",40,
49745751,2170,Kirkkotie,tertiary,False,True,149.68599999999998,,,"LINESTRING (21.7339677 61.2022714, 21.7343513 61.2023121, 21.7346994 61.2023458, 21.7353082 61.2024017, 21.7360112 61.2024727, 21.7362933 61.2025035, 21.7364466 61.2025203, 21.7366967 61.2025581)",40,
40584806,,Peltotie,residential,False,True,184.06799999999998,,,"LINESTRING (21.7322479 61.2051497, 21.7306298 61.2051698, 21.7302865 61.2051676, 21.7288182 61.2052337)",,
35212306,,Riikontie,residential,False,False,224.42900000000003,,,"LINESTRING (21.7288182 61.2052337, 21.7287412 61.2048491, 21.7286897 61.2046493, 21.7285933 61.2044592, 21.7284461 61.2041841, 21.7281083 61.2035827, 21.7281058 61.2035115, 21.7281318 61.2034339, 21.7281943 61.2033532, 21.7282672 61.2032683)",,
35212306,,Riikontie,residential,False,True,120.435,,,"LINESTRING (21.7288182 61.2052337, 21.7289615 61.2058031, 21.729035 61.2060377, 21.7291324 61.2063059)",,
40584806,,Peltotie,residential,False,False,184.06799999999998,,,"LINESTRING (21.7288182 61.2052337, 21.7302865 61.2051676, 21.7306298 61.2051698, 21.7322479 61.2051497)",,
40584805,,Kalliotie,residential,False,False,190.626,,,"LINESTRING (21.7366967 61.2025581, 21.7367088 61.2026637, 21.7367896 61.2032181, 21.7368512 61.2036407, 21.736885 61.2038888, 21.7369687 61.2042672)",,
49745751,2170,Kirkkotie,tertiary,False,False,149.686,,,"LINESTRING (21.7366967 61.2025581, 21.7364466 61.2025203, 21.7362933 61.2025035, 21.7360112 61.2024727, 21.7353082 61.2024017, 21.7346994 61.2023458, 21.7343513 61.2023121, 21.7339677 61.2022714)",40,
49745751,2170,Kirkkotie,tertiary,False,True,94.753,,,"LINESTRING (21.7366967 61.2025581, 21.7368757 61.2025994, 21.7369023 61.2026065, 21.7371663 61.2026769, 21.7382039 61.2030025)",40,
35212306,,Riikontie,residential,False,False,169.37400000000002,,,"LINESTRING (21.7282672 61.2032683, 21.7283365 61.203171, 21.7283891 61.2030972, 21.7287276 61.2026725, 21.7289318 61.202412, 21.7289419 61.2023542, 21.7289274 61.2022964, 21.7288806 61.2021871, 21.7288005 61.2019942, 21.7287576 61.2018907, 21.7287223 61.2018137)",,
