osmid,ref,name,highway,junction,oneway,reversed,length,geometry,maxspeed
23842832,2460,Siltatie,tertiary,roundabout,True,False,27.381999999999998,"LINESTRING (22.1362266 61.3103102, 22.1363131 61.3102837, 22.1364038 61.3102725, 22.1364125 61.3102714, 22.1365066 61.3102744, 22.1366102 61.3102932, 22.1366886 61.310325)",
23842832,2460,Siltatie,tertiary,roundabout,True,False,26.741999999999997,"LINESTRING (22.1366886 61.310325, 22.1367415 61.3103659, 22.1367658 61.3104125, 22.1367594 61.3104605, 22.1367229 61.3105053, 22.1366596 61.3105426)",
39973936,,Teollisuuskatu,residential,,False,False,42.135,"LINESTRING (22.1366886 61.310325, 22.1367839 61.3102801, 22.1372493 61.3100583)",
23842832,2460,Siltatie,tertiary,roundabout,True,False,25.852,"LINESTRING (22.1366596 61.3105426, 22.1365787 61.3105681, 22.1364857 61.3105811, 22.1363888 61.3105804, 22.1362967 61.3105659, 22.1362176 61.3105391)",
23842833,2460,Siltatie,tertiary,,False,True,408.116,"LINESTRING (22.1366596 61.3105426, 22.1367955 61.3106489, 22.1380907 61.311528, 22.1383415 61.3116982, 22.1385117 61.3118091, 22.1400618 61.3128427, 22.1404119 61.3130644, 22.1408632 61.3134414, 22.1410512 61.3135431)",
23842830,2460,Siltatie,tertiary,roundabout,True,False,37.981,"LINESTRING (22.1410512 61.3135431, 22.141138 61.3135026, 22.1412479 61.3134784, 22.1413685 61.3134731, 22.1414858 61.3134874, 22.1415864 61.3135197, 22.1416376 61.3135645)",
23842833,2460,Siltatie,tertiary,,False,False,408.1160000000001,"LINESTRING (22.1410512 61.3135431, 22.1408632 61.3134414, 22.1404119 61.3130644, 22.1400618 61.3128427, 22.1385117 61.3118091, 22.1383415 61.3116982, 22.1380907 61.311528, 22.1367955 61.3106489, 22.1366596 61.3105426)",
23842830,2460,Siltatie,tertiary,roundabout,True,False,25.311999999999998,"LINESTRING (22.1410672 61.3137551, 22.1410066 61.3137062, 22.1409828 61.3136505, 22.1409982 61.313594, 22.1410512 61.3135431)",
39973814,2453,Satakunnantie,tertiary,,False,False,152.44,"LINESTRING (22.1410672 61.3137551, 22.1409187 61.3138136, 22.1403359 61.3140426, 22.1402338 61.3140994, 22.1392239 61.3146718, 22.1391886 61.3146918, 22.1390998 61.314742)",
23842832,2460,Siltatie,tertiary,roundabout,True,False,28.454,"LINESTRING (22.1362176 61.3105391, 22.1361539 61.3104981, 22.1361213 61.3104494, 22.1361233 61.3103982, 22.1361597 61.3103501, 22.1362266 61.3103102)",
39975031,,Teollisuuskatu,residential,,False,False,69.655,"LINESTRING (22.1362176 61.3105391, 22.1360487 61.3105808, 22.1359526 61.310603, 22.1353647 61.310841, 22.1351791 61.3109135)",40
39502232,,Asema-aukio,residential,,False,False,113.079,"LINESTRING (22.1351791 61.3109135, 22.134954 61.3108196, 22.1348033 61.3107567, 22.1347843 61.3107488, 22.1343842 61.3106009, 22.1342502 61.3105672, 22.133874 61.3104728, 22.1334976 61.310368, 22.1334399 61.3103418)",40
39975031,,Teollisuuskatu,residential,,False,True,69.655,"LINESTRING (22.1351791 61.3109135, 22.1353647 61.310841, 22.1359526 61.310603, 22.1360487 61.3105808, 22.1362176 61.3105391)",40
