osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,bridge,maxspeed,junction
173640083,7700,Emolahdentie,tertiary,False,False,134.776,"LINESTRING (25.9717022 63.6827107, 25.9718807 63.6828567, 25.9720963 63.6830513, 25.9722551 63.6832109, 25.9727305 63.6838308)",,,,
175010620,7700,Emolahdentie,tertiary,True,False,55.391000000000005,"LINESTRING (25.9717022 63.6827107, 25.9714771 63.6826207, 25.9712729 63.6824905, 25.9709793 63.6823319)",,,,
"[173640083, 44631733, 44631734]",7700,Emolahdentie,tertiary,False,True,97.952,"LINESTRING (25.9732399 63.684682, 25.9731495 63.6845154, 25.973059 63.6843592, 25.9729294 63.6841268, 25.972783 63.6839036, 25.9727305 63.6838308)",2,yes,,
173640112,,Lopintie,residential,False,False,48.74,"LINESTRING (25.9732399 63.684682, 25.9730235 63.6847042, 25.9725331 63.6847576, 25.9722869 63.6847969)",,,,
173640090,7702,Pyhäjärventie,tertiary,False,False,16.358,"LINESTRING (25.9816195 63.6807452, 25.981637 63.6806662, 25.9816309 63.6806213, 25.9816278 63.6805986)",,,,
175010622,7702,Pyhäjärventie,tertiary,True,False,46.133,"LINESTRING (25.9816195 63.6807452, 25.9816543 63.6807912, 25.981649 63.6808384, 25.9816085 63.6809229, 25.98155 63.6809916, 25.9815195 63.6810244, 25.9814931 63.6810808, 25.9815027 63.6811101, 25.9815032 63.6811467)",,,,
173640135,,,tertiary,True,False,36.294999999999995,"LINESTRING (25.9823231 63.6813146, 25.982211 63.6813253, 25.9820427 63.6813157, 25.9818553 63.6813052, 25.981785 63.6813028, 25.9817148 63.6813066, 25.9815949 63.6813159)",,,,
153030161,,Vesitornintie,residential,False,True,202.16599999999997,"LINESTRING (25.9738412 63.6782746, 25.9736554 63.6782737, 25.973584 63.6782733, 25.9734937 63.6782728, 25.9719983 63.6782113, 25.9705611 63.6781775, 25.96975 63.6781633)",,,,
153030183,,Vanha pyhäjärventie,residential,False,False,82.297,"LINESTRING (25.9738412 63.6782746, 25.9738445 63.6784436, 25.9738443 63.6790147)",,,,
153030188,,Potilaspolku,residential,False,False,147.792,"LINESTRING (25.9698552 63.6826864, 25.9702035 63.6829072, 25.9700377 63.6830931, 25.9691682 63.683655, 25.9688547 63.6837668)",,,,
153030188,,Potilaspolku,residential,False,True,61.607,"LINESTRING (25.9698552 63.6826864, 25.9701862 63.6824931, 25.9703381 63.6824175, 25.9705296 63.6823434, 25.9707254 63.6822992)",,,,
302746413,,Toipilaspolku,residential,False,False,149.399,"LINESTRING (25.9698552 63.6826864, 25.9692489 63.6826845, 25.9668408 63.6825607)",,,,
153030183,,Vanha pyhäjärventie,residential,False,False,325.767,"LINESTRING (25.9738443 63.6790147, 25.9738542 63.679749, 25.9738989 63.6803782, 25.9740665 63.6811226, 25.9741209 63.6813583, 25.9741776 63.6817963, 25.9742018 63.681938)",,,,
153030183,,Vanha pyhäjärventie,residential,False,True,82.297,"LINESTRING (25.9738443 63.6790147, 25.9738445 63.6784436, 25.9738412 63.6782746)",,,,
302932714,,,residential,False,False,58.943,"LINESTRING (25.9738443 63.6790147, 25.9736724 63.6790171, 25.9732149 63.6790242, 25.9726504 63.6790076)",,,,
153028086,7706,Ollintie,tertiary,False,False,91.758,"LINESTRING (25.9723461 63.6820007, 25.9726656 63.6819856, 25.9738986 63.681949, 25.9742018 63.681938)",2,,50,
153028086,7706,Ollintie,tertiary,False,True,62.019999999999996,"LINESTRING (25.9723461 63.6820007, 25.9721675 63.6820139, 25.9719701 63.6820283, 25.9715119 63.6821141, 25.971158 63.6821749)",2,,50,
153030169,,Tunturitie,residential,False,False,472.72499999999997,"LINESTRING (25.9723461 63.6820007, 25.9723165 63.6818908, 25.9718077 63.6802678, 25.971742 63.6800491, 25.9715739 63.6795573, 25.9714782 63.6794909, 25.9711323 63.6793641, 25.9700916 63.6790401, 25.9698899 63.6789668, 25.9697618 63.6788852, 25.9697147 63.678825, 25.9696842 63.6787464, 25.96975 63.6781633)",,,,
153030166,,Lähdetie,residential,False,True,186.426,"LINESTRING (25.9668408 63.6825607, 25.9666048 63.6832599, 25.9667979 63.6834263, 25.9667121 63.6835643, 25.966188 63.6836361, 25.966004 63.6837403, 25.9658699 63.6839973)",,,,
302746413,,Toipilaspolku,residential,False,False,89.23299999999999,"LINESTRING (25.9668408 63.6825607, 25.9669615 63.6822502, 25.9671246 63.6818309, 25.9672106 63.6817821)",,,,
302746413,,Toipilaspolku,residential,False,True,149.399,"LINESTRING (25.9668408 63.6825607, 25.9692489 63.6826845, 25.9698552 63.6826864)",,,,
153028086,7706,Ollintie,tertiary,False,False,71.701,"LINESTRING (25.9742018 63.681938, 25.9755237 63.6818995, 25.9756523 63.6818922)",2,,50,
153028086,7706,Ollintie,tertiary,False,True,91.75800000000001,"LINESTRING (25.9742018 63.681938, 25.9738986 63.681949, 25.9726656 63.6819856, 25.9723461 63.6820007)",2,,50,
153030183,,Vanha pyhäjärventie,residential,False,True,325.767,"LINESTRING (25.9742018 63.681938, 25.9741776 63.6817963, 25.9741209 63.6813583, 25.9740665 63.6811226, 25.9738989 63.6803782, 25.9738542 63.679749, 25.9738443 63.6790147)",,,,
165089210,,Palotie,residential,False,False,151.386,"LINESTRING (25.9742018 63.681938, 25.9742228 63.6820356, 25.9742114 63.6822358, 25.97417 63.6823612, 25.9741408 63.6824494, 25.9739989 63.6827793, 25.973927 63.6829586, 25.9738716 63.683287)",,,,
153030161,,Vesitornintie,residential,False,False,202.166,"LINESTRING (25.96975 63.6781633, 25.9705611 63.6781775, 25.9719983 63.6782113, 25.9734937 63.6782728, 25.973584 63.6782733, 25.9736554 63.6782737, 25.9738412 63.6782746)",,,,
153030161,,Vesitornintie,residential,False,True,96.491,"LINESTRING (25.96975 63.6781633, 25.9682879 63.6781471, 25.9677941 63.6781359)",,,,
