osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,est_width,bridge,junction
106228229,False,,,Kaskikylänkuja,unclassified,,False,65.676,"LINESTRING (25.2726165 60.3769715, 25.2728135 60.3769432, 25.2730331 60.3769116, 25.2734201 60.3768567, 25.2737646 60.3768078)",,,
106228239,False,,,Svärdfältintie,residential,,False,218.57600000000002,"LINESTRING (25.2685128 60.3804754, 25.268396 60.3802699, 25.2678866 60.3794716, 25.2673647 60.3786306, 25.2673446 60.3785965)",,,
176861796,False,,,Mixintie,residential,,False,101.134,"LINESTRING (25.2685128 60.3804754, 25.2680024 60.3804992, 25.2673437 60.3805299, 25.2669216 60.3805496, 25.2666807 60.3805608)",,,
"[176861793, 176861796]",False,,,Mixintie,residential,,True,128.399,"LINESTRING (25.2685128 60.3804754, 25.2689599 60.3804545, 25.2693287 60.3804373, 25.2698676 60.3804122, 25.2703946 60.3803863, 25.2706158 60.3803672, 25.270832 60.3803437)",,,
5133576,True,1,,Iso Kylätie,residential,40,False,40.724000000000004,"LINESTRING (25.2688322 60.3767652, 25.2688011 60.3768374, 25.2687999 60.3768969, 25.2688531 60.3770808, 25.2688199 60.377125)",,,
106273763,True,1,,,tertiary,40,False,17.579,"LINESTRING (25.2688322 60.3767652, 25.2688182 60.3767752, 25.2687846 60.376793, 25.2687446 60.3768071, 25.2686998 60.3768172, 25.2686519 60.3768228, 25.2686027 60.3768236, 25.2685542 60.3768196)",,,roundabout
73463251,True,1,,Iso Kylätie,tertiary,40,False,32.622,"LINESTRING (25.2684355 60.3766151, 25.2684071 60.376566, 25.2683282 60.3764638, 25.2682833 60.3763759, 25.268291 60.3763338)",,,
106273763,True,1,,,tertiary,40,False,13.525,"LINESTRING (25.2684355 60.3766151, 25.2684724 60.376599, 25.268515 60.3765868, 25.2685616 60.376579, 25.2686104 60.3765758, 25.2686595 60.3765773)",,,roundabout
"[73463257, 176861789]",False,2,,Iso Kylätie,residential,40,False,98.03500000000001,"LINESTRING (25.2703034 60.3795019, 25.2703332 60.3795534, 25.2704239 60.3797101, 25.2704861 60.3798055, 25.2705296 60.3798764, 25.2707486 60.3802328, 25.270832 60.3803437)",,,
73463257,False,2,,Iso Kylätie,residential,40,True,140.596,"LINESTRING (25.2703034 60.3795019, 25.2701014 60.3791798, 25.2698225 60.378735, 25.2697954 60.3786929, 25.2696039 60.3783996, 25.2695402 60.3782951)",,,
"[936593227, 106273740]",False,,,Kulmakuja,residential,,False,192.81799999999998,"LINESTRING (25.2703034 60.3795019, 25.2704327 60.3794793, 25.2718572 60.3792202, 25.2726325 60.3790792, 25.2723254 60.3785947)",,,
618927629,True,1,,,tertiary,40,False,3.574,"LINESTRING (25.2723465 60.3762227, 25.2723406 60.376233, 25.272332 60.3762429, 25.2723218 60.3762523)",,,roundabout
106281848,False,,,Kauppakuja,residential,,True,51.043,"LINESTRING (25.269854 60.3772377, 25.2690944 60.3773372, 25.2689572 60.3773569)",,,
73463257,False,2,,Iso Kylätie,residential,40,False,109.135,"LINESTRING (25.2689572 60.3773569, 25.269014 60.3774438, 25.2695402 60.3782951)",,,
73463257,False,2,,Iso Kylätie,residential,40,True,26.867,"LINESTRING (25.2689572 60.3773569, 25.2688269 60.3771368, 25.2688199 60.377125)",,,
106281848,False,,,Kauppakuja,residential,,False,51.043,"LINESTRING (25.2689572 60.3773569, 25.2690944 60.3773372, 25.269854 60.3772377)",,,
73466116,False,,,Pikkukuja,residential,,True,78.06800000000001,"LINESTRING (25.2676486 60.3736516, 25.2683183 60.3736175, 25.2684221 60.3735545, 25.268297 60.3732732)",,,
"[716796888, 691590277]",False,,,"['Pohjoinen koulupolku', 'Pohjoinen Koulutie']",unclassified,30,True,288.519,"LINESTRING (25.2675965 60.3755379, 25.2674222 60.3755755, 25.2673795 60.3755845, 25.2673276 60.3755963, 25.2672506 60.3756128, 25.2670094 60.3756631, 25.2666538 60.3757385, 25.2663094 60.3758116, 25.2661446 60.3758466, 25.2661025 60.3758538, 25.2659702 60.3758799, 25.2656251 60.3759568, 25.2644412 60.376208, 25.2643761 60.3762422, 25.2643329 60.3763049, 25.264329 60.3764055, 25.2643365 60.3765448, 25.2643446 60.37668, 25.2643438 60.3767371, 25.2643392 60.3770886)",,,
1222794259,False,2,,Iso Kylätie,tertiary,30,False,45.08,"LINESTRING (25.2675965 60.3755379, 25.2675419 60.3754747, 25.2675239 60.375454, 25.2672663 60.3751668)",,,
"[1222794259, 784864559]",False,2,,Iso Kylätie,tertiary,30,True,96.402,"LINESTRING (25.2675965 60.3755379, 25.2676345 60.3755815, 25.2677481 60.375712, 25.2679322 60.3759232, 25.268 60.3759976, 25.2681324 60.3761428, 25.2682721 60.3763046, 25.268291 60.3763338)",,,
187098727,False,,,Pyhän Sigfridin tie,residential,30,False,102.021,"LINESTRING (25.2687232 60.3739703, 25.2692083 60.3748559)",,,
"[155195689, 155195690, 73539188]",False,,,Vanha Kappelintie,unclassified,,True,203.846,"LINESTRING (25.2604874 60.3731537, 25.2606364 60.3731442, 25.2607422 60.3731033, 25.2608171 60.3730641, 25.2608886 60.3729827, 25.2609174 60.3728852, 25.2609514 60.3727863, 25.261008 60.3726601, 25.2610475 60.3725954, 25.2611586 60.3725099, 25.2615627 60.3723771, 25.2615891 60.3723684, 25.2623012 60.3721351, 25.2627984 60.3719709, 25.2629316 60.3719271)",,,
105919637,False,,,Haapatie,residential,,False,144.12800000000001,"LINESTRING (25.2581016 60.3785806, 25.2584338 60.3783545, 25.2568106 60.3778046, 25.2567358 60.3777806)",,,
"[936593227, 106273740]",False,,,Kulmakuja,residential,,True,192.818,"LINESTRING (25.2723254 60.3785947, 25.2726325 60.3790792, 25.2718572 60.3792202, 25.2704327 60.3794793, 25.2703034 60.3795019)",,,
32701112,False,,,Suursuonkuja,residential,,False,9.571,"LINESTRING (25.2592469 60.3759701, 25.2591566 60.3760437)",,,
32701112,False,,,Suursuonkuja,residential,,True,155.896,"LINESTRING (25.2592469 60.3759701, 25.2598327 60.3755295, 25.2601777 60.37527, 25.2602995 60.3751717, 25.2607738 60.3747888)",,,
232660917,False,,,Läntinen Suursuonkuja,residential,,False,94.386,"LINESTRING (25.2592469 60.3759701, 25.2589474 60.3758754, 25.2578002 60.3755128)",,,
232660917,False,,,Läntinen Suursuonkuja,residential,,True,94.386,"LINESTRING (25.2578002 60.3755128, 25.2589474 60.3758754, 25.2592469 60.3759701)",,,
32761807,False,,,Isotalontie,residential,,False,135.209,"LINESTRING (25.2662902 60.3799813, 25.2662732 60.3799529, 25.2661597 60.3797625, 25.2661417 60.3797323, 25.2659977 60.3794901, 25.2659518 60.379413, 25.2658054 60.3791669, 25.2657263 60.3790482, 25.2656382 60.3789162, 25.2655729 60.3788183)",,,
32761807,False,,,Isotalontie,residential,,True,67.917,"LINESTRING (25.2662902 60.3799813, 25.2664756 60.3802564, 25.2666807 60.3805608)",,,
232660918,False,,,Läntinen Puistotie,residential,,False,80.071,"LINESTRING (25.2662902 60.3799813, 25.2651585 60.3798493, 25.2648722 60.3798159)",,,
232660918,False,,,Läntinen Puistotie,residential,,True,80.071,"LINESTRING (25.2648722 60.3798159, 25.2651585 60.3798493, 25.2662902 60.3799813)",,,
73501515,False,,,Iso Kylätie,tertiary,30,True,122.55399999999999,"LINESTRING (25.2653705 60.3733097, 25.2653309 60.3732943, 25.2650751 60.3731925, 25.2648398 60.3730863, 25.264234 60.3727683, 25.2639748 60.3726055, 25.2638329 60.3725164)",,,
717045322,True,1,,Iso Kylätie,tertiary,30,False,25.303,"LINESTRING (25.2653705 60.3733097, 25.2655861 60.373367, 25.2657459 60.3734385)",,,
"[440094372, 5133541]",False,2,,Kirkkoniityntie,residential,40,"[False, True]",42.983999999999995,"LINESTRING (25.2720254 60.3760664, 25.2719707 60.375977, 25.2718395 60.3757321, 25.2718189 60.3756936)",,,
618927629,True,1,,,tertiary,40,False,12.394000000000002,"LINESTRING (25.2720254 60.3760664, 25.2720335 60.3760652, 25.2720547 60.3760628, 25.2720762 60.3760614, 25.2720979 60.3760609, 25.2721196 60.3760612, 25.2721411 60.3760625, 25.2721624 60.3760646, 25.2721832 60.3760677, 25.2722034 60.3760716, 25.2722229 60.3760763, 25.272241 60.3760822)",,,roundabout
32701112,False,,,Suursuonkuja,residential,,True,7.981,"LINESTRING (25.2587081 60.3763769, 25.2587902 60.3763177)",,,
440163397,True,1,1521,Nikkiläntie,tertiary,40,False,78.533,"LINESTRING (25.2587081 60.3763769, 25.2584417 60.3763111, 25.2580738 60.3761851, 25.2578463 60.3760989, 25.2575494 60.3759688)",,,
481115271,False,,,Suursuontie,residential,40,False,65.157,"LINESTRING (25.2587081 60.3763769, 25.2585755 60.3764661, 25.2580447 60.3768624)",,,
32761805,False,,,Lukkarintie,residential,40,True,7.567,"LINESTRING (25.2618694 60.3769899, 25.2618946 60.376923)",,,
"[865261382, 32761805, 852307253, 857297302, 857297303, 857297305]",False,,,"['Jussaksentie', 'Lukkarintie']",residential,"['40', '30']",False,543.5650000000003,"LINESTRING (25.2618694 60.3769899, 25.2618298 60.3771, 25.2617962 60.3771725, 25.2616296 60.3775758, 25.2615997 60.3776615, 25.2615839 60.3777332, 25.2615726 60.3778221, 25.2615787 60.3778905, 25.2616056 60.377973, 25.2616574 60.3781103, 25.2616822 60.3782335, 25.2617026 60.3783961, 25.2616875 60.3784698, 25.2616718 60.3785204, 25.261655 60.3785641, 25.2616342 60.3786601, 25.2616163 60.378748, 25.2616107 60.3787754, 25.261604 60.3788092, 25.2616089 60.378892, 25.2616248 60.3790173, 25.2616492 60.3790823, 25.2616985 60.3791803, 25.2617533 60.3792553, 25.2617726 60.3792819, 25.2619151 60.3794787, 25.2619566 60.3795255, 25.2620047 60.3795698, 25.2620385 60.3795954, 25.2621066 60.379647, 25.2622392 60.379695, 25.2623601 60.3797134, 25.2624366 60.3797175, 25.2625017 60.3797209, 25.2625739 60.379721, 25.2626546 60.3797153, 25.2628074 60.3796954, 25.2632669 60.3796284, 25.2634033 60.3796082, 25.2634886 60.3795956, 25.2638334 60.3795447, 25.2639773 60.3795046, 25.2641352 60.3794379, 25.2642182 60.3793835, 25.2643104 60.3792768, 25.2643653 60.3791731, 25.2644365 60.3790714, 25.2645017 60.3790105, 25.2645985 60.3789497, 25.2646708 60.3789234, 25.2649315 60.3788499, 25.2652664 60.3787738, 25.2653364 60.378774, 25.2655165 60.3788129, 25.2655729 60.3788183)",,,
440163397,True,1,1521,Nikkiläntie,tertiary,40,False,187.309,"LINESTRING (25.2618694 60.3769899, 25.26114 60.3769065, 25.2607004 60.3768296, 25.260278 60.3767388, 25.2597272 60.3766163, 25.2591103 60.3764707, 25.2589536 60.3764342, 25.2587081 60.3763769)",,,
440163398,False,2,1521,Nikkiläntie,tertiary,40,False,60.094,"LINESTRING (25.2643392 60.3770886, 25.2648433 60.3770847, 25.2654312 60.3770653)",,,
440163398,False,2,1521,Nikkiläntie,tertiary,40,True,72.78800000000001,"LINESTRING (25.2643392 60.3770886, 25.2639942 60.3770884, 25.2634361 60.3770724, 25.2630177 60.3770527)",,,
"[716796888, 691590277]",False,,,"['Pohjoinen koulupolku', 'Pohjoinen Koulutie']",unclassified,30,False,288.51899999999995,"LINESTRING (25.2643392 60.3770886, 25.2643438 60.3767371, 25.2643446 60.37668, 25.2643365 60.3765448, 25.264329 60.3764055, 25.2643329 60.3763049, 25.2643761 60.3762422, 25.2644412 60.376208, 25.2656251 60.3759568, 25.2659702 60.3758799, 25.2661025 60.3758538, 25.2661446 60.3758466, 25.2663094 60.3758116, 25.2666538 60.3757385, 25.2670094 60.3756631, 25.2672506 60.3756128, 25.2673276 60.3755963, 25.2673795 60.3755845, 25.2674222 60.3755755, 25.2675965 60.3755379)",,,
717045321,True,1,,Iso Kylätie,tertiary,30,False,33.687,"LINESTRING (25.2659816 60.3736233, 25.2660265 60.3737103, 25.2660703 60.3738413, 25.266078 60.3739216)",,,
784853570,True,1,,,tertiary,30,False,12.123999999999999,"LINESTRING (25.2659816 60.3736233, 25.2659191 60.3736471, 25.2658529 60.3736574, 25.2657807 60.3736589)",,,roundabout
717045319,True,1,,,tertiary,30,False,22.006,"LINESTRING (25.2657807 60.3736589, 25.2657198 60.3736503, 25.2656661 60.3736337, 25.2656236 60.3736105, 25.2655969 60.3735864, 25.2655865 60.3735664, 25.2655852 60.373539, 25.2655955 60.373511)",,,roundabout
717045323,True,1,,Iso Kylätie,tertiary,30,False,25.579,"LINESTRING (25.2655955 60.373511, 25.2654886 60.3734102, 25.2653705 60.3733097)",,,
784853569,True,1,,,tertiary,30,False,11.948,"LINESTRING (25.2655955 60.373511, 25.265629 60.3734792, 25.2656808 60.3734542, 25.2657459 60.3734385)",,,roundabout
784853577,True,1,,,tertiary,30,False,13.04,"LINESTRING (25.2657459 60.3734385, 25.265799 60.3734356, 25.2658597 60.3734388, 25.2659171 60.3734476, 25.2659672 60.3734662)",,,roundabout
26732751,False,2,,Uudensillantie,tertiary,40,False,130.968,"LINESTRING (25.2659672 60.3734662, 25.2661448 60.3734181, 25.2663153 60.3733839, 25.2664821 60.3733632, 25.2666154 60.3733559, 25.2673395 60.3733163, 25.2682079 60.3732772, 25.268297 60.3732732)",,,
891984042,True,1,,,tertiary,30,False,19.341,"LINESTRING (25.2659672 60.3734662, 25.2660195 60.3735007, 25.2660414 60.3735545, 25.2660233 60.3735914, 25.2659816 60.3736233)",,,roundabout
32762092,False,,,Kaskiniitynkuja,unclassified,,False,82.098,"LINESTRING (25.271033 60.377199, 25.2711412 60.3771835, 25.2713532 60.377153, 25.2715448 60.3771255, 25.2717192 60.3771004, 25.2720714 60.3770498, 25.2723098 60.3770156, 25.2724673 60.3769929)",,,
40199838,False,,,Itäinen Suursuonkuja,residential,,True,108.45700000000001,"LINESTRING (25.2609587 60.3764225, 25.2608853 60.3764106, 25.2608242 60.3764007, 25.2605842 60.376362, 25.2599767 60.3762638, 25.2597657 60.3762298, 25.2596438 60.3762041, 25.2592475 60.3760696, 25.2591566 60.3760437)",,,
