osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,access
1083142008,True,944,Luusuantie,secondary,40,False,12.421,"LINESTRING (27.4264656 66.7168822, 27.4264676 66.7167705)",,
29267975,False,,Kirkkokatu,tertiary,,True,10.945,"LINESTRING (27.4266786 66.7163569, 27.4269262 66.7163674)",,
220593895,True,944,Luusuantie,secondary,40,False,10.611,"LINESTRING (27.4266786 66.7163569, 27.4267216 66.716263)",,
220593890,False,944,Luusuantie,secondary,,True,2.3,"LINESTRING (27.4284587 66.7143107, 27.4284436 66.7143305)",,
220726150,True,944,Luusuantie,secondary,,False,62.24099999999999,"LINESTRING (27.4284587 66.7143107, 27.4285112 66.7141883, 27.4287927 66.7138957, 27.4288153 66.7138362, 27.4288558 66.7137759)",,
29267975,False,,Kirkkokatu,tertiary,,True,10.025,"LINESTRING (27.4418448 66.715639, 27.441878 66.7157282)",,
29267975,False,,Kirkkokatu,tertiary,,False,94.023,"LINESTRING (27.4418448 66.715639, 27.441787 66.7155615, 27.4417163 66.7154973, 27.4416194 66.7154404, 27.4414807 66.7153752, 27.4413873 66.7153358, 27.4413655 66.7153266, 27.4412372 66.715281, 27.4410644 66.7152324, 27.4408524 66.7151807, 27.4407058 66.7151527, 27.4406172 66.7151387, 27.4405356 66.7151258, 27.4403262 66.7150989)",,
29267975,False,,Kirkkokatu,tertiary,,False,108.697,"LINESTRING (27.4403262 66.7150989, 27.4400906 66.7150772, 27.439855 66.7150689, 27.4396481 66.7150699, 27.4393549 66.7150917, 27.4391071 66.7151231, 27.4388732 66.7151527, 27.4379418 66.7152774)",,
29267975,False,,Kirkkokatu,tertiary,,True,94.023,"LINESTRING (27.4403262 66.7150989, 27.4405356 66.7151258, 27.4406172 66.7151387, 27.4407058 66.7151527, 27.4408524 66.7151807, 27.4410644 66.7152324, 27.4412372 66.715281, 27.4413655 66.7153266, 27.4413873 66.7153358, 27.4414807 66.7153752, 27.4416194 66.7154404, 27.4417163 66.7154973, 27.441787 66.7155615, 27.4418448 66.715639)",,
220875945,False,,Pietarinkatu,residential,,True,23.917,"LINESTRING (27.4403262 66.7150989, 27.4404024 66.7150086, 27.4404286 66.7149325, 27.4404434 66.7148898)",,
220726145,False,,Vapaudenkatu,tertiary,,False,11.671,"LINESTRING (27.4301764 66.7138242, 27.430423 66.7138631)",,
220726152,True,,Vapaudenkatu,tertiary,,False,38.242999999999995,"LINESTRING (27.4301764 66.7138242, 27.4295506 66.7137522, 27.4293494 66.7137188)",,
29267975,False,,Kirkkokatu,tertiary,,False,248.265,"LINESTRING (27.4379418 66.7152774, 27.4375709 66.7153304, 27.4366982 66.7154487, 27.4354378 66.715588, 27.4346638 66.7156651, 27.4325071 66.7158801)",,
29267975,False,,Kirkkokatu,tertiary,,True,108.697,"LINESTRING (27.4379418 66.7152774, 27.4388732 66.7151527, 27.4391071 66.7151231, 27.4393549 66.7150917, 27.4396481 66.7150699, 27.439855 66.7150689, 27.4400906 66.7150772, 27.4403262 66.7150989)",,
220726145,False,,Vapaudenkatu,tertiary,,True,195.734,"LINESTRING (27.4379418 66.7152774, 27.437814 66.7151542, 27.4376774 66.715046, 27.4372031 66.7149336, 27.4364986 66.714814, 27.4362938 66.7147817, 27.4344696 66.7144938, 27.4341891 66.7144457)",,
29267977,False,,Kuumaniemenkatu,residential,,False,258.176,"LINESTRING (27.4294338 66.7128779, 27.4297768 66.712935, 27.4302388 66.7130071, 27.4307449 66.7130861, 27.4311445 66.7131484, 27.4317836 66.7132474, 27.4323767 66.7133407, 27.4325973 66.7133755, 27.4339517 66.7135884, 27.4348935 66.7137335)",,
220726149,False,944,Luusuantie,secondary,,False,122.07000000000001,"LINESTRING (27.4294338 66.7128779, 27.429415 66.7126866, 27.4293624 66.7121517, 27.4293213 66.7118782, 27.4293068 66.7117813)",,
