osmid,oneway,lanes,ref,name,highway,junction,reversed,length,geometry,maxspeed
4717369,True,1,23,Petäjävedentie,trunk,roundabout,False,7.88,"LINESTRING (25.1924102 62.2521978, 25.1923341 62.252198, 25.1922595 62.252191)",
4717369,True,1,23,Petäjävedentie,trunk,roundabout,False,22.651,"LINESTRING (25.1920155 62.251971, 25.1920645 62.2519255, 25.1921398 62.2518885, 25.1922348 62.2518633, 25.1923415 62.2518521)",
150914051,True,1,23,Petäjävedentie,trunk,,False,38.721000000000004,"LINESTRING (25.1920155 62.251971, 25.1920033 62.2518502, 25.1918947 62.2516286)",
4717369,True,1,23,Petäjävedentie,trunk,roundabout,False,10.149999999999999,"LINESTRING (25.1923415 62.2518521, 25.1924394 62.2518546, 25.1925324 62.251869)",
150914043,True,1,,Karikontie,residential,,False,53.532,"LINESTRING (25.1925324 62.251869, 25.1935661 62.2518569)",
4717369,True,1,23,Petäjävedentie,trunk,roundabout,False,24.686,"LINESTRING (25.1925324 62.251869, 25.19263 62.2519009, 25.192701 62.2519454, 25.1927381 62.2519982, 25.1927376 62.2520537)",
4717369,True,1,23,Petäjävedentie,trunk,roundabout,False,6.622,"LINESTRING (25.1927376 62.2520537, 25.1926953 62.2521099)",
52737674,True,1,23,Petäjävedentie,trunk,,False,34.408,"LINESTRING (25.1918947 62.2516286, 25.1921412 62.2517874, 25.1923415 62.2518521)",50
42031609,True,1,,Karikontie,residential,,False,48.376,"LINESTRING (25.1935661 62.2518569, 25.1933267 62.2519189, 25.1929888 62.2519773, 25.1927376 62.2520537)",
1120558699,False,,,Karikontie,residential,,False,103.802,"LINESTRING (25.1935661 62.2518569, 25.1938187 62.2518076, 25.1939685 62.2517609, 25.1941148 62.2517147, 25.1945505 62.2515796, 25.1949334 62.251473, 25.195086 62.2514358, 25.1952837 62.2513791)",
42090298,False,,,Saukkotie,residential,,False,111.489,"LINESTRING (25.1952837 62.2513791, 25.1949468 62.2511111, 25.194602 62.2508568, 25.1941276 62.2505337)",
1120558699,False,,,Karikontie,residential,,False,48.15,"LINESTRING (25.1952837 62.2513791, 25.1955058 62.25149, 25.1956753 62.2515992, 25.1958582 62.2517186)",
1120558699,False,,,Karikontie,residential,,True,103.80199999999999,"LINESTRING (25.1952837 62.2513791, 25.195086 62.2514358, 25.1949334 62.251473, 25.1945505 62.2515796, 25.1941148 62.2517147, 25.1939685 62.2517609, 25.1938187 62.2518076, 25.1935661 62.2518569)",
43125356,False,,,Susitie,residential,,False,138.13500000000002,"LINESTRING (25.1958582 62.2517186, 25.1959125 62.2517892, 25.1959522 62.2519204, 25.1959819 62.2521173, 25.1959484 62.2523816, 25.1959115 62.2526647, 25.1958916 62.2528287, 25.1959707 62.2529479)",
"[1120558699, 150913995]",False,,,Karikontie,residential,,False,256.928,"LINESTRING (25.1958582 62.2517186, 25.1960794 62.2517098, 25.1963822 62.2516813, 25.1966604 62.2516351, 25.1969553 62.2515787, 25.1972582 62.251517, 25.1975608 62.2514357, 25.1978373 62.2513494, 25.1980758 62.2512461, 25.1982487 62.251118, 25.198385 62.2509807, 25.1985118 62.250826, 25.1986649 62.2506787, 25.1988746 62.2505257, 25.1991334 62.2503951, 25.1992841 62.2503378, 25.1994145 62.2502979)",
1120558699,False,,,Karikontie,residential,,True,48.15,"LINESTRING (25.1958582 62.2517186, 25.1956753 62.2515992, 25.1955058 62.25149, 25.1952837 62.2513791)",
42090290,False,,,Lumikkotie,residential,,False,120.981,"LINESTRING (25.2015311 62.2488794, 25.2012664 62.2488403, 25.2009789 62.2488358, 25.2005827 62.2488417, 25.1999675 62.2488632, 25.1996536 62.2488686, 25.1993675 62.248852, 25.1992227 62.2488256)",
150913995,False,,,Karikontie,residential,,False,267.97200000000004,"LINESTRING (25.2015311 62.2488794, 25.2015519 62.2487254, 25.2016662 62.2485388, 25.2018631 62.2483828, 25.2021746 62.2481603, 25.2024635 62.2479252, 25.202801 62.2476885, 25.2031122 62.247526, 25.2034037 62.247414, 25.2037656 62.2473057, 25.2040025 62.247203, 25.2042472 62.2470701, 25.2044174 62.2469544)",
150913995,False,,,Karikontie,residential,,True,204.94599999999997,"LINESTRING (25.2015311 62.2488794, 25.2016177 62.2490516, 25.2016203 62.2491306, 25.2015897 62.2492122, 25.2014267 62.2493771, 25.2011603 62.2495341, 25.2007074 62.249772, 25.2002449 62.2500105, 25.1999372 62.2501423, 25.1996047 62.2502397, 25.1994145 62.2502979)",
42090290,False,,,Lumikkotie,residential,,True,213.248,"LINESTRING (25.1949152 62.2472113, 25.1949976 62.2473089, 25.1952602 62.2474333, 25.1955821 62.2475609, 25.1958258 62.2476344, 25.1960995 62.2476766, 25.1965148 62.2477216, 25.196811 62.2477241, 25.1971647 62.2477648, 25.1974807 62.2478903, 25.1979256 62.2481557, 25.1980986 62.2482652)",
50654625,False,,,Saukkotie,residential,,True,104.116,"LINESTRING (25.1949152 62.2472113, 25.1946679 62.2473622, 25.1944348 62.247522, 25.1941769 62.2476667, 25.1938718 62.2478059, 25.1936166 62.2479224)",
"[53272785, 1064340743]",False,,,Salmelantie,residential,,False,215.01500000000001,"LINESTRING (25.1949152 62.2472113, 25.1948308 62.2471835, 25.1946026 62.2471301, 25.1944434 62.2470664, 25.1941731 62.2469583, 25.1936415 62.246728, 25.1932366 62.2465558, 25.1927629 62.2464671, 25.1922136 62.2463889, 25.1918349 62.2463417, 25.1914036 62.2462478)",
