osmid,oneway,ref,name,highway,reversed,length,bridge,lanes,geometry,maxspeed,junction
25911893,True,,Vapaudenkatu,tertiary,False,79.015,,2,"LINESTRING (23.6272223 60.8165434, 23.6273784 60.8164953, 23.6282661 60.8161824, 23.6284153 60.8161357)",,
27150348,True,284,Kartanonkatu,secondary,False,9.209,,1,"LINESTRING (23.6272223 60.8165434, 23.627278 60.8165817, 23.6273207 60.8166109)",,
25911969,True,,Vilppaankatu,residential,False,103.60000000000001,,,"LINESTRING (23.62714 60.8152715, 23.6271054 60.8152159, 23.6262813 60.8146697, 23.6262244 60.8146218, 23.6261881 60.8145822, 23.6261952 60.8144855)",,
98742330,False,,Vilppaankatu,residential,False,80.963,,,"LINESTRING (23.62714 60.8152715, 23.6271257 60.8153134, 23.6270762 60.8153567, 23.6263164 60.8156304, 23.6261262 60.815699, 23.6260271 60.8157347)",,
25911893,True,,Vapaudenkatu,tertiary,False,36.437,,2,"LINESTRING (23.6284153 60.8161357, 23.6289786 60.815957)",,
25911977,False,,Torikatu,residential,True,9.05,,,"LINESTRING (23.6284153 60.8161357, 23.6285138 60.8162014)",,
25911977,False,,Torikatu,residential,False,51.181,,,"LINESTRING (23.6284153 60.8161357, 23.6283487 60.8160962, 23.6283081 60.8160694, 23.6278679 60.8157609)",,
25911981,False,,Paimenenkatu,residential,True,8.34,,,"LINESTRING (23.6295038 60.8180871, 23.6293836 60.8181339)",,
25911981,False,,Paimenenkatu,residential,False,120.08500000000001,,,"LINESTRING (23.6295038 60.8180871, 23.6296622 60.8180295, 23.6299097 60.8179435, 23.631075 60.8175388, 23.631298 60.8174541)",,
27150348,True,284,Kartanonkatu,secondary,False,181.251,,1,"LINESTRING (23.6295038 60.8180871, 23.6296798 60.8182059, 23.6306439 60.818819, 23.6315512 60.8193755)",,
25911981,False,,Paimenenkatu,residential,True,120.08500000000001,,,"LINESTRING (23.631298 60.8174541, 23.631075 60.8175388, 23.6299097 60.8179435, 23.6296622 60.8180295, 23.6295038 60.8180871)",,
98747288,False,,Kuulankatu,residential,True,176.286,,,"LINESTRING (23.631298 60.8174541, 23.6327674 60.8184042, 23.6332557 60.8187199)",,
98747297,False,,Paimenenkatu,residential,True,54.174,,,"LINESTRING (23.631298 60.8174541, 23.631483 60.8173752, 23.6321238 60.817182)",,
448725169,False,,Torikatu,residential,False,200.33599999999998,,,"LINESTRING (23.631298 60.8174541, 23.6311837 60.8173775, 23.6308396 60.8171377, 23.6307156 60.8170512, 23.6305466 60.8169334, 23.6303225 60.8167772, 23.6300131 60.8165896, 23.6299111 60.8165277, 23.6298158 60.8164626, 23.6297517 60.81643, 23.6295041 60.8162835, 23.6293335 60.8161812, 23.629179 60.8160962, 23.6290672 60.8160199)",,
448725169,False,,Torikatu,residential,True,8.485,,,"LINESTRING (23.6289786 60.815957, 23.6290672 60.8160199)",,
25911893,True,,Vapaudenkatu,tertiary,False,89.482,,2,"LINESTRING (23.6289786 60.815957, 23.6292498 60.8158647, 23.6301138 60.8155586, 23.6303094 60.8154814)",,
27150348,True,284,Kartanonkatu,secondary,False,7.214,,1,"LINESTRING (23.6260271 60.8157347, 23.6260996 60.8157891)",,
98742330,False,,Vilppaankatu,residential,True,80.963,,,"LINESTRING (23.6260271 60.8157347, 23.6261262 60.815699, 23.6263164 60.8156304, 23.6270762 60.8153567, 23.6271257 60.8153134, 23.62714 60.8152715)",,
"[25911842, 25911835]",False,,"['Lindvallinkatu', 'Pispalankatu']",residential,"[False, True]",433.18799999999993,,,"LINESTRING (23.6386327 60.8190265, 23.6384086 60.8189471, 23.6383312 60.8189197, 23.6366926 60.8183275, 23.6358801 60.818033, 23.6357365 60.8180203, 23.6355929 60.8180438, 23.6350879 60.8186434, 23.6348716 60.8189003, 23.6346512 60.819162, 23.6337622 60.8198279, 23.6336754 60.8198929)",,
"[1222934291, 25911987]",False,,Linikkalankatu,tertiary,False,53.57,,,"LINESTRING (23.6386327 60.8190265, 23.6385379 60.8191067, 23.638105 60.8194337)",,
543773220,False,282,Kauppakatu,secondary,False,6.396,,2,"LINESTRING (23.6216711 60.8127354, 23.6217385 60.8126882)",,
543773220,False,282,Kauppakatu,secondary,True,8.82,,2,"LINESTRING (23.6216711 60.8127354, 23.6215812 60.8128015)",,
25990631,False,,Koulukatu,residential,True,99.839,,,"LINESTRING (23.630855 60.8135285, 23.6319475 60.8135424, 23.6323907 60.8135468, 23.6326923 60.8135245)",,
448538962,False,,Koulukatu,tertiary,False,253.40500000000003,,2,"LINESTRING (23.630855 60.8135285, 23.6298704 60.8134557, 23.6294475 60.813429, 23.6285097 60.8134181, 23.6283852 60.8134182, 23.6280005 60.8134214, 23.6264739 60.8134342, 23.6261971 60.813434)",,
448538964,False,,Tapulikatu,tertiary,True,226.087,,,"LINESTRING (23.630855 60.8135285, 23.630853 60.8134623, 23.6308646 60.8122055, 23.6308659 60.8121197, 23.6309023 60.812067, 23.6309652 60.8120276, 23.6313218 60.8119253, 23.6317469 60.8118033, 23.631883 60.8117651)",,
72126081,False,,Säästöpankinkatu,tertiary,False,108.21600000000001,,,"LINESTRING (23.6261971 60.813434, 23.6261979 60.8135542, 23.6262023 60.8143333, 23.6262009 60.8144072)",,
391560085,False,,Loimikatu,residential,False,279.41200000000003,,,"LINESTRING (23.6261971 60.813434, 23.6261978 60.8133769, 23.6261942 60.8130598, 23.6261716 60.8129964, 23.6259966 60.8128754, 23.6259426 60.8128155, 23.6259496 60.8127635, 23.6279928 60.8120118, 23.6288445 60.8116985, 23.6289104 60.8116743)",40,
448538962,False,,Koulukatu,tertiary,True,253.405,,2,"LINESTRING (23.6261971 60.813434, 23.6264739 60.8134342, 23.6280005 60.8134214, 23.6283852 60.8134182, 23.6285097 60.8134181, 23.6294475 60.813429, 23.6298704 60.8134557, 23.630855 60.8135285)",,
72126081,False,,Säästöpankinkatu,tertiary,True,108.21600000000001,,,"LINESTRING (23.6262009 60.8144072, 23.6262023 60.8143333, 23.6261979 60.8135542, 23.6261971 60.813434)",,
487520273,True,2821,Hämeentie,secondary,False,35.894999999999996,,,"LINESTRING (23.6262009 60.8144072, 23.6264873 60.8144097, 23.626854 60.8144492)",,
25990631,False,,Koulukatu,residential,False,99.839,,,"LINESTRING (23.6326923 60.8135245, 23.6323907 60.8135468, 23.6319475 60.8135424, 23.630855 60.8135285)",,
448538964,False,,Tapulikatu,tertiary,False,14.709,,,"LINESTRING (23.6321164 60.8116977, 23.631883 60.8117651)",,
51356159,True,,Yhtiönkatu,secondary,False,180.834,,,"LINESTRING (23.6321164 60.8116977, 23.6322564 60.8118448, 23.6328422 60.8124602, 23.6332827 60.8130434, 23.6333991 60.8131974)",,
892392530,False,,Puutarhurinkuja,residential,False,8.963,,,"LINESTRING (23.622009 60.8183992, 23.6221742 60.8184022)",,
544331277,False,,Puutarhurinkuja,residential,True,77.506,,,"LINESTRING (23.622009 60.8183992, 23.6210042 60.8180214, 23.6208439 60.8180158)",,
"[892392530, 25990764]",False,,Puutarhurinkuja,residential,True,100.643,,,"LINESTRING (23.622009 60.8183992, 23.6208581 60.8183561, 23.6208249 60.8182847, 23.6208348 60.818098, 23.6208439 60.8180158)",,
544330927,False,,Puutarhakatu,residential,False,314.538,,,"LINESTRING (23.6232176 60.818341, 23.6233207 60.8183046, 23.6237536 60.8179103, 23.6242451 60.8174507, 23.6248033 60.8169407, 23.6251795 60.8165871, 23.6252458 60.8165214, 23.6259099 60.8159404, 23.6260022 60.8158668)",,
544330927,False,,Puutarhakatu,residential,True,16.526,,,"LINESTRING (23.6232176 60.818341, 23.6230606 60.8183881, 23.6229421 60.8183987)",,
544330929,False,,Rydberginkuja,residential,True,18.789,,,"LINESTRING (23.6232176 60.818341, 23.6231054 60.8182703, 23.6230054 60.8182074)",,
544330927,False,,Puutarhakatu,residential,True,10.126,,,"LINESTRING (23.6260996 60.8157891, 23.6260022 60.8158668)",,
27150348,True,284,Kartanonkatu,secondary,False,103.63600000000001,,1,"LINESTRING (23.6260996 60.8157891, 23.6271045 60.8164643, 23.627147 60.8164928, 23.6272223 60.8165434)",,
25911977,False,,Torikatu,residential,True,51.181,,,"LINESTRING (23.6278679 60.8157609, 23.6283081 60.8160694, 23.6283487 60.8160962, 23.6284153 60.8161357)",,
98747302,False,,Keskuskatu,residential,True,125.07900000000001,,,"LINESTRING (23.6242086 60.8127377, 23.6237577 60.812521, 23.6232533 60.8122955, 23.6226336 60.8120692, 23.6225737 60.812044, 23.6224774 60.8119972)",,
25990764,False,,Puutarhurinkuja,residential,False,50.334,,,"LINESTRING (23.6219044 60.8171507, 23.6214851 60.8173896, 23.6214189 60.8174317, 23.62131 60.8174983)",,
116404312,True,,I linja,residential,False,20.58,,,"LINESTRING (23.6341519 60.8148694, 23.634065 60.8147847, 23.634057 60.8147733, 23.634045 60.8147464, 23.6340278 60.8146963)",,
545034226,False,,I linja,residential,False,258.95500000000004,,,"LINESTRING (23.6341519 60.8148694, 23.6342998 60.8150063, 23.634346 60.8150644, 23.6343738 60.8151323, 23.6344471 60.8157769, 23.6344605 60.8158812, 23.6345068 60.8162405, 23.6345263 60.8163643, 23.6345425 60.8164477, 23.6346824 60.817169)",,
98742974,False,,Lyseokatu,residential,True,12.141,,,"LINESTRING (23.6333991 60.8131974, 23.633188 60.8132338)",,
51356159,True,,Yhtiönkatu,secondary,False,162.337,,,"LINESTRING (23.6333991 60.8131974, 23.6334908 60.813338, 23.6336625 60.8136146, 23.6340359 60.8143744, 23.6340456 60.8143953, 23.6340597 60.8144236, 23.6341194 60.8146129)",,
98747281,False,,Sairaalankuja,residential,False,55.325,,,"LINESTRING (23.638829 60.8197841, 23.6387357 60.8197381, 23.638185 60.8194668, 23.638105 60.8194337)",,
98747281,False,,Sairaalankuja,residential,True,55.325,,,"LINESTRING (23.638105 60.8194337, 23.638185 60.8194668, 23.6387357 60.8197381, 23.638829 60.8197841)",,
"[1222934291, 25911987]",False,,Linikkalankatu,tertiary,True,53.57,,,"LINESTRING (23.638105 60.8194337, 23.6385379 60.8191067, 23.6386327 60.8190265)",,
98747288,False,,Kuulankatu,residential,False,176.286,,,"LINESTRING (23.6332557 60.8187199, 23.6327674 60.8184042, 23.631298 60.8174541)",,
98747293,False,,V linja,residential,False,177.13,,,"LINESTRING (23.6382154 60.8176372, 23.637955 60.8160493)",,
98747293,False,,V linja,residential,True,177.13,,,"LINESTRING (23.637955 60.8160493, 23.6382154 60.8176372)",,
227713359,False,,Mäkikatu,residential,True,46.039,,,"LINESTRING (23.637955 60.8160493, 23.6388017 60.8160181)",,
227713367,False,,Mäkikatu,residential,False,47.112,,,"LINESTRING (23.637955 60.8160493, 23.6370879 60.8160765)",,
98747293,False,,V linja,residential,False,170.35699999999997,,,"LINESTRING (23.637955 60.8160493, 23.6378162 60.8151983, 23.6377236 60.8146151, 23.6377205 60.8145958, 23.6377077 60.814522)",,
227713367,False,,Mäkikatu,residential,False,46.474,,,"LINESTRING (23.6370879 60.8160765, 23.6362329 60.816106)",,
227713367,False,,Mäkikatu,residential,True,47.112,,,"LINESTRING (23.6370879 60.8160765, 23.637955 60.8160493)",,
98747301,False,,IV linja,residential,False,169.66400000000002,,,"LINESTRING (23.6370879 60.8160765, 23.6369703 60.8152391, 23.6368679 60.8146528, 23.6368645 60.8146336, 23.6368541 60.814555)",,
98747301,False,,IV linja,residential,True,183.15800000000002,,,"LINESTRING (23.6370879 60.8160765, 23.6372214 60.8169186, 23.6373448 60.8177189)",,
227713367,False,,Mäkikatu,residential,False,45.596,,,"LINESTRING (23.6362329 60.816106, 23.6353935 60.8161308)",,
227713367,False,,Mäkikatu,residential,True,46.474,,,"LINESTRING (23.6362329 60.816106, 23.6370879 60.8160765)",,
448725184,False,,III linja,residential,False,58.079,,,"LINESTRING (23.6362329 60.816106, 23.6361732 60.8155845)",,
448725184,False,,III linja,residential,True,169.905,,,"LINESTRING (23.6362329 60.816106, 23.6365215 60.8176275)",,
227713367,False,,Mäkikatu,residential,True,45.596,,,"LINESTRING (23.6353935 60.8161308, 23.6362329 60.816106)",,
98747298,False,,II linja,residential,False,168.173,,,"LINESTRING (23.6353935 60.8161308, 23.6351634 60.8147287, 23.6351581 60.8146988, 23.6351541 60.814623)",,
98747298,False,,II linja,residential,True,165.332,,,"LINESTRING (23.6353935 60.8161308, 23.6353969 60.8162021, 23.6356269 60.8176132)",,
98747298,False,,II linja,residential,False,165.332,,,"LINESTRING (23.6356269 60.8176132, 23.6353969 60.8162021, 23.6353935 60.8161308)",,
98747297,False,,Paimenenkatu,residential,False,54.174,,,"LINESTRING (23.6321238 60.817182, 23.631483 60.8173752, 23.631298 60.8174541)",,
545034226,False,,I linja,residential,True,258.95500000000004,,,"LINESTRING (23.6346824 60.817169, 23.6345425 60.8164477, 23.6345263 60.8163643, 23.6345068 60.8162405, 23.6344605 60.8158812, 23.6344471 60.8157769, 23.6343738 60.8151323, 23.634346 60.8150644, 23.6342998 60.8150063, 23.6341519 60.8148694)",,
448725184,False,,III linja,residential,False,169.905,,,"LINESTRING (23.6365215 60.8176275, 23.6362329 60.816106)",,
98747301,False,,IV linja,residential,False,183.15800000000002,,,"LINESTRING (23.6373448 60.8177189, 23.6372214 60.8169186, 23.6370879 60.8160765)",,
228794336,False,282,Kauppakatu,secondary,False,25.222,,2,"LINESTRING (23.6224774 60.8119972, 23.6227607 60.8118173)",,
98747302,False,,Keskuskatu,residential,False,125.07900000000001,,,"LINESTRING (23.6224774 60.8119972, 23.6225737 60.812044, 23.6226336 60.8120692, 23.6232533 60.8122955, 23.6237577 60.812521, 23.6242086 60.8127377)",,
543773220,False,282,Kauppakatu,secondary,True,86.658,,2,"LINESTRING (23.6224774 60.8119972, 23.6220549 60.8123892, 23.6217722 60.8126544, 23.6217576 60.812669, 23.6217385 60.8126882)",,
487520273,True,2821,Hämeentie,secondary,False,93.424,,,"LINESTRING (23.6244791 60.8144263, 23.6249858 60.8144152, 23.6258516 60.81441, 23.6259643 60.8144047, 23.6262009 60.8144072)",,
72126061,False,,Wahreninkatu,residential,False,73.349,,,"LINESTRING (23.6210545 60.8152359, 23.6214631 60.8152848, 23.6216556 60.8152588, 23.6222395 60.8150433)",,
98819997,False,,Sortohaankatu,residential,False,79.67999999999999,,,"LINESTRING (23.6302285 60.8198623, 23.6312701 60.8194675, 23.6313934 60.8194255)",,
98819997,False,,Sortohaankatu,residential,True,10.203,,,"LINESTRING (23.6315512 60.8193755, 23.6313934 60.8194255)",,
1002538483,True,284,Kartanonkatu,secondary,False,29.691,,1,"LINESTRING (23.6315512 60.8193755, 23.6319129 60.819576)",,
98820026,False,,Sepänkatu,residential,False,49.495999999999995,,,"LINESTRING (23.6233888 60.8131713, 23.6230933 60.813033, 23.6226504 60.8129165)",,
116404323,False,2821,Hämeentie,secondary,False,43.935,,,"LINESTRING (23.6360467 60.8145882, 23.6368541 60.814555)",,
116404323,False,2821,Hämeentie,secondary,True,48.554,,,"LINESTRING (23.6360467 60.8145882, 23.6351541 60.814623)",,
1101670427,False,,III linja,residential,True,98.93700000000001,,,"LINESTRING (23.6360467 60.8145882, 23.6360581 60.8146646, 23.6360616 60.8146895, 23.6361624 60.8154124, 23.6361706 60.8154759)",,
51356159,True,,Yhtiönkatu,secondary,False,9.164,,,"LINESTRING (23.6341194 60.8146129, 23.6341342 60.814695)",,
227713328,True,2821,Hämeentie,secondary,False,56.21000000000001,,,"LINESTRING (23.6341194 60.8146129, 23.6343635 60.8146178, 23.6348514 60.8146088, 23.6351541 60.814623)",,
116404323,False,2821,Hämeentie,secondary,True,43.935,,,"LINESTRING (23.6368541 60.814555, 23.6360467 60.8145882)",,
98747301,False,,IV linja,residential,True,169.664,,,"LINESTRING (23.6368541 60.814555, 23.6368645 60.8146336, 23.6368679 60.8146528, 23.6369703 60.8152391, 23.6370879 60.8160765)",,
116404323,False,2821,Hämeentie,secondary,False,46.43,,,"LINESTRING (23.6368541 60.814555, 23.6370069 60.8145488, 23.6377077 60.814522)",,
448538964,False,,Tapulikatu,tertiary,True,14.709,,,"LINESTRING (23.631883 60.8117651, 23.6321164 60.8116977)",,
448538964,False,,Tapulikatu,tertiary,False,226.08700000000002,,,"LINESTRING (23.631883 60.8117651, 23.6317469 60.8118033, 23.6313218 60.8119253, 23.6309652 60.8120276, 23.6309023 60.812067, 23.6308659 60.8121197, 23.6308646 60.8122055, 23.630853 60.8134623, 23.630855 60.8135285)",,
116404323,False,2821,Hämeentie,secondary,False,48.554,,,"LINESTRING (23.6351541 60.814623, 23.6360467 60.8145882)",,
98747298,False,,II linja,residential,True,168.173,,,"LINESTRING (23.6351541 60.814623, 23.6351581 60.8146988, 23.6351634 60.8147287, 23.6353935 60.8161308)",,
227713330,True,2821,Hämeentie,secondary,False,55.989,,,"LINESTRING (23.6351541 60.814623, 23.634842 60.8146569, 23.6344333 60.8146866, 23.6343663 60.8146888, 23.6341342 60.814695)",,
227713328,True,2821,Hämeentie,secondary,False,11.198,,,"LINESTRING (23.633913 60.8146164, 23.6341194 60.8146129)",,
116404325,True,,Yhtiönkatu,secondary,False,158.874,,,"LINESTRING (23.633913 60.8146164, 23.6338614 60.8144433, 23.6337434 60.8142054, 23.6336913 60.8140991, 23.6335348 60.813809, 23.6332856 60.8133671, 23.633188 60.8132338)",,
98742974,False,,Lyseokatu,residential,False,12.141,,,"LINESTRING (23.633188 60.8132338, 23.6333991 60.8131974)",,
116404325,True,,Yhtiönkatu,secondary,False,178.17099999999996,,,"LINESTRING (23.633188 60.8132338, 23.6330696 60.8130804, 23.6326336 60.812518, 23.6322313 60.8121177, 23.6320223 60.8119061, 23.631883 60.8117651)",,
116404325,True,,Yhtiönkatu,secondary,False,10.848,,,"LINESTRING (23.6340278 60.8146963, 23.633913 60.8146164)",,
227713330,True,2821,Hämeentie,secondary,False,82.912,,,"LINESTRING (23.6340278 60.8146963, 23.6336437 60.8147051, 23.6331565 60.8147282, 23.6329384 60.8147451, 23.6326765 60.8147783, 23.6325205 60.8148024)",,
227713364,True,,Vapaudenkatu,tertiary,False,9.084,,,"LINESTRING (23.6323418 60.8147476, 23.6324901 60.8147096)",,
"[227713329, 227713366]",True,2821,Hämeentie,secondary,False,38.209,,,"LINESTRING (23.6323418 60.8147476, 23.6322117 60.8146843, 23.6318136 60.8145205)",,
98747293,False,,V linja,residential,True,170.35700000000003,,,"LINESTRING (23.6377077 60.814522, 23.6377205 60.8145958, 23.6377236 60.8146151, 23.6378162 60.8151983, 23.637955 60.8160493)",,
116404323,False,2821,Hämeentie,secondary,False,46.464,,,"LINESTRING (23.6377077 60.814522, 23.6383976 60.814491, 23.638561 60.8144837)",,
116404323,False,2821,Hämeentie,secondary,True,46.43,,,"LINESTRING (23.6377077 60.814522, 23.6370069 60.8145488, 23.6368541 60.814555)",,
171059043,False,,VI linja,residential,False,153.669,,,"LINESTRING (23.6390246 60.8173958, 23.6388017 60.8160181)",,
171059043,False,,VI linja,residential,True,153.669,,,"LINESTRING (23.6388017 60.8160181, 23.6390246 60.8173958)",,
227713359,False,,Mäkikatu,residential,False,46.039,,,"LINESTRING (23.6388017 60.8160181, 23.637955 60.8160493)",,
171059043,False,,VI linja,residential,False,171.12,,,"LINESTRING (23.6388017 60.8160181, 23.6385744 60.8145733, 23.6385739 60.8145588, 23.638561 60.8144837)",,
171060568,False,,Juhlakentänkatu,residential,False,87.257,,,"LINESTRING (23.6221618 60.8191869, 23.6221742 60.8184022)",,
171060569,False,,Omenakuja,residential,True,77.616,,,"LINESTRING (23.6221618 60.8191869, 23.620736 60.819124)",,
171060568,False,,Juhlakentänkatu,residential,True,87.257,,,"LINESTRING (23.6221742 60.8184022, 23.6221618 60.8191869)",,
892392530,False,,Puutarhurinkuja,residential,True,8.963,,,"LINESTRING (23.6221742 60.8184022, 23.622009 60.8183992)",,
544330927,False,,Puutarhakatu,residential,False,41.636,,,"LINESTRING (23.6221742 60.8184022, 23.622808 60.8183983, 23.6229421 60.8183987)",,
171060569,False,,Omenakuja,residential,False,77.616,,,"LINESTRING (23.620736 60.819124, 23.6221618 60.8191869)",,
228794336,False,282,Kauppakatu,secondary,True,25.222,,2,"LINESTRING (23.6227607 60.8118173, 23.6224774 60.8119972)",,
228794336,False,282,Kauppakatu,secondary,False,89.636,,2,"LINESTRING (23.6227607 60.8118173, 23.6230589 60.8116263, 23.6233738 60.8114566, 23.6237331 60.8112631, 23.6238393 60.8112073)",,
25911969,True,,Vilppaankatu,residential,False,8.712,,,"LINESTRING (23.6261952 60.8144855, 23.6262009 60.8144072)",,
227713347,True,2821,Hämeentie,secondary,False,104.53699999999999,,,"LINESTRING (23.6261952 60.8144855, 23.6259687 60.8144894, 23.624823 60.8145047, 23.6246263 60.8145135, 23.6245406 60.8145174, 23.6242741 60.8145428)",,
227713347,True,2821,Hämeentie,secondary,False,23.872999999999998,,,"LINESTRING (23.6242741 60.8145428, 23.6240803 60.8145261, 23.6238577 60.814478)",,
"[227713362, 27150348]",True,284,Kartanonkatu,secondary,False,163.114,,1,"LINESTRING (23.6242741 60.8145428, 23.6244467 60.8146554, 23.6250763 60.8150773, 23.6258956 60.8156513, 23.6260271 60.8157347)",,
227713351,True,,Rautatienkatu,secondary,False,63.59799999999999,,,"LINESTRING (23.6231569 60.8140591, 23.6238885 60.8143596, 23.6240011 60.8144121, 23.6240449 60.8144325)",,
227713357,True,,Rautatienkatu,secondary,False,61.602,,,"LINESTRING (23.6231569 60.8140591, 23.6235774 60.8142746, 23.6238254 60.8143901, 23.6238577 60.814478)",,
227713361,True,2821,Rautatienkatu,secondary,False,82.949,,,"LINESTRING (23.6231569 60.8140591, 23.6236766 60.8142301, 23.6240039 60.8143348, 23.6241285 60.8143621, 23.6242184 60.8143819, 23.6244791 60.8144263)",,
487520273,True,2821,Hämeentie,secondary,False,23.554,,,"LINESTRING (23.6240449 60.8144325, 23.6244791 60.8144263)",,
227713362,True,284,Kartanonkatu,secondary,False,17.503,,,"LINESTRING (23.6240449 60.8144325, 23.6242399 60.8145205, 23.6242741 60.8145428)",,
227713328,True,2821,Hämeentie,secondary,False,78.25,,,"LINESTRING (23.6324901 60.8147096, 23.6326061 60.8146858, 23.6328792 60.8146553, 23.6335217 60.814627, 23.6336192 60.8146227, 23.633913 60.8146164)",,
227713353,True,2821,Hämeentie,secondary,False,10.552,,,"LINESTRING (23.6324901 60.8147096, 23.6325226 60.814769, 23.6325205 60.8148024)",,
116404323,False,2821,Hämeentie,secondary,True,46.464,,,"LINESTRING (23.638561 60.8144837, 23.6383976 60.814491, 23.6377077 60.814522)",,
171059043,False,,VI linja,residential,True,171.12,,,"LINESTRING (23.638561 60.8144837, 23.6385739 60.8145588, 23.6385744 60.8145733, 23.6388017 60.8160181)",,
