osmid,highway,oneway,reversed,length,geometry,name,maxspeed,ref,junction
67020466,unclassified,False,True,54.182,"LINESTRING (22.3525197 61.2516823, 22.3526121 61.2513593, 22.3527107 61.2512052)",,,,
"[1168435165, 1168435167]",unclassified,False,False,250.735,"LINESTRING (22.3525197 61.2516823, 22.3527272 61.2516681, 22.3544238 61.2515549, 22.3548243 61.251546, 22.3552187 61.2515608, 22.3571597 61.2517209)",Voimakatu,50,,
1168435167,unclassified,False,True,318.028,"LINESTRING (22.3525197 61.2516823, 22.3511511 61.2517661, 22.3466207 61.2520436)",Voimakatu,50,,
1168435167,unclassified,False,False,147.115,"LINESTRING (22.3438943 61.2522194, 22.3445138 61.2521774, 22.3452765 61.2521257, 22.3455569 61.2521086, 22.3464192 61.2520565, 22.3466207 61.2520436)",Voimakatu,50,,
67847046,residential,False,False,43.276,"LINESTRING (22.3466207 61.2520436, 22.3465548 61.2516557)",Haapionkatu,,,
243809152,unclassified,False,True,408.3090000000001,"LINESTRING (22.3466207 61.2520436, 22.3466822 61.252157, 22.3468061 61.2524382, 22.3468159 61.2524785, 22.3469695 61.2530406, 22.3470393 61.2532506, 22.3470807 61.2533751, 22.3474513 61.2539014, 22.3477708 61.2543568, 22.3478217 61.2544294, 22.3479213 61.2545769, 22.3479756 61.2546573, 22.347993 61.2546831, 22.3480373 61.2547595, 22.3482077 61.2550531, 22.3482499 61.2551188, 22.3485332 61.255588)",Haapionkatu,,,
1168435167,unclassified,False,False,318.028,"LINESTRING (22.3466207 61.2520436, 22.3511511 61.2517661, 22.3525197 61.2516823)",Voimakatu,50,,
1168435167,unclassified,False,True,147.115,"LINESTRING (22.3466207 61.2520436, 22.3464192 61.2520565, 22.3455569 61.2521086, 22.3452765 61.2521257, 22.3445138 61.2521774, 22.3438943 61.2522194)",Voimakatu,50,,
67020462,residential,False,False,50.656000000000006,"LINESTRING (22.3554298 61.2551445, 22.3554351 61.2549693, 22.355455 61.254844, 22.3556359 61.2547161)",Krootilankatu,,,
243809171,tertiary,False,True,73.2,"LINESTRING (22.3554298 61.2551445, 22.3551258 61.2551343, 22.3540633 61.255106)",Satakunnantie,,2471,
67020466,unclassified,False,True,58.036,"LINESTRING (22.3527107 61.2512052, 22.3531586 61.2507298)",,,,
67020466,unclassified,False,False,54.182,"LINESTRING (22.3527107 61.2512052, 22.3526121 61.2513593, 22.3525197 61.2516823)",,,,
67846989,residential,False,True,335.398,"LINESTRING (22.3527107 61.2512052, 22.3507408 61.2512616, 22.3501226 61.2512793, 22.3498084 61.2513148, 22.3489826 61.251463, 22.348656 61.2515045, 22.3482786 61.251518, 22.3478242 61.2515342, 22.3472696 61.2516231, 22.3465548 61.2516557)",Kilkunkierto,,,
66848875,unclassified,False,False,123.657,"LINESTRING (22.3537366 61.2496536, 22.353435 61.2502587, 22.3533255 61.2504782, 22.3531586 61.2507298)",Peuranpääntie,,,
67020462,residential,False,False,96.433,"LINESTRING (22.3556359 61.2547161, 22.3558025 61.2545576, 22.356071 61.2541462, 22.3563068 61.2540007, 22.3564192 61.2539502)",Krootilankatu,,,
67020462,residential,False,True,50.656000000000006,"LINESTRING (22.3556359 61.2547161, 22.355455 61.254844, 22.3554351 61.2549693, 22.3554298 61.2551445)",Krootilankatu,,,
67020467,unclassified,False,True,247.105,"LINESTRING (22.3571597 61.2517209, 22.3564499 61.251402, 22.3558097 61.2511116, 22.3546944 61.2509723, 22.3538248 61.2508429, 22.3531586 61.2507298)",Peuranpääntie,,,
"[1168435165, 1168435167]",unclassified,False,True,250.735,"LINESTRING (22.3571597 61.2517209, 22.3552187 61.2515608, 22.3548243 61.251546, 22.3544238 61.2515549, 22.3527272 61.2516681, 22.3525197 61.2516823)",Voimakatu,50,,
67020462,residential,False,True,25.046,"LINESTRING (22.3567602 61.2537958, 22.3564192 61.2539502)",Krootilankatu,,,
67847061,unclassified,False,False,301.348,"LINESTRING (22.3567602 61.2537958, 22.3563871 61.2536074, 22.3562404 61.2534915, 22.3555793 61.2529819, 22.3554835 61.2529212, 22.3553775 61.2528872, 22.3553119 61.2528748, 22.3552362 61.2528605, 22.3548729 61.2528314, 22.3547265 61.2528023, 22.3546104 61.2527513, 22.3542471 61.2524868, 22.3538081 61.2523606, 22.3536516 61.2523266, 22.3534952 61.2523193, 22.3531672 61.25238, 22.353031 61.2523848, 22.3528846 61.2523508, 22.352602 61.2523169)",Hynsiköntie,,,
67020466,unclassified,False,False,58.036,"LINESTRING (22.3531586 61.2507298, 22.3527107 61.2512052)",,,,
66848875,unclassified,False,True,123.65700000000001,"LINESTRING (22.3531586 61.2507298, 22.3533255 61.2504782, 22.353435 61.2502587, 22.3537366 61.2496536)",Peuranpääntie,,,
67020467,unclassified,False,False,247.105,"LINESTRING (22.3531586 61.2507298, 22.3538248 61.2508429, 22.3546944 61.2509723, 22.3558097 61.2511116, 22.3564499 61.251402, 22.3571597 61.2517209)",Peuranpääntie,,,
67847039,residential,False,False,53.325,"LINESTRING (22.351991 61.2552038, 22.3518584 61.2547285)",Seuratalonrinne,,,
243809171,tertiary,False,False,111.55199999999999,"LINESTRING (22.351991 61.2552038, 22.3529027 61.255131, 22.353497 61.2551224, 22.3540633 61.255106)",Satakunnantie,,2471,
243809171,tertiary,False,True,86.539,"LINESTRING (22.351991 61.2552038, 22.3519104 61.2552124, 22.3516872 61.2552363, 22.3511453 61.2552996, 22.3506257 61.2553679, 22.3504217 61.2553934)",Satakunnantie,,2471,
67846989,residential,False,False,323.856,"LINESTRING (22.3432457 61.2498863, 22.3432928 61.250282, 22.3433617 61.2508599, 22.344398 61.2515757, 22.3446199 61.2516527, 22.3449157 61.2516794, 22.3465548 61.2516557)",Kilkunkierto,,,
67847008,residential,False,False,50.95399999999999,"LINESTRING (22.3432457 61.2498863, 22.3426049 61.2498863, 22.3423337 61.2498122)",Hakanpää,,,
67847008,residential,False,True,107.447,"LINESTRING (22.3432457 61.2498863, 22.3436524 61.2498702, 22.3444705 61.2498377, 22.3449325 61.2497266, 22.3451631 61.2496653)",Hakanpää,,,
67847055,unclassified,False,False,318.31600000000003,"LINESTRING (22.3504217 61.2553934, 22.350361 61.255185, 22.3502387 61.2548982, 22.3499909 61.254317, 22.3499556 61.2542342, 22.3498962 61.2541334, 22.3498474 61.2540506, 22.3498168 61.2539988, 22.3496052 61.2536397, 22.3494236 61.2532862, 22.3491714 61.2527953, 22.3490747 61.252607)",Ruonanpää,,,
243809171,tertiary,False,False,86.539,"LINESTRING (22.3504217 61.2553934, 22.3506257 61.2553679, 22.3511453 61.2552996, 22.3516872 61.2552363, 22.3519104 61.2552124, 22.351991 61.2552038)",Satakunnantie,,2471,
243809171,tertiary,False,True,91.857,"LINESTRING (22.3504217 61.2553934, 22.3494002 61.2555533, 22.3487987 61.2556633)",Satakunnantie,,2471,
67847046,residential,False,True,103.696,"LINESTRING (22.3451631 61.2496653, 22.346259 61.2504346)",Haapionkatu,,,
67847008,residential,False,False,107.44700000000002,"LINESTRING (22.3451631 61.2496653, 22.3449325 61.2497266, 22.3444705 61.2498377, 22.3436524 61.2498702, 22.3432457 61.2498863)",Hakanpää,,,
"[67847029, 67847046]",residential,False,False,285.102,"LINESTRING (22.3451631 61.2496653, 22.344799 61.2494781, 22.3446451 61.249399, 22.344509 61.249329, 22.3441885 61.2492994, 22.3421612 61.2490712, 22.3413478 61.2490178, 22.3410397 61.2490178, 22.3403064 61.2492105)","['Esankatu', 'Haapionkatu']",,,
