osmid,ref,name,highway,oneway,reversed,length,geometry,width,lanes,maxspeed
24523419,4870,Kiteentie,tertiary,False,True,169.23700000000002,"LINESTRING (30.1330817 62.0992766, 30.1333814 62.0992091, 30.1351748 62.0988054, 30.1360156 62.0986197)",,,
37709967,,Arppentie,residential,False,True,253.184,"LINESTRING (30.1330817 62.0992766, 30.1329591 62.099137, 30.1327981 62.0988995, 30.1326984 62.0987866, 30.1323008 62.0984714, 30.131552 62.0980418, 30.1310109 62.097819, 30.1301161 62.0975513)",,,
38358021,,Hovintie,residential,False,False,117.492,"LINESTRING (30.1330817 62.0992766, 30.1331771 62.0993854, 30.1335723 62.0997809, 30.13383 62.0999975, 30.1340941 62.10022)",5,,
"[1115577733, 1115577734]",4870,Kiteentie,tertiary,False,False,210.45600000000002,"LINESTRING (30.1330817 62.0992766, 30.1327371 62.0993517, 30.131826 62.0995415, 30.1315549 62.0996052, 30.1315031 62.0996174, 30.1306971 62.0998626, 30.1299463 62.1000799, 30.129616 62.1002309)",,3,
38358021,,Hovintie,residential,False,False,119.80799999999999,"LINESTRING (30.1340941 62.10022, 30.1344056 62.10038, 30.1346635 62.1005125, 30.1347961 62.1005806, 30.1355154 62.1008601, 30.1356119 62.1008949, 30.135773 62.100953)",5,,
38358021,,Hovintie,residential,False,True,117.49199999999999,"LINESTRING (30.1340941 62.10022, 30.13383 62.0999975, 30.1335723 62.0997809, 30.1331771 62.0993854, 30.1330817 62.0992766)",5,,
1113701358,,Välttimäentie,residential,False,False,54.563,"LINESTRING (30.1340941 62.10022, 30.1340781 62.1003065, 30.1338619 62.1006975)",4,,
38358020,,Ilmarisentie,residential,False,False,221.13899999999998,"LINESTRING (30.1409949 62.1013783, 30.1410963 62.101299, 30.1412355 62.1012041, 30.1413614 62.1011277, 30.1415249 62.1010464, 30.1417657 62.100942, 30.1439336 62.100081, 30.1440726 62.1000203)",,2,
38358020,,Ilmarisentie,residential,False,True,97.10799999999999,"LINESTRING (30.1409949 62.1013783, 30.1409251 62.1014345, 30.1408331 62.1015361, 30.1407414 62.1016483, 30.1406741 62.1017559, 30.1406364 62.1018409, 30.140574 62.101989, 30.1405321 62.1021221, 30.140509 62.1022149)",,2,
38358024,,Kalapolku,residential,False,False,103.90699999999998,"LINESTRING (30.1409949 62.1013783, 30.1408467 62.1013438, 30.140646 62.1012889, 30.1403166 62.1011967, 30.1397559 62.1010152, 30.1395111 62.1009254, 30.139346 62.1008557)",,2,
"[38358024, 1024984212]",,Kalapolku,residential,False,True,144.489,"LINESTRING (30.1409949 62.1013783, 30.1411387 62.1014152, 30.1426024 62.1018103, 30.1434208 62.1020103)",,2,
38358021,,Hovintie,residential,False,False,69.553,"LINESTRING (30.1391949 62.1021038, 30.1397868 62.1021683, 30.1403329 62.1022055, 30.140509 62.1022149)",5,,
38358021,,Hovintie,residential,False,True,219.594,"LINESTRING (30.1391949 62.1021038, 30.1389188 62.1020314, 30.1385174 62.1019282, 30.1372878 62.1014943, 30.1366516 62.1012698, 30.135773 62.100953)",5,,
239355621,,Hakatie,residential,False,False,52.971999999999994,"LINESTRING (30.1391949 62.1021038, 30.1391737 62.1021631, 30.1389958 62.1022633, 30.1387318 62.1023298, 30.1385017 62.102428)",,,
38358020,,Ilmarisentie,residential,False,False,97.10799999999999,"LINESTRING (30.140509 62.1022149, 30.1405321 62.1021221, 30.140574 62.101989, 30.1406364 62.1018409, 30.1406741 62.1017559, 30.1407414 62.1016483, 30.1408331 62.1015361, 30.1409251 62.1014345, 30.1409949 62.1013783)",,2,
38358021,,Hovintie,residential,False,True,69.553,"LINESTRING (30.140509 62.1022149, 30.1403329 62.1022055, 30.1397868 62.1021683, 30.1391949 62.1021038)",5,,
24523419,4870,Kiteentie,tertiary,False,False,84.97999999999999,"LINESTRING (30.1452032 62.096476, 30.1448845 62.0965682, 30.144654 62.0966349, 30.1440648 62.0968052, 30.1438139 62.0968777)",,,
38358024,,Kalapolku,residential,False,True,69.993,"LINESTRING (30.1376835 62.0998093, 30.1384224 62.1003353)",,2,
38358024,,Kalapolku,residential,False,False,162.21200000000002,"LINESTRING (30.1376835 62.0998093, 30.1373096 62.0994462, 30.1365402 62.0991678, 30.1360713 62.0986847, 30.1360156 62.0986197)",,2,
47478803,,Romolantie,residential,False,False,87.63499999999999,"LINESTRING (30.1376835 62.0998093, 30.1383259 62.0994192, 30.1388324 62.0992425)",,,
47478803,,Romolantie,residential,False,True,161.436,"LINESTRING (30.1376835 62.0998093, 30.1370242 62.100221, 30.1361013 62.1007662, 30.135773 62.100953)",,,
47478803,,Romolantie,residential,False,True,71.104,"LINESTRING (30.1399562 62.0988787, 30.1388324 62.0992425)",,,
47478803,,Romolantie,residential,False,False,66.955,"LINESTRING (30.1399562 62.0988787, 30.140765 62.098707, 30.1411582 62.0986763)",,,
1115577731,,Heikintie,residential,False,False,135.03,"LINESTRING (30.1399562 62.0988787, 30.1394141 62.0984633, 30.1393658 62.0983302, 30.1395911 62.0982198, 30.1405245 62.0981671)",,,
47478803,,Romolantie,residential,False,False,43.173,"LINESTRING (30.1411582 62.0986763, 30.1419849 62.0986433)",,,
47478803,,Romolantie,residential,False,True,66.955,"LINESTRING (30.1411582 62.0986763, 30.140765 62.098707, 30.1399562 62.0988787)",,,
239350538,,Paavontie,residential,False,True,254.08599999999998,"LINESTRING (30.1411582 62.0986763, 30.1412231 62.0991261, 30.1410928 62.0993802, 30.1392362 62.1000559, 30.1384224 62.1003353)",,,
38358023,,Koivulantie,residential,False,True,194.13299999999998,"LINESTRING (30.1438029 62.0986443, 30.1439421 62.0980007, 30.1440444 62.0977404, 30.1440631 62.0975626, 30.1438786 62.0973637, 30.1435657 62.0970888, 30.1435697 62.0970873, 30.1434437 62.0969764)",,,
47478803,,Romolantie,residential,False,True,94.795,"LINESTRING (30.1438029 62.0986443, 30.1435669 62.0986524, 30.1424411 62.0986251, 30.1419849 62.0986433)",,,
24523419,4870,Kiteentie,tertiary,False,False,142.651,"LINESTRING (30.1415072 62.0974715, 30.1408972 62.0975946, 30.1399968 62.0977741, 30.1397156 62.0978356, 30.1389876 62.0979768)",,,
24523419,4870,Kiteentie,tertiary,False,True,114.862,"LINESTRING (30.1415072 62.0974715, 30.1416417 62.0974405, 30.1420116 62.0973553, 30.1431477 62.0970553, 30.1434437 62.0969764)",,,
38358029,,Opistontie,residential,False,False,154.961,"LINESTRING (30.1415072 62.0974715, 30.1413952 62.0973798, 30.1411198 62.0971546, 30.1408007 62.0969327, 30.1406968 62.0968653, 30.1402365 62.0965668, 30.139849 62.0963156)",,,
38358029,,Opistontie,residential,False,True,154.961,"LINESTRING (30.139849 62.0963156, 30.1402365 62.0965668, 30.1406968 62.0968653, 30.1408007 62.0969327, 30.1411198 62.0971546, 30.1413952 62.0973798, 30.1415072 62.0974715)",,,
38358031,,Kanttorintie,residential,False,False,105.279,"LINESTRING (30.139849 62.0963156, 30.1397708 62.0963321, 30.1394475 62.0964005, 30.1388479 62.0964728, 30.1384693 62.0965215, 30.1379074 62.0964747)",,,
38358031,,Kanttorintie,residential,False,True,105.279,"LINESTRING (30.1379074 62.0964747, 30.1384693 62.0965215, 30.1388479 62.0964728, 30.1394475 62.0964005, 30.1397708 62.0963321, 30.139849 62.0963156)",,,
38358033,,Kanttorintie,residential,False,False,194.22299999999998,"LINESTRING (30.1379074 62.0964747, 30.1373849 62.0963559, 30.1370064 62.0963148, 30.1366336 62.0963475, 30.1357939 62.0965118, 30.1348766 62.0967313, 30.1344773 62.0968213)",,,40
38486888,,Kauppatie,residential,False,True,186.74,"LINESTRING (30.1379074 62.0964747, 30.137748 62.0965613, 30.1376698 62.0966637, 30.1376855 62.0967478, 30.1386042 62.097606, 30.138883 62.0978664, 30.1389126 62.097894, 30.1389876 62.0979768)",,,40
38358032,,Kellonsoittajantie,residential,False,False,66.134,"LINESTRING (30.1344773 62.0968213, 30.1338299 62.0963095)",,,40
38358033,,Kanttorintie,residential,False,False,177.63700000000003,"LINESTRING (30.1344773 62.0968213, 30.1343137 62.0968582, 30.1336625 62.0969149, 30.1330136 62.0969273, 30.1323093 62.0968829, 30.1312577 62.0967583, 30.1311367 62.096744)",,,40
38358033,,Kanttorintie,residential,False,True,194.223,"LINESTRING (30.1344773 62.0968213, 30.1348766 62.0967313, 30.1357939 62.0965118, 30.1366336 62.0963475, 30.1370064 62.0963148, 30.1373849 62.0963559, 30.1379074 62.0964747)",,,40
37709967,,Arppentie,residential,False,False,253.18399999999997,"LINESTRING (30.1301161 62.0975513, 30.1310109 62.097819, 30.131552 62.0980418, 30.1323008 62.0984714, 30.1326984 62.0987866, 30.1327981 62.0988995, 30.1329591 62.099137, 30.1330817 62.0992766)",,,
38358034,,Urkutie,residential,False,False,104.31500000000001,"LINESTRING (30.1301161 62.0975513, 30.1301934 62.0974894, 30.1305952 62.0971677, 30.1308911 62.0969308, 30.1310244 62.096824, 30.1310797 62.0967846, 30.1311367 62.096744)",,,40
47478803,,Romolantie,residential,False,False,71.104,"LINESTRING (30.1388324 62.0992425, 30.1399562 62.0988787)",,,
38358037,,Lindankuja,residential,False,False,125.504,"LINESTRING (30.1388324 62.0992425, 30.1383314 62.0988853, 30.1378895 62.0985731, 30.1376612 62.0983992, 30.137588 62.0983434, 30.137529 62.0982931)",,,
47478803,,Romolantie,residential,False,True,87.63499999999999,"LINESTRING (30.1388324 62.0992425, 30.1383259 62.0994192, 30.1376835 62.0998093)",,,
