osmid,oneway,name,highway,width,reversed,length,maxspeed,geometry,lanes,bridge,junction,ref
548945890,True,Iisvedentie,tertiary,4,False,10.781,,"LINESTRING (27.1211095 62.6259739, 27.1211754 62.626066)",,,,
26597486,True,Rautalammintie,tertiary,5,False,43.289,40,"LINESTRING (27.1211095 62.6259739, 27.1213838 62.6259908, 27.1217723 62.6260108, 27.1219507 62.6260176)",,,,
28059096,False,Siioninsillankatu,residential,,False,195.505,,"LINESTRING (27.1268531 62.6209723, 27.1269612 62.6209642, 27.1272026 62.6209349, 27.1275195 62.6208854, 27.1275891 62.6208712, 27.1277166 62.6208452, 27.1278121 62.6208163, 27.1279299 62.6207696, 27.1280965 62.6206771, 27.1286369 62.6203388, 27.1293825 62.6198754, 27.1295174 62.6197976)",,,,
263720564,False,Asemakatu,residential,,False,254.867,40,"LINESTRING (27.1268531 62.6209723, 27.1269062 62.6210767, 27.1269833 62.6214129, 27.1270753 62.6218773, 27.1270916 62.6220057, 27.1270873 62.6221752, 27.1270611 62.6223409, 27.127045 62.6224429, 27.1270273 62.6225362, 27.1269286 62.6230575, 27.1268982 62.623254)",2,,,
263720564,False,Asemakatu,residential,,True,32.751000000000005,40,"LINESTRING (27.1268531 62.6209723, 27.1267637 62.6209004, 27.1266886 62.6208434, 27.1266215 62.6208079, 27.126461 62.6207434)",2,,,
59533421,False,Kuopiontie,tertiary,,False,26.39,,"LINESTRING (27.1257829 62.6263775, 27.1258582 62.6263851, 27.1260215 62.6264015, 27.1262926 62.6264113)",2,,,
236770569,False,Päivölänkatu,residential,,False,218.815,,"LINESTRING (27.1257829 62.6263775, 27.1257684 62.6264288, 27.1257627 62.6265116, 27.1257426 62.6266294, 27.1256859 62.6268422, 27.1256087 62.6270638, 27.1255524 62.6273263, 27.1255462 62.6274888, 27.125529 62.6276542, 27.1256747 62.6277599, 27.1262592 62.6275895, 27.1266832 62.6274477)",,,,
263278618,False,Rautalammintie,tertiary,,True,147.008,40,"LINESTRING (27.1257829 62.6263775, 27.1247876 62.6262627, 27.1237887 62.6261808, 27.1232217 62.6261363, 27.122966 62.6261163)",,,,
1167185766,True,,tertiary,,False,12.452,,"LINESTRING (27.1330401 62.6280259, 27.1330653 62.6280514, 27.1330787 62.6280787, 27.1330797 62.6281067, 27.1330684 62.6281342)",,,,
320860906,False,Pihlajakatu,residential,,False,5.443,,"LINESTRING (27.1272326 62.6264623, 27.1272107 62.6265102)",,,,
26597485,False,Pihlajakatu,residential,,False,218.69599999999997,,"LINESTRING (27.1272326 62.6264623, 27.1272658 62.6263523, 27.127271 62.6263205, 27.1273817 62.6256452, 27.1273975 62.6255488, 27.1274199 62.6254353, 27.1274753 62.6253083, 27.127542 62.6251981, 27.1277386 62.625015, 27.1282514 62.6245879)",,,,
320860904,True,Kuopiontie,tertiary,,False,41.903000000000006,,"LINESTRING (27.1272326 62.6264623, 27.1274371 62.6264863, 27.1277121 62.6265369, 27.1279848 62.6266069)",,,,
26597485,False,Pihlajakatu,residential,,False,117.888,,"LINESTRING (27.1282514 62.6245879, 27.1293675 62.6236602)",,,,
26597485,False,Pihlajakatu,residential,,True,218.69599999999997,,"LINESTRING (27.1282514 62.6245879, 27.1277386 62.625015, 27.127542 62.6251981, 27.1274753 62.6253083, 27.1274199 62.6254353, 27.1273975 62.6255488, 27.1273817 62.6256452, 27.127271 62.6263205, 27.1272658 62.6263523, 27.1272326 62.6264623)",,,,
"[264091066, 62208765]",False,Rajakatu,residential,,True,84.66999999999999,,"LINESTRING (27.1282514 62.6245879, 27.128063 62.6245333, 27.1278088 62.6244714, 27.1277311 62.6244575, 27.1276617 62.624445, 27.127482 62.6244347, 27.1273443 62.6244297, 27.1268021 62.6244139, 27.1266772 62.6244096)",,,,
26597485,False,Pihlajakatu,residential,,True,58.731,,"LINESTRING (27.1299486 62.6232046, 27.1293675 62.6236602)",,,,
26597485,False,Pihlajakatu,residential,,False,115.64000000000001,,"LINESTRING (27.1299486 62.6232046, 27.1300169 62.6229994, 27.1301444 62.6228633, 27.1303191 62.6227054, 27.1304132 62.6226062, 27.1304832 62.6224968, 27.1304943 62.6224776, 27.1306102 62.6222181)",,,,
530832933,False,Kanttorinkatu,residential,,False,42.201,,"LINESTRING (27.1299486 62.6232046, 27.1305816 62.6233556, 27.1306812 62.6233794)",,,,
27883366,True,Herralantie,tertiary,6,False,10.936,40,"LINESTRING (27.122183 62.6260324, 27.1220426 62.6261066)",,,,
59540686,True,Rautalammintie,tertiary,,False,41.195,40,"LINESTRING (27.122183 62.6260324, 27.1223003 62.6260378, 27.122666 62.6260741, 27.122966 62.6261163)",,,,
263278618,False,Rautalammintie,tertiary,,False,147.00799999999998,40,"LINESTRING (27.122966 62.6261163, 27.1232217 62.6261363, 27.1237887 62.6261808, 27.1247876 62.6262627, 27.1257829 62.6263775)",,,,
263278619,True,Rautalammintie,tertiary,,False,47.229,40,"LINESTRING (27.122966 62.6261163, 27.12264 62.6261163, 27.122264 62.6261098, 27.1220426 62.6261066)",2,,,
263720567,True,Herralantie,tertiary,,False,16.874,40,"LINESTRING (27.1238647 62.6203689, 27.1238975 62.620422, 27.1239019 62.6204685, 27.1238897 62.6205182)",,,,
