osmid,ref,highway,junction,oneway,reversed,length,geometry,name,maxspeed
20094793,58,primary,roundabout,True,False,7.795999999999999,"LINESTRING (24.7991114 62.8743954, 24.7991803 62.8743799, 24.799256 62.8743736)",,
20094793,58,primary,roundabout,True,False,12.111,"LINESTRING (24.799256 62.8743736, 24.7993325 62.8743772, 24.7994039 62.8743902, 24.7994704 62.8744144)",,
71554210,636,secondary,,True,False,31.595,"LINESTRING (24.799256 62.8743736, 24.7994667 62.8742677, 24.7996663 62.8741598)",Pylkönmäentie,
359960159,636,secondary,,True,False,30.003999999999998,"LINESTRING (24.7996663 62.8741598, 24.7995647 62.874296, 24.7994704 62.8744144)",Pylkönmäentie,
495033476,58,primary,,False,True,44.552,"LINESTRING (24.7986054 62.8742432, 24.7979818 62.8739609)",Keuruuntie,
359960162,58,primary,,True,False,30.827,"LINESTRING (24.7986054 62.8742432, 24.7988963 62.8743434, 24.7991114 62.8743954)",Keuruuntie,
1072762560,58,primary,,False,True,20.208,"LINESTRING (24.7976472 62.8823509, 24.7979311 62.8822233)",Jyväskyläntie,"50, 60"
71449512,58,primary,,True,False,44.383,"LINESTRING (24.7976472 62.8823509, 24.7975246 62.8822219, 24.7974015 62.8819695)",Ohitustie,
71448891,58,primary,,False,True,7.864,"LINESTRING (24.8028014 62.8806192, 24.8029516 62.8806015)",Jyväskyläntie,"50, 60"
25279108,,tertiary,,True,False,25.679,"LINESTRING (24.8028014 62.8806192, 24.8027477 62.8804701, 24.8027638 62.8803906)",Virastotie,
71448891,58,primary,,False,False,307.592,"LINESTRING (24.8028014 62.8806192, 24.8021865 62.8807192, 24.8016146 62.880845, 24.801046 62.8809948, 24.8004252 62.8812067, 24.799109 62.8817034, 24.7979311 62.8822233)",Jyväskyläntie,"50, 60"
494776948,,tertiary,,False,True,21.152,"LINESTRING (24.805617 62.8791111, 24.8059608 62.8790033)",Koulutie,40
494776942,,tertiary,,True,False,37.55,"LINESTRING (24.805617 62.8791111, 24.8052466 62.8792445, 24.8050128 62.8793049)",Koulutie,40
494776941,,tertiary,,False,False,6.269,"LINESTRING (24.8049042 62.8793496, 24.8048069 62.8793844)",Koulutie,40
494776941,,tertiary,,False,True,7.417,"LINESTRING (24.8049042 62.8793496, 24.8050128 62.8793049)",Koulutie,40
175787883,,residential,,False,True,220.993,"LINESTRING (24.802665 62.880223, 24.8024151 62.8802571, 24.8017654 62.8803575, 24.8009227 62.8804876, 24.798495 62.8808012)",Rantatie,
359961741,,tertiary,,False,False,188.51700000000002,"LINESTRING (24.802665 62.880223, 24.8022749 62.879757, 24.8022099 62.8796601, 24.8021791 62.8796142, 24.8021617 62.8795557, 24.802156 62.8794241, 24.8022261 62.8793394, 24.8024385 62.8792029, 24.8028508 62.8790478, 24.8031392 62.8789602, 24.8033412 62.8788884, 24.8034547 62.878827)",Virastotie,
359961741,,tertiary,,False,True,19.297,"LINESTRING (24.802665 62.880223, 24.8027235 62.8803222, 24.8027638 62.8803906)",Virastotie,
494776941,,tertiary,,False,True,145.699,"LINESTRING (24.802665 62.880223, 24.8036058 62.8799806, 24.803972 62.8798183, 24.8044437 62.8796379, 24.8047356 62.8794575, 24.8048069 62.8793844)",Koulutie,40
175787846,,residential,,False,True,165.358,"LINESTRING (24.8006481 62.8762327, 24.8013495 62.8760129, 24.8014729 62.8759516, 24.8017431 62.8759414, 24.8020625 62.8760019, 24.8023755 62.8760714, 24.8027298 62.8762255, 24.8028957 62.8762977, 24.8030455 62.8763627, 24.8032962 62.8764655)",Kaaritie,
494801698,,tertiary,,False,False,179.329,"LINESTRING (24.8006481 62.8762327, 24.8006194 62.8760551, 24.8004645 62.8754697, 24.800438 62.8753325, 24.8003392 62.8750462, 24.8002544 62.8749439, 24.8000556 62.8747776, 24.7998695 62.8746946)",Keskustie,
494801698,,tertiary,,False,True,113.27,"LINESTRING (24.8006481 62.8762327, 24.8007675 62.8766134, 24.8008687 62.8768678, 24.800969 62.8770226, 24.8010631 62.8771405, 24.8011629 62.8772166)",Keskustie,
359960156,,tertiary,,True,False,23.807000000000002,"LINESTRING (24.7998695 62.8746946, 24.7996831 62.8746447, 24.7994612 62.8745889)",Keskustie,
494801698,,tertiary,,False,True,179.32899999999998,"LINESTRING (24.7998695 62.8746946, 24.8000556 62.8747776, 24.8002544 62.8749439, 24.8003392 62.8750462, 24.800438 62.8753325, 24.8004645 62.8754697, 24.8006194 62.8760551, 24.8006481 62.8762327)",Keskustie,
494800066,,tertiary,,False,False,30.593,"LINESTRING (24.8102988 62.8791393, 24.8097261 62.8790525)",Koulutie,40
494800065,,tertiary,,True,False,18.183,"LINESTRING (24.8102988 62.8791393, 24.81046 62.8791374, 24.8106343 62.8791797)",Koulutie,40
71554156,,residential,,False,False,86.673,"LINESTRING (24.8056595 62.8781334, 24.8054913 62.8780127, 24.805324 62.8778925, 24.8052192 62.8778216, 24.8047727 62.8774673)",Karstulantie,
71554156,,residential,,False,True,92.96199999999999,"LINESTRING (24.8056595 62.8781334, 24.8058014 62.8782377, 24.8062357 62.8785824, 24.8063088 62.8786404, 24.8064008 62.8787604, 24.8065283 62.8788674)",Karstulantie,
359960946,,tertiary,,False,True,125.85,"LINESTRING (24.8056595 62.8781334, 24.805415 62.8781645, 24.8037433 62.8787114, 24.8036214 62.8787662)",Virastotie,
494778733,,tertiary,,False,False,9.895,"LINESTRING (24.8065283 62.8788674, 24.8063631 62.8789148)",Koulutie,40
494778733,,tertiary,,False,True,13.352,"LINESTRING (24.8065283 62.8788674, 24.8067848 62.8788401)",Koulutie,40
71554156,,residential,,False,False,92.962,"LINESTRING (24.8065283 62.8788674, 24.8064008 62.8787604, 24.8063088 62.8786404, 24.8062357 62.8785824, 24.8058014 62.8782377, 24.8056595 62.8781334)",Karstulantie,
71554156,,residential,,False,True,20.817999999999998,"LINESTRING (24.8045949 62.8773021, 24.8047178 62.8773977, 24.8047207 62.8774293, 24.8047727 62.8774673)",Karstulantie,
359961739,58,primary,,False,False,644.293,"LINESTRING (24.7974015 62.8819695, 24.7970945 62.881616, 24.7969108 62.8814044, 24.7966985 62.8811414, 24.7961756 62.880512, 24.7958442 62.8800971, 24.7956012 62.879658, 24.7954886 62.8792985, 24.7954621 62.8787839, 24.7954964 62.8783299, 24.7956094 62.8780598, 24.795936 62.8776035, 24.7962277 62.8772871, 24.7971194 62.8764746)",Ohitustie,
359961740,58,primary,,True,False,38.955,"LINESTRING (24.7974015 62.8819695, 24.7977325 62.8821236, 24.7979311 62.8822233)",Ohitustie,
175787895,,residential,,False,True,125.789,"LINESTRING (24.8075526 62.8737987, 24.8070804 62.8739014, 24.8063675 62.874031, 24.805431 62.8741733, 24.8052419 62.8742073)",Uudentalontie,
495033476,58,primary,,False,False,44.552,"LINESTRING (24.7979818 62.8739609, 24.7986054 62.8742432)",Keuruuntie,
216243153,,residential,,False,False,174.75400000000002,"LINESTRING (24.7979818 62.8739609, 24.7979124 62.8740125, 24.7976958 62.8741388, 24.7969896 62.8745502, 24.7967429 62.8746847, 24.7955133 62.8750195)",Hanskintie,
175787852,,residential,,False,False,49.426,"LINESTRING (24.8052419 62.8742073, 24.8051819 62.8743807, 24.8051675 62.8744794, 24.805175 62.8746494)",Korpijärventie,
175787895,,residential,,False,False,125.78899999999999,"LINESTRING (24.8052419 62.8742073, 24.805431 62.8741733, 24.8063675 62.874031, 24.8070804 62.8739014, 24.8075526 62.8737987)",Uudentalontie,
175787852,,residential,,False,False,337.296,"LINESTRING (24.805175 62.8746494, 24.8052099 62.8747283, 24.8055289 62.87561, 24.8055649 62.8756842, 24.8057932 62.8762396, 24.8058672 62.8764805, 24.8058664 62.8767338, 24.8058382 62.8768444, 24.805731 62.8769707, 24.8053901 62.8772279, 24.8052037 62.8773211, 24.8049471 62.8774322, 24.8047727 62.8774673)",Korpijärventie,
175787852,,residential,,False,True,49.426,"LINESTRING (24.805175 62.8746494, 24.8051675 62.8744794, 24.8051819 62.8743807, 24.8052419 62.8742073)",Korpijärventie,
175787871,,residential,,False,False,132.675,"LINESTRING (24.805175 62.8746494, 24.8049397 62.8746605, 24.8038557 62.8748684, 24.8030959 62.8750894, 24.8029439 62.875209)",Korpelantie,
175787871,,residential,,False,True,132.675,"LINESTRING (24.8029439 62.875209, 24.8030959 62.8750894, 24.8038557 62.8748684, 24.8049397 62.8746605, 24.805175 62.8746494)",Korpelantie,
175787846,,residential,,False,False,165.358,"LINESTRING (24.8032962 62.8764655, 24.8030455 62.8763627, 24.8028957 62.8762977, 24.8027298 62.8762255, 24.8023755 62.8760714, 24.8020625 62.8760019, 24.8017431 62.8759414, 24.8014729 62.8759516, 24.8013495 62.8760129, 24.8006481 62.8762327)",Kaaritie,
175787928,,residential,,False,True,65.758,"LINESTRING (24.7971194 62.8764746, 24.7978522 62.876527, 24.7980368 62.8765483, 24.7983688 62.8766174)",Tapulilahdentie,
216243165,,residential,,False,False,184.815,"LINESTRING (24.7971194 62.8764746, 24.7970209 62.8764657, 24.7961635 62.8763919, 24.7953159 62.8769397, 24.7946615 62.8773995)",Viitalantie,
