osmid,oneway,ref,name,highway,reversed,length,lanes,maxspeed,bridge,geometry
4492065,True,11419,Kuonomäentie,tertiary,False,7.673,,,,"LINESTRING (24.7545338 60.3793622, 24.7544189 60.379323)"
"[37113064, 255735374, 37113063]",True,,Klaukkalantie,secondary,False,242.222,1,50,yes,"LINESTRING (24.7545338 60.3793622, 24.7543184 60.3794681, 24.7541758 60.379529, 24.7538514 60.379645, 24.7535603 60.3797351, 24.7531786 60.3798305, 24.7528804 60.3799162, 24.7524156 60.3800802, 24.7520916 60.380204, 24.7517507 60.380353, 24.7512703 60.3805904, 24.7510712 60.3806902)"
39168368,False,11345,Lepsämäntie,secondary,True,55.499,2,50,,"LINESTRING (24.7409041 60.3792849, 24.7410406 60.3793036, 24.7415783 60.3793981, 24.741859 60.3794468)"
4492044,False,,Yli-Kunnarinmutka,residential,True,202.31499999999997,,,,"LINESTRING (24.7586281 60.3850662, 24.7584839 60.3850574, 24.7583558 60.3850426, 24.7581441 60.3850019, 24.757661 60.3848384, 24.7574128 60.3847661, 24.7572156 60.3847255, 24.7570137 60.384702, 24.7568075 60.3846921, 24.7562254 60.3847109, 24.7560294 60.3847085, 24.7557407 60.38468, 24.7554494 60.3846282, 24.7551835 60.3845679)"
4492050,False,,Myllärintie,tertiary,True,92.438,,,,"LINESTRING (24.7510549 60.3819604, 24.7512025 60.3818961, 24.7522801 60.3813909)"
"[255735370, 4492052]",False,,Ylitilantie,tertiary,False,137.163,,30,,"LINESTRING (24.7510549 60.3819604, 24.7509164 60.3818915, 24.7504143 60.3816391, 24.7503508 60.3816185, 24.750241 60.381614, 24.7501296 60.3816289, 24.7500173 60.381666, 24.7499498 60.3817019, 24.7494893 60.3819812, 24.7493575 60.3820522, 24.7492607 60.3820901)"
4492052,False,,Ylitilantie,tertiary,True,216.59400000000002,,30,,"LINESTRING (24.7510549 60.3819604, 24.7511664 60.382017, 24.7523665 60.3826364, 24.7525423 60.3827267, 24.7526981 60.3828044, 24.7529872 60.3829526, 24.7536148 60.3832786, 24.753737 60.3833832)"
4492079,False,,Kappelikuja,residential,False,157.327,,,,"LINESTRING (24.7510549 60.3819604, 24.7509409 60.3820016, 24.7489769 60.3829328)"
4492067,False,,Kisakuja,residential,True,220.07299999999998,,,,"LINESTRING (24.7452575 60.3801633, 24.7449878 60.3802512, 24.7446029 60.3804177, 24.7441907 60.3806281, 24.7423218 60.3814076, 24.7422262 60.3814525)"
"[39168368, 51051115, 51051116]",False,11345,Lepsämäntie,secondary,False,203.401,2,"['30', '50']",,"LINESTRING (24.7452575 60.3801633, 24.744947 60.3800695, 24.7444945 60.3799561, 24.7437776 60.3798167, 24.741859 60.3794468)"
"[51051113, 51051115, 51079342]",False,11345,Lepsämäntie,secondary,True,126.29299999999999,2,"['30', '50']",,"LINESTRING (24.7452575 60.3801633, 24.7455379 60.3802513, 24.7456403 60.3802921, 24.7461489 60.3805671, 24.7466522 60.3808589, 24.7468499 60.3809735)"
1113181424,False,,Vaskomäentie,tertiary,False,79.464,,,,"LINESTRING (24.7452575 60.3801633, 24.7455319 60.3800698, 24.7458242 60.379949, 24.7463783 60.3797129)"
34299417,False,,Klaukkalantie,secondary,True,3.799,2,50,,"LINESTRING (24.7468606 60.3831168, 24.7469027 60.3830897)"
