osmid,name,highway,oneway,reversed,length,bridge,maxspeed,geometry,lanes,ref,junction
"[263129401, 37635902, 37635903]",Valtakatu,tertiary,False,True,169.70999999999998,yes,40,"LINESTRING (24.5337161 64.0748915, 24.533815 64.0751928, 24.5341002 64.0760119, 24.5342185 64.0764018)",,,
37635907,Valtakatu,tertiary,True,False,94.647,,,"LINESTRING (24.5337161 64.0748915, 24.5336066 64.0747347, 24.533562 64.0745304, 24.5335417 64.074241, 24.5335538 64.0740486)",,,
25697640,Torikatu,residential,False,False,61.519999999999996,,,"LINESTRING (24.5309577 64.0703699, 24.5311996 64.0703536, 24.5317036 64.0702188, 24.5320701 64.0701207)",,,
37635908,Valtakatu,tertiary,False,False,47.402,,,"LINESTRING (24.5309577 64.0703699, 24.5307723 64.0702454, 24.5304256 64.0700127)",,,
37635908,Valtakatu,tertiary,False,True,190.181,,,"LINESTRING (24.5309577 64.0703699, 24.5311632 64.0705195, 24.5317792 64.0709677, 24.5320792 64.0711861, 24.5323389 64.0713751, 24.5327864 64.0716454, 24.532941 64.0717387, 24.53306 64.0718106)",,,
242486957,Päivärinnankatu,residential,False,True,126.18099999999998,,,"LINESTRING (24.5309577 64.0703699, 24.530699 64.0704313, 24.5305868 64.0704579, 24.5303967 64.0705261, 24.5303071 64.0705582, 24.5302709 64.0705742, 24.52993 64.0707245, 24.5296412 64.0709172, 24.529578 64.0709594, 24.5293515 64.071162, 24.5292979 64.0712079)",,,
23839039,Kauppakatu,tertiary,False,True,10.75,,,"LINESTRING (24.5337743 64.0740559, 24.5335538 64.0740486)",,,
23839039,Kauppakatu,tertiary,False,False,134.393,,,"LINESTRING (24.5337743 64.0740559, 24.5340641 64.0740765, 24.5342096 64.0740896, 24.5344526 64.0741191, 24.5348415 64.0741664, 24.5357351 64.0742676, 24.5362343 64.0742904, 24.5364744 64.0743013)",,,
37635909,Valtakatu,tertiary,True,False,92.958,,,"LINESTRING (24.5337743 64.0740559, 24.5337611 64.0742447, 24.5337244 64.0747311, 24.5337161 64.0748915)",,,
1216497290,Kauppakuja,residential,False,False,5.708,,,"LINESTRING (24.5313481 64.0728947, 24.5314175 64.0729361)",,,
262783339,Vieskankatu,tertiary,False,False,69.006,,,"LINESTRING (24.5313481 64.0728947, 24.5317006 64.072784, 24.5320918 64.0726009, 24.5324226 64.0724933)",,,
262783339,Vieskankatu,tertiary,False,True,43.581999999999994,,,"LINESTRING (24.5313481 64.0728947, 24.5308786 64.0729777, 24.5305121 64.073036)",,,
262783305,Asemakatu,residential,False,False,55.705,,,"LINESTRING (24.5363626 64.0722718, 24.5375065 64.0722433)",,,
262783305,Asemakatu,residential,False,True,77.07,,,"LINESTRING (24.5363626 64.0722718, 24.5347806 64.0723158)",,,
243279616,Mattilantie,residential,False,True,60.025999999999996,,,"LINESTRING (24.5363626 64.0722718, 24.5363526 64.0721912, 24.5363386 64.072128, 24.5360868 64.0719141, 24.5359116 64.0717793)",,,
37635909,Valtakatu,tertiary,True,False,11.657,,,"LINESTRING (24.5337439 64.072293, 24.5338129 64.0723934)",,,
23839041,Asemakatu,residential,True,False,50.512,,,"LINESTRING (24.5337439 64.072293, 24.5341116 64.0723068, 24.5343644 64.0723043, 24.5347806 64.0723158)",,,
262783306,Hakalahdenkatu,tertiary,False,False,11.134,,,"LINESTRING (24.5343623 64.0770924, 24.5345798 64.077061)",,,
23839036,Valtakatu,tertiary,True,False,77.36,,40,"LINESTRING (24.5343623 64.0770924, 24.5343141 64.0770221, 24.5342867 64.0769628, 24.5342558 64.0767634, 24.5342185 64.0764018)",,,
25697641,Pajalankatu,residential,False,False,102.75399999999999,,,"LINESTRING (24.5359302 64.0699126, 24.5367393 64.0691823, 24.5369071 64.0690969)",,,
25697641,Pajalankatu,residential,False,True,169.79100000000003,,,"LINESTRING (24.5359302 64.0699126, 24.5358083 64.0700102, 24.5357255 64.0700764, 24.535681 64.0701274, 24.5355953 64.0702256, 24.5355765 64.0702832, 24.5355451 64.0703796, 24.5355523 64.0704407, 24.5355596 64.0705025, 24.5356069 64.0705957, 24.5356128 64.0706073, 24.5356494 64.0706592, 24.535705 64.0707158, 24.5363009 64.0711486, 24.5364208 64.071213, 24.5364408 64.07122, 24.5365823 64.0712696)",,,
243279619,Torikatu,residential,False,False,136.71900000000002,,,"LINESTRING (24.5359302 64.0699126, 24.5361405 64.0699516, 24.5370886 64.0701273, 24.5374722 64.0701752, 24.5378558 64.0701887, 24.5384789 64.070189, 24.5386257 64.0701898)",,,
"[25697640, 243279619]",Torikatu,residential,False,True,205.366,,,"LINESTRING (24.5359302 64.0699126, 24.5354531 64.0698067, 24.5350611 64.0697364, 24.5348549 64.0697072, 24.5344916 64.0696828, 24.5341477 64.0696828, 24.5339274 64.0696892, 24.533615 64.0697252, 24.5333026 64.0697909, 24.5330709 64.069841, 24.5320701 64.0701207)",,,
26180671,Savontie,trunk,True,False,188.822,,60,"LINESTRING (24.5296412 64.0696929, 24.5294946 64.0696996, 24.5291288 64.0697413, 24.5277771 64.0699881, 24.5269139 64.0701209, 24.5259809 64.0702493)",1,27,
26180674,,trunk,True,False,19.442,,60,"LINESTRING (24.5296412 64.0696929, 24.5295386 64.0696557, 24.5294705 64.0696056, 24.529445 64.0695484)",,27,roundabout
26180674,,trunk,True,False,14.483,,60,"LINESTRING (24.5302141 64.0695048, 24.530225 64.0695479, 24.5302106 64.0695909, 24.5301719 64.0696309)",,27,roundabout
26180674,,trunk,True,False,12.015,,60,"LINESTRING (24.5298802 64.0697143, 24.5297568 64.069712, 24.5296412 64.0696929)",,27,roundabout
26181124,Rautatiekatu,residential,False,False,227.317,,,"LINESTRING (24.5383919 64.072212, 24.5383619 64.0722955, 24.5385466 64.0741381, 24.5385582 64.0742534)",,,
26181124,Rautatiekatu,residential,False,True,118.174,,,"LINESTRING (24.5383919 64.072212, 24.5384461 64.0721152, 24.5385121 64.0717157, 24.5385454 64.0715141, 24.5385573 64.0714421, 24.5386048 64.0711546)",,,
262783305,Asemakatu,residential,False,True,43.188,,,"LINESTRING (24.5383919 64.072212, 24.5376152 64.0722395, 24.5375065 64.0722433)",,,
708419738,Asemakatu,residential,True,False,38.484,,,"LINESTRING (24.5383919 64.072212, 24.5385218 64.0721943, 24.5385982 64.0721879, 24.5387306 64.0721654, 24.5389549 64.0721275, 24.5390968 64.0720689)",,,
23839039,Kauppakatu,tertiary,False,True,101.54100000000001,,,"LINESTRING (24.5385582 64.0742534, 24.5382265 64.0742686, 24.538018 64.0742782, 24.5375936 64.0742906, 24.5371649 64.0743031, 24.5367385 64.074302, 24.5364744 64.0743013)",,,
26181124,Rautatiekatu,residential,False,True,227.317,,,"LINESTRING (24.5385582 64.0742534, 24.5385466 64.0741381, 24.5383619 64.0722955, 24.5383919 64.072212)",,,
"[776877602, 776877603, 26181127]","['Koskipuhdontie', 'Kauppakatu']",tertiary,False,False,187.202,,40,"LINESTRING (24.5385582 64.0742534, 24.5389402 64.0742337, 24.5392122 64.0742196, 24.5400368 64.0741895, 24.5407029 64.074181, 24.5411536 64.0741818, 24.5415803 64.0741877, 24.5419366 64.0742044, 24.5423927 64.0742374)",,,
26181124,Rautatiekatu,residential,False,False,107.286,,,"LINESTRING (24.5386257 64.0701898, 24.5386125 64.0706636, 24.5386048 64.0711546)",,,
