osmid,highway,oneway,reversed,length,name,bridge,geometry
294236114,residential,False,False,81.139,,,"LINESTRING (6.0391159 14.4209636, 6.0391134 14.4202339)"
702703748,tertiary,False,False,35.871,N16,,"LINESTRING (6.0391159 14.4209636, 6.0394422 14.4210284)"
423222416,tertiary,False,False,135.398,N16,,"LINESTRING (6.0427989 14.4218169, 6.0429015 14.4206033)"
"[423222416, 702703747, 702703748]",tertiary,False,True,373.29999999999995,N16,yes,"LINESTRING (6.0427989 14.4218169, 6.0417749 14.4214761, 6.0414172 14.4213613, 6.0410424 14.4212625, 6.0394422 14.4210284)"
693701638,tertiary,False,False,101.85999999999999,,,"LINESTRING (6.0427989 14.4218169, 6.0430917 14.4219666, 6.0434796 14.4224285)"
423222416,tertiary,False,True,17.951,N16,,"LINESTRING (6.0429151 14.4204424, 6.0429015 14.4206033)"
294233878,unclassified,False,False,370.41499999999996,,,"LINESTRING (6.0429151 14.4204424, 6.0429839 14.4203793, 6.0431983 14.4203163, 6.0443621 14.4207241, 6.0445918 14.4208576, 6.0448215 14.4210136, 6.0453727 14.4213878, 6.0459202 14.4217475)"
423222416,tertiary,False,False,17.951,N16,,"LINESTRING (6.0429015 14.4206033, 6.0429151 14.4204424)"
423222416,tertiary,False,True,135.398,N16,,"LINESTRING (6.0429015 14.4206033, 6.0427989 14.4218169)"
294233866,unclassified,False,False,360.89099999999996,,,"LINESTRING (6.0429015 14.4206033, 6.0429476 14.420679, 6.0430625 14.4208885, 6.0432558 14.4211277, 6.0435621 14.4212574, 6.0442607 14.4215299, 6.0445134 14.4216782, 6.0444119 14.4218655, 6.0441899 14.4219693, 6.0434796 14.4224285)"
294233878,unclassified,False,False,63.55,,,"LINESTRING (6.0459202 14.4217475, 6.0463375 14.4221516)"
294233860,unclassified,False,False,98.953,,,"LINESTRING (6.0459202 14.4217475, 6.0457287 14.4223505, 6.0456866 14.4226063)"
294233878,unclassified,False,True,370.41499999999996,,,"LINESTRING (6.0459202 14.4217475, 6.0453727 14.4213878, 6.0448215 14.4210136, 6.0445918 14.4208576, 6.0443621 14.4207241, 6.0431983 14.4203163, 6.0429839 14.4203793, 6.0429151 14.4204424)"
294233878,unclassified,False,True,63.55,,,"LINESTRING (6.0463375 14.4221516, 6.0459202 14.4217475)"
294233869,unclassified,False,True,79.131,,,"LINESTRING (6.0463375 14.4221516, 6.0464442 14.4225027, 6.0465038 14.4228435)"
294233878,unclassified,False,False,135.468,,,"LINESTRING (6.0463375 14.4221516, 6.0468964 14.422793, 6.0471485 14.4230829)"
294233880,unclassified,False,False,68.902,,,"LINESTRING (6.0450611 14.4225532, 6.0453712 14.4225198, 6.0456866 14.4226063)"
294233880,unclassified,False,True,124.235,,,"LINESTRING (6.0450611 14.4225532, 6.0450228 14.4227015, 6.0443289 14.4233932)"
294233888,unclassified,False,True,159.29,,,"LINESTRING (6.0450611 14.4225532, 6.0448318 14.4225912, 6.0446099 14.4225401, 6.0443953 14.4223835, 6.0443148 14.4223225, 6.0442309 14.4223205, 6.0441145 14.4223573, 6.0438004 14.4226573)"
294233866,unclassified,False,True,360.89099999999996,,,"LINESTRING (6.0434796 14.4224285, 6.0441899 14.4219693, 6.0444119 14.4218655, 6.0445134 14.4216782, 6.0442607 14.4215299, 6.0435621 14.4212574, 6.0432558 14.4211277, 6.0430625 14.4208885, 6.0429476 14.420679, 6.0429015 14.4206033)"
294233869,unclassified,False,False,44.559,,,"LINESTRING (6.0434796 14.4224285, 6.0436553 14.422487, 6.0438004 14.4226573)"
693701636,tertiary,False,False,161.05,,,"LINESTRING (6.0434796 14.4224285, 6.0435303 14.4233196, 6.0435332 14.4238755)"
693701638,tertiary,False,True,101.85999999999999,,,"LINESTRING (6.0434796 14.4224285, 6.0430917 14.4219666, 6.0427989 14.4218169)"
294233860,unclassified,False,False,19.772,,,"LINESTRING (6.0456866 14.4226063, 6.0457229 14.4227806)"
294233860,unclassified,False,True,98.953,,,"LINESTRING (6.0456866 14.4226063, 6.0457287 14.4223505, 6.0459202 14.4217475)"
294233880,unclassified,False,True,68.902,,,"LINESTRING (6.0456866 14.4226063, 6.0453712 14.4225198, 6.0450611 14.4225532)"
294233869,unclassified,False,False,99.675,,,"LINESTRING (6.0438004 14.4226573, 6.0443289 14.4233932)"
294233869,unclassified,False,True,44.559,,,"LINESTRING (6.0438004 14.4226573, 6.0436553 14.422487, 6.0434796 14.4224285)"
294233888,unclassified,False,False,159.29,,,"LINESTRING (6.0438004 14.4226573, 6.0441145 14.4223573, 6.0442309 14.4223205, 6.0443148 14.4223225, 6.0443953 14.4223835, 6.0446099 14.4225401, 6.0448318 14.4225912, 6.0450611 14.4225532)"
294233860,unclassified,False,True,19.772,,,"LINESTRING (6.0457229 14.4227806, 6.0456866 14.4226063)"
294233860,unclassified,False,False,180.09099999999998,,,"LINESTRING (6.0457229 14.4227806, 6.0458416 14.4232032, 6.0459431 14.4233979, 6.0459928 14.4235592, 6.0460082 14.4237427, 6.0461287 14.4238539, 6.0463355 14.4240041, 6.0465144 14.4241031)"
294233882,unclassified,False,False,85.572,,,"LINESTRING (6.0457229 14.4227806, 6.045788 14.4227824, 6.045989 14.4228529, 6.0462493 14.4228621, 6.0465038 14.4228435)"
294233869,unclassified,False,False,79.131,,,"LINESTRING (6.0465038 14.4228435, 6.0464442 14.4225027, 6.0463375 14.4221516)"
294233869,unclassified,False,True,86.259,,,"LINESTRING (6.0465038 14.4228435, 6.0465645 14.4232527, 6.0467404 14.4235725)"
294233882,unclassified,False,True,85.57199999999999,,,"LINESTRING (6.0465038 14.4228435, 6.0462493 14.4228621, 6.045989 14.4228529, 6.045788 14.4227824, 6.0457229 14.4227806)"
294233869,unclassified,False,True,99.675,,,"LINESTRING (6.0443289 14.4233932, 6.0438004 14.4226573)"
294233869,unclassified,False,False,79.878,,,"LINESTRING (6.0443289 14.4233932, 6.044566 14.4236645, 6.0447102 14.4238294, 6.0448328 14.4239158)"
294233880,unclassified,False,False,124.235,,,"LINESTRING (6.0443289 14.4233932, 6.0450228 14.4227015, 6.0450611 14.4225532)"
294233857,unclassified,False,False,153.17899999999997,,,"LINESTRING (6.0467404 14.4235725, 6.0467777 14.4236422, 6.0468974 14.4236719, 6.0469853 14.4237553, 6.0471071 14.4238864, 6.0472018 14.4239887, 6.0472208 14.4241617, 6.0472885 14.4242299, 6.0475375 14.4243505, 6.0477525 14.4243465)"
294233869,unclassified,False,False,86.259,,,"LINESTRING (6.0467404 14.4235725, 6.0465645 14.4232527, 6.0465038 14.4228435)"
294233869,unclassified,False,True,64.678,,,"LINESTRING (6.0467404 14.4235725, 6.0466998 14.4237875, 6.0465144 14.4241031)"
294233878,unclassified,False,True,97.368,,,"LINESTRING (6.0478381 14.4236328, 6.0475395 14.4234752, 6.0473156 14.423275, 6.0471485 14.4230829)"
294233890,unclassified,False,False,88.34199999999998,,,"LINESTRING (6.0478381 14.4236328, 6.0476401 14.4239598, 6.0477213 14.4240713, 6.0477552 14.4242141, 6.0477525 14.4243465)"
693701637,residential,False,False,62.539,,,"LINESTRING (6.0435332 14.4238755, 6.0435389 14.4244379)"
294236128,tertiary,False,True,138.10500000000002,,,"LINESTRING (6.0435332 14.4238755, 6.0422838 14.4239153, 6.0422515 14.423917)"
693701636,tertiary,False,True,161.05,,,"LINESTRING (6.0435332 14.4238755, 6.0435303 14.4233196, 6.0434796 14.4224285)"
693701639,residential,False,False,140.406,,,"LINESTRING (6.0435332 14.4238755, 6.0439262 14.4238651, 6.0442306 14.4238703, 6.0444251 14.4238742, 6.0445994 14.4238742, 6.0447362 14.4238963, 6.0448328 14.4239158)"
702692929,residential,False,True,57.191,,,"LINESTRING (6.0448328 14.4239158, 6.0448273 14.4244301)"
294233869,unclassified,False,False,187.268,,,"LINESTRING (6.0448328 14.4239158, 6.0451298 14.4241231, 6.0456982 14.424338, 6.0460447 14.4243433, 6.0464426 14.4242253)"
294233869,unclassified,False,True,79.87799999999999,,,"LINESTRING (6.0448328 14.4239158, 6.0447102 14.4238294, 6.044566 14.4236645, 6.0443289 14.4233932)"
693701639,residential,False,True,140.406,,,"LINESTRING (6.0448328 14.4239158, 6.0447362 14.4238963, 6.0445994 14.4238742, 6.0444251 14.4238742, 6.0442306 14.4238703, 6.0439262 14.4238651, 6.0435332 14.4238755)"
294233869,unclassified,False,True,15.634,,,"LINESTRING (6.0465144 14.4241031, 6.0464426 14.4242253)"
294233860,unclassified,False,True,180.091,,,"LINESTRING (6.0465144 14.4241031, 6.0463355 14.4240041, 6.0461287 14.4238539, 6.0460082 14.4237427, 6.0459928 14.4235592, 6.0459431 14.4233979, 6.0458416 14.4232032, 6.0457229 14.4227806)"
294233869,unclassified,False,False,64.678,,,"LINESTRING (6.0465144 14.4241031, 6.0466998 14.4237875, 6.0467404 14.4235725)"
294233869,unclassified,False,False,15.634,,,"LINESTRING (6.0464426 14.4242253, 6.0465144 14.4241031)"
294233869,unclassified,False,True,187.26800000000003,,,"LINESTRING (6.0464426 14.4242253, 6.0460447 14.4243433, 6.0456982 14.424338, 6.0451298 14.4241231, 6.0448328 14.4239158)"
294233873,unclassified,False,False,150.343,,,"LINESTRING (6.0464426 14.4242253, 6.0463869 14.4245455, 6.0461162 14.4246687, 6.045951 14.4247499, 6.0458076 14.4251091, 6.045656 14.4252009)"
294233873,unclassified,False,True,173.233,,,"LINESTRING (6.0464426 14.4242253, 6.0467299 14.4243359, 6.0470629 14.4246269, 6.0476909 14.4247685, 6.0478912 14.4248157)"
294233857,unclassified,False,True,153.17899999999997,,,"LINESTRING (6.0477525 14.4243465, 6.0475375 14.4243505, 6.0472885 14.4242299, 6.0472208 14.4241617, 6.0472018 14.4239887, 6.0471071 14.4238864, 6.0469853 14.4237553, 6.0468974 14.4236719, 6.0467777 14.4236422, 6.0467404 14.4235725)"
294233890,unclassified,False,False,62.068,,,"LINESTRING (6.0477525 14.4243465, 6.0477728 14.4244003, 6.0479338 14.4245248, 6.0479528 14.4245772, 6.0478912 14.4248157)"
294233890,unclassified,False,True,88.342,,,"LINESTRING (6.0477525 14.4243465, 6.0477552 14.4242141, 6.0477213 14.4240713, 6.0476401 14.4239598, 6.0478381 14.4236328)"
294233873,unclassified,False,True,15.224,,,"LINESTRING (6.0478912 14.4248157, 6.0480239 14.4248629)"
294233873,unclassified,False,False,173.233,,,"LINESTRING (6.0478912 14.4248157, 6.0476909 14.4247685, 6.0470629 14.4246269, 6.0467299 14.4243359, 6.0464426 14.4242253)"
294233890,unclassified,False,True,62.068,,,"LINESTRING (6.0478912 14.4248157, 6.0479528 14.4245772, 6.0479338 14.4245248, 6.0477728 14.4244003, 6.0477525 14.4243465)"
294233873,unclassified,False,False,15.224,,,"LINESTRING (6.0480239 14.4248629, 6.0478912 14.4248157)"
294233876,unclassified,False,True,21.596,,,"LINESTRING (6.0480239 14.4248629, 6.047993 14.4250548)"
294233876,unclassified,False,False,21.596,,,"LINESTRING (6.047993 14.4250548, 6.0480239 14.4248629)"
294233876,unclassified,False,True,157.35800000000003,,,"LINESTRING (6.047993 14.4250548, 6.0478522 14.4254192, 6.0476815 14.4257823, 6.0477036 14.4258611, 6.0476873 14.4260433, 6.047692 14.4260839, 6.0477116 14.4261167, 6.047755 14.4261475, 6.0478761 14.4261914, 6.0479553 14.4262032, 6.0479807 14.4262183)"
294233873,unclassified,False,True,150.343,,,"LINESTRING (6.045656 14.4252009, 6.0458076 14.4251091, 6.045951 14.4247499, 6.0461162 14.4246687, 6.0463869 14.4245455, 6.0464426 14.4242253)"
