osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,width,junction,bridge
670625380,False,2,Avenue Maourikoye Néni,unclassified,False,77.79599999999999,"LINESTRING (2.1123769 13.5230073, 2.1124746 13.5231317, 2.1125394 13.5231995, 2.1127633 13.5233904, 2.112832 13.5234489, 2.1128864 13.5234981)",,,,
583532530,True,,Rue Li - 2,unclassified,False,27.88,"LINESTRING (2.1112087 13.5215653, 2.1111744 13.5213168)",,4,,
583532531,True,2,,trunk,False,10.206,"LINESTRING (2.1112087 13.5215653, 2.111242 13.5215328, 2.1112841 13.521512)",,,roundabout,
583532531,True,2,,trunk,False,6.5169999999999995,"LINESTRING (2.1112841 13.521512, 2.1113135 13.5215058, 2.1113437 13.5215054)",,,roundabout,
163995462,False,,Rue IB - 20,residential,False,17.636,"LINESTRING (2.1059616 13.5292945, 2.1061247 13.5292913)",,,,
163995462,False,,Rue IB - 20,residential,True,52.856,"LINESTRING (2.1059616 13.5292945, 2.1054735 13.5293219)",,,,
163995676,False,,Rue IB - 15,residential,True,45.985,"LINESTRING (2.1059616 13.5292945, 2.1059499 13.5288811)",,,,
278473311,True,,Boulevard du Zarmaganda,primary,False,33.557,"LINESTRING (2.1068779 13.5288454, 2.1068336 13.5285467)",N 24,8,,
168096431,False,,Rue IB - 18,residential,True,75.89099999999999,"LINESTRING (2.1068779 13.5288454, 2.1067056 13.5288469, 2.1061765 13.5288708)",,,,
163995676,False,,Rue IB - 15,residential,False,45.985,"LINESTRING (2.1059499 13.5288811, 2.1059616 13.5292945)",,,,
168096431,False,,Rue IB - 18,residential,False,24.524,"LINESTRING (2.1059499 13.5288811, 2.1061765 13.5288708)",,,,
168096431,False,,Rue IB - 18,residential,True,13.567,"LINESTRING (2.1059499 13.5288811, 2.1058245 13.5288859)",,,,
163996155,False,,Rue IB - 9,residential,True,51.135,"LINESTRING (2.1058245 13.5288859, 2.1058031 13.5284265)",,,,
168096431,False,,Rue IB - 18,residential,False,13.567,"LINESTRING (2.1058245 13.5288859, 2.1059499 13.5288811)",,,,
163996155,False,,Rue IB - 9,residential,False,51.135,"LINESTRING (2.1058031 13.5284265, 2.1058245 13.5288859)",,,,
163996157,False,,Rue IB - 16,residential,False,17.461,"LINESTRING (2.1058031 13.5284265, 2.1056418 13.5284346)",,,,
163996161,False,,Rue IB - 14,residential,True,20.717,"LINESTRING (2.1058031 13.5284265, 2.1059944 13.5284156)",,,,
163996161,False,,Rue IB - 14,residential,False,18.01,"LINESTRING (2.1061607 13.528406, 2.1059944 13.5284156)",,,,
163996161,False,,Rue IB - 14,residential,True,20.436,"LINESTRING (2.1061607 13.528406, 2.1063494 13.5283952)",,,,
163996162,False,,Rue IB - 5,residential,False,17.855,"LINESTRING (2.1061607 13.528406, 2.1061658 13.5285665)",,,,
163996159,False,,Rue IB - 7,residential,True,44.201,"LINESTRING (2.1059944 13.5284156, 2.1059782 13.5280184)",,,,
163996161,False,,Rue IB - 14,residential,False,20.717,"LINESTRING (2.1059944 13.5284156, 2.1058031 13.5284265)",,,,
163996161,False,,Rue IB - 14,residential,True,18.01,"LINESTRING (2.1059944 13.5284156, 2.1061607 13.528406)",,,,
163996162,False,,Rue IB - 5,residential,True,33.856,"LINESTRING (2.1061765 13.5288708, 2.1061658 13.5285665)",,,,
168096431,False,,Rue IB - 18,residential,True,24.524,"LINESTRING (2.1061765 13.5288708, 2.1059499 13.5288811)",,,,
168096431,False,,Rue IB - 18,residential,False,75.89099999999999,"LINESTRING (2.1061765 13.5288708, 2.1067056 13.5288469, 2.1068779 13.5288454)",,,,
27809293,False,,Rue de la Magia,unclassified,False,39.326,"LINESTRING (2.1063419 13.528012, 2.1059782 13.5280184)",,,,
27809293,False,,Rue de la Magia,unclassified,True,43.159,"LINESTRING (2.1063419 13.528012, 2.1067411 13.5280148)",,,,
163996160,False,,Rue IB - 3,residential,False,42.618,"LINESTRING (2.1063419 13.528012, 2.1063494 13.5283952)",,,,
163996156,False,,Rue IB - 11,residential,False,44.544,"LINESTRING (2.1056418 13.5284346, 2.1056235 13.5280344)",,,,
163996157,False,,Rue IB - 16,residential,False,21.066,"LINESTRING (2.1056418 13.5284346, 2.1054472 13.5284444)",,,,
163996157,False,,Rue IB - 16,residential,True,17.461,"LINESTRING (2.1056418 13.5284346, 2.1058031 13.5284265)",,,,
27809293,False,,Rue de la Magia,unclassified,False,38.388,"LINESTRING (2.1059782 13.5280184, 2.1056235 13.5280344)",,,,
27809293,False,,Rue de la Magia,unclassified,True,39.326,"LINESTRING (2.1059782 13.5280184, 2.1063419 13.528012)",,,,
163996159,False,,Rue IB - 7,residential,False,44.201,"LINESTRING (2.1059782 13.5280184, 2.1059944 13.5284156)",,,,
163996157,False,,Rue IB - 16,residential,True,21.066,"LINESTRING (2.1054472 13.5284444, 2.1056418 13.5284346)",,,,
451084399,False,,Rue IB - 12,residential,False,52.704,"LINESTRING (2.1068336 13.5285467, 2.1063463 13.5285605)",,,,
278473311,True,,Boulevard du Zarmaganda,primary,False,60.0,"LINESTRING (2.1068336 13.5285467, 2.1068041 13.5283603, 2.1067653 13.5281241, 2.1067411 13.5280148)",N 24,8,,
163996160,False,,Rue IB - 3,residential,False,18.384,"LINESTRING (2.1063494 13.5283952, 2.1063463 13.5285605)",,,,
163996160,False,,Rue IB - 3,residential,True,42.618,"LINESTRING (2.1063494 13.5283952, 2.1063419 13.528012)",,,,
163996161,False,,Rue IB - 14,residential,False,20.436,"LINESTRING (2.1063494 13.5283952, 2.1061607 13.528406)",,,,
278473311,True,,Boulevard du Zarmaganda,primary,False,209.939,"LINESTRING (2.106638 13.5273014, 2.1065547 13.5266744, 2.1064715 13.5261307, 2.1064139 13.5257281, 2.106377 13.5254306)",N 24,8,,
27809293,False,,Rue de la Magia,unclassified,True,38.388,"LINESTRING (2.1056235 13.5280344, 2.1059782 13.5280184)",,,,
163996156,False,,Rue IB - 11,residential,True,44.544,"LINESTRING (2.1056235 13.5280344, 2.1056418 13.5284346)",,,,
193679222,False,2,Rue Li - 2,unclassified,False,54.623,"LINESTRING (2.1113226 13.5205722, 2.111176 13.5210423)",,,,
278473311,True,,Boulevard du Zarmaganda,primary,False,17.604,"LINESTRING (2.1062845 13.5248255, 2.1062606 13.5246689)",N 24,8,,
199248374,True,,Boulevard du Zarmaganda,trunk_link,False,30.379,"LINESTRING (2.1062845 13.5248255, 2.1062179 13.5247105, 2.1062135 13.5247047, 2.1062088 13.5246991, 2.1061578 13.5246563, 2.1061057 13.5246218)",,,,
938796467,True,1,Rond point ENAM,trunk,False,1.613,"LINESTRING (2.106228 13.5245233, 2.1062397 13.5245143)",N 24,4,roundabout,
639557692,True,2,Avenue de l'Indépendance,trunk,False,13.886,"LINESTRING (2.1060998 13.5245157, 2.106228 13.5245233)",,,,
265972074,True,1,,trunk_link,False,31.18,"LINESTRING (2.1060998 13.5245157, 2.1061305 13.5244996, 2.1061581 13.5244804, 2.1061844 13.5244616, 2.1062026 13.5244441, 2.1062255 13.5244154, 2.1062558 13.5242985)",,,,
27809293,False,,Rue de la Magia,unclassified,False,11.612,"LINESTRING (2.1068483 13.5280083, 2.1067411 13.5280148)",,,,
449328988,True,,Boulevard du Zarmaganda,primary,False,142.593,"LINESTRING (2.1068483 13.5280083, 2.1068705 13.5281195, 2.1069154 13.5283838, 2.1070656 13.5292731)",N 24,8,,
672275698,False,,Rue LI - 20,residential,False,5.438,"LINESTRING (2.1132123 13.522652, 2.1131629 13.5226428)",,,,
27794252,True,4,Boulevard de l'Indépendance,primary,False,123.19,"LINESTRING (2.1132123 13.522652, 2.1137531 13.5224837, 2.1143001 13.5223223)",,,,
270843363,False,,Rue LI - 9,residential,False,102.985,"LINESTRING (2.1123557 13.5205067, 2.1130803 13.5211079)",,,,
379024684,False,4,Boulevard de la Liberté,trunk,False,61.178,"LINESTRING (2.1123557 13.5205067, 2.1119856 13.5209229)",,,,
379024684,False,4,Boulevard de la Liberté,trunk,False,56.86,"LINESTRING (2.1119856 13.5209229, 2.1116416 13.5213097)",,,,
379024684,False,4,Boulevard de la Liberté,trunk,True,61.178,"LINESTRING (2.1119856 13.5209229, 2.1123557 13.5205067)",,,,
513182015,False,,Rue LI - 5,residential,False,102.932,"LINESTRING (2.1119856 13.5209229, 2.1127045 13.5215298)",,,,
379024684,False,4,Boulevard de la Liberté,trunk,False,3.384,"LINESTRING (2.1116416 13.5213097, 2.1116211 13.5213327)",,,,
379024684,False,4,Boulevard de la Liberté,trunk,True,56.86,"LINESTRING (2.1116416 13.5213097, 2.1119856 13.5209229)",,,,
270843359,False,,Rue LI - 3,residential,False,102.819,"LINESTRING (2.1116416 13.5213097, 2.1118869 13.5215311, 2.1120572 13.5216837, 2.1121947 13.5218153, 2.1123308 13.5219467)",,,,
319542458,False,,Rue LI - 16,residential,False,62.061,"LINESTRING (2.1127045 13.5215298, 2.1130803 13.5211079)",,,,
319542458,False,,Rue LI - 16,residential,True,61.492,"LINESTRING (2.1127045 13.5215298, 2.1123308 13.5219467)",,,,
513182015,False,,Rue LI - 5,residential,True,102.932,"LINESTRING (2.1127045 13.5215298, 2.1119856 13.5209229)",,,,
266078263,False,,Rue Li - 20,residential,True,60.055,"LINESTRING (2.1139043 13.5218202, 2.1135375 13.5222258)",,,,
270843363,False,,Rue LI - 9,residential,False,59.118,"LINESTRING (2.1139043 13.5218202, 2.114316 13.5221701)",,,,
270843363,False,,Rue LI - 9,residential,True,57.759,"LINESTRING (2.1139043 13.5218202, 2.1135021 13.5214783)",,,,
270843359,False,,Rue LI - 3,residential,False,59.325,"LINESTRING (2.1123308 13.5219467, 2.1127437 13.5222981)",,,,
319542458,False,,Rue LI - 16,residential,False,61.492,"LINESTRING (2.1123308 13.5219467, 2.1127045 13.5215298)",,,,
319542458,False,,Rue LI - 16,residential,True,89.105,"LINESTRING (2.1123308 13.5219467, 2.1117824 13.5225449)",,,,
270843359,False,,Rue LI - 3,residential,True,102.81899999999999,"LINESTRING (2.1123308 13.5219467, 2.1121947 13.5218153, 2.1120572 13.5216837, 2.1118869 13.5215311, 2.1116416 13.5213097)",,,,
270843363,False,,Rue LI - 9,residential,False,13.908,"LINESTRING (2.114316 13.5221701, 2.1144068 13.5222587)",,,,
270843363,False,,Rue LI - 9,residential,True,59.118,"LINESTRING (2.114316 13.5221701, 2.1139043 13.5218202)",,,,
38652284,False,,Rue LI - 18,residential,False,62.976,"LINESTRING (2.1127437 13.5222981, 2.1131338 13.5218775)",,,,
270843359,False,,Rue LI - 3,residential,True,59.325,"LINESTRING (2.1127437 13.5222981, 2.1123308 13.5219467)",,,,
38652284,False,,Rue LI - 18,residential,True,88.041,"LINESTRING (2.1127437 13.5222981, 2.1123381 13.522745, 2.112316 13.5227783, 2.1123072 13.5228081, 2.1123026 13.5228435, 2.1123127 13.5229324)",,,,
270843359,False,,Rue LI - 3,residential,False,59.614000000000004,"LINESTRING (2.1127437 13.5222981, 2.1130778 13.5225935, 2.1130996 13.5226098, 2.1131204 13.5226238, 2.1131415 13.5226358, 2.1131629 13.5226428)",,,,
672275698,False,,Rue LI - 20,residential,True,5.438,"LINESTRING (2.1131629 13.5226428, 2.1132123 13.522652)",,,,
266078263,False,,Rue Li - 20,residential,False,61.564,"LINESTRING (2.1131629 13.5226428, 2.1132124 13.5225876, 2.1135375 13.5222258)",,,,
270843359,False,,Rue LI - 3,residential,True,59.614000000000004,"LINESTRING (2.1131629 13.5226428, 2.1131415 13.5226358, 2.1131204 13.5226238, 2.1130996 13.5226098, 2.1130778 13.5225935, 2.1127437 13.5222981)",,,,
270843363,False,,Rue LI - 9,residential,True,13.908,"LINESTRING (2.1144068 13.5222587, 2.114316 13.5221701)",,,,
653443630,True,2,Boulevard de l'Indépendance,secondary,False,5.946,"LINESTRING (2.1143746 13.5223852, 2.1143196 13.5223851)",N 1,,,
38505742,False,,,unclassified,True,88.619,"LINESTRING (2.1142889 13.5241129, 2.1137913 13.5237454, 2.1136075 13.5236826)",,,,
314694657,False,,,residential,True,31.393,"LINESTRING (2.1142889 13.5241129, 2.1143896 13.5239374, 2.1144312 13.5238668)",,,,
314695826,False,,,residential,False,50.369,"LINESTRING (2.1138318 13.5232556, 2.1142956 13.5232985)",,,,
314695827,False,,,residential,True,36.931,"LINESTRING (2.1138318 13.5232556, 2.1137933 13.5232787, 2.1137302 13.5233122, 2.1137038 13.5233504, 2.1136692 13.5235193)",,,,
314695825,False,,,residential,True,48.183,"LINESTRING (2.1142956 13.5232985, 2.1141712 13.5237146)",,,,
314695826,False,,,residential,True,50.369,"LINESTRING (2.1142956 13.5232985, 2.1138318 13.5232556)",,,,
314695827,False,,,residential,True,19.345,"LINESTRING (2.1136692 13.5235193, 2.1136075 13.5236826)",,,,
314695827,False,,,residential,False,36.931,"LINESTRING (2.1136692 13.5235193, 2.1137038 13.5233504, 2.1137302 13.5233122, 2.1137933 13.5232787, 2.1138318 13.5232556)",,,,
314695828,False,,,residential,False,58.805,"LINESTRING (2.1136692 13.5235193, 2.1140747 13.5236531, 2.1141279 13.5236819, 2.1141712 13.5237146)",,,,
314695827,False,,,residential,False,19.345,"LINESTRING (2.1136075 13.5236826, 2.1136692 13.5235193)",,,,
38505742,False,,,unclassified,False,88.619,"LINESTRING (2.1136075 13.5236826, 2.1137913 13.5237454, 2.1142889 13.5241129)",,,,
38505742,False,,,unclassified,True,64.684,"LINESTRING (2.1136075 13.5236826, 2.1131453 13.523572, 2.1130252 13.5235495)",,,,
314695825,False,,,residential,False,48.183,"LINESTRING (2.1141712 13.5237146, 2.1142956 13.5232985)",,,,
314695828,False,,,residential,False,34.525000000000006,"LINESTRING (2.1141712 13.5237146, 2.1141795 13.5237491, 2.1142016 13.5237725, 2.1142362 13.5237954, 2.1144312 13.5238668)",,,,
314695828,False,,,residential,True,58.805,"LINESTRING (2.1141712 13.5237146, 2.1141279 13.5236819, 2.1140747 13.5236531, 2.1136692 13.5235193)",,,,
314694657,False,,,residential,False,31.393,"LINESTRING (2.1144312 13.5238668, 2.1143896 13.5239374, 2.1142889 13.5241129)",,,,
314695828,False,,,residential,True,34.525,"LINESTRING (2.1144312 13.5238668, 2.1142362 13.5237954, 2.1142016 13.5237725, 2.1141795 13.5237491, 2.1141712 13.5237146)",,,,
38652284,False,,Rue LI - 18,residential,True,59.631,"LINESTRING (2.1135021 13.5214783, 2.1131338 13.5218775)",,,,
270843363,False,,Rue LI - 9,residential,False,57.759,"LINESTRING (2.1135021 13.5214783, 2.1139043 13.5218202)",,,,
270843363,False,,Rue LI - 9,residential,True,61.448,"LINESTRING (2.1135021 13.5214783, 2.1130803 13.5211079)",,,,
38652284,False,,Rue LI - 18,residential,False,59.631,"LINESTRING (2.1131338 13.5218775, 2.1135021 13.5214783)",,,,
38652284,False,,Rue LI - 18,residential,True,62.976,"LINESTRING (2.1131338 13.5218775, 2.1127437 13.5222981)",,,,
270843356,False,,Rue LI - 7,residential,False,58.384,"LINESTRING (2.1131338 13.5218775, 2.113222 13.5219634, 2.1133774 13.5220941, 2.1135375 13.5222258)",,,,
449328989,True,2,Boulevard de l'Indépendance,trunk,False,366.262,"LINESTRING (2.1063573 13.5245305, 2.1065748 13.5245386, 2.1067104 13.5245381, 2.106795 13.524529, 2.1068664 13.5245183, 2.1072229 13.5244254, 2.1081452 13.5241761, 2.1082585 13.5241383, 2.1085223 13.5240666, 2.1094219 13.5237725, 2.1095994 13.523667)",,,,
938796466,True,1,Rond-Point ENAM,trunk,False,10.506,"LINESTRING (2.1063573 13.5245305, 2.1063666 13.5245434, 2.1063733 13.5245577, 2.1063773 13.524573, 2.1063784 13.5245887, 2.1063765 13.5246044, 2.1063718 13.5246194)",N 24,4,roundabout,
449328988,True,,Boulevard du Zarmaganda,primary,False,33.405,"LINESTRING (2.1063632 13.5246351, 2.1063952 13.5249339)",N 24,8,,
278473250,True,1,Rond point ENAM,trunk,False,12.550999999999998,"LINESTRING (2.1063632 13.5246351, 2.1063479 13.524652, 2.1063285 13.5246646, 2.1063065 13.5246718, 2.1062833 13.5246733, 2.1062606 13.5246689)",N 24,4,roundabout,
278473250,True,1,Rond point ENAM,trunk,False,7.286000000000001,"LINESTRING (2.1062606 13.5246689, 2.1062389 13.5246584, 2.1062226 13.5246446, 2.1062103 13.5246274)",N 24,4,roundabout,
639557691,True,2,Avenue de l'Indépendance,trunk,False,11.326,"LINESTRING (2.1062103 13.5246274, 2.1061057 13.5246218)",,,,
938796465,True,1,Rond-Point ENAM,trunk,False,12.589,"LINESTRING (2.1062103 13.5246274, 2.1062031 13.5246099, 2.1061999 13.5245913, 2.106201 13.5245724, 2.1062062 13.5245543, 2.1062154 13.5245376, 2.106228 13.5245233)",N 24,4,roundabout,
448227053,True,1,Boulevard du Zarmaganda,tertiary,False,24.072000000000003,"LINESTRING (2.1062397 13.5245143, 2.1062523 13.5243928, 2.1062558 13.5242985)",N 24,4,,
938796467,True,1,Rond point ENAM,trunk,False,7.959,"LINESTRING (2.1062397 13.5245143, 2.106256 13.524506, 2.1062737 13.5245011, 2.1062921 13.5244999, 2.1063103 13.5245023)",N 24,4,roundabout,
163996160,False,,Rue IB - 3,residential,True,18.384,"LINESTRING (2.1063463 13.5285605, 2.1063494 13.5283952)",,,,
451084399,False,,Rue IB - 12,residential,True,52.704,"LINESTRING (2.1063463 13.5285605, 2.1068336 13.5285467)",,,,
671599039,False,,,residential,False,19.525,"LINESTRING (2.1063463 13.5285605, 2.1061658 13.5285665)",,,,
"[583532536, 142688091, 38939247]",True,2,Boulevard de l'Indépendance,primary,False,238.519,"LINESTRING (2.1099303 13.5235799, 2.1100521 13.5235711, 2.1104505 13.5235051, 2.1109164 13.5233757, 2.1120501 13.5230071)",N 1,8,,yes
942827068,True,,,trunk,False,20.981,"LINESTRING (2.1099303 13.5235799, 2.1099599 13.5236173, 2.1099792 13.5236605, 2.1099871 13.5237071, 2.109983 13.5237541)",,6,roundabout,
583532521,True,1,Boulevard de la Liberté,trunk,False,38.387,"LINESTRING (2.1110527 13.5220302, 2.1111945 13.5217137)",,4,,
"[583532522, 583532515, 583532517]",False,2,Boulevard de la Liberté,trunk,False,175.788,"LINESTRING (2.1110527 13.5220302, 2.1107076 13.5224931, 2.1102019 13.5231712, 2.1100983 13.5233101)",,,,yes
583532519,True,1,Boulevard de la Liberté,trunk,False,35.07,"LINESTRING (2.1100983 13.5233101, 2.1099303 13.5235799)",,4,,
"[583532522, 583532515, 583532517]",False,2,Boulevard de la Liberté,trunk,True,175.788,"LINESTRING (2.1100983 13.5233101, 2.1102019 13.5231712, 2.1107076 13.5224931, 2.1110527 13.5220302)",,,,yes
942827072,True,2,,trunk,False,4.37,"LINESTRING (2.1113223 13.5217972, 2.1112826 13.5217898)",,,roundabout,
379024684,False,4,Boulevard de la Liberté,trunk,True,3.384,"LINESTRING (2.1116211 13.5213327, 2.1116416 13.5213097)",,,,
583532527,True,2,Boulevard de la Liberté,trunk,False,33.208,"LINESTRING (2.1116211 13.5213327, 2.111468 13.5215916)",,,,
583532529,True,,Rue Li - 2,unclassified,False,24.734,"LINESTRING (2.1111744 13.5213168, 2.1112841 13.521512)",,4,,
193679222,False,2,Rue Li - 2,unclassified,True,30.707,"LINESTRING (2.1111744 13.5213168, 2.1111627 13.5212475, 2.111162 13.5211698, 2.111176 13.5210423)",,,,
583532528,True,2,Boulevard de la Liberté,trunk,False,35.612,"LINESTRING (2.1113437 13.5215054, 2.1116211 13.5213327)",,4,,
942827073,True,2,,secondary,False,17.218,"LINESTRING (2.1113437 13.5215054, 2.1113949 13.5215189, 2.1114381 13.5215489, 2.111468 13.5215916)",,4,roundabout,
583532531,True,2,,trunk,False,4.342,"LINESTRING (2.1111945 13.5217137, 2.1111823 13.5216765)",,,roundabout,
583532523,True,1,Boulevard de la Liberté,trunk,False,36.501,"LINESTRING (2.1112826 13.5217898, 2.1110527 13.5220302)",,4,,
942827071,True,2,,secondary,False,13.052,"LINESTRING (2.1112826 13.5217898, 2.1112465 13.5217725, 2.1112164 13.5217465, 2.1111945 13.5217137)",,,roundabout,
942827072,True,2,,trunk,False,18.365000000000002,"LINESTRING (2.111468 13.5215916, 2.1114796 13.5216313, 2.1114794 13.5216726, 2.1114673 13.5217122, 2.1114443 13.5217469)",,,roundabout,
583532531,True,2,,trunk,False,12.997,"LINESTRING (2.1111823 13.5216765, 2.1111807 13.5216376, 2.1111897 13.5215996, 2.1112087 13.5215653)",,,roundabout,
942827068,True,,,trunk,False,33.504,"LINESTRING (2.1095994 13.523667, 2.1096187 13.5236204, 2.1096498 13.5235803, 2.1096905 13.5235494, 2.1097381 13.5235299, 2.1097893 13.5235231, 2.1098405 13.5235294)",,6,roundabout,
583532524,True,1,Boulevard de la Liberté,trunk,False,37.033,"LINESTRING (2.1098405 13.5235294, 2.1100983 13.5233101)",,4,,
942827068,True,,,trunk,False,11.332,"LINESTRING (2.1098405 13.5235294, 2.1098733 13.523541, 2.1099036 13.523558, 2.1099303 13.5235799)",,6,roundabout,
142658241,True,1,Boulevard de l'Indépendance,trunk,False,322.351,"LINESTRING (2.1096279 13.5238232, 2.1088444 13.5240853, 2.1085479 13.5241633, 2.1082337 13.5242478, 2.1080548 13.5242919, 2.1072318 13.5245176, 2.1070053 13.5245686, 2.1069141 13.5245888, 2.1068493 13.5245993, 2.1067613 13.5246086)",,8,,
942827068,True,,,trunk,False,18.127000000000002,"LINESTRING (2.1096279 13.5238232, 2.1096031 13.5237745, 2.1095933 13.523721, 2.1095994 13.523667)",,6,roundabout,
583532537,True,,,tertiary,False,43.287,"LINESTRING (2.1099349 13.5238447, 2.1100652 13.5242128)",,,,
942827068,True,,,trunk,False,15.907,"LINESTRING (2.1099349 13.5238447, 2.1099075 13.5238685, 2.109876 13.5238871, 2.1098416 13.5238996, 2.1098053 13.5239056)",,6,roundabout,
583532533,True,,,tertiary,False,44.231,"LINESTRING (2.1100652 13.5242128, 2.1098053 13.5239056)",,,,
942827068,True,,,trunk,False,22.192,"LINESTRING (2.1098053 13.5239056, 2.1097541 13.5239029, 2.1097053 13.5238875, 2.1096622 13.5238603, 2.1096279 13.5238232)",,6,roundabout,
653443629,True,2,Boulevard de l'Indépendance,secondary,False,13.531,"LINESTRING (2.1143001 13.5223223, 2.1144068 13.5222587)",,,,
320045272,True,4,Boulevard de l'Indépendance,primary,False,221.132,"LINESTRING (2.1143196 13.5223851, 2.1123769 13.5230073)",N 1,,,
639557677,False,,,primary_link,True,9.476,"LINESTRING (2.1064646 13.5254278, 2.106377 13.5254306)",,,,
449328988,True,,Boulevard du Zarmaganda,primary,False,289.929,"LINESTRING (2.1064646 13.5254278, 2.1065004 13.5256858, 2.1065372 13.5259207, 2.1065693 13.5261192, 2.1066279 13.5265481, 2.1067099 13.5270805, 2.1068095 13.5277488, 2.1068483 13.5280083)",N 24,8,,
639557677,False,,,primary_link,False,9.476,"LINESTRING (2.106377 13.5254306, 2.1064646 13.5254278)",,,,
278473311,True,,Boulevard du Zarmaganda,primary,False,68.024,"LINESTRING (2.106377 13.5254306, 2.106323 13.5250831, 2.1062845 13.5248255)",N 24,8,,
639557682,False,2,,primary_link,True,11.654,"LINESTRING (2.1070656 13.5292731, 2.106959 13.5292887)",,,,
