osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,maxspeed,bridge,access
24453189,Blaumaņa iela,tertiary,False,True,177.319,"LINESTRING (26.2137968 56.8501406, 26.213509 56.850037, 26.2128648 56.8497233, 26.2126864 56.8496364, 26.2124295 56.8495153, 26.2120115 56.8493181, 26.2115731 56.8491114)",,,,,
25159744,Biržu iela,residential,False,False,231.737,"LINESTRING (26.2137968 56.8501406, 26.2137399 56.8502365, 26.2135071 56.8504862, 26.2134693 56.8505268, 26.2131381 56.8508819, 26.2131225 56.8508986, 26.2127581 56.8513187, 26.212239 56.851917, 26.212225 56.8520296)",,,,,
793502496,Raiņa iela,secondary,False,False,156.79,"LINESTRING (26.2186562 56.8527386, 26.2187724 56.8526828, 26.2192754 56.8524469, 26.2193869 56.8523946, 26.2195627 56.8523122, 26.2196275 56.8522818, 26.2202039 56.8520204, 26.2204477 56.8519078, 26.2206206 56.8518252)",P30,,50,,
887989992,Blaumaņa iela,tertiary,False,True,151.141,"LINESTRING (26.2186562 56.8527386, 26.2185072 56.8526421, 26.2182238 56.8524588, 26.2181315 56.8523992, 26.2180435 56.8523423, 26.2174576 56.8519635, 26.2170511 56.8517007)",,,,,
909390363,Raiņa iela,secondary,False,True,73.991,"LINESTRING (26.2186562 56.8527386, 26.2182133 56.8529485, 26.2177311 56.8531709)",P30,,50,,
1241388989,Blaumaņa iela,tertiary,False,True,172.089,"LINESTRING (26.2186562 56.8527386, 26.2189732 56.8529441, 26.2190929 56.8529982, 26.219198 56.8530306, 26.219329 56.8531106, 26.2193625 56.8531488, 26.219427 56.8532345, 26.2195219 56.8532933, 26.2197538 56.8534281, 26.220175 56.8536844, 26.2202919 56.8537393, 26.2204368 56.853736, 26.2206098 56.8536726)",,2,,,
24936498,Valdemāra bulvāris,tertiary,False,False,188.575,"LINESTRING (26.2151314 56.8544007, 26.2152837 56.8544144, 26.2161472 56.8544911, 26.2164974 56.85452, 26.2173242 56.8545904, 26.2175104 56.8546082, 26.2176584 56.8546276, 26.2177216 56.854639, 26.2178797 56.8546675, 26.2181375 56.854759)",,,,,
127414102,Raiņa iela,secondary,False,True,129.735,"LINESTRING (26.2151314 56.8544007, 26.2149488 56.8544792, 26.2148614 56.8545198, 26.214431 56.8547219, 26.2135076 56.8551575)",P30,,50,,
442097822,Valdemāra bulvāris,tertiary,False,True,278.827,"LINESTRING (26.2151314 56.8544007, 26.2150321 56.8543767, 26.2143449 56.854224, 26.2138943 56.854125, 26.2132933 56.85399, 26.2130912 56.8539464, 26.2123644 56.8537865, 26.21198 56.8537021, 26.21088 56.8534605)",,,,,
522952512,Raiņa iela,secondary,False,False,209.00900000000001,"LINESTRING (26.2151314 56.8544007, 26.2152773 56.8543276, 26.2175415 56.8532617, 26.2177311 56.8531709)",P30,,50,,
24461153,Poruka iela,tertiary,False,False,156.37299999999996,"LINESTRING (26.2183952 56.8503959, 26.2182816 56.8504422, 26.2182042 56.8504777, 26.2177135 56.8507026, 26.2175328 56.8507859, 26.2175058 56.8507984, 26.2174666 56.8508164, 26.2174336 56.8508316, 26.216628 56.8512006, 26.216587 56.8512209, 26.2164259 56.8513)",,,,,
"[522952513, 1126098354]",Saules iela,secondary,False,True,208.746,"LINESTRING (26.2183952 56.8503959, 26.2185154 56.850474, 26.2187116 56.8506015, 26.2187756 56.850644, 26.2191763 56.8508899, 26.2197873 56.8512875, 26.2198227 56.8513118, 26.2204734 56.8517318, 26.2206206 56.8518252)",P37;P84,,,,
888087754,Saules iela,secondary,False,False,81.426,"LINESTRING (26.2183952 56.8503959, 26.218302 56.8503342, 26.2181513 56.8502346, 26.2175283 56.8498378)",P37;P84,,,,
24461153,Poruka iela,tertiary,False,True,156.373,"LINESTRING (26.2164259 56.8513, 26.216587 56.8512209, 26.216628 56.8512006, 26.2174336 56.8508316, 26.2174666 56.8508164, 26.2175058 56.8507984, 26.2175328 56.8507859, 26.2177135 56.8507026, 26.2182042 56.8504777, 26.2182816 56.8504422, 26.2183952 56.8503959)",,,,,
887989992,Blaumaņa iela,tertiary,False,False,58.57,"LINESTRING (26.2164259 56.8513, 26.2169128 56.851614, 26.2170511 56.8517007)",,,,,
888087753,Blaumaņa iela,tertiary,False,True,127.10099999999998,"LINESTRING (26.2164259 56.8513, 26.2155939 56.8507637, 26.2154855 56.8506927, 26.2152651 56.850553, 26.2150638 56.8504331)",,,,,
24533628,Skolas iela,residential,False,True,115.69200000000001,"LINESTRING (26.2103618 56.8522077, 26.2106585 56.8521665, 26.2109944 56.8521149, 26.2114153 56.8520566, 26.2117563 56.8520285, 26.212225 56.8520296)",,,,,
24533628,Skolas iela,residential,False,False,115.692,"LINESTRING (26.212225 56.8520296, 26.2117563 56.8520285, 26.2114153 56.8520566, 26.2109944 56.8521149, 26.2106585 56.8521665, 26.2103618 56.8522077)",,,,,
24533628,Skolas iela,residential,False,True,205.881,"LINESTRING (26.212225 56.8520296, 26.2123337 56.8520338, 26.2125345 56.8520415, 26.2146839 56.852249, 26.2149938 56.8522839, 26.2155208 56.8524121)",,,,,
25159744,Biržu iela,residential,False,True,231.737,"LINESTRING (26.212225 56.8520296, 26.212239 56.851917, 26.2127581 56.8513187, 26.2131225 56.8508986, 26.2131381 56.8508819, 26.2134693 56.8505268, 26.2135071 56.8504862, 26.2137399 56.8502365, 26.2137968 56.8501406)",,,,,
24533571,Valmieras iela,residential,False,False,170.097,"LINESTRING (26.2177311 56.8531709, 26.218272 56.8534987, 26.2183441 56.8535423, 26.219373 56.8541487, 26.2195391 56.8542127, 26.2196846 56.8542572)",,,,,
24533628,Skolas iela,residential,False,False,159.45399999999998,"LINESTRING (26.2177311 56.8531709, 26.2176412 56.8531023, 26.2173437 56.8530049, 26.2172448 56.8529702, 26.2169926 56.8528937, 26.2162891 56.8526735, 26.2157707 56.8524944, 26.2155208 56.8524121)",,,,,
522952512,Raiņa iela,secondary,False,True,209.00900000000001,"LINESTRING (26.2177311 56.8531709, 26.2175415 56.8532617, 26.2152773 56.8543276, 26.2151314 56.8544007)",P30,,50,,
909390363,Raiņa iela,secondary,False,False,73.991,"LINESTRING (26.2177311 56.8531709, 26.2182133 56.8529485, 26.2186562 56.8527386)",P30,,50,,
62782697,Orehovozujevas iela,residential,False,True,129.078,"LINESTRING (26.2219552 56.8545432, 26.2227034 56.8543702, 26.2238955 56.8540723)",,,,,
1241388982,Saieta laukums,residential,False,False,124.17800000000001,"LINESTRING (26.2219552 56.8545432, 26.2220417 56.8545989, 26.2220749 56.8546202, 26.222224 56.8547501, 26.2222841 56.8548052, 26.2223711 56.8548936, 26.2223811 56.8549505, 26.2223738 56.8549862, 26.2222905 56.8550668, 26.2222042 56.8551071, 26.2216418 56.855349, 26.2215581 56.855386)",,,,,
"[24534289, 1241388995]",Saieta laukums,residential,False,True,126.836,"LINESTRING (26.2219552 56.8545432, 26.2218123 56.8544549, 26.2215085 56.8542679, 26.2210072 56.8539453, 26.2207385 56.853775, 26.2206738 56.853729, 26.2206098 56.8536726)",,,,,
24533571,Valmieras iela,residential,False,True,170.17199999999997,"LINESTRING (26.2215581 56.855386, 26.2213591 56.8552596, 26.221022 56.8550392, 26.2205975 56.8547661, 26.2199771 56.8543693, 26.2199171 56.8543408, 26.2198095 56.8542967, 26.2196846 56.8542572)",,,,,
1241388982,Saieta laukums,residential,False,True,124.17799999999998,"LINESTRING (26.2215581 56.855386, 26.2216418 56.855349, 26.2222042 56.8551071, 26.2222905 56.8550668, 26.2223738 56.8549862, 26.2223811 56.8549505, 26.2223711 56.8548936, 26.2222841 56.8548052, 26.222224 56.8547501, 26.2220749 56.8546202, 26.2220417 56.8545989, 26.2219552 56.8545432)",,,,,
24533571,Valmieras iela,residential,False,False,170.17200000000003,"LINESTRING (26.2196846 56.8542572, 26.2198095 56.8542967, 26.2199171 56.8543408, 26.2199771 56.8543693, 26.2205975 56.8547661, 26.221022 56.8550392, 26.2213591 56.8552596, 26.2215581 56.855386)",,,,,
24533571,Valmieras iela,residential,False,True,170.09699999999998,"LINESTRING (26.2196846 56.8542572, 26.2195391 56.8542127, 26.219373 56.8541487, 26.2183441 56.8535423, 26.218272 56.8534987, 26.2177311 56.8531709)",,,,,
154660982,Valdemāra bulvāris,residential,False,True,115.523,"LINESTRING (26.2196846 56.8542572, 26.2195492 56.8543399, 26.2193391 56.8544405, 26.2193122 56.8544521, 26.2188232 56.854695, 26.2187964 56.8547039, 26.2183561 56.8546992, 26.2183078 56.8546987, 26.2182535 56.8547179, 26.2181375 56.854759)",,,,,
24936498,Valdemāra bulvāris,tertiary,False,True,188.575,"LINESTRING (26.2181375 56.854759, 26.2178797 56.8546675, 26.2177216 56.854639, 26.2176584 56.8546276, 26.2175104 56.8546082, 26.2173242 56.8545904, 26.2164974 56.85452, 26.2161472 56.8544911, 26.2152837 56.8544144, 26.2151314 56.8544007)",,,,,
127716660,Ausekļa iela,tertiary,False,True,127.029,"LINESTRING (26.2181375 56.854759, 26.2183052 56.8548613, 26.2183424 56.8548942, 26.2184915 56.8550087, 26.2186615 56.8552782, 26.2189628 56.8557932)",,,,,
154660982,Valdemāra bulvāris,residential,False,False,115.523,"LINESTRING (26.2181375 56.854759, 26.2182535 56.8547179, 26.2183078 56.8546987, 26.2183561 56.8546992, 26.2187964 56.8547039, 26.2188232 56.854695, 26.2193122 56.8544521, 26.2193391 56.8544405, 26.2195492 56.8543399, 26.2196846 56.8542572)",,,,,
24533618,Tirgus iela,tertiary,False,True,132.918,"LINESTRING (26.2206098 56.8536726, 26.2207538 56.8536059, 26.2211651 56.853417, 26.2218972 56.8530851, 26.2222814 56.8529023)",,2,,,
"[24534289, 1241388995]",Saieta laukums,residential,False,False,126.836,"LINESTRING (26.2206098 56.8536726, 26.2206738 56.853729, 26.2207385 56.853775, 26.2210072 56.8539453, 26.2215085 56.8542679, 26.2218123 56.8544549, 26.2219552 56.8545432)",,,,,
1241388989,Blaumaņa iela,tertiary,False,False,172.089,"LINESTRING (26.2206098 56.8536726, 26.2204368 56.853736, 26.2202919 56.8537393, 26.220175 56.8536844, 26.2197538 56.8534281, 26.2195219 56.8532933, 26.219427 56.8532345, 26.2193625 56.8531488, 26.219329 56.8531106, 26.219198 56.8530306, 26.2190929 56.8529982, 26.2189732 56.8529441, 26.2186562 56.8527386)",,2,,,
24533618,Tirgus iela,tertiary,False,False,132.918,"LINESTRING (26.2222814 56.8529023, 26.2218972 56.8530851, 26.2211651 56.853417, 26.2207538 56.8536059, 26.2206098 56.8536726)",,2,,,
"[793484378, 953700461, 953700455]",Saules iela,secondary,False,False,156.659,"LINESTRING (26.2222814 56.8529023, 26.2221976 56.8528458, 26.2217125 56.8525323, 26.2216172 56.8524712, 26.2213948 56.8523284, 26.2209916 56.8520637, 26.2207574 56.8519131, 26.2206206 56.8518252)",P37;P84,,,,
793484378,Saules iela,secondary,False,True,66.895,"LINESTRING (26.2222814 56.8529023, 26.2225432 56.853087, 26.2226295 56.8531467, 26.2229561 56.8533775)",P37;P84,,,,
24660926,Patkules iela,residential,False,True,17.784,"LINESTRING (26.2248707 56.8554018, 26.2247191 56.855402, 26.2245805 56.8554159)",,,,,
127414102,Raiņa iela,secondary,False,False,27.62,"LINESTRING (26.2118464 56.8558486, 26.2122287 56.8557144)",P30,,50,,
127414102,Raiņa iela,secondary,False,True,16.519,"LINESTRING (26.2118464 56.8558486, 26.2116037 56.8559154)",P30,,50,,
127414102,Raiņa iela,secondary,False,False,129.735,"LINESTRING (26.2135076 56.8551575, 26.214431 56.8547219, 26.2148614 56.8545198, 26.2149488 56.8544792, 26.2151314 56.8544007)",P30,,50,,
127414102,Raiņa iela,secondary,False,True,99.437,"LINESTRING (26.2135076 56.8551575, 26.2133518 56.855233, 26.2130684 56.8553582, 26.2129621 56.8554052, 26.2126859 56.8555273, 26.2126598 56.8555395, 26.212468 56.8556173, 26.2122287 56.8557144)",P30,,50,,
24830296,Avotu iela,tertiary,False,True,200.143,"LINESTRING (26.218815 56.8485419, 26.2190389 56.8486183, 26.2199709 56.8492271, 26.2200099 56.8492526, 26.220823 56.8497839, 26.2209855 56.8498863)",,,50,,
154660358,Avotu iela,unclassified,False,False,147.817,"LINESTRING (26.218815 56.8485419, 26.2187264 56.8484942, 26.2172522 56.8475241)",,,,,
793502500,Lazdonas iela,secondary,False,False,123.879,"LINESTRING (26.218815 56.8485419, 26.2176699 56.849037, 26.2176292 56.8490546, 26.2175951 56.8490703, 26.2175347 56.8490973, 26.2174767 56.8491233, 26.2172289 56.8492408)",P84,,,,
793502500,Lazdonas iela,secondary,False,True,197.558,"LINESTRING (26.218815 56.8485419, 26.2201789 56.8479647, 26.220433 56.8478487, 26.2206769 56.8477227, 26.2212859 56.8473924)",P84,,,,
24830412,Ezera iela,residential,False,True,78.109,"LINESTRING (26.2250392 56.8496589, 26.2261082 56.8492694)",,,,,
24830451,Maskavas iela,residential,False,True,133.883,"LINESTRING (26.2250392 56.8496589, 26.2235242 56.8487852)",,,,,
125200862,Maskavas iela,residential,False,False,77.847,"LINESTRING (26.2250392 56.8496589, 26.2259297 56.8501619)",,,,,
793502501,Ezera iela,residential,False,False,93.359,"LINESTRING (26.2250392 56.8496589, 26.2239712 56.8502621)",,,,,
24830412,Ezera iela,residential,False,False,23.25,"LINESTRING (26.2264208 56.849149, 26.2261082 56.8492694)",,,,,
848562205,Zaļā iela,residential,False,True,18.837,"LINESTRING (26.2264208 56.849149, 26.226191 56.8490354)",,,,,
793502501,Ezera iela,residential,False,False,61.991,"LINESTRING (26.2227167 56.8508595, 26.2220013 56.8512567)",,,,,
24830296,Avotu iela,tertiary,False,False,151.005,"LINESTRING (26.2227167 56.8508595, 26.2218568 56.8503966, 26.2217451 56.8503344, 26.2209855 56.8498863)",,,50,,
793502501,Ezera iela,residential,False,True,101.15,"LINESTRING (26.2227167 56.8508595, 26.2232768 56.8505928, 26.2238321 56.8503284, 26.2239712 56.8502621)",,,,,
793502501,Ezera iela,residential,False,True,61.991,"LINESTRING (26.2220013 56.8512567, 26.2227167 56.8508595)",,,,,
24830415,Ievu iela,residential,False,True,94.212,"LINESTRING (26.2247378 56.8482585, 26.2235242 56.8487852)",,,,,
"[848562205, 848562206]",Zaļā iela,residential,False,False,123.6,"LINESTRING (26.2247378 56.8482585, 26.2254184 56.8486374, 26.2257268 56.8487963, 26.226191 56.8490354)",,,,,
24830415,Ievu iela,residential,False,False,133.925,"LINESTRING (26.2209855 56.8498863, 26.2227358 56.8491552)",,,,,
24830296,Avotu iela,tertiary,False,False,200.143,"LINESTRING (26.2209855 56.8498863, 26.220823 56.8497839, 26.2200099 56.8492526, 26.2199709 56.8492271, 26.2190389 56.8486183, 26.218815 56.8485419)",,,50,,
24830296,Avotu iela,tertiary,False,True,151.005,"LINESTRING (26.2209855 56.8498863, 26.2217451 56.8503344, 26.2218568 56.8503966, 26.2227167 56.8508595)",,,50,,
24830415,Ievu iela,residential,False,False,63.174,"LINESTRING (26.2227358 56.8491552, 26.2235242 56.8487852)",,,,,
24830415,Ievu iela,residential,False,True,133.925,"LINESTRING (26.2227358 56.8491552, 26.2209855 56.8498863)",,,,,
24830603,Vidus iela,residential,False,False,144.195,"LINESTRING (26.2227358 56.8491552, 26.2231285 56.849507, 26.2239712 56.8502621)",,,,,
793502501,Ezera iela,residential,False,True,93.359,"LINESTRING (26.2239712 56.8502621, 26.2250392 56.8496589)",,,,,
24830603,Vidus iela,residential,False,True,144.195,"LINESTRING (26.2239712 56.8502621, 26.2231285 56.849507, 26.2227358 56.8491552)",,,,,
793502501,Ezera iela,residential,False,False,101.15,"LINESTRING (26.2239712 56.8502621, 26.2238321 56.8503284, 26.2232768 56.8505928, 26.2227167 56.8508595)",,,,,
24533628,Skolas iela,residential,False,False,205.881,"LINESTRING (26.2155208 56.8524121, 26.2149938 56.8522839, 26.2146839 56.852249, 26.2125345 56.8520415, 26.2123337 56.8520338, 26.212225 56.8520296)",,,,,
24533628,Skolas iela,residential,False,True,159.454,"LINESTRING (26.2155208 56.8524121, 26.2157707 56.8524944, 26.2162891 56.8526735, 26.2169926 56.8528937, 26.2172448 56.8529702, 26.2173437 56.8530049, 26.2176412 56.8531023, 26.2177311 56.8531709)",,,,,
25021132,Upes iela,residential,False,True,123.71899999999998,"LINESTRING (26.2155208 56.8524121, 26.2156685 56.8523125, 26.2158093 56.8522812, 26.2160891 56.8522083, 26.2162555 56.8521272, 26.2164926 56.8520174, 26.216935 56.8517616, 26.2170511 56.8517007)",,,,,
8114252,Rīgas iela,secondary,False,True,153.833,"LINESTRING (26.2134828 56.8486382, 26.2138081 56.8487657, 26.213988 56.8488265, 26.2145095 56.8489701, 26.2157547 56.8492322)",P37,2,50,,
65706237,Dārza iela,residential,False,False,134.954,"LINESTRING (26.2134828 56.8486382, 26.2137115 56.8485824, 26.2140995 56.848467, 26.2154413 56.8480681)",,,,,
"[887989301, 25021142]",Dārza iela,tertiary,False,False,127.533,"LINESTRING (26.2134828 56.8486382, 26.213332 56.8486676, 26.213213 56.8486975, 26.2126707 56.8488409, 26.2115731 56.8491114)",,,,,
154660356,Dārza iela,residential,False,False,68.19,"LINESTRING (26.2115731 56.8491114, 26.2105673 56.8493826)",,,,,
24453189,Blaumaņa iela,tertiary,False,False,177.319,"LINESTRING (26.2115731 56.8491114, 26.2120115 56.8493181, 26.2124295 56.8495153, 26.2126864 56.8496364, 26.2128648 56.8497233, 26.213509 56.850037, 26.2137968 56.8501406)",,,,,
"[887989301, 25021142]",Dārza iela,tertiary,False,True,127.533,"LINESTRING (26.2115731 56.8491114, 26.2126707 56.8488409, 26.213213 56.8486975, 26.213332 56.8486676, 26.2134828 56.8486382)",,,,,
154660356,Dārza iela,residential,False,True,68.19,"LINESTRING (26.2105673 56.8493826, 26.2115731 56.8491114)",,,,,
24830289,Kalna iela,tertiary,False,False,24.601000000000003,"LINESTRING (26.2189628 56.8557932, 26.2189274 56.8558988, 26.2188571 56.8559879, 26.2188455 56.8560035)",V858,,,,
127716660,Ausekļa iela,tertiary,False,False,127.02900000000001,"LINESTRING (26.2189628 56.8557932, 26.2186615 56.8552782, 26.2184915 56.8550087, 26.2183424 56.8548942, 26.2183052 56.8548613, 26.2181375 56.854759)",,,,,
127716660,Ausekļa iela,tertiary,False,True,27.479999999999997,"LINESTRING (26.2189628 56.8557932, 26.2190362 56.8558836, 26.2191634 56.8560145)",,,,,
24660926,Patkules iela,residential,False,False,17.784,"LINESTRING (26.2245805 56.8554159, 26.2247191 56.855402, 26.2248707 56.8554018)",,,,,
793484378,Saules iela,secondary,False,False,155.30100000000002,"LINESTRING (26.2245805 56.8554159, 26.2245732 56.8553932, 26.2244497 56.8550801, 26.2242148 56.854604, 26.2241315 56.854435, 26.2240294 56.8542601, 26.2238955 56.8540723)",P37;P84,,,,
65706237,Dārza iela,residential,False,True,134.954,"LINESTRING (26.2154413 56.8480681, 26.2140995 56.848467, 26.2137115 56.8485824, 26.2134828 56.8486382)",,,,,
793502499,Jāņa Zābera iela,secondary,False,False,169.861,"LINESTRING (26.2154413 56.8480681, 26.2168558 56.8490281, 26.2172289 56.8492408)",,2,50,,
848616736,Dārza iela,residential,False,True,92.417,"LINESTRING (26.2159284 56.8479322, 26.216998 56.8476076, 26.2172522 56.8475241)",,,,,
127414102,Raiņa iela,secondary,False,False,16.519,"LINESTRING (26.2116037 56.8559154, 26.2118464 56.8558486)",P30,,50,,
124352284,,residential,False,False,23.564,"LINESTRING (26.2116037 56.8559154, 26.2115389 56.8558568, 26.2114064 56.855733)",,,,,
127414102,Raiņa iela,secondary,False,True,55.164,"LINESTRING (26.2116037 56.8559154, 26.2111851 56.8560144, 26.210768 56.8561086)",P30,,50,,
"[124352276, 124352284]",,residential,False,"[False, True]",280.553,"LINESTRING (26.21088 56.8534605, 26.210784 56.8535032, 26.2107526 56.8537139, 26.2107768 56.8543243, 26.2106481 56.8544755, 26.210451 56.8546906, 26.2103404 56.8547704, 26.2105228 56.8549232, 26.2108271 56.8552235, 26.211045 56.8553979, 26.2114064 56.855733)",,,,,
442097822,Valdemāra bulvāris,tertiary,False,False,278.827,"LINESTRING (26.21088 56.8534605, 26.21198 56.8537021, 26.2123644 56.8537865, 26.2130912 56.8539464, 26.2132933 56.85399, 26.2138943 56.854125, 26.2143449 56.854224, 26.2150321 56.8543767, 26.2151314 56.8544007)",,,,,
8114252,Rīgas iela,secondary,False,False,153.83299999999997,"LINESTRING (26.2157547 56.8492322, 26.2145095 56.8489701, 26.213988 56.8488265, 26.2138081 56.8487657, 26.2134828 56.8486382)",P37,2,50,,
8114252,Rīgas iela,secondary,False,True,71.191,"LINESTRING (26.2157547 56.8492322, 26.2167692 56.8494149, 26.2168616 56.8494394)",P37,2,50,,
124522059,Alunāna iela,residential,False,False,148.003,"LINESTRING (26.2157547 56.8492322, 26.2157105 56.8492827, 26.2151218 56.8497592, 26.2150953 56.8498162, 26.215212 56.8502759, 26.2151686 56.8503307, 26.2150638 56.8504331)",,,,,
124522059,Alunāna iela,residential,False,True,148.00300000000001,"LINESTRING (26.2150638 56.8504331, 26.2151686 56.8503307, 26.215212 56.8502759, 26.2150953 56.8498162, 26.2151218 56.8497592, 26.2157105 56.8492827, 26.2157547 56.8492322)",,,,,
888087753,Blaumaņa iela,tertiary,False,False,127.10099999999998,"LINESTRING (26.2150638 56.8504331, 26.2152651 56.850553, 26.2154855 56.8506927, 26.2155939 56.8507637, 26.2164259 56.8513)",,,,,
"[888087752, 888087753, 24453189, 887989993]",Blaumaņa iela,tertiary,False,True,84.03800000000001,"LINESTRING (26.2150638 56.8504331, 26.2149712 56.8503938, 26.2148701 56.8503611, 26.214743 56.8503272, 26.2145333 56.8502835, 26.2143836 56.8502545, 26.2141311 56.8502087, 26.2137968 56.8501406)",,,,yes,
24830415,Ievu iela,residential,False,False,94.212,"LINESTRING (26.2235242 56.8487852, 26.2247378 56.8482585)",,,,,
24830415,Ievu iela,residential,False,True,63.174,"LINESTRING (26.2235242 56.8487852, 26.2227358 56.8491552)",,,,,
24830451,Maskavas iela,residential,False,False,133.883,"LINESTRING (26.2235242 56.8487852, 26.2250392 56.8496589)",,,,,
24830451,Maskavas iela,residential,False,True,206.188,"LINESTRING (26.2235242 56.8487852, 26.222248 56.84798, 26.2212859 56.8473924)",,,,,
125200862,Maskavas iela,residential,False,True,58.6,"LINESTRING (26.2265754 56.8505503, 26.2264378 56.8504926, 26.226132 56.8503049, 26.2259297 56.8501619)",,,,,
125200862,Maskavas iela,residential,False,True,77.847,"LINESTRING (26.2259297 56.8501619, 26.2250392 56.8496589)",,,,,
125200862,Maskavas iela,residential,False,False,58.599999999999994,"LINESTRING (26.2259297 56.8501619, 26.226132 56.8503049, 26.2264378 56.8504926, 26.2265754 56.8505503)",,,,,
125202167,,living_street,False,False,16.054000000000002,"LINESTRING (26.210768 56.8561086, 26.2107152 56.8560549, 26.2106314 56.8559852)",,,,,
127414102,Raiņa iela,secondary,False,False,55.164,"LINESTRING (26.210768 56.8561086, 26.2111851 56.8560144, 26.2116037 56.8559154)",P30,,50,,
127414102,Raiņa iela,secondary,False,True,27.62,"LINESTRING (26.2122287 56.8557144, 26.2118464 56.8558486)",P30,,50,,
125202164,,residential,False,False,23.766000000000002,"LINESTRING (26.2122287 56.8557144, 26.2121549 56.8556566, 26.2120185 56.8555343)",,,,,
127414102,Raiņa iela,secondary,False,False,99.437,"LINESTRING (26.2122287 56.8557144, 26.212468 56.8556173, 26.2126598 56.8555395, 26.2126859 56.8555273, 26.2129621 56.8554052, 26.2130684 56.8553582, 26.2133518 56.855233, 26.2135076 56.8551575)",P30,,50,,
125202167,,living_street,False,True,16.054000000000002,"LINESTRING (26.2106314 56.8559852, 26.2107152 56.8560549, 26.210768 56.8561086)",,,,,
128621941,,residential,False,False,5.747,"LINESTRING (26.2114064 56.855733, 26.2114904 56.8557093)",,,,,
"[124352284, 124352276]",,residential,False,"[False, True]",280.553,"LINESTRING (26.2114064 56.855733, 26.211045 56.8553979, 26.2108271 56.8552235, 26.2105228 56.8549232, 26.2103404 56.8547704, 26.210451 56.8546906, 26.2106481 56.8544755, 26.2107768 56.8543243, 26.2107526 56.8537139, 26.210784 56.8535032, 26.21088 56.8534605)",,,,,
124352284,,residential,False,True,23.564,"LINESTRING (26.2114064 56.855733, 26.2115389 56.8558568, 26.2116037 56.8559154)",,,,,
128621941,,residential,False,True,5.747,"LINESTRING (26.2114904 56.8557093, 26.2114064 56.855733)",,,,,
128621956,,residential,False,True,5.185,"LINESTRING (26.211944 56.855557, 26.2120185 56.8555343)",,,,,
128621956,,residential,False,False,5.185,"LINESTRING (26.2120185 56.8555343, 26.211944 56.855557)",,,,,
125202164,,residential,False,False,38.945,"LINESTRING (26.2120185 56.8555343, 26.2119269 56.8554419, 26.2117069 56.8552283)",,,,,
125202164,,residential,False,True,23.766000000000002,"LINESTRING (26.2120185 56.8555343, 26.2121549 56.8556566, 26.2122287 56.8557144)",,,,,
