osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,junction,maxspeed,width
24699216,False,P76,Brīvības iela,secondary,False,107.356,"LINESTRING (25.869199 56.495933, 25.8692374 56.4958977, 25.8692716 56.4958616, 25.8694154 56.4956913, 25.8695896 56.495461, 25.8696551 56.4953744, 25.8699008 56.4950493)",,,,
38786712,False,P76,Vienības iela,secondary,True,102.51700000000001,"LINESTRING (25.876919 56.4951147, 25.8768582 56.4950188, 25.8767506 56.4948542, 25.8765212 56.4944968, 25.8763566 56.4942466)",,,,
204792233,False,,Kļavu iela,residential,True,48.374,"LINESTRING (25.876919 56.4951147, 25.8767587 56.4951373, 25.8766736 56.4951557, 25.8761789 56.4952626)",,,,
204796035,False,,Ostas iela,residential,False,67.137,"LINESTRING (25.8669934 56.4979846, 25.8670264 56.4980076, 25.8671339 56.4980883, 25.8672274 56.4981802, 25.8673137 56.4982945, 25.8674478 56.4985281)",,,,
204796037,True,P76,Brīvības iela,secondary,False,98.442,"LINESTRING (25.8669934 56.4979846, 25.8668289 56.4980582, 25.8665864 56.498157, 25.8664202 56.4982163, 25.8663564 56.4982391, 25.8656519 56.4984673)",,,,
1199530897,True,,Jaunā iela,residential,False,85.557,"LINESTRING (25.8719861 56.4916848, 25.8706369 56.4918778)",,,,
42869213,False,,Zemgales iela,tertiary,False,93.98399999999998,"LINESTRING (25.8719861 56.4916848, 25.8719218 56.4918595, 25.8718946 56.4919334, 25.871798 56.4922564, 25.8717805 56.4923372, 25.8717714 56.4924184, 25.871768 56.492478, 25.8717681 56.4925198)",,,,
38786712,False,P76,Vienības iela,secondary,False,102.517,"LINESTRING (25.8763566 56.4942466, 25.8765212 56.4944968, 25.8767506 56.4948542, 25.8768582 56.4950188, 25.876919 56.4951147)",,,,
551378198,True,P76,Vienības iela,secondary,False,42.336999999999996,"LINESTRING (25.8763566 56.4942466, 25.8762432 56.4942569, 25.8761307 56.4942437, 25.8760345 56.494209, 25.8759676 56.4941574, 25.8759392 56.4940959, 25.875953 56.4940329)",,roundabout,,
38786710,True,P76,Vienības iela,secondary,False,18.971,"LINESTRING (25.8765542 56.4941236, 25.8765147 56.4941761, 25.8764463 56.4942187, 25.8763566 56.4942466)",,roundabout,,
38786710,True,P76,Vienības iela,secondary,False,35.246,"LINESTRING (25.8762336 56.4939129, 25.8763474 56.4939212, 25.8764481 56.4939517, 25.876522 56.4940002, 25.876559 56.4940603, 25.8765542 56.4941236)",,roundabout,,
1039905643,True,P76,,secondary,False,60.003,"LINESTRING (25.8712739 56.4939012, 25.8713333 56.4938299, 25.8716381 56.4936289, 25.8716695 56.4935993, 25.8717004 56.4935522, 25.871709 56.4935154, 25.87169 56.4934386)",,,,
"[1243039368, 1243039367]",False,P76,Brīvības iela,secondary,True,75.036,"LINESTRING (25.8712739 56.4939012, 25.8708135 56.4941876, 25.8707285 56.4942477, 25.8705978 56.4943401, 25.8704989 56.494422)",,,,
115771134,False,,Mārtiņa Lutera iela,residential,False,35.351,"LINESTRING (25.8682975 56.4931805, 25.8684168 56.4932974, 25.8685752 56.493459)",,,,
133065455,False,,Draudzības aleja,residential,False,48.117,"LINESTRING (25.8682975 56.4931805, 25.8682695 56.4931881, 25.8675934 56.4933707)",,,,
133065455,False,,Draudzības aleja,residential,True,94.089,"LINESTRING (25.8682975 56.4931805, 25.8685937 56.493112, 25.8688525 56.4930672, 25.8690474 56.4930451, 25.8692334 56.4930335, 25.8694332 56.4930271, 25.8696102 56.4930273, 25.869787 56.4930333)",,,,
1151370578,False,,Draudzības aleja,residential,False,50.79,"LINESTRING (25.8644519 56.4942204, 25.8636786 56.4943829)",,,,
133065455,False,,Draudzības aleja,residential,True,75.605,"LINESTRING (25.8644519 56.4942204, 25.8652954 56.4939949, 25.8655605 56.4939241)",,,,
933082310,False,,Viestura iela,tertiary,False,118.59100000000001,"LINESTRING (25.8644519 56.4942204, 25.8645571 56.4943392, 25.8652676 56.4951306, 25.8653156 56.4951742)",,,,
1151367702,False,,Viestura iela,tertiary,True,55.719,"LINESTRING (25.8644519 56.4942204, 25.8643944 56.4941195, 25.8643783 56.4940462, 25.8644282 56.4937259)",,,,
468778979,False,,Andreja Pormaļa iela,tertiary,True,37.427,"LINESTRING (25.8692056 56.4941024, 25.8686654 56.4942585)",,,,
115771134,False,,Mārtiņa Lutera iela,residential,True,81.337,"LINESTRING (25.8692056 56.4941024, 25.8691625 56.4940579, 25.8685752 56.493459)",,,,
468778979,False,,Andreja Pormaļa iela,tertiary,False,21.653,"LINESTRING (25.8692056 56.4941024, 25.8694729 56.494026, 25.8695189 56.4940129)",,,,
159654424,False,,Katoļu iela,residential,True,203.462,"LINESTRING (25.8635316 56.4957322, 25.863915 56.4962161, 25.8639502 56.4962599, 25.8640797 56.4964213, 25.864192 56.4965608, 25.8648488 56.4973767, 25.8648562 56.497386, 25.8648721 56.4974057)",,,,
204796032,True,,Andreja Pormaļa iela,tertiary,False,125.859,"LINESTRING (25.8635316 56.4957322, 25.8647913 56.4953382, 25.8652665 56.4951896, 25.8653156 56.4951742)",,,,
115771137,False,,Jaunā iela,residential,True,123.577,"LINESTRING (25.8608738 56.4929915, 25.8609922 56.4929626, 25.8619253 56.492735, 25.8627334 56.4925669)",,,,
1151367703,False,,Viestura iela,tertiary,True,67.629,"LINESTRING (25.8646333 56.4922901, 25.8647311 56.4916843)",,,,
1151367702,False,,Viestura iela,tertiary,False,48.397,"LINESTRING (25.8646333 56.4922901, 25.8646188 56.49244, 25.8645906 56.4927247)",,,,
1151370586,False,,Jaunā iela,residential,False,40.864,"LINESTRING (25.8646333 56.4922901, 25.8645257 56.4922867, 25.8644394 56.492287, 25.8643329 56.4922936, 25.8642589 56.4923, 25.8641883 56.4923087, 25.863981 56.4923445)",,,,
204796035,False,,Ostas iela,residential,True,67.137,"LINESTRING (25.8674478 56.4985281, 25.8673137 56.4982945, 25.8672274 56.4981802, 25.8671339 56.4980883, 25.8670264 56.4980076, 25.8669934 56.4979846)",,,,
310469614,True,,Pļaviņu iela,residential,False,112.77,"LINESTRING (25.8674478 56.4985281, 25.8666606 56.4986437, 25.8660865 56.4987385, 25.8657711 56.498803, 25.8656893 56.4988197)",,,50,
439563588,True,,Andreja Pormaļa iela,tertiary,False,229.44400000000002,"LINESTRING (25.8653156 56.4951742, 25.8657045 56.495068, 25.8663643 56.4948878, 25.8666971 56.4947969, 25.8677201 56.4945171, 25.8686654 56.4942585)",,,,
933082310,False,,Viestura iela,tertiary,True,118.59100000000001,"LINESTRING (25.8653156 56.4951742, 25.8652676 56.4951306, 25.8645571 56.4943392, 25.8644519 56.4942204)",,,,
468778979,False,,Andreja Pormaļa iela,tertiary,False,145.118,"LINESTRING (25.8695189 56.4940129, 25.8698315 56.4939167, 25.8698756 56.4939031, 25.8699293 56.4938827, 25.8701599 56.4937949, 25.8704122 56.4936989, 25.8704355 56.49369, 25.8705542 56.4936449, 25.8706928 56.4935922, 25.8707225 56.4935809, 25.870884 56.4935229, 25.8711065 56.4934489, 25.8713067 56.4933982, 25.8715419 56.4933445)",,,,
468778979,False,,Andreja Pormaļa iela,tertiary,True,21.653,"LINESTRING (25.8695189 56.4940129, 25.8694729 56.494026, 25.8692056 56.4941024)",,,,
1199530892,True,,Dambja iela,residential,False,75.42,"LINESTRING (25.8695189 56.4940129, 25.8696754 56.4940785, 25.870393 56.4943793, 25.8704989 56.494422)",,,,
159348620,False,,Filozofu iela,residential,False,346.168,"LINESTRING (25.8742138 56.4955529, 25.8740657 56.4956144, 25.8739292 56.4956738, 25.8738619 56.4957044, 25.8738174 56.4957246, 25.8735586 56.495844, 25.873264 56.4959717, 25.872959 56.4961037, 25.8728779 56.496142, 25.8725547 56.496294, 25.8724096 56.4963636, 25.8723339 56.4963999, 25.8722586 56.4964361, 25.8719859 56.4965602, 25.8717049 56.4966952, 25.8715603 56.4967698, 25.8714695 56.4968166, 25.8712589 56.4969362, 25.8711073 56.4970236, 25.8708296 56.4971665, 25.8706672 56.4972675, 25.8705442 56.4973598, 25.8702506 56.4975934, 25.8701173 56.497673)",,,,
"[204799060, 204792246]",False,,Dambja iela,residential,False,261.381,"LINESTRING (25.8742138 56.4955529, 25.8741213 56.4955074, 25.874018 56.4954631, 25.8738149 56.4953886, 25.8736024 56.4953106, 25.8716493 56.4946971, 25.871113 56.4945866, 25.8710082 56.4945642, 25.8708153 56.4945229, 25.8707613 56.4945086, 25.8707093 56.4944933, 25.8706714 56.4944802, 25.8704989 56.494422)",,,,
204792246,False,,Dambja iela,residential,True,43.908,"LINESTRING (25.8742138 56.4955529, 25.8742985 56.4955954, 25.8743797 56.4956441, 25.8744051 56.4956614, 25.8745888 56.4957863, 25.8746829 56.4958502)",,,,
159348625,False,,Dambja iela,residential,True,131.348,"LINESTRING (25.8746829 56.4958502, 25.8748886 56.4960696, 25.8749591 56.4961348, 25.8750005 56.496173, 25.8752007 56.4963894, 25.8752335 56.4964339, 25.8754116 56.4966751, 25.8755613 56.496924)",,,,
204792233,False,,Kļavu iela,residential,False,112.72099999999999,"LINESTRING (25.8746829 56.4958502, 25.8751988 56.4956472, 25.8758852 56.4953687, 25.8761789 56.4952626)",,,,
204792246,False,,Dambja iela,residential,False,43.908,"LINESTRING (25.8746829 56.4958502, 25.8745888 56.4957863, 25.8744051 56.4956614, 25.8743797 56.4956441, 25.8742985 56.4955954, 25.8742138 56.4955529)",,,,
24699216,False,P76,Brīvības iela,secondary,False,78.899,"LINESTRING (25.8699008 56.4950493, 25.8701423 56.494763, 25.8704989 56.494422)",,,,
24699216,False,P76,Brīvības iela,secondary,True,107.35600000000001,"LINESTRING (25.8699008 56.4950493, 25.8696551 56.4953744, 25.8695896 56.495461, 25.8694154 56.4956913, 25.8692716 56.4958616, 25.8692374 56.4958977, 25.869199 56.495933)",,,,
159654422,True,,Mārtiņa Lutera iela,residential,False,117.095,"LINESTRING (25.8699008 56.4950493, 25.8697976 56.4950233, 25.8697701 56.4950146, 25.8697435 56.4950023, 25.8697195 56.4949899, 25.8696297 56.4949394, 25.8694598 56.4948336, 25.8693937 56.4947925, 25.8693541 56.4947678, 25.8691774 56.4946371, 25.8687156 56.4942956, 25.8686654 56.4942585)",,,,
468778979,False,,Andreja Pormaļa iela,tertiary,False,37.427,"LINESTRING (25.8686654 56.4942585, 25.8692056 56.4941024)",,,,
159654421,True,P76,Brīvības iela,secondary,False,18.043,"LINESTRING (25.8656519 56.4984673, 25.8653979 56.498549)",,,,
159654426,True,,Katoļu iela,residential,False,127.38199999999999,"LINESTRING (25.8656519 56.4984673, 25.8656297 56.4984377, 25.8651031 56.4977316, 25.8648721 56.4974057)",,,,
"[42867220, 204796029]",True,,Pasta iela,secondary,False,160.03300000000002,"LINESTRING (25.8648721 56.4974057, 25.8650102 56.4973695, 25.8660995 56.497075, 25.8663799 56.4969965, 25.8665604 56.4969417, 25.8668741 56.4968539, 25.8671944 56.4967523)",,,,
159654424,False,,Katoļu iela,residential,False,203.46200000000002,"LINESTRING (25.8648721 56.4974057, 25.8648562 56.497386, 25.8648488 56.4973767, 25.864192 56.4965608, 25.8640797 56.4964213, 25.8639502 56.4962599, 25.863915 56.4962161, 25.8635316 56.4957322)",,,,
115774728,False,,Viestura iela,residential,True,46.825,"LINESTRING (25.8692343 56.4982698, 25.8691798 56.498215, 25.8691594 56.4981893, 25.8691408 56.4981602, 25.8690111 56.4978692)",,,,
310469614,True,,Pļaviņu iela,residential,False,113.42600000000002,"LINESTRING (25.8692343 56.4982698, 25.8690906 56.4982999, 25.8689612 56.4983233, 25.8675369 56.4985155, 25.8674993 56.4985208, 25.8674478 56.4985281)",,,50,
939445069,False,,Pļaviņu iela,residential,True,70.52799999999999,"LINESTRING (25.8692343 56.4982698, 25.8694432 56.4982396, 25.8695692 56.4982243, 25.8696895 56.4982156, 25.8698525 56.4982086, 25.8703708 56.4981905)",,,30,
24699206,True,P76,Brīvības iela,secondary,False,110.548,"LINESTRING (25.8680129 56.4971679, 25.8677384 56.4974076, 25.8673283 56.4977657, 25.8672562 56.497823, 25.8671743 56.4978766, 25.8669934 56.4979846)",,,,
115774728,False,,Viestura iela,residential,False,100.548,"LINESTRING (25.8680129 56.4971679, 25.8681156 56.4972166, 25.8685699 56.4974593, 25.8686439 56.4975085, 25.8687246 56.4975621, 25.8687806 56.49761, 25.8688096 56.4976348, 25.8688848 56.4977035, 25.868941 56.4977636, 25.8690111 56.4978692)",,,,
42867220,True,,Pasta iela,secondary,False,177.836,"LINESTRING (25.8622483 56.4980842, 25.8627859 56.4979459, 25.8628561 56.4979273, 25.8648721 56.4974057)",,,,
309676401,False,,Akmeņu iela,residential,True,69.968,"LINESTRING (25.8622483 56.4980842, 25.8627978 56.4986123, 25.8628159 56.4986299)",,,,
115774728,False,,Viestura iela,residential,False,46.824999999999996,"LINESTRING (25.8690111 56.4978692, 25.8691408 56.4981602, 25.8691594 56.4981893, 25.8691798 56.498215, 25.8692343 56.4982698)",,,,
115774728,False,,Viestura iela,residential,True,100.548,"LINESTRING (25.8690111 56.4978692, 25.868941 56.4977636, 25.8688848 56.4977035, 25.8688096 56.4976348, 25.8687806 56.49761, 25.8687246 56.4975621, 25.8686439 56.4975085, 25.8685699 56.4974593, 25.8681156 56.4972166, 25.8680129 56.4971679)",,,,
159348620,False,,Filozofu iela,residential,True,71.786,"LINESTRING (25.8690111 56.4978692, 25.8693593 56.4978247, 25.8696403 56.497787, 25.8699513 56.4977295, 25.8701173 56.497673)",,,,
204796029,True,,Pasta iela,secondary,False,3.082,"LINESTRING (25.8671944 56.4967523, 25.8672365 56.4967372)",,,,
1199530894,True,,Viestura iela,residential,False,68.387,"LINESTRING (25.8671944 56.4967523, 25.8672273 56.4967803, 25.867515 56.4969256, 25.8675699 56.4969524, 25.8679681 56.4971472, 25.8680129 56.4971679)",,,,
204792233,False,,Kļavu iela,residential,False,48.374,"LINESTRING (25.8761789 56.4952626, 25.8766736 56.4951557, 25.8767587 56.4951373, 25.876919 56.4951147)",,,,
204792233,False,,Kļavu iela,residential,True,112.721,"LINESTRING (25.8761789 56.4952626, 25.8758852 56.4953687, 25.8751988 56.4956472, 25.8746829 56.4958502)",,,,
205241272,False,,,living_street,True,40.847,"LINESTRING (25.8619012 56.4947439, 25.8616687 56.4943997)",,,,
1151370578,False,,Draudzības aleja,residential,False,28.251,"LINESTRING (25.8619012 56.4947439, 25.8614736 56.4948379)",,,,
1151370578,False,,Draudzības aleja,residential,True,102.909,"LINESTRING (25.8619012 56.4947439, 25.8634742 56.4944237)",,,,
205241279,False,,,living_street,True,17.549,"LINESTRING (25.8633776 56.4937808, 25.863101 56.4938207)",,,,
205241263,False,,,living_street,False,67.096,"LINESTRING (25.8633776 56.4937808, 25.8643218 56.4937739, 25.8643583 56.4937744, 25.8644282 56.4937259)",,,,
205241279,False,,,living_street,False,181.79000000000002,"LINESTRING (25.8633776 56.4937808, 25.8633662 56.4937121, 25.8633919 56.4936617, 25.863486 56.4936116, 25.8635884 56.4935997, 25.8636176 56.4930856, 25.8636198 56.4930463, 25.8639732 56.4929542, 25.8640331 56.4924969, 25.864004 56.49238, 25.863981 56.4923445)",,,,
205241262,False,,Torņa iela,living_street,False,21.916,"LINESTRING (25.8623716 56.492978, 25.8622427 56.4931618)",,,,
1151370587,False,,,living_street,True,69.517,"LINESTRING (25.8623716 56.492978, 25.8625422 56.4929407, 25.8629033 56.4928617, 25.8627697 56.49262, 25.8627334 56.4925669)",,,,
205241272,False,,,living_street,False,40.847,"LINESTRING (25.8616687 56.4943997, 25.8619012 56.4947439)",,,,
205244118,False,,,living_street,False,115.573,"LINESTRING (25.8616687 56.4943997, 25.8634122 56.4940073)",,,,
205241262,False,,Torņa iela,living_street,True,149.906,"LINESTRING (25.8616687 56.4943997, 25.861474 56.494121, 25.861587 56.49399, 25.8619455 56.4935741, 25.8622427 56.4931618)",,,,
929947759,False,,,living_street,True,96.78,"LINESTRING (25.8632955 56.4955819, 25.8640116 56.495217, 25.8638064 56.4949045)",,,,
929947759,False,,,living_street,True,14.267,"LINESTRING (25.8615698 56.4949547, 25.8614736 56.4948379)",,,,
205241266,False,,,living_street,False,60.853,"LINESTRING (25.8615698 56.4949547, 25.8610395 56.4950739, 25.8607094 56.4952162)",,,,
929947759,False,,,living_street,False,168.171,"LINESTRING (25.8615698 56.4949547, 25.861642 56.4950541, 25.8617418 56.4951873, 25.8619099 56.4952965, 25.8638064 56.4949045)",,,,
205241262,False,,Torņa iela,living_street,True,21.916,"LINESTRING (25.8622427 56.4931618, 25.8623716 56.492978)",,,,
205241262,False,,Torņa iela,living_street,False,149.906,"LINESTRING (25.8622427 56.4931618, 25.8619455 56.4935741, 25.861587 56.49399, 25.861474 56.494121, 25.8616687 56.4943997)",,,,
205241279,False,,,living_street,False,99.39200000000001,"LINESTRING (25.8622427 56.4931618, 25.8626665 56.4937659, 25.863101 56.4938207)",,,,
115771137,False,,Jaunā iela,residential,False,123.577,"LINESTRING (25.8627334 56.4925669, 25.8619253 56.492735, 25.8609922 56.4929626, 25.8608738 56.4929915)",,,,
1151370586,False,,Jaunā iela,residential,True,35.829,"LINESTRING (25.8627334 56.4925669, 25.8629109 56.4925293, 25.8632865 56.4924644)",,,,
1151370587,False,,,living_street,False,69.517,"LINESTRING (25.8627334 56.4925669, 25.8627697 56.49262, 25.8629033 56.4928617, 25.8625422 56.4929407, 25.8623716 56.492978)",,,,
205241274,False,,Draudzības aleja,living_street,False,29.31,"LINESTRING (25.8614736 56.4948379, 25.8612315 56.4946107)",,,,
929947759,False,,,living_street,False,14.267,"LINESTRING (25.8614736 56.4948379, 25.8615698 56.4949547)",,,,
1151370578,False,,Draudzības aleja,residential,True,28.251,"LINESTRING (25.8614736 56.4948379, 25.8619012 56.4947439)",,,,
205241266,False,,,living_street,True,60.853,"LINESTRING (25.8607094 56.4952162, 25.8610395 56.4950739, 25.8615698 56.4949547)",,,,
205244118,False,,,living_street,True,115.573,"LINESTRING (25.8634122 56.4940073, 25.8616687 56.4943997)",,,,
205241277,False,,,living_street,True,29.826,"LINESTRING (25.8634122 56.4940073, 25.8632861 56.4938682, 25.863101 56.4938207)",,,,
205244118,False,,,living_street,False,44.852,"LINESTRING (25.8634122 56.4940073, 25.863431 56.4940338, 25.8636786 56.4943829)",,,,
1151370578,False,,Draudzības aleja,residential,False,13.341,"LINESTRING (25.8636786 56.4943829, 25.8634742 56.4944237)",,,,
1151370578,False,,Draudzības aleja,residential,True,50.79,"LINESTRING (25.8636786 56.4943829, 25.8644519 56.4942204)",,,,
205244118,False,,,living_street,True,44.852,"LINESTRING (25.8636786 56.4943829, 25.863431 56.4940338, 25.8634122 56.4940073)",,,,
1151370578,False,,Draudzības aleja,residential,False,102.909,"LINESTRING (25.8634742 56.4944237, 25.8619012 56.4947439)",,,,
1151370578,False,,Draudzības aleja,residential,True,13.341,"LINESTRING (25.8634742 56.4944237, 25.8636786 56.4943829)",,,,
205241267,False,,,living_street,True,57.218999999999994,"LINESTRING (25.8634742 56.4944237, 25.8635537 56.4945387, 25.8638064 56.4949045)",,,,
205241267,False,,,living_street,False,57.218999999999994,"LINESTRING (25.8638064 56.4949045, 25.8635537 56.4945387, 25.8634742 56.4944237)",,,,
929947759,False,,,living_street,False,96.78,"LINESTRING (25.8638064 56.4949045, 25.8640116 56.495217, 25.8632955 56.4955819)",,,,
929947759,False,,,living_street,True,168.171,"LINESTRING (25.8638064 56.4949045, 25.8619099 56.4952965, 25.8617418 56.4951873, 25.861642 56.4950541, 25.8615698 56.4949547)",,,,
1151367702,False,,Viestura iela,tertiary,True,111.774,"LINESTRING (25.8644282 56.4937259, 25.8645906 56.4927247)",,,,
205241263,False,,,living_street,False,113.93299999999999,"LINESTRING (25.8644282 56.4937259, 25.8645019 56.4937222, 25.864754 56.4937095, 25.865285 56.4935571, 25.8652281 56.4934022, 25.8657159 56.4932676, 25.865811 56.4932528)",,,,
205241263,False,,,living_street,True,67.096,"LINESTRING (25.8644282 56.4937259, 25.8643583 56.4937744, 25.8643218 56.4937739, 25.8633776 56.4937808)",,,,
1151367702,False,,Viestura iela,tertiary,False,55.719,"LINESTRING (25.8644282 56.4937259, 25.8643783 56.4940462, 25.8643944 56.4941195, 25.8644519 56.4942204)",,,,
205241274,False,,Draudzības aleja,living_street,True,29.31,"LINESTRING (25.8612315 56.4946107, 25.8614736 56.4948379)",,,,
205241274,False,,Draudzības aleja,living_street,False,173.501,"LINESTRING (25.8612315 56.4946107, 25.8610988 56.4944458, 25.8600992 56.4946545, 25.8602284 56.4948338, 25.8612315 56.4946107)",,,,
205241274,False,,Draudzības aleja,living_street,True,173.501,"LINESTRING (25.8612315 56.4946107, 25.8602284 56.4948338, 25.8600992 56.4946545, 25.8610988 56.4944458, 25.8612315 56.4946107)",,,,
1151367702,False,,Viestura iela,tertiary,False,111.774,"LINESTRING (25.8645906 56.4927247, 25.8644282 56.4937259)",,,,
205244123,False,,Jaunā iela,residential,True,182.03300000000002,"LINESTRING (25.8645906 56.4927247, 25.8646278 56.4927195, 25.8666804 56.4924331, 25.8674656 56.4923235)",,,,
1151367702,False,,Viestura iela,tertiary,True,48.397,"LINESTRING (25.8645906 56.4927247, 25.8646188 56.49244, 25.8646333 56.4922901)",,,,
205244123,False,,Jaunā iela,residential,True,22.887,"LINESTRING (25.8674656 56.4923235, 25.8678279 56.4922749)",,,,
205244123,False,,Jaunā iela,residential,False,182.03300000000002,"LINESTRING (25.8674656 56.4923235, 25.8666804 56.4924331, 25.8646278 56.4927195, 25.8645906 56.4927247)",,,,
204796032,True,,Andreja Pormaļa iela,tertiary,False,101.307,"LINESTRING (25.8619261 56.4959347, 25.8621667 56.4959082, 25.8622032 56.4959042, 25.8632509 56.4957885, 25.8634001 56.4957652, 25.8635316 56.4957322)",,,,
205244123,False,,Jaunā iela,residential,False,14.972,"LINESTRING (25.8680649 56.4922431, 25.8678279 56.4922749)",,,,
205244123,False,,Jaunā iela,residential,True,120.532,"LINESTRING (25.8680649 56.4922431, 25.8699665 56.491973)",,,,
159654421,True,P76,Brīvības iela,secondary,False,48.871,"LINESTRING (25.8614457 56.4998673, 25.8606523 56.4999048)",,,,
205680141,False,,Klostera iela,residential,True,40.202,"LINESTRING (25.8614457 56.4998673, 25.861488 56.4999135, 25.8615086 56.4999359, 25.8617393 56.5001905)",,,,
159348625,False,,Dambja iela,residential,False,131.34799999999998,"LINESTRING (25.8755613 56.496924, 25.8754116 56.4966751, 25.8752335 56.4964339, 25.8752007 56.4963894, 25.8750005 56.496173, 25.8749591 56.4961348, 25.8748886 56.4960696, 25.8746829 56.4958502)",,,,
159348625,False,,Dambja iela,residential,True,141.654,"LINESTRING (25.8755613 56.496924, 25.8755974 56.4969966, 25.8757635 56.4973307, 25.875779 56.4973619, 25.8759054 56.4975962, 25.8759367 56.4976543, 25.8760307 56.4978286, 25.8760491 56.4978627, 25.8760796 56.4979367, 25.8761033 56.497994, 25.8761412 56.4981553)",,,,
939445069,False,,Pļaviņu iela,residential,False,123.263,"LINESTRING (25.8723782 56.498159, 25.8714241 56.4981702, 25.8707067 56.4981809, 25.8703708 56.4981905)",,,30,
939445069,False,,Pļaviņu iela,residential,True,230.97000000000003,"LINESTRING (25.8723782 56.498159, 25.8726746 56.4981594, 25.872986 56.4981598, 25.8733024 56.4981602, 25.8733624 56.4981603, 25.8736635 56.498161, 25.8740973 56.498162, 25.8744139 56.4981627, 25.8748174 56.4981636, 25.8752644 56.4981645, 25.8754261 56.4981649, 25.8754587 56.4981645, 25.8761412 56.4981553)",,,30,
1119997341,False,,,living_street,True,102.66600000000001,"LINESTRING (25.8723782 56.498159, 25.8723212 56.4980791, 25.872304 56.498044, 25.8723007 56.4980214, 25.8723082 56.4979736, 25.8723409 56.4978491, 25.872666 56.4978469, 25.872975 56.4978448, 25.8730658 56.4978441, 25.8732882 56.4978426, 25.8734362 56.4978416)",,,,
1199530897,True,,Jaunā iela,residential,False,7.111,"LINESTRING (25.8706369 56.4918778, 25.8705247 56.4918937)",,,,
206393940,False,,Romas iela,residential,True,113.422,"LINESTRING (25.8706369 56.4918778, 25.8708229 56.492054, 25.8711945 56.4924855, 25.8712256 56.4925068, 25.8712589 56.4925213, 25.8713049 56.492534, 25.8713553 56.4925421, 25.8713979 56.4925454, 25.8714562 56.4925442, 25.8715206 56.4925398, 25.8716324 56.4925261, 25.8716512 56.4925253, 25.8717681 56.4925198)",,,,
42869213,False,,Zemgales iela,tertiary,True,93.98400000000001,"LINESTRING (25.8717681 56.4925198, 25.871768 56.492478, 25.8717714 56.4924184, 25.8717805 56.4923372, 25.871798 56.4922564, 25.8718946 56.4919334, 25.8719218 56.4918595, 25.8719861 56.4916848)",,,,
206393940,False,,Romas iela,residential,False,113.422,"LINESTRING (25.8717681 56.4925198, 25.8716512 56.4925253, 25.8716324 56.4925261, 25.8715206 56.4925398, 25.8714562 56.4925442, 25.8713979 56.4925454, 25.8713553 56.4925421, 25.8713049 56.492534, 25.8712589 56.4925213, 25.8712256 56.4925068, 25.8711945 56.4924855, 25.8708229 56.492054, 25.8706369 56.4918778)",,,,
