osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,access,maxspeed
17416393,2,P27,Brīvības iela,primary,False,False,260.43899999999996,"LINESTRING (26.7455796 57.1752667, 26.7460883 57.1747922, 26.746554 57.1743296, 26.7473842 57.173546, 26.747737 57.1732378)",,
17416393,2,P27,Brīvības iela,primary,False,True,217.02800000000002,"LINESTRING (26.7455796 57.1752667, 26.7454693 57.1753944, 26.7450006 57.1758496, 26.7447052 57.1761403, 26.7446796 57.1761653, 26.7438493 57.176978)",,
1200770957,,,Zaļā iela,residential,False,False,196.97,"LINESTRING (26.7455796 57.1752667, 26.7457004 57.1753483, 26.746014 57.1756374, 26.7465167 57.1760793, 26.7467884 57.1763181, 26.7474402 57.1767154)",,
29046098,2,,Rīgas iela,tertiary,False,False,192.202,"LINESTRING (26.7563099 57.1783604, 26.7563217 57.1783009, 26.7563962 57.1779366, 26.7564581 57.1776324, 26.7565262 57.177311, 26.756578 57.1770728, 26.7566625 57.1766425)",,
29046100,2,,Dzelzceļa iela,tertiary,False,False,119.81099999999999,"LINESTRING (26.7563099 57.1783604, 26.756491 57.178377, 26.7579099 57.1785369, 26.7582537 57.1785848)",yes,
"[714884164, 953337693]",2,,Miera iela,tertiary,False,True,188.123,"LINESTRING (26.7563099 57.1783604, 26.7562407 57.1787645, 26.7561995 57.1789768, 26.7561394 57.1792868, 26.75612 57.1793868, 26.7560597 57.1796358, 26.7559672 57.1798261, 26.7558564 57.1799565, 26.7557903 57.1800152)",,
29046098,2,,Rīgas iela,tertiary,False,False,127.06700000000001,"LINESTRING (26.7570063 57.1750259, 26.7570227 57.1749531, 26.7570247 57.1749445, 26.7571016 57.1745729, 26.7571413 57.1743809, 26.7571675 57.1742548, 26.7572432 57.1738904)",,
29046098,2,,Rīgas iela,tertiary,False,True,100.255,"LINESTRING (26.7570063 57.1750259, 26.7569888 57.1751122, 26.75692 57.1754524, 26.7569166 57.1754731, 26.7568165 57.1759216)",,
38782735,,,Līkā iela,residential,False,True,158.602,"LINESTRING (26.7570063 57.1750259, 26.7571358 57.1750435, 26.7575717 57.1751029, 26.7576464 57.175116, 26.7583067 57.1752436, 26.7584802 57.1752787, 26.7590058 57.1753773, 26.7595004 57.1754766)",,
43944716,,,Līkā iela,residential,False,True,124.99400000000001,"LINESTRING (26.7570063 57.1750259, 26.7568841 57.1750062, 26.7554728 57.1747739, 26.7551682 57.1746083, 26.7551406 57.1745927)",,
29046098,2,,Rīgas iela,tertiary,False,False,20.666,"LINESTRING (26.757451 57.1729226, 26.7574891 57.1727379)",,
29046098,2,,Rīgas iela,tertiary,False,True,41.814,"LINESTRING (26.757451 57.1729226, 26.7574328 57.173004, 26.7573675 57.1732959)",,
29046112,,,Bērzu iela,residential,True,False,227.30200000000002,"LINESTRING (26.757451 57.1729226, 26.7572828 57.1729254, 26.7557347 57.1729513, 26.753682 57.1729857)",,
29046098,2,,Rīgas iela,tertiary,False,True,20.666,"LINESTRING (26.7574891 57.1727379, 26.757451 57.1729226)",,
29046098,2,,Rīgas iela,tertiary,False,False,33.177,"LINESTRING (26.7574891 57.1727379, 26.7575038 57.1726762, 26.7575597 57.172442)",,
29046098,2,,Rīgas iela,tertiary,False,True,71.498,"LINESTRING (26.7576997 57.1718035, 26.7575597 57.172442)",,
43944527,,,Ābeļu iela,residential,False,True,15.698,"LINESTRING (26.7576997 57.1718035, 26.7574452 57.1717736)",,
29046114,,,Gaitnieku iela,residential,False,True,38.933,"LINESTRING (26.7582537 57.1785848, 26.7581161 57.1789269)",,
29046100,2,,Dzelzceļa iela,tertiary,False,True,119.811,"LINESTRING (26.7582537 57.1785848, 26.7579099 57.1785369, 26.756491 57.178377, 26.7563099 57.1783604)",yes,
29046114,,,Gaitnieku iela,residential,False,False,163.31599999999997,"LINESTRING (26.7582537 57.1785848, 26.7582735 57.1785339, 26.7583334 57.1783787, 26.7586982 57.1774339, 26.7588339 57.1771504)",,
32659402,,,Bērzu iela,residential,False,False,247.782,"LINESTRING (26.753682 57.1729857, 26.7518179 57.1730238, 26.7495743 57.1730688)",,
43944716,,,Līkā iela,residential,False,False,204.83799999999997,"LINESTRING (26.753682 57.1729857, 26.7537528 57.1734135, 26.7540725 57.1738293, 26.75466 57.1743202, 26.7551406 57.1745927)",,
43944717,,,Līkā iela,residential,False,False,78.63600000000001,"LINESTRING (26.753682 57.1729857, 26.7536996 57.1729394, 26.7539447 57.172293)",,
29046114,,,Gaitnieku iela,residential,False,True,89.16,"LINESTRING (26.7595004 57.1754766, 26.7592573 57.1760771, 26.7592005 57.1762616)",,
38782735,,,Līkā iela,residential,False,False,158.602,"LINESTRING (26.7595004 57.1754766, 26.7590058 57.1753773, 26.7584802 57.1752787, 26.7583067 57.1752436, 26.7576464 57.175116, 26.7575717 57.1751029, 26.7571358 57.1750435, 26.7570063 57.1750259)",,
29046114,,,Gaitnieku iela,residential,False,False,38.933,"LINESTRING (26.7581161 57.1789269, 26.7582537 57.1785848)",,
29046114,,,Gaitnieku iela,residential,False,False,101.30099999999999,"LINESTRING (26.7588339 57.1771504, 26.7589389 57.1768865, 26.7590169 57.1766905, 26.7591582 57.1763359, 26.7591769 57.1763029, 26.7592005 57.1762616)",,
29046114,,,Gaitnieku iela,residential,False,True,163.316,"LINESTRING (26.7588339 57.1771504, 26.7586982 57.1774339, 26.7583334 57.1783787, 26.7582735 57.1785339, 26.7582537 57.1785848)",,
38447659,,,Vidus iela,residential,False,True,142.543,"LINESTRING (26.7588339 57.1771504, 26.7580968 57.1769805, 26.7566625 57.1766425)",,
29046098,2,,Rīgas iela,tertiary,False,False,21.201,"LINESTRING (26.7566625 57.1766425, 26.756703 57.1764531)",,
38447659,,,Vidus iela,residential,False,True,17.334,"LINESTRING (26.7566625 57.1766425, 26.7564109 57.176567)",,
