osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,bridge
789797179,P25,Trikātas iela,primary,False,False,284.815,"LINESTRING (25.6938241 57.6240219, 25.6936753 57.6242519, 25.6932731 57.6250233, 25.6924972 57.6264824)",,,,
789797181,,Slimnīcas iela,residential,False,False,42.614,"LINESTRING (25.6938241 57.6240219, 25.6937132 57.6240319, 25.6931183 57.6240854)",,,,
479216524,V238,Pulkveža Zemitāna iela,secondary,False,False,96.155,"LINESTRING (25.6845922 57.6284149, 25.6842033 57.6292542)",,,,
479216524,V238,Pulkveža Zemitāna iela,secondary,False,True,33.871,"LINESTRING (25.6845922 57.6284149, 25.6847361 57.6281202)",,,,
"[945743347, 425498052]",,,residential,False,"[False, True]",129.243,"LINESTRING (25.6845922 57.6284149, 25.6836987 57.6284981, 25.6834586 57.6285192, 25.6829561 57.6285312, 25.6824426 57.6284962)",,,,
479216524,V238,Pulkveža Zemitāna iela,secondary,False,True,146.559,"LINESTRING (25.6827373 57.631856, 25.6833904 57.6309063, 25.6835655 57.630615)",,,,
476870837,,,residential,False,True,140.565,"LINESTRING (25.6824307 57.6272322, 25.6824249 57.627288, 25.6824356 57.6277337, 25.6824426 57.6284962)",,,,
"[1169657272, 814527306, 1169657271]",A3,Rīgas iela,trunk,False,False,161.357,"LINESTRING (25.6824307 57.6272322, 25.6833084 57.6272668, 25.68371 57.6272826, 25.6838246 57.6272871, 25.6840926 57.6273086, 25.6851227 57.6273911)",2,30,,
"[1169657280, 814527306]",A3,Rīgas iela,trunk,False,True,110.75,"LINESTRING (25.6824307 57.6272322, 25.6813405 57.6271859, 25.680576 57.6271558)",2,"['30', '50']",,
77204152,,Pulkveža Brieža iela,tertiary,False,False,21.222,"LINESTRING (25.6825331 57.6249461, 25.6821771 57.6249555)",,,,
77204152,,Pulkveža Brieža iela,tertiary,False,True,146.71099999999998,"LINESTRING (25.6825331 57.6249461, 25.683338 57.6249642, 25.6846241 57.6249931, 25.684978 57.6250249, 25.6849902 57.625026)",,,,
131362383,,Smilšu iela,unclassified,False,True,273.663,"LINESTRING (25.6825331 57.6249461, 25.6822031 57.6251697, 25.6818299 57.6256236, 25.6812832 57.6262884, 25.6808627 57.6267324, 25.6805756 57.6270791, 25.680576 57.6271558)",,,,
166393253,,,residential,False,False,69.118,"LINESTRING (25.6825331 57.6249461, 25.6827945 57.6244238, 25.6828336 57.6243457)",,,,
331502416,A3,Valkas iela,trunk,False,True,8.758,"LINESTRING (25.6893842 57.6271384, 25.6892399 57.6271537)",2,50,,
"[331502416, 1169657209]",A3,Valkas iela,trunk,False,False,112.178,"LINESTRING (25.6893842 57.6271384, 25.689979 57.6270923, 25.6911341 57.6270191, 25.6912525 57.6270086)",2,50,,
