osmid,name,highway,oneway,reversed,length,geometry,ref,bridge,lanes
157413758,Jaunā iela,unclassified,False,True,18.969,"LINESTRING (26.3017933 56.9616498, 26.3017704 56.9617014, 26.3017732 56.9617468, 26.3018102 56.961816)",,,
1188610292,Bērzu iela,secondary,False,True,27.38,"LINESTRING (26.3017933 56.9616498, 26.3017305 56.9616697, 26.3013948 56.9617656)",,,
157413650,Jaunā iela,unclassified,False,False,25.799,"LINESTRING (26.3013948 56.9617656, 26.3018102 56.961816)",,,
1188610292,Bērzu iela,secondary,False,False,27.38,"LINESTRING (26.3013948 56.9617656, 26.3017305 56.9616697, 26.3017933 56.9616498)",,,
157413650,Jaunā iela,unclassified,False,True,25.799,"LINESTRING (26.3018102 56.961816, 26.3013948 56.9617656)",,,
157413650,Jaunā iela,unclassified,False,False,205.30700000000002,"LINESTRING (26.3018102 56.961816, 26.3019049 56.9618275, 26.3025086 56.9619397, 26.3029554 56.9620594, 26.3045368 56.9625035, 26.3048806 56.9625853)",,,
157413758,Jaunā iela,unclassified,False,False,18.969,"LINESTRING (26.3018102 56.961816, 26.3017732 56.9617468, 26.3017704 56.9617014, 26.3017933 56.9616498)",,,
157413650,Jaunā iela,unclassified,False,False,349.052,"LINESTRING (26.3048806 56.9625853, 26.3052491 56.962609, 26.3058268 56.9626707, 26.3062262 56.9627047, 26.3066261 56.9627456, 26.3070724 56.9628235, 26.307361 56.9629009, 26.3074474 56.9629398, 26.3074713 56.9629506, 26.3076999 56.9630774, 26.3079497 56.9632416, 26.3081311 56.9634209, 26.3082289 56.9635742, 26.3083339 56.9638446, 26.3084751 56.964291, 26.3085368 56.964465)",,,
157413650,Jaunā iela,unclassified,False,True,205.30700000000002,"LINESTRING (26.3048806 56.9625853, 26.3045368 56.9625035, 26.3029554 56.9620594, 26.3025086 56.9619397, 26.3019049 56.9618275, 26.3018102 56.961816)",,,
599783920,Brīvības iela,tertiary,False,True,77.51599999999999,"LINESTRING (26.3048806 56.9625853, 26.3048988 56.9626963, 26.3049452 56.9630022, 26.304978 56.96316, 26.3050585 56.9632716)",,,
157413665,Peldu iela,residential,False,False,89.296,"LINESTRING (26.3050585 56.9632716, 26.3047343 56.9633111, 26.3041548 56.9633278, 26.3036037 56.963272)",,,
599783920,Brīvības iela,tertiary,False,False,77.51599999999999,"LINESTRING (26.3050585 56.9632716, 26.304978 56.96316, 26.3049452 56.9630022, 26.3048988 56.9626963, 26.3048806 56.9625853)",,,
599783920,Brīvības iela,tertiary,False,True,185.48,"LINESTRING (26.3050585 56.9632716, 26.3051967 56.9634225, 26.3054113 56.9636196, 26.3056089 56.9637632, 26.305973 56.9640204, 26.3065411 56.9643997, 26.306821 56.9646298)",,,
157413725,,residential,False,False,34.638,"LINESTRING (26.3036037 56.963272, 26.3036448 56.9635827)",,,
157413665,Peldu iela,residential,False,False,83.913,"LINESTRING (26.3036037 56.963272, 26.3030727 56.963186, 26.3028776 56.9632195, 26.3031269 56.9635324)",,,
157413665,Peldu iela,residential,False,True,89.296,"LINESTRING (26.3036037 56.963272, 26.3041548 56.9633278, 26.3047343 56.9633111, 26.3050585 56.9632716)",,,
157413665,Peldu iela,residential,False,True,83.913,"LINESTRING (26.3031269 56.9635324, 26.3028776 56.9632195, 26.3030727 56.963186, 26.3036037 56.963272)",,,
157413725,,residential,False,True,34.638,"LINESTRING (26.3036448 56.9635827, 26.3036037 56.963272)",,,
