osmid,ref,name,highway,oneway,reversed,length,geometry,tunnel
714800794,P43,Jāņkalna iela,primary,False,False,123.926,"LINESTRING (27.0441915 57.4173954, 27.0441167 57.4174927, 27.0439191 57.4177502, 27.0434006 57.4184253)",
979691371,P43,Jāņkalna iela,primary,False,True,105.524,"LINESTRING (27.0441915 57.4173954, 27.0444392 57.4170523, 27.0446367 57.4166918, 27.0447434 57.416495)",
38456178,,Lielā Ezera iela,tertiary,False,False,172.18800000000002,"LINESTRING (27.0422391 57.4205102, 27.0426248 57.4205262, 27.0427233 57.4205354, 27.0437308 57.4206319, 27.0438264 57.420641, 27.0447793 57.4207482, 27.0450644 57.4207892)",
714800794,P43,Jāņkalna iela,primary,False,True,138.03,"LINESTRING (27.0422391 57.4205102, 27.0422245 57.4203651, 27.0422266 57.4201702, 27.042271 57.4198889, 27.0424687 57.4195876, 27.0427008 57.4193157)",
38456178,,Lielā Ezera iela,tertiary,False,False,98.36,"LINESTRING (27.0455027 57.420922, 27.0460942 57.4212167, 27.0467264 57.421512)",
38456178,,Lielā Ezera iela,tertiary,False,True,30.185000000000002,"LINESTRING (27.0455027 57.420922, 27.0452906 57.4208469, 27.0450644 57.4207892)",
279191674,,Darba iela,residential,False,False,118.495,"LINESTRING (27.0455027 57.420922, 27.0457256 57.4207856, 27.0465936 57.4202887, 27.0468503 57.4201417)",
279191674,,Darba iela,residential,False,True,159.56300000000002,"LINESTRING (27.0455027 57.420922, 27.0453909 57.4209838, 27.0453166 57.4210326, 27.0451812 57.4211229, 27.0449373 57.4212778, 27.0448284 57.4213618, 27.0446478 57.4214858, 27.0443342 57.4217786, 27.044205 57.4218578, 27.0438116 57.4220137)",
"[967006673, 281893570, 281893571]",,Lielā Ezera iela,secondary,False,True,184.537,"LINESTRING (27.0500538 57.4239118, 27.0498329 57.4236584, 27.0497215 57.4235285, 27.0495538 57.423333, 27.0494459 57.423202, 27.0490508 57.422722, 27.0488848 57.4225165, 27.0488118 57.422462, 27.048724 57.4224225)",
"[979691360, 281893573, 319296135, 333028460, 979691359]",P41,Pils iela,primary,False,False,139.186,"LINESTRING (27.0500538 57.4239118, 27.0507003 57.423763, 27.0508565 57.4237288, 27.0510978 57.4236758, 27.0513242 57.4236246, 27.0515799 57.4235675, 27.0518418 57.4235154, 27.0520284 57.4234823, 27.0522139 57.4234509)",
714800793,P39,Pils iela,primary,False,True,28.076,"LINESTRING (27.0500538 57.4239118, 27.0498347 57.4239572, 27.0496168 57.4240034)",
38456174,,Tirgotāju iela,residential,False,True,116.353,"LINESTRING (27.048724 57.4224225, 27.0486137 57.4224862, 27.0483205 57.4226392, 27.0481209 57.4227544, 27.0475265 57.4231325, 27.0474202 57.4231974)",
38456178,,Lielā Ezera iela,tertiary,False,True,156.715,"LINESTRING (27.048724 57.4224225, 27.0485782 57.422358, 27.0480803 57.4221399, 27.0480339 57.4221197, 27.0473557 57.4218015, 27.0467264 57.421512)",
70545805,,Tirgotāju iela,secondary,False,False,96.94,"LINESTRING (27.048724 57.4224225, 27.0490493 57.4222168, 27.0491106 57.4221696, 27.0497819 57.421763)",
"[967006673, 281893570, 281893571]",,Lielā Ezera iela,secondary,False,False,184.537,"LINESTRING (27.048724 57.4224225, 27.0488118 57.422462, 27.0488848 57.4225165, 27.0490508 57.422722, 27.0494459 57.423202, 27.0495538 57.423333, 27.0497215 57.4235285, 27.0498329 57.4236584, 27.0500538 57.4239118)",
38456174,,Tirgotāju iela,residential,False,False,148.079,"LINESTRING (27.0457848 57.4241961, 27.0462856 57.4239021, 27.0467651 57.4235915, 27.0471893 57.4233363, 27.0472294 57.4233122, 27.0474202 57.4231974)",
40059638,,Blaumaņa iela,residential,False,False,63.721000000000004,"LINESTRING (27.0457848 57.4241961, 27.0461627 57.4246362, 27.0462292 57.4247168)",
40059638,,Blaumaņa iela,residential,False,True,172.07599999999996,"LINESTRING (27.0457848 57.4241961, 27.0456212 57.4240242, 27.045287 57.4236669, 27.0450829 57.4234487, 27.0450649 57.4234295, 27.0449381 57.423294, 27.0447365 57.4230785, 27.0445309 57.4228635, 27.0444711 57.4228206)",
38456178,,Lielā Ezera iela,tertiary,False,False,156.71499999999997,"LINESTRING (27.0467264 57.421512, 27.0473557 57.4218015, 27.0480339 57.4221197, 27.0480803 57.4221399, 27.0485782 57.422358, 27.048724 57.4224225)",
38456178,,Lielā Ezera iela,tertiary,False,True,98.36,"LINESTRING (27.0467264 57.421512, 27.0460942 57.4212167, 27.0455027 57.420922)",
38456658,,Helēnas iela,tertiary,False,False,115.141,"LINESTRING (27.0467264 57.421512, 27.0466191 57.4215721, 27.0463431 57.421735, 27.0461713 57.4218356, 27.0454207 57.4222722)",
38456658,,Helēnas iela,tertiary,False,True,100.58699999999999,"LINESTRING (27.0467264 57.421512, 27.0472957 57.4211907, 27.0475969 57.4210136, 27.0478797 57.4208543)",
38456658,,Helēnas iela,tertiary,False,False,83.37700000000001,"LINESTRING (27.0454207 57.4222722, 27.044901 57.4225664, 27.0444711 57.4228206)",
38456658,,Helēnas iela,tertiary,False,True,115.141,"LINESTRING (27.0454207 57.4222722, 27.0461713 57.4218356, 27.0463431 57.421735, 27.0466191 57.4215721, 27.0467264 57.421512)",
38456659,,Vidus iela,residential,False,False,157.88899999999998,"LINESTRING (27.0454207 57.4222722, 27.0454968 57.4223125, 27.0461063 57.4225843, 27.0462654 57.4226549, 27.0464527 57.4227405, 27.0469291 57.4229583, 27.0470373 57.4230077, 27.0474202 57.4231974)",
38456658,,Helēnas iela,tertiary,False,True,83.37700000000001,"LINESTRING (27.0444711 57.4228206, 27.044901 57.4225664, 27.0454207 57.4222722)",
40059638,,Blaumaņa iela,residential,False,False,172.076,"LINESTRING (27.0444711 57.4228206, 27.0445309 57.4228635, 27.0447365 57.4230785, 27.0449381 57.423294, 27.0450649 57.4234295, 27.0450829 57.4234487, 27.045287 57.4236669, 27.0456212 57.4240242, 27.0457848 57.4241961)",
38456174,,Tirgotāju iela,residential,False,False,116.35300000000001,"LINESTRING (27.0474202 57.4231974, 27.0475265 57.4231325, 27.0481209 57.4227544, 27.0483205 57.4226392, 27.0486137 57.4224862, 27.048724 57.4224225)",
38456174,,Tirgotāju iela,residential,False,True,148.079,"LINESTRING (27.0474202 57.4231974, 27.0472294 57.4233122, 27.0471893 57.4233363, 27.0467651 57.4235915, 27.0462856 57.4239021, 27.0457848 57.4241961)",
38456659,,Vidus iela,residential,False,False,132.738,"LINESTRING (27.0474202 57.4231974, 27.0477872 57.4234766, 27.0479176 57.4236129, 27.0480259 57.4237391, 27.0483477 57.4241967, 27.0483976 57.4242614)",
38456659,,Vidus iela,residential,False,True,157.88899999999998,"LINESTRING (27.0474202 57.4231974, 27.0470373 57.4230077, 27.0469291 57.4229583, 27.0464527 57.4227405, 27.0462654 57.4226549, 27.0461063 57.4225843, 27.0454968 57.4223125, 27.0454207 57.4222722)",
714800793,P39,Pils iela,primary,False,True,26.55,"LINESTRING (27.0483976 57.4242614, 27.0479855 57.4243496)",
38456659,,Vidus iela,residential,False,True,132.738,"LINESTRING (27.0483976 57.4242614, 27.0483477 57.4241967, 27.0480259 57.4237391, 27.0479176 57.4236129, 27.0477872 57.4234766, 27.0474202 57.4231974)",
714800793,P39,Pils iela,primary,False,False,78.429,"LINESTRING (27.0483976 57.4242614, 27.0490442 57.4241227, 27.0496168 57.4240034)",
"[70545808, 281893575, 281893576]",,Ojāra Vācieša iela,residential,False,False,88.58,"LINESTRING (27.0522139 57.4234509, 27.0522496 57.4235464, 27.0522672 57.4236129, 27.0523264 57.4238726, 27.0523629 57.4240324, 27.0524058 57.4242405)",
70545810,,Ojāra Vācieša iela,secondary,False,True,184.082,"LINESTRING (27.0522139 57.4234509, 27.0522129 57.4233453, 27.0523879 57.4225333, 27.0524151 57.4224789, 27.0524777 57.4224062, 27.0525612 57.4223245, 27.0529742 57.4219578, 27.053055 57.4218981)",
"[979691360, 281893573, 319296135, 333028460, 979691359]",P41,Pils iela,primary,False,True,139.186,"LINESTRING (27.0522139 57.4234509, 27.0520284 57.4234823, 27.0518418 57.4235154, 27.0515799 57.4235675, 27.0513242 57.4236246, 27.0510978 57.4236758, 27.0508565 57.4237288, 27.0507003 57.423763, 27.0500538 57.4239118)",
40059638,,Blaumaņa iela,residential,False,True,63.721000000000004,"LINESTRING (27.0462292 57.4247168, 27.0461627 57.4246362, 27.0457848 57.4241961)",
714800793,P39,Pils iela,primary,False,False,26.011,"LINESTRING (27.0462292 57.4247168, 27.0464645 57.4246667, 27.0466356 57.4246342)",
199443997,,Kanaviņu iela,tertiary,False,True,117.025,"LINESTRING (27.0567976 57.416345, 27.0558479 57.4172648)",
40059383,,Ojāra Vācieša iela,residential,False,True,73.116,"LINESTRING (27.053055 57.4218981, 27.0531106 57.4218432, 27.0537196 57.4213467)",
70545810,,Ojāra Vācieša iela,secondary,False,False,184.08199999999997,"LINESTRING (27.053055 57.4218981, 27.0529742 57.4219578, 27.0525612 57.4223245, 27.0524777 57.4224062, 27.0524151 57.4224789, 27.0523879 57.4225333, 27.0522129 57.4233453, 27.0522139 57.4234509)",
979691361,,Dārza iela,secondary,False,True,114.919,"LINESTRING (27.053055 57.4218981, 27.0524115 57.4214495, 27.0521435 57.4212678, 27.0518543 57.4210923)",
70523361,,Raiņa bulvāris,secondary,False,False,148.658,"LINESTRING (27.0449052 57.4161268, 27.0453089 57.4162591, 27.0456326 57.4163372, 27.0463035 57.41653, 27.0464729 57.4165832, 27.0470043 57.4168275)",
979691371,P43,Jāņkalna iela,primary,False,False,42.073,"LINESTRING (27.0449052 57.4161268, 27.0447746 57.4164278, 27.0447434 57.416495)",
714800793,P39,Pils iela,primary,False,False,28.076,"LINESTRING (27.0496168 57.4240034, 27.0498347 57.4239572, 27.0500538 57.4239118)",
714800793,P39,Pils iela,primary,False,True,78.429,"LINESTRING (27.0496168 57.4240034, 27.0490442 57.4241227, 27.0483976 57.4242614)",
793850914,,Brūža iela,residential,False,True,72.267,"LINESTRING (27.0496168 57.4240034, 27.0496731 57.4242784, 27.049749 57.4246494)",
280244071,,Gulbenes iela,residential,False,False,22.669,"LINESTRING (27.0422181 57.4161683, 27.0424323 57.4161756, 27.0425959 57.4161813)",
"[199443984, 459993350]",,"['Krišjāņa Barona iela', 'Pilsētas bulvāris']",residential,False,"[False, True]",24.576999999999998,"LINESTRING (27.0422181 57.4161683, 27.0422467 57.4162924, 27.0422757 57.4163871)",
