osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,ref,junction
5215589,Pelham Road,residential,False,False,72.889,"LINESTRING (0.152051 51.4605449, 0.1527706 51.4605102, 0.1530998 51.4604931)",,,,
5215589,Pelham Road,residential,False,True,72.889,"LINESTRING (0.1530998 51.4604931, 0.1527706 51.4605102, 0.152051 51.4605449)",,,,
38348184,Erith Road,primary,False,False,57.769,"LINESTRING (0.1530998 51.4604931, 0.1531144 51.4605919, 0.1531532 51.4608033, 0.1531582 51.4610108)",,,A220,
5215589,Pelham Road,residential,False,False,19.113,"LINESTRING (0.1517762 51.4605601, 0.152051 51.4605449)",,,,
5215589,Pelham Road,residential,False,True,104.673,"LINESTRING (0.1517762 51.4605601, 0.1504445 51.4606295, 0.1502836 51.4605874)",,,,
5215590,Mason Close,residential,False,False,111.453,"LINESTRING (0.1517762 51.4605601, 0.1517279 51.4602529, 0.1517545 51.4602023, 0.1518075 51.4601486, 0.1518392 51.4600854, 0.1518268 51.4600014, 0.1517407 51.459578)",,,,
5215590,Mason Close,residential,False,True,111.45300000000003,"LINESTRING (0.1517407 51.459578, 0.1518268 51.4600014, 0.1518392 51.4600854, 0.1518075 51.4601486, 0.1517545 51.4602023, 0.1517279 51.4602529, 0.1517762 51.4605601)",,,,
5215589,Pelham Road,residential,False,False,104.673,"LINESTRING (0.1502836 51.4605874, 0.1504445 51.4606295, 0.1517762 51.4605601)",,,,
5215589,Pelham Road,residential,False,True,84.51499999999999,"LINESTRING (0.1502836 51.4605874, 0.1501615 51.4605287, 0.1500736 51.4604547, 0.1500355 51.4603964, 0.150018 51.460334, 0.1500207 51.4602633, 0.1500602 51.4601735, 0.1501365 51.4600838, 0.1501615 51.4600302, 0.1501628 51.4599575, 0.1501488 51.4599065)",,,,
5215591,Garrard Close,residential,False,False,86.744,"LINESTRING (0.1502836 51.4605874, 0.1501122 51.4607205, 0.149492 51.4611918)",,,,
5215591,Garrard Close,residential,False,True,86.744,"LINESTRING (0.149492 51.4611918, 0.1501122 51.4607205, 0.1502836 51.4605874)",,,,
5215589,Pelham Road,residential,False,False,84.515,"LINESTRING (0.1501488 51.4599065, 0.1501628 51.4599575, 0.1501615 51.4600302, 0.1501365 51.4600838, 0.1500602 51.4601735, 0.1500207 51.4602633, 0.150018 51.460334, 0.1500355 51.4603964, 0.1500736 51.4604547, 0.1501615 51.4605287, 0.1502836 51.4605874)",,,,
5215589,Pelham Road,residential,False,True,278.37899999999996,"LINESTRING (0.1501488 51.4599065, 0.150089 51.459823, 0.1499949 51.4597561, 0.1498915 51.4597114, 0.14979 51.4596856, 0.1494603 51.4596643, 0.1475285 51.4595616, 0.1468699 51.4595239, 0.1463104 51.459495)",,,,
5215595,Brindley Close,residential,False,False,75.53299999999999,"LINESTRING (0.1501488 51.4599065, 0.1502952 51.4598941, 0.1504477 51.4598939, 0.1506011 51.4599158, 0.1507594 51.459966, 0.150807 51.4599963, 0.1508102 51.4600383, 0.1507717 51.4602359)",,,,
5215595,Brindley Close,residential,False,True,75.533,"LINESTRING (0.1507717 51.4602359, 0.1508102 51.4600383, 0.150807 51.4599963, 0.1507594 51.459966, 0.1506011 51.4599158, 0.1504477 51.4598939, 0.1502952 51.4598941, 0.1501488 51.4599065)",,,,
5215589,Pelham Road,residential,False,False,278.37899999999996,"LINESTRING (0.1463104 51.459495, 0.1468699 51.4595239, 0.1475285 51.4595616, 0.1494603 51.4596643, 0.14979 51.4596856, 0.1498915 51.4597114, 0.1499949 51.4597561, 0.150089 51.459823, 0.1501488 51.4599065)",,,,
32633767,Woolwich Road,tertiary,False,False,71.372,"LINESTRING (0.1463104 51.459495, 0.1463021 51.4597575, 0.1463065 51.4600708, 0.1463074 51.4601368)",,,,
5215594,Nursery Avenue,residential,False,False,332.225,"LINESTRING (0.1467824 51.4612772, 0.1424395 51.4625443)",,,,
5215666,Woolwich Road,tertiary,False,False,104.74199999999999,"LINESTRING (0.1467824 51.4612772, 0.1474003 51.4616678, 0.1474933 51.4617407, 0.1475621 51.4618137, 0.1476744 51.4620178)",,2,,
32633767,Woolwich Road,tertiary,False,True,136.502,"LINESTRING (0.1467824 51.4612772, 0.1466189 51.4611725, 0.1464836 51.4610407, 0.1464099 51.4609669, 0.1463367 51.4608373, 0.1463292 51.4607065, 0.1463074 51.4601368)",,,,
33945295,Garden Avenue,residential,False,True,103.603,"LINESTRING (0.1476744 51.4620178, 0.1463202 51.4624131)",,,,
5215666,Woolwich Road,tertiary,False,False,278.587,"LINESTRING (0.1476744 51.4620178, 0.1480036 51.4626306, 0.148232 51.462894, 0.1484634 51.4631044, 0.1486133 51.4632519, 0.1489805 51.4636352, 0.1493863 51.4641094, 0.1494772 51.4642444)",,2,,
5215666,Woolwich Road,tertiary,False,True,104.74199999999999,"LINESTRING (0.1476744 51.4620178, 0.1475621 51.4618137, 0.1474933 51.4617407, 0.1474003 51.4616678, 0.1467824 51.4612772)",,2,,
32634484,Long Lane,tertiary,False,False,81.673,"LINESTRING (0.1494772 51.4642444, 0.1504205 51.4638038)",,,,
5215664,Long Lane,tertiary,False,True,56.637,"LINESTRING (0.1494772 51.4642444, 0.1491295 51.4643918, 0.1488173 51.4645446)",,,,
5215666,Woolwich Road,tertiary,False,True,278.587,"LINESTRING (0.1494772 51.4642444, 0.1493863 51.4641094, 0.1489805 51.4636352, 0.1486133 51.4632519, 0.1484634 51.4631044, 0.148232 51.462894, 0.1480036 51.4626306, 0.1476744 51.4620178)",,2,,
5215668,Palmar Crescent,residential,False,False,102.569,"LINESTRING (0.1468336 51.4632764, 0.1466914 51.4631043, 0.1463202 51.4624131)",,,,
5215668,Palmar Crescent,residential,False,True,198.517,"LINESTRING (0.1468336 51.4632764, 0.1469623 51.4634151, 0.147103 51.4635446, 0.1472667 51.4636908, 0.1474584 51.463822, 0.1488173 51.4645446)",,,,
33944399,Palmar Road,residential,False,False,108.92600000000002,"LINESTRING (0.1468336 51.4632764, 0.1459138 51.4635996, 0.1454596 51.4637526)",,,,
33945295,Garden Avenue,residential,False,False,103.603,"LINESTRING (0.1463202 51.4624131, 0.1476744 51.4620178)",,,,
5215668,Palmar Crescent,residential,False,True,102.569,"LINESTRING (0.1463202 51.4624131, 0.1466914 51.4631043, 0.1468336 51.4632764)",,,,
33945295,Garden Avenue,residential,False,True,351.17499999999995,"LINESTRING (0.1463202 51.4624131, 0.1438053 51.4631676, 0.1431018 51.4633705, 0.1430449 51.4633608, 0.1424395 51.4625443)",,,,
5215594,Nursery Avenue,residential,False,False,90.423,"LINESTRING (0.1424395 51.4625443, 0.1412545 51.4628852)",,,,
5215594,Nursery Avenue,residential,False,True,332.225,"LINESTRING (0.1424395 51.4625443, 0.1467824 51.4612772)",,,,
33945295,Garden Avenue,residential,False,False,351.175,"LINESTRING (0.1424395 51.4625443, 0.1430449 51.4633608, 0.1431018 51.4633705, 0.1438053 51.4631676, 0.1463202 51.4624131)",,,,
5215594,Nursery Avenue,residential,False,True,90.423,"LINESTRING (0.1412545 51.4628852, 0.1424395 51.4625443)",,,,
5215671,Burr Close,residential,False,False,81.951,"LINESTRING (0.1412545 51.4628852, 0.141757 51.4635524)",,,,
5215671,Burr Close,residential,False,True,81.951,"LINESTRING (0.141757 51.4635524, 0.1412545 51.4628852)",,,,
5215671,Burr Close,residential,False,False,36.112,"LINESTRING (0.141757 51.4635524, 0.1416968 51.4635854, 0.1415128 51.4635963, 0.1412688 51.4636451)",,,,
1020948926,,residential,False,False,8.992,"LINESTRING (0.141757 51.4635524, 0.1417789 51.4635822, 0.1418513 51.4635989)",,,,
5215671,Burr Close,residential,False,True,36.112,"LINESTRING (0.1412688 51.4636451, 0.1415128 51.4635963, 0.1416968 51.4635854, 0.141757 51.4635524)",,,,
5227742,Lavernock Road,residential,False,True,48.425,"LINESTRING (0.1506435 51.4654674, 0.1513334 51.4655376)",,,,
5227742,Lavernock Road,residential,False,False,100.248,"LINESTRING (0.1506435 51.4654674, 0.1493923 51.4653533, 0.1492173 51.4653858)",,,,
5227742,Lavernock Road,residential,False,False,106.678,"LINESTRING (0.1492173 51.4653858, 0.1480237 51.465992)",,,,
5227742,Lavernock Road,residential,False,True,100.248,"LINESTRING (0.1492173 51.4653858, 0.1493923 51.4653533, 0.1506435 51.4654674)",,,,
5227742,Lavernock Road,residential,False,True,106.678,"LINESTRING (0.1480237 51.465992, 0.1492173 51.4653858)",,,,
5227741,Francis Avenue,residential,False,False,89.70400000000001,"LINESTRING (0.1480237 51.465992, 0.1476518 51.4657235, 0.1475883 51.4656779, 0.1471861 51.4653768)",,,,
5227739,Long Lane,tertiary,False,True,12.228,"LINESTRING (0.1471861 51.4653768, 0.1470484 51.4654456)",,2,,
"[5215664, 5227739, 4956351]",Long Lane,tertiary,False,False,146.065,"LINESTRING (0.1471861 51.4653768, 0.1481252 51.4648884, 0.148707 51.4645974, 0.1488173 51.4645446)",yes,2,,
5227741,Francis Avenue,residential,False,True,89.70400000000001,"LINESTRING (0.1471861 51.4653768, 0.1475883 51.4656779, 0.1476518 51.4657235, 0.1480237 51.465992)",,,,
5227739,Long Lane,tertiary,False,False,12.228,"LINESTRING (0.1470484 51.4654456, 0.1471861 51.4653768)",,2,,
5227739,Long Lane,tertiary,False,True,73.181,"LINESTRING (0.1470484 51.4654456, 0.1468621 51.4655483, 0.1462582 51.4658824)",,2,,
5227743,Haslemere Road,residential,False,False,162.191,"LINESTRING (0.1470484 51.4654456, 0.1466615 51.4651784, 0.1465204 51.4650786, 0.1464165 51.4650333, 0.1450115 51.4648912)",,,,
5227743,Haslemere Road,residential,False,False,39.939,"LINESTRING (0.1427146 51.4649682, 0.1421903 51.4651176)",,,,
175225088,Hyde Road,residential,False,False,108.655,"LINESTRING (0.1427146 51.4649682, 0.1433653 51.4658573)",,,,
5227743,Haslemere Road,residential,False,True,165.935,"LINESTRING (0.1427146 51.4649682, 0.1434818 51.4647439, 0.1450115 51.4648912)",,,,
5227744,Grace Avenue,residential,False,False,195.706,"LINESTRING (0.1433653 51.4658573, 0.1409401 51.4667601)",,,,
175225088,Hyde Road,residential,False,False,109.708,"LINESTRING (0.1433653 51.4658573, 0.144028 51.4667534)",,,,
175225088,Hyde Road,residential,False,True,108.655,"LINESTRING (0.1433653 51.4658573, 0.1427146 51.4649682)",,,,
175225088,Hyde Road,residential,False,True,109.708,"LINESTRING (0.144028 51.4667534, 0.1433653 51.4658573)",,,,
5227739,Long Lane,tertiary,False,False,182.985,"LINESTRING (0.144028 51.4667534, 0.1442619 51.4666764, 0.1446684 51.4665617, 0.1448409 51.4664954, 0.1453798 51.4662871, 0.1453919 51.4662824, 0.1455072 51.4662349, 0.1456765 51.4661631, 0.1458127 51.4661049, 0.1461349 51.4659519, 0.1462582 51.4658824)",,2,,
5227739,Long Lane,tertiary,False,True,87.148,"LINESTRING (0.144028 51.4667534, 0.1437456 51.466874, 0.1435343 51.4669862, 0.1430995 51.4672771)",,2,,
5227739,Long Lane,tertiary,False,False,73.181,"LINESTRING (0.1462582 51.4658824, 0.1468621 51.4655483, 0.1470484 51.4654456)",,2,,
5227739,Long Lane,tertiary,False,True,182.985,"LINESTRING (0.1462582 51.4658824, 0.1461349 51.4659519, 0.1458127 51.4661049, 0.1456765 51.4661631, 0.1455072 51.4662349, 0.1453919 51.4662824, 0.1453798 51.4662871, 0.1448409 51.4664954, 0.1446684 51.4665617, 0.1442619 51.4666764, 0.144028 51.4667534)",,2,,
5227751,Heversham Road,residential,False,True,101.269,"LINESTRING (0.1462582 51.4658824, 0.1463829 51.4659918, 0.1466069 51.4662535, 0.1466679 51.4663213, 0.1468207 51.4664882, 0.1469887 51.4666704)",,,,
5227743,Haslemere Road,residential,False,True,39.939,"LINESTRING (0.1421903 51.4651176, 0.1427146 51.4649682)",,,,
5227745,Lonsdale Road,residential,False,False,73.10499999999999,"LINESTRING (0.1421903 51.4651176, 0.1419112 51.4647663, 0.1416543 51.4645545)",,,,
5227745,Lonsdale Road,residential,False,True,73.10499999999999,"LINESTRING (0.1416543 51.4645545, 0.1419112 51.4647663, 0.1421903 51.4651176)",,,,
5227739,Long Lane,tertiary,False,False,87.148,"LINESTRING (0.1430995 51.4672771, 0.1435343 51.4669862, 0.1437456 51.466874, 0.144028 51.4667534)",,2,,
5227739,Long Lane,tertiary,False,True,88.963,"LINESTRING (0.1430995 51.4672771, 0.1424535 51.467712, 0.1422423 51.4678725)",,2,,
175225084,Rydal Drive,residential,False,True,77.737,"LINESTRING (0.1430995 51.4672771, 0.1433886 51.4675334, 0.143747 51.4678481)",,,,
5227746,Ambleside Road,residential,False,False,88.976,"LINESTRING (0.143747 51.4678481, 0.1448551 51.4674434)",,,,
175225084,Rydal Drive,residential,False,False,77.737,"LINESTRING (0.143747 51.4678481, 0.1433886 51.4675334, 0.1430995 51.4672771)",,,,
5227746,Ambleside Road,residential,False,False,82.534,"LINESTRING (0.1448551 51.4674434, 0.1458838 51.4670689)",,,,
5227746,Ambleside Road,residential,False,True,88.976,"LINESTRING (0.1448551 51.4674434, 0.143747 51.4678481)",,,,
5227746,Ambleside Road,residential,False,False,88.439,"LINESTRING (0.1458838 51.4670689, 0.1469887 51.4666704)",,,,
5227746,Ambleside Road,residential,False,True,82.534,"LINESTRING (0.1458838 51.4670689, 0.1448551 51.4674434)",,,,
5227746,Ambleside Road,residential,False,True,88.439,"LINESTRING (0.1469887 51.4666704, 0.1458838 51.4670689)",,,,
5227751,Heversham Road,residential,False,False,101.26899999999999,"LINESTRING (0.1469887 51.4666704, 0.1468207 51.4664882, 0.1466679 51.4663213, 0.1466069 51.4662535, 0.1463829 51.4659918, 0.1462582 51.4658824)",,,,
33890105,Erith Road,primary,False,True,108.637,"LINESTRING (0.1549178 51.4639261, 0.1545136 51.4635186, 0.1541304 51.4630816)",,,A220,
211047608,Erith Road,primary,True,False,7.079000000000001,"LINESTRING (0.1549178 51.4639261, 0.1549104 51.4639531, 0.1549414 51.4639838)",,,A220,
32634841,Erith Road,primary,True,False,8.385,"LINESTRING (0.1550139 51.4640159, 0.1550215 51.4640098, 0.155025 51.4640046, 0.1550273 51.4639996, 0.1550266 51.4639935, 0.1549906 51.463948)",,,A220,
606175963,Erith Road,primary,True,False,5.841,"LINESTRING (0.1549906 51.463948, 0.1549656 51.4639323, 0.1549178 51.4639261)",,,A220,
33890213,Erith Road,primary,True,False,10.002,"LINESTRING (0.1541304 51.4630816, 0.1541513 51.4629926)",,,A220,
33890105,Erith Road,primary,False,False,108.637,"LINESTRING (0.1541304 51.4630816, 0.1545136 51.4635186, 0.1549178 51.4639261)",,,A220,
33890222,Erith Road,primary,True,False,10.827,"LINESTRING (0.1540386 51.4629344, 0.1540446 51.4630317)",,,A220,
5196675,Erith Road,primary,False,True,57.751999999999995,"LINESTRING (0.1540386 51.4629344, 0.1537956 51.4626086, 0.1536839 51.4624644)",,2,A220,
925096322,Erith Road,primary,True,False,10.141,"LINESTRING (0.1541513 51.4629926, 0.1540386 51.4629344)",,,A220,
34249881,Silverdale Road,residential,False,False,240.728,"LINESTRING (0.1540446 51.4630317, 0.151007 51.4640831)",,,,
925096321,Erith Road,primary,True,False,8.131,"LINESTRING (0.1540446 51.4630317, 0.1541304 51.4630816)",,,A220,
"[5215585, 33891942]",Lane End,residential,False,"[False, True]",53.664,"LINESTRING (0.1519856 51.4609524, 0.1521085 51.4609493, 0.152051 51.4605449)",,,,
33944004,Palmar Road,residential,False,False,77.279,"LINESTRING (0.1452785 51.4637905, 0.144325 51.4637864, 0.144163 51.4637858)",,,,
33944075,Palmar Road,residential,False,True,18.877000000000002,"LINESTRING (0.1452785 51.4637905, 0.1453547 51.4638228, 0.1454388 51.4638094, 0.1454596 51.4637526)",,,,
33944326,Palmar Road,residential,False,False,15.942,"LINESTRING (0.1452785 51.4637905, 0.1453156 51.4637526, 0.1453865 51.4637317, 0.1454596 51.4637526)",,,,
33944075,Palmar Road,residential,False,False,18.877000000000002,"LINESTRING (0.1454596 51.4637526, 0.1454388 51.4638094, 0.1453547 51.4638228, 0.1452785 51.4637905)",,,,
33944326,Palmar Road,residential,False,True,15.942,"LINESTRING (0.1454596 51.4637526, 0.1453865 51.4637317, 0.1453156 51.4637526, 0.1452785 51.4637905)",,,,
33944399,Palmar Road,residential,False,True,108.92600000000002,"LINESTRING (0.1454596 51.4637526, 0.1459138 51.4635996, 0.1468336 51.4632764)",,,,
101407826,The Chase,residential,False,False,114.44200000000001,"LINESTRING (0.1512482 51.4612814, 0.1512541 51.461365, 0.1527684 51.4613029)",,,,
5227742,Lavernock Road,residential,False,False,48.425,"LINESTRING (0.1513334 51.4655376, 0.1506435 51.4654674)",,,,
112607124,Derwent Crescent,residential,False,False,46.725,"LINESTRING (0.1450115 51.4648912, 0.1449087 51.4653065)",,,,
5227743,Haslemere Road,residential,False,False,165.935,"LINESTRING (0.1450115 51.4648912, 0.1434818 51.4647439, 0.1427146 51.4649682)",,,,
5227743,Haslemere Road,residential,False,True,162.191,"LINESTRING (0.1450115 51.4648912, 0.1464165 51.4650333, 0.1465204 51.4650786, 0.1466615 51.4651784, 0.1470484 51.4654456)",,,,
112607124,Derwent Crescent,residential,False,True,46.725,"LINESTRING (0.1449087 51.4653065, 0.1450115 51.4648912)",,,,
112607124,Derwent Crescent,residential,False,False,147.081,"LINESTRING (0.1449087 51.4653065, 0.1444786 51.4652782, 0.1444129 51.4653141, 0.1444049 51.4653458, 0.1446073 51.4655774, 0.144665 51.4655973, 0.1448193 51.4656073, 0.1448957 51.4655857, 0.1451894 51.4654202, 0.1452149 51.4653684, 0.1451528 51.4653237, 0.1449087 51.4653065)",,,,
112607124,Derwent Crescent,residential,False,True,147.081,"LINESTRING (0.1449087 51.4653065, 0.1451528 51.4653237, 0.1452149 51.4653684, 0.1451894 51.4654202, 0.1448957 51.4655857, 0.1448193 51.4656073, 0.144665 51.4655973, 0.1446073 51.4655774, 0.1444049 51.4653458, 0.1444129 51.4653141, 0.1444786 51.4652782, 0.1449087 51.4653065)",,,,
112621131,Stonefield Close,residential,False,False,69.28,"LINESTRING (0.1473071 51.460122, 0.1463074 51.4601368)",,,,
112621131,Stonefield Close,residential,False,True,69.28,"LINESTRING (0.1463074 51.4601368, 0.1473071 51.460122)",,,,
32633767,Woolwich Road,tertiary,False,False,136.50199999999998,"LINESTRING (0.1463074 51.4601368, 0.1463292 51.4607065, 0.1463367 51.4608373, 0.1464099 51.4609669, 0.1464836 51.4610407, 0.1466189 51.4611725, 0.1467824 51.4612772)",,,,
32633767,Woolwich Road,tertiary,False,True,71.372,"LINESTRING (0.1463074 51.4601368, 0.1463065 51.4600708, 0.1463021 51.4597575, 0.1463104 51.459495)",,,,
205685310,Bullman Close,residential,False,True,57.941,"LINESTRING (0.154371 51.4623519, 0.1542957 51.4622709, 0.1536839 51.4624644)",,,,
5196675,Erith Road,primary,False,False,57.751999999999995,"LINESTRING (0.1536839 51.4624644, 0.1537956 51.4626086, 0.1540386 51.4629344)",,2,A220,
5196675,Erith Road,primary,False,True,128.364,"LINESTRING (0.1536839 51.4624644, 0.1534929 51.4621368, 0.1534356 51.461944, 0.1534141 51.4618715, 0.1533921 51.4617879, 0.1532749 51.4613425)",,2,A220,
205685310,Bullman Close,residential,False,False,57.941,"LINESTRING (0.1536839 51.4624644, 0.1542957 51.4622709, 0.154371 51.4623519)",,,,
33944004,Palmar Road,residential,False,True,8.057,"LINESTRING (0.1440467 51.4637853, 0.144163 51.4637858)",,,,
1020948926,,residential,False,True,8.992,"LINESTRING (0.1418513 51.4635989, 0.1417789 51.4635822, 0.141757 51.4635524)",,,,
33944004,Palmar Road,residential,False,False,8.057,"LINESTRING (0.144163 51.4637858, 0.1440467 51.4637853)",,,,
1021662225,,residential,False,True,8.197,"LINESTRING (0.144163 51.4637858, 0.1441654 51.4637121)",,,,
33944004,Palmar Road,residential,False,True,77.279,"LINESTRING (0.144163 51.4637858, 0.144325 51.4637864, 0.1452785 51.4637905)",,,,
1021662225,,residential,False,False,8.197,"LINESTRING (0.1441654 51.4637121, 0.144163 51.4637858)",,,,
