osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,width,bridge
"[511789325, 706507525]",True,A502,Castlehaven Road,primary,20 mph,False,155.574,"LINESTRING (-0.14568 51.5418583, -0.1455157 51.5419625, -0.1452277 51.5421792, -0.1451909 51.5422057, -0.1451176 51.5422578, -0.1448624 51.5424392, -0.144756 51.5425149, -0.1446329 51.5425956, -0.1444917 51.5426967, -0.1444832 51.5427034, -0.1443838 51.5427848, -0.144366 51.5427994, -0.1443008 51.5428518, -0.1442332 51.5428764, -0.144178 51.5428902)",,,
"[997074944, 997074158, 997074159, 997074160, 2372215, 552719903]",True,A502,Hawley Road,primary,20 mph,False,164.17199999999997,"LINESTRING (-0.144178 51.5428902, -0.1441257 51.5428965, -0.1440835 51.542901, -0.144044 51.5429042, -0.1440011 51.5429059, -0.1439377 51.5429041, -0.1436579 51.5428867, -0.1433098 51.5428651, -0.1431957 51.5428639, -0.1431216 51.5428594, -0.1430512 51.5428537, -0.1429619 51.5428457, -0.1428506 51.5428259, -0.1426721 51.5428113, -0.1425727 51.5428015, -0.1424257 51.5427865, -0.1423536 51.5427691, -0.1422318 51.5427586, -0.1420879 51.5427455, -0.1420333 51.5427466, -0.1420156 51.5427455, -0.1419642 51.5427424, -0.141895 51.5427382, -0.1418306 51.5427292)",,,
"[871359465, 38809706, 511789326]",False,,Castlehaven Road,residential,20 mph,True,106.94800000000001,"LINESTRING (-0.144178 51.5428902, -0.1442073 51.5429229, -0.1442356 51.5429545, -0.1442608 51.5430034, -0.1442488 51.5430633, -0.1442293 51.543182, -0.1441492 51.5437837, -0.144144 51.543837)",,,
"[1152687506, 4252251]",True,A400,Camden Street,primary,20 mph,False,146.544,"LINESTRING (-0.1418306 51.5427292, -0.1417487 51.5427113, -0.1417215 51.542695, -0.1417065 51.5426861, -0.1415626 51.5425242, -0.1415434 51.5425021, -0.1413989 51.5423351, -0.1412534 51.5421612, -0.1410423 51.541914, -0.1409922 51.5418554, -0.1408377 51.5416745, -0.1407778 51.541603)",,,
83358163,False,A400,Kentish Town Road,primary,20 mph,True,112.101,"LINESTRING (-0.1418306 51.5427292, -0.1418205 51.5427894, -0.1418138 51.542845, -0.1418094 51.542887, -0.1418043 51.5429396, -0.1417842 51.5431112, -0.1417657 51.543294, -0.1417498 51.5434476, -0.1417247 51.5435962, -0.1417016 51.5436607, -0.1416677 51.54373)",,,
"[18640069, 129383013, 129383015]",False,A400,Kentish Town Road,primary,20 mph,True,94.91,"LINESTRING (-0.1418306 51.5427292, -0.1418585 51.5426085, -0.1418657 51.5425654, -0.1418729 51.5425201, -0.1418978 51.5423341, -0.141919 51.5421449, -0.1419248 51.5420754, -0.1419289 51.542026, -0.141955 51.5418795)",,,
17506651,True,,Hawley Crescent,unclassified,20 mph,False,115.727,"LINESTRING (-0.1421021 51.5410616, -0.1422064 51.5410683, -0.1423133 51.5410717, -0.1423844 51.5410881, -0.1425594 51.5410901, -0.1427707 51.5410819, -0.1429775 51.5410709, -0.1431874 51.54105, -0.1433833 51.5410192, -0.1435602 51.5409778, -0.1437212 51.5409178)",,,
48379508,False,A400,Kentish Town Road,primary,20 mph,False,5.9479999999999995,"LINESTRING (-0.1421021 51.5410616, -0.1420794 51.5411086, -0.1420788 51.541113)",,,
723924918,False,,Arlington Road,residential,20 mph,False,126.40499999999999,"LINESTRING (-0.1455401 51.5402509, -0.1453147 51.5399811, -0.1451393 51.5397949, -0.1449187 51.5395591, -0.1446714 51.539299, -0.1446371 51.5392629)",2,,
723924918,False,,Arlington Road,residential,20 mph,True,126.40499999999999,"LINESTRING (-0.1446371 51.5392629, -0.1446714 51.539299, -0.1449187 51.5395591, -0.1451393 51.5397949, -0.1453147 51.5399811, -0.1455401 51.5402509)",2,,
