osmid,oneway,lanes,ref,name,highway,maxspeed,junction,reversed,length,geometry,bridge,access
26774467,True,1,,Frogmoor,unclassified,30 mph,,False,13.216000000000001,"LINESTRING (-0.7525543 51.6326818, -0.7524937 51.6326261, -0.7524748 51.6326087, -0.752452 51.6325815)",,
98604525,True,2,A4128,Archway,primary,30 mph,,False,25.723,"LINESTRING (-0.7525543 51.6326818, -0.7526067 51.6326336, -0.7527214 51.6325671, -0.7528138 51.6325176)",,
98604528,True,2,A4128,Glenisters Road,primary,30 mph,,False,177.006,"LINESTRING (-0.7520469 51.6347468, -0.7520743 51.6346967, -0.7520647 51.6346333, -0.7520341 51.63443, -0.7520652 51.6342466, -0.7521497 51.6340953, -0.7523847 51.6338648, -0.7525236 51.6337452, -0.7526364 51.6336088, -0.7527173 51.6334714, -0.7527235 51.6334377, -0.7527548 51.633266)",,
314656058,True,2,A4128,,primary,30 mph,roundabout,False,22.035999999999998,"LINESTRING (-0.7520469 51.6347468, -0.7521747 51.634751, -0.7522595 51.6347774, -0.7523254 51.6348211)",,
25938784,True,,A4128,,primary,30 mph,,False,29.931,"LINESTRING (-0.7517216 51.6352174, -0.7517195 51.6351356, -0.751773 51.6350469, -0.7518377 51.6349634)",,
"[4245595, 26776180]",True,2,A40,Abbey Way,primary,30 mph,,False,115.056,"LINESTRING (-0.7510223 51.6273574, -0.7511321 51.6274404, -0.7511947 51.6275149, -0.7512803 51.6275815, -0.7519303 51.6282233)",,
26776117,True,2,,,primary,30 mph,,False,34.528,"LINESTRING (-0.7510223 51.6273574, -0.7509119 51.6273747, -0.7505383 51.6273136)",,
"[589631395, 317010468, 26518269]",False,,,St Mary Street,unclassified,30 mph,,False,155.82,"LINESTRING (-0.7513929 51.6283938, -0.7513502 51.6284006, -0.7512311 51.6283982, -0.7511198 51.6283732, -0.7510924 51.628361, -0.7510272 51.6283275, -0.7509846 51.6283001, -0.7509604 51.6282846, -0.7507975 51.6281308, -0.7505907 51.6279922, -0.7505354 51.6279652, -0.7504646 51.6279079, -0.750415 51.6277911, -0.7504162 51.6277841, -0.7504251 51.6277334, -0.7504328 51.6277076, -0.7504617 51.6276101, -0.7504794 51.6275374, -0.7505383 51.6273136)",yes,
26518289,False,,,Paul's Row,unclassified,30 mph,,False,26.715,"LINESTRING (-0.7513929 51.6283938, -0.7514624 51.6283801, -0.7515685 51.628324, -0.7516444 51.6283062, -0.7517376 51.6283117)",,
26518289,False,,,Paul's Row,unclassified,30 mph,,True,71.85499999999999,"LINESTRING (-0.7513929 51.6283938, -0.7513194 51.6286759, -0.7515229 51.6289712, -0.7515344 51.6290098)",,
26518289,False,,,Paul's Row,unclassified,30 mph,,True,26.715,"LINESTRING (-0.7517376 51.6283117, -0.7516444 51.6283062, -0.7515685 51.628324, -0.7514624 51.6283801, -0.7513929 51.6283938)",,
"[868337738, 4073711]",False,,,The Pastures,tertiary,30 mph,,"[False, True]",174.987,"LINESTRING (-0.762134 51.6352722, -0.7618505 51.6350049, -0.7616892 51.6348834, -0.7613009 51.6346819, -0.7611962 51.6346137, -0.7611292 51.6345372, -0.7610876 51.6343712, -0.7611029 51.6342416, -0.7611451 51.6340845, -0.761217 51.633948)",,
314655661,True,2,A4128,,primary,30 mph,roundabout,False,18.526,"LINESTRING (-0.7523254 51.6348211, -0.7523619 51.6348748, -0.752365 51.6349411, -0.7523454 51.6349813)",,
27069555,False,,,Bellfield Road,unclassified,,,True,42.071,"LINESTRING (-0.7523454 51.6349813, -0.7524543 51.6350465, -0.7526925 51.6351088, -0.7528296 51.635199)",,
314655661,True,2,A4128,,primary,30 mph,roundabout,False,22.820999999999998,"LINESTRING (-0.7523454 51.6349813, -0.7522981 51.6350263, -0.7522044 51.6350677, -0.7520771 51.635081)",,
25938785,True,,A4128,Hughenden Road,primary,30 mph,,False,29.994999999999997,"LINESTRING (-0.7520771 51.635081, -0.7518867 51.6351129, -0.751801 51.635155, -0.7517216 51.6352174)",,
314655660,True,2,A4128,,primary,30 mph,roundabout,False,22.217999999999996,"LINESTRING (-0.7520771 51.635081, -0.75198 51.635065, -0.7518823 51.6350162, -0.7518377 51.6349634)",,
25938786,True,2,A4128,,primary,30 mph,roundabout,False,15.492,"LINESTRING (-0.7518377 51.6349634, -0.7518251 51.6349124, -0.7518342 51.6348694, -0.7518615 51.6348284)",,
127993542,False,2,,Desborough Road,tertiary,30 mph,,True,46.294,"LINESTRING (-0.7575415 51.6301046, -0.75772 51.6302944, -0.7579046 51.6304541)",,
792614384,True,1,,Lily's Walk,tertiary,30 mph,,False,102.113,"LINESTRING (-0.7575415 51.6301046, -0.7573361 51.6298602, -0.7571112 51.629652, -0.7566631 51.6293758)",,
"[792614385, 314932683, 127992805]",False,2,,Lily's Walk,tertiary,30 mph,,False,245.003,"LINESTRING (-0.7561107 51.6291966, -0.7557338 51.6290626, -0.7555793 51.6289944, -0.7553506 51.628914, -0.7549857 51.6288038, -0.7548922 51.6287838, -0.7547253 51.628762, -0.754533 51.628757, -0.7540122 51.6287487, -0.7539418 51.6287476, -0.753761 51.6287503, -0.7536033 51.6287482, -0.7533695 51.6287437, -0.753167 51.6287271, -0.7529309 51.6286838, -0.7528575 51.6286698, -0.752762 51.6286444)",,
792614388,True,1,,Lily's Walk,tertiary,,,False,34.981,"LINESTRING (-0.7561107 51.6291966, -0.7564912 51.6292834, -0.7565861 51.6292612)",,
"[98648993, 26776180]",True,2,A40,Abbey Way,primary,30 mph,,False,64.14399999999999,"LINESTRING (-0.7519303 51.6282233, -0.7521017 51.6283986, -0.7522602 51.6285501, -0.7523286 51.6286128, -0.7523828 51.6286626, -0.7524328 51.6287084)",yes,
314930805,True,,,Lily's Walk,tertiary,30 mph,,False,74.404,"LINESTRING (-0.7519303 51.6282233, -0.7520687 51.6282961, -0.7521708 51.6283669, -0.7522969 51.6284415, -0.752399 51.6284956, -0.752762 51.6286444)",,
4236181,False,2,,Desborough Avenue,tertiary,30 mph,,True,53.407999999999994,"LINESTRING (-0.7626806 51.6312755, -0.7624799 51.6315802, -0.7624666 51.6316005, -0.7624409 51.6316205, -0.7623368 51.6317015)",,
"[127993514, 314932691]",False,,,West End Road,residential,30 mph,,True,106.394,"LINESTRING (-0.7626806 51.6312755, -0.7624373 51.6312296, -0.7612255 51.6309602)",,
"[589631395, 317010468, 26518269]",False,,,St Mary Street,unclassified,30 mph,,True,155.82000000000002,"LINESTRING (-0.7505383 51.6273136, -0.7504794 51.6275374, -0.7504617 51.6276101, -0.7504328 51.6277076, -0.7504251 51.6277334, -0.7504162 51.6277841, -0.750415 51.6277911, -0.7504646 51.6279079, -0.7505354 51.6279652, -0.7505907 51.6279922, -0.7507975 51.6281308, -0.7509604 51.6282846, -0.7509846 51.6283001, -0.7510272 51.6283275, -0.7510924 51.628361, -0.7511198 51.6283732, -0.7512311 51.6283982, -0.7513502 51.6284006, -0.7513929 51.6283938)",yes,
26518289,False,,,Paul's Row,unclassified,30 mph,,False,71.855,"LINESTRING (-0.7515344 51.6290098, -0.7515229 51.6289712, -0.7513194 51.6286759, -0.7513929 51.6283938)",,
314655282,True,3,A40,Abbey Way,primary,30 mph,circular,False,4.574,"LINESTRING (-0.754235 51.6310074, -0.754213 51.6309686)",,
26519237,False,,,Rutland Street,residential,30 mph,,False,93.488,"LINESTRING (-0.7583629 51.6277591, -0.7572814 51.627253)",,
26519237,False,,,Rutland Street,residential,30 mph,,True,35.506,"LINESTRING (-0.7583629 51.6277591, -0.7580668 51.6280202)",,
4236180,False,2,,Suffield Road,tertiary,,,False,39.459,"LINESTRING (-0.7575855 51.6283877, -0.7573326 51.6283613, -0.7570201 51.6283357)",,
4236180,False,2,,Suffield Road,tertiary,,,True,317.046,"LINESTRING (-0.7575855 51.6283877, -0.760845 51.6290764, -0.7619348 51.6293045)",,
26519237,False,,,Rutland Street,residential,30 mph,,False,52.667,"LINESTRING (-0.7575855 51.6283877, -0.757908 51.6281428, -0.7579576 51.6281029, -0.7580668 51.6280202)",,
26519237,False,,,Rutland Street,residential,30 mph,,True,138.224,"LINESTRING (-0.7575855 51.6283877, -0.7575389 51.6284465, -0.7574445 51.6285583, -0.7570282 51.628871, -0.7569712 51.6289201, -0.7569681 51.6289767, -0.7570181 51.6290172, -0.7572439 51.6290689, -0.7574864 51.6291563, -0.7576286 51.6292825)",,
26519237,False,,,Rutland Street,residential,30 mph,,False,138.22400000000002,"LINESTRING (-0.7576286 51.6292825, -0.7574864 51.6291563, -0.7572439 51.6290689, -0.7570181 51.6290172, -0.7569681 51.6289767, -0.7569712 51.6289201, -0.7570282 51.628871, -0.7574445 51.6285583, -0.7575389 51.6284465, -0.7575855 51.6283877)",,
26519237,False,,,Rutland Street,residential,30 mph,,True,77.754,"LINESTRING (-0.7576286 51.6292825, -0.7577297 51.6294413, -0.7577618 51.6294917, -0.7577947 51.6295954, -0.7578024 51.6296198, -0.757732 51.6296956, -0.7576126 51.6297534, -0.7574702 51.6297944, -0.7573958 51.6298399)",,
26996684,False,,,Wendover Street,residential,,,True,295.196,"LINESTRING (-0.7576286 51.6292825, -0.7577104 51.6292392, -0.757985 51.6292925, -0.7586545 51.6294576, -0.7592811 51.6296121, -0.7600021 51.629788, -0.7615824 51.6301971)",,
26519237,False,,,Rutland Street,residential,30 mph,,True,93.488,"LINESTRING (-0.7572814 51.627253, -0.7583629 51.6277591)",,
26635330,False,,,Temple End,residential,20 mph,,False,160.42900000000003,"LINESTRING (-0.7517857 51.634371, -0.7518731 51.6341323, -0.7521135 51.6335683, -0.7521942 51.6333436, -0.7522767 51.6331586, -0.7522939 51.6329665)",,
26635330,False,,,Temple End,residential,20 mph,,True,56.229000000000006,"LINESTRING (-0.7517857 51.634371, -0.7517184 51.6346763, -0.7517237 51.6347478, -0.7517371 51.6347761, -0.7517802 51.634809, -0.7518615 51.6348284)",,
27091274,False,,,Benjamin Road,residential,,,False,30.915,"LINESTRING (-0.7517857 51.634371, -0.7515554 51.6343308, -0.7513473 51.6343209)",,
26683144,False,,,Bridge Street,unclassified,30 mph,,True,9.687,"LINESTRING (-0.7559888 51.6320691, -0.7558788 51.6321232)",,
186972468,True,2,A40,Oxford Road,primary,30 mph,,False,38.711,"LINESTRING (-0.7559888 51.6320691, -0.756215 51.6322313, -0.7562453 51.6322488, -0.7563663 51.6323263)",,
"[186970257, 186970262]",True,,,Bridge Street,unclassified,30 mph,,False,63.596000000000004,"LINESTRING (-0.7566087 51.6316486, -0.756454 51.6317839, -0.7562619 51.6319086, -0.7561704 51.6319635, -0.7561227 51.6319933, -0.7559888 51.6320691)",,
307858166,False,,,Bridge Street,unclassified,30 mph,,False,47.014,"LINESTRING (-0.7566087 51.6316486, -0.7568257 51.6315259, -0.7571123 51.6313639)",,
26455766,False,,,Desborough Road,tertiary,30 mph,,True,105.444,"LINESTRING (-0.7582926 51.6307812, -0.7585091 51.6308781, -0.7586819 51.6309355, -0.7588593 51.6309945, -0.7593668 51.6310856, -0.7595572 51.631134, -0.7596402 51.6311957)",,
314655291,False,,,Bridge Street,unclassified,30 mph,,True,104.093,"LINESTRING (-0.7582926 51.6307812, -0.7581458 51.6308535, -0.7578934 51.6309767, -0.7573322 51.6312579, -0.7572231 51.6313105, -0.7571123 51.6313639)",,
"[377642092, 127993542]",False,2,,Desborough Road,tertiary,30 mph,,False,45.248000000000005,"LINESTRING (-0.7582926 51.6307812, -0.7581411 51.6306332, -0.7579046 51.6304541)",,
26773321,False,,,West End Street,residential,,,False,60.253,"LINESTRING (-0.7612255 51.6309602, -0.760874 51.6314562)",,
26996626,False,,,West End Street,residential,,,False,88.517,"LINESTRING (-0.7612255 51.6309602, -0.7614015 51.6306643, -0.7614323 51.6305886, -0.7614837 51.6304348, -0.7615824 51.6301971)",,
"[127993514, 314932691]",False,,,West End Road,residential,30 mph,,False,106.394,"LINESTRING (-0.7612255 51.6309602, -0.7624373 51.6312296, -0.7626806 51.6312755)",,
314932691,False,,,West End Road,residential,30 mph,,True,243.52999999999997,"LINESTRING (-0.7612255 51.6309602, -0.760345 51.6307604, -0.7596889 51.6305981, -0.7585636 51.6302646, -0.7583253 51.6305062, -0.7582899 51.6305422, -0.75827 51.6305553, -0.7582094 51.6305916)",,
26455766,False,,,Desborough Road,tertiary,30 mph,,True,29.828,"LINESTRING (-0.760874 51.6314562, -0.7612731 51.6315591)",,
26773321,False,,,West End Street,residential,,,True,60.253,"LINESTRING (-0.760874 51.6314562, -0.7612255 51.6309602)",,
26455766,False,,,Desborough Road,tertiary,30 mph,,False,91.12700000000001,"LINESTRING (-0.760874 51.6314562, -0.7597448 51.6311811, -0.7596402 51.6311957)",,
314655288,True,3,A40,Abbey Way,primary,30 mph,circular,False,28.947000000000003,"LINESTRING (-0.754213 51.6309686, -0.7542398 51.6308416, -0.754329 51.6307215)",,
26774447,True,,,Oxford Street,unclassified,30 mph,,False,89.696,"LINESTRING (-0.7529979 51.6307799, -0.7531301 51.6308012, -0.7532469 51.630825, -0.753257 51.6308271, -0.7533845 51.6308619, -0.7535175 51.6309097, -0.7536533 51.6309589, -0.7537276 51.6309812, -0.7537772 51.6309899, -0.753916 51.631003, -0.7540826 51.6309961, -0.754213 51.6309686)",,
"[150263603, 312617844]",False,,,"['Oxford Street', 'Queens Square']",unclassified,30 mph,,False,62.373,"LINESTRING (-0.7529979 51.6307799, -0.7528624 51.6307505, -0.7527984 51.6307415, -0.7526974 51.6307145, -0.7526417 51.6306916, -0.7525998 51.6306651, -0.7525707 51.6306269, -0.7525086 51.6304847, -0.7524779 51.6304361, -0.7524392 51.6304011)",,
314651053,False,2,,Frogmoor,unclassified,30 mph,,True,133.44,"LINESTRING (-0.7529979 51.6307799, -0.7529597 51.630939, -0.7528578 51.6313638, -0.7527752 51.6316752, -0.7527586 51.6318221, -0.752742 51.6319686)",,
26774471,True,,,Frogmoor,unclassified,30 mph,,False,28.774,"LINESTRING (-0.7525454 51.6323354, -0.7525452 51.6323529, -0.7525498 51.6323663, -0.7525565 51.6323782, -0.752574 51.6323973, -0.7525981 51.6324168, -0.7526503 51.6324498, -0.7527342 51.6324879, -0.7528138 51.6325176)",,
314650401,False,1,,Frogmoor,unclassified,30 mph,,False,43.009,"LINESTRING (-0.7525454 51.6323354, -0.7525814 51.6322648, -0.7526391 51.632157, -0.7526769 51.6320932, -0.7527111 51.6320387, -0.752742 51.6319686)",,
"[150263603, 312617844]",False,,,"['Oxford Street', 'Queens Square']",unclassified,30 mph,,True,62.37299999999999,"LINESTRING (-0.7524392 51.6304011, -0.7524779 51.6304361, -0.7525086 51.6304847, -0.7525707 51.6306269, -0.7525998 51.6306651, -0.7526417 51.6306916, -0.7526974 51.6307145, -0.7527984 51.6307415, -0.7528624 51.6307505, -0.7529979 51.6307799)",,
27086108,False,,,Priory Avenue,residential,,,True,253.42499999999998,"LINESTRING (-0.7500799 51.6321868, -0.7501304 51.6322776, -0.7502704 51.6325024, -0.7504378 51.6327466, -0.7505662 51.6329698, -0.7507094 51.6331959, -0.7510883 51.6338102, -0.75131 51.6341668, -0.7513452 51.6342581, -0.7513473 51.6343209)",,
27086108,False,,,Priory Avenue,residential,,,False,253.425,"LINESTRING (-0.7513473 51.6343209, -0.7513452 51.6342581, -0.75131 51.6341668, -0.7510883 51.6338102, -0.7507094 51.6331959, -0.7505662 51.6329698, -0.7504378 51.6327466, -0.7502704 51.6325024, -0.7501304 51.6322776, -0.7500799 51.6321868)",,
27091274,False,,,Benjamin Road,residential,,,False,75.08200000000001,"LINESTRING (-0.7513473 51.6343209, -0.7510786 51.6343202, -0.7508973 51.634315, -0.7502603 51.6342966)",,
27091274,False,,,Benjamin Road,residential,,,True,30.915,"LINESTRING (-0.7513473 51.6343209, -0.7515554 51.6343308, -0.7517857 51.634371)",,
"[314652058, 26774642]",False,2,,Dovecot Road,residential,30 mph,,True,111.787,"LINESTRING (-0.753777 51.6313756, -0.7537426 51.6315301, -0.7536225 51.6316846, -0.7534178 51.6318804, -0.7533601 51.6319221, -0.753285 51.6319412, -0.7531039 51.631962, -0.7529839 51.6319644, -0.7528659 51.6319664, -0.752742 51.6319686)",,
307858166,False,,,Bridge Street,unclassified,30 mph,,True,47.014,"LINESTRING (-0.7571123 51.6313639, -0.7568257 51.6315259, -0.7566087 51.6316486)",,
314655291,False,,,Bridge Street,unclassified,30 mph,,False,104.09299999999999,"LINESTRING (-0.7571123 51.6313639, -0.7572231 51.6313105, -0.7573322 51.6312579, -0.7578934 51.6309767, -0.7581458 51.6308535, -0.7582926 51.6307812)",,
4236180,False,2,,Suffield Road,tertiary,,,False,317.046,"LINESTRING (-0.7619348 51.6293045, -0.760845 51.6290764, -0.7575855 51.6283877)",,
26996626,False,,,West End Street,residential,,,True,102.191,"LINESTRING (-0.7619348 51.6293045, -0.7617312 51.6298108, -0.7615824 51.6301971)",,
"[26996714, 26996708]",False,,,"['West End Street', 'Bridle Gate']",residential,,,False,107.779,"LINESTRING (-0.7619348 51.6293045, -0.7621497 51.6288907, -0.7629804 51.6290314)",,
26996626,False,,,West End Street,residential,,,False,102.191,"LINESTRING (-0.7615824 51.6301971, -0.7617312 51.6298108, -0.7619348 51.6293045)",,
26996626,False,,,West End Street,residential,,,True,88.517,"LINESTRING (-0.7615824 51.6301971, -0.7614837 51.6304348, -0.7614323 51.6305886, -0.7614015 51.6306643, -0.7612255 51.6309602)",,
26996684,False,,,Wendover Street,residential,,,False,295.196,"LINESTRING (-0.7615824 51.6301971, -0.7600021 51.629788, -0.7592811 51.6296121, -0.7586545 51.6294576, -0.757985 51.6292925, -0.7577104 51.6292392, -0.7576286 51.6292825)",,
"[26996714, 26996708]",False,,,"['West End Street', 'Bridle Gate']",residential,,,True,107.779,"LINESTRING (-0.7629804 51.6290314, -0.7621497 51.6288907, -0.7619348 51.6293045)",,
4073702,False,,,Desborough Avenue,tertiary,,,False,48.218,"LINESTRING (-0.7621322 51.6323333, -0.7619148 51.6327454)",,
4073702,False,,,Desborough Avenue,tertiary,,,True,27.864,"LINESTRING (-0.7621322 51.6323333, -0.7622638 51.6320964)",,
4073702,False,,,Desborough Avenue,tertiary,,,True,48.218,"LINESTRING (-0.7619148 51.6327454, -0.7621322 51.6323333)",,
26997069,False,,,Baker Street,unclassified,,,False,75.986,"LINESTRING (-0.7619148 51.6327454, -0.7629461 51.6329846)",,
26997069,False,,,Baker Street,unclassified,,,True,54.073,"LINESTRING (-0.7619148 51.6327454, -0.7611694 51.6325957)",,
"[27092776, 27092777, 4073702]",False,,,Desborough Avenue,tertiary,,,False,142.403,"LINESTRING (-0.7619148 51.6327454, -0.7617003 51.6331732, -0.7615915 51.6333902, -0.7615003 51.6335473, -0.7612883 51.6338169, -0.761217 51.633948)",yes,
26997069,False,,,Baker Street,unclassified,,,True,75.986,"LINESTRING (-0.7629461 51.6329846, -0.7619148 51.6327454)",,
26997069,False,,,Baker Street,unclassified,,,False,54.073,"LINESTRING (-0.7611694 51.6325957, -0.7619148 51.6327454)",,
26997069,False,,,Baker Street,unclassified,,,True,23.575,"LINESTRING (-0.7611694 51.6325957, -0.7608504 51.6325199)",,
26997242,False,,,George Street,unclassified,,,False,84.457,"LINESTRING (-0.7611694 51.6325957, -0.7609376 51.6330112, -0.7604472 51.632913)",,
792614381,False,,,Westbourne Street,tertiary,,,False,17.64,"LINESTRING (-0.7591045 51.632165, -0.7590783 51.6323228)",,
792614381,False,,,Westbourne Street,tertiary,,,True,12.923,"LINESTRING (-0.7591045 51.632165, -0.7591496 51.6320522)",,
26997069,False,,,Baker Street,unclassified,,,False,37.796,"LINESTRING (-0.7591045 51.632165, -0.7591979 51.6321768, -0.7595367 51.6322449, -0.7596282 51.6322633)",,
26997087,False,,,Westbourne Street,tertiary,,,False,6.706,"LINESTRING (-0.7596402 51.6311957, -0.7596304 51.6312557)",,
26455766,False,,,Desborough Road,tertiary,30 mph,,False,105.444,"LINESTRING (-0.7596402 51.6311957, -0.7595572 51.631134, -0.7593668 51.6310856, -0.7588593 51.6309945, -0.7586819 51.6309355, -0.7585091 51.6308781, -0.7582926 51.6307812)",,
26455766,False,,,Desborough Road,tertiary,30 mph,,True,91.12700000000001,"LINESTRING (-0.7596402 51.6311957, -0.7597448 51.6311811, -0.760874 51.6314562)",,
792614381,False,,,Westbourne Street,tertiary,,,True,17.64,"LINESTRING (-0.7590783 51.6323228, -0.7591045 51.632165)",,
388128920,True,1,,Westbourne Street,tertiary,,,False,72.611,"LINESTRING (-0.7590783 51.6323228, -0.7590921 51.6323883, -0.7590788 51.6324629, -0.759029 51.6326016, -0.7588909 51.6327914, -0.7588403 51.6328457, -0.7587174 51.6329085)",,
26997126,False,,,Brook Street,unclassified,,,True,7.788,"LINESTRING (-0.7569351 51.6325224, -0.7568868 51.6325857)",,
26997126,False,,,Brook Street,unclassified,,,False,174.469,"LINESTRING (-0.7569351 51.6325224, -0.7570389 51.6323613, -0.7571009 51.6322971, -0.7573749 51.6322279, -0.757986 51.6321268, -0.758823 51.6320094, -0.7589533 51.6320045, -0.7591496 51.6320522)",,
192086723,True,1,A40,West Wycombe Road,primary,30 mph,,False,130.45,"LINESTRING (-0.7569351 51.6325224, -0.7570505 51.6325565, -0.7582494 51.6328111, -0.7585391 51.632859, -0.7587174 51.6329085)",,
792614381,False,,,Westbourne Street,tertiary,,,False,12.923,"LINESTRING (-0.7591496 51.6320522, -0.7591045 51.632165)",,
26997126,False,,,Brook Street,unclassified,,,True,174.46900000000002,"LINESTRING (-0.7591496 51.6320522, -0.7589533 51.6320045, -0.758823 51.6320094, -0.757986 51.6321268, -0.7573749 51.6322279, -0.7571009 51.6322971, -0.7570389 51.6323613, -0.7569351 51.6325224)",,
792614382,True,1,,Westbourne Street,tertiary,,,False,95.313,"LINESTRING (-0.7591496 51.6320522, -0.7591614 51.6319692, -0.7592682 51.6317329, -0.7594265 51.6314878, -0.7596304 51.6312557)",,
26455766,False,,,Desborough Road,tertiary,30 mph,,False,29.828,"LINESTRING (-0.7612731 51.6315591, -0.760874 51.6314562)",,
26997173,False,,,Short Street,unclassified,,,False,34.851,"LINESTRING (-0.7612731 51.6315591, -0.7611624 51.6318649)",,
26455766,False,,,Desborough Road,tertiary,30 mph,,True,76.356,"LINESTRING (-0.7612731 51.6315591, -0.7616154 51.6316489, -0.762184 51.6317183, -0.7623368 51.6317015)",,
26997069,False,,,Baker Street,unclassified,,,False,23.575,"LINESTRING (-0.7608504 51.6325199, -0.7611694 51.6325957)",,
26997173,False,,,Short Street,unclassified,,,True,49.299,"LINESTRING (-0.7608504 51.6325199, -0.7610704 51.6320981)",,
26997069,False,,,Baker Street,unclassified,,,True,89.053,"LINESTRING (-0.7608504 51.6325199, -0.7601415 51.6323746, -0.7596282 51.6322633)",,
26997173,False,,,Short Street,unclassified,,,False,26.697,"LINESTRING (-0.7611624 51.6318649, -0.7610704 51.6320981)",,
26997173,False,,,Short Street,unclassified,,,True,34.851,"LINESTRING (-0.7611624 51.6318649, -0.7612731 51.6315591)",,
26997192,False,,,,unclassified,,,False,80.259,"LINESTRING (-0.7611624 51.6318649, -0.7622638 51.6320964)",,
604413815,False,,,Landales Road,unclassified,,,False,121.37100000000001,"LINESTRING (-0.7611624 51.6318649, -0.7605011 51.6317286, -0.759508 51.6314956)",,
4073702,False,,,Desborough Avenue,tertiary,,,False,27.864,"LINESTRING (-0.7622638 51.6320964, -0.7621322 51.6323333)",,
