osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,tunnel,junction,bridge
95287661,True,2,A548,Elwy Street,primary,20 mph,False,114.542,"LINESTRING (-3.4917557 53.3179836, -3.4918546 53.3180483, -3.4921887 53.3182667, -3.4922691 53.3183193, -3.4924702 53.3184508, -3.4927874 53.3186582, -3.4929188 53.3187441)",,,,
28175110,True,,,Bath Street,residential,,False,104.454,"LINESTRING (-3.4874525 53.3217095, -3.4875291 53.3217711, -3.4878005 53.3219802, -3.4884169 53.3224515)",,,,
109212507,False,2,A548,Russell Road,primary,20 mph,True,133.526,"LINESTRING (-3.4874525 53.3217095, -3.4873716 53.3217918, -3.4868628 53.3222563, -3.486623 53.3224753, -3.4863584 53.3227168)",,,,
111679224,True,2,A548,Bath Street,primary,20 mph,False,124.455,"LINESTRING (-3.4874525 53.3217095, -3.4872044 53.3215259, -3.4864716 53.3209991, -3.4862785 53.3208377)",,,,
100860174,False,,,Russell Gardens,residential,,True,45.389,"LINESTRING (-3.4857775 53.3232079, -3.4862422 53.3235072)",,,,
109212507,False,2,A548,Russell Road,primary,20 mph,False,23.662,"LINESTRING (-3.4857775 53.3232079, -3.4860093 53.3230463)",,,,
109212507,False,2,A548,Russell Road,primary,20 mph,True,11.453,"LINESTRING (-3.4857775 53.3232079, -3.4856572 53.3232817)",,,,
522848548,True,,,,tertiary_link,,False,24.392,"LINESTRING (-3.4858905 53.3180988, -3.4859448 53.3181016, -3.4860065 53.3181016, -3.4860519 53.3180983, -3.4861062 53.3180902, -3.4861543 53.31808, -3.486242 53.3180535)",,,,
522848562,True,2,A525,Vale Road,primary,20 mph,False,18.508000000000003,"LINESTRING (-3.4858905 53.3180988, -3.4860413 53.3181258, -3.4861537 53.3181529)",,,,
522848562,True,2,A525,Vale Road,primary,20 mph,False,2.186,"LINESTRING (-3.4855167 53.3180197, -3.4855457 53.318029)",,,,
1077888604,False,2,A525,Vale Road,primary,20 mph,True,43.242000000000004,"LINESTRING (-3.4855167 53.3180197, -3.485294 53.3179318, -3.484968 53.3178105)",,,,
100859067,False,,,Morley Road,unclassified,,False,135.94400000000002,"LINESTRING (-3.484359 53.3212994, -3.484357 53.3212106, -3.4843692 53.3211808, -3.4843895 53.3211541, -3.4844811 53.3210824, -3.4848353 53.3208644, -3.4850132 53.3207549, -3.4850571 53.3207279, -3.4852541 53.3206172, -3.4856541 53.3203925)",,,,
106509819,False,2,B5119,Brighton Road,secondary,20 mph,False,140.33599999999998,"LINESTRING (-3.484359 53.3212994, -3.4846956 53.3212567, -3.4852797 53.3211879, -3.4855217 53.3211431, -3.4857319 53.3210886, -3.4857727 53.3210689, -3.4858758 53.3210191, -3.4862085 53.3208589, -3.4862785 53.3208377)",,,,
106509819,False,2,B5119,Brighton Road,secondary,20 mph,True,24.747999999999998,"LINESTRING (-3.484359 53.3212994, -3.4841002 53.3213379, -3.4840479 53.321339, -3.4839956 53.3213321)",,,,
109212507,False,2,A548,Russell Road,primary,20 mph,False,63.667,"LINESTRING (-3.4841511 53.3241705, -3.4848425 53.3237739)",,,,
100860175,True,,,Church Street,unclassified,,False,243.12699999999998,"LINESTRING (-3.4907868 53.3228058, -3.4906949 53.3227407, -3.4902775 53.3224442, -3.4900599 53.3222903, -3.4899962 53.3222452, -3.4898396 53.3221337, -3.4891953 53.3216766, -3.4890694 53.3215871, -3.4890424 53.3215679, -3.4890344 53.3215657, -3.4889468 53.3215021, -3.4888387 53.3214235, -3.4886528 53.3212915, -3.488536 53.3212085, -3.4884877 53.3211987, -3.488375 53.321206)",,,,
124810306,True,,B5118,,secondary,20 mph,False,89.695,"LINESTRING (-3.4907868 53.3228058, -3.4909154 53.3227243, -3.4910844 53.322624, -3.4912335 53.3225485, -3.4913871 53.3224748, -3.4915297 53.3224254, -3.4916505 53.322396, -3.4917373 53.3223788, -3.4918701 53.3223433)",,,,
100860163,False,,,Fairfield Avenue,residential,,True,191.059,"LINESTRING (-3.4882698 53.3240009, -3.4863584 53.3227168)",,,,
124810145,False,2,B5118,East Parade,secondary,20 mph,False,39.644999999999996,"LINESTRING (-3.4882698 53.3240009, -3.4880817 53.3241063, -3.4878344 53.3242448)",,,,
124810145,False,2,B5118,East Parade,secondary,20 mph,True,80.56099999999999,"LINESTRING (-3.4882698 53.3240009, -3.4883961 53.3239364, -3.4887661 53.3237473, -3.4889051 53.3236762, -3.4890312 53.3236293, -3.4892404 53.3235747)",,,,
100860159,False,,,Tarleton Street,residential,,False,180.149,"LINESTRING (-3.4878344 53.3242448, -3.4877761 53.3242065, -3.4871888 53.3238181, -3.4860093 53.3230463)",,,,
124810145,False,2,B5118,East Parade,secondary,20 mph,False,138.21099999999998,"LINESTRING (-3.4878344 53.3242448, -3.487568 53.3243636, -3.4875008 53.3243936, -3.4871209 53.3245629, -3.4870037 53.3246151, -3.4867684 53.3247128, -3.4865059 53.3248218, -3.48647 53.3248369, -3.4861476 53.3249725)",,,,
124810145,False,2,B5118,East Parade,secondary,20 mph,True,39.644999999999996,"LINESTRING (-3.4878344 53.3242448, -3.4880817 53.3241063, -3.4882698 53.3240009)",,,,
124810388,True,,B5118,,secondary,20 mph,False,41.129999999999995,"LINESTRING (-3.4926226 53.3219811, -3.4924939 53.3221029, -3.4923914 53.3222197, -3.4923539 53.3222647, -3.4923229 53.3223043)",,,,
199878305,False,,B5118,West Parade,secondary,20 mph,True,98.31500000000001,"LINESTRING (-3.4926226 53.3219811, -3.492872 53.3218644, -3.493096 53.3217641, -3.4936677 53.3215199, -3.4937728 53.321475, -3.4938141 53.3214567)",,,,
199878300,False,2,B5118,West Parade,secondary,20 mph,True,66.447,"LINESTRING (-3.4938141 53.3214567, -3.4946103 53.3210949)",,,,
